,music,singer,music_id,release_date,category,music_like,comment_count,within 7days,ost,rank_count
988,나 어릴적 꿈,터보,1606445,1995-07-01,댄스,13930,38,0,0,6
989,멍,김현정,38426,2000-05-22,댄스,25575,46,0,0,6
990,오빠야,"술제이,현영",5526863,2014-12-31,발라드,7949,10,1,1,6
991,i m your girl,ses,827926,2001-05-01,댄스,16399,20,0,0,3
992,coach me,"산이,효린",5528069,2015-01-02,랩/힙합,8485,21,1,0,4
993,white love,터보,1032761,2005-12-05,발라드,21741,42,0,0,6
994,바람아 불어라,백지영,5526853,2014-12-31,국내영화,4695,7,1,0,2
995,잘못된 만남,김건모,62462,1995-01-24,댄스,53462,114,0,0,10
996,말해줘,지누션,74372,1997-03-01,"댄스, 랩/힙합",19104,51,0,0,5
997,이별병,숙희,5411492,2014-10-14,발라드,13568,15,0,0,1
998,햇살이 아파,스탠딩에그,3765856,2012-04-10,"인디음악, 포크/블루스",25612,13,0,0,1
999,사랑의 노래,더씨야,5523115,2014-12-29,발라드,2507,2,1,0,1
1000,어느 째즈바,터보,1606539,2001-06-20,발라드,4804,4,0,0,1
1001,회상,터보,1606541,2001-06-20,발라드,17488,25,0,0,1
1002,곁,"이영현,소향",5524957,2014-12-30,발라드,2287,2,1,0,1
1003,empty space,에디킴,5516828,2014-12-30,포크/블루스,4267,4,1,1,1
1004,전화번호,지누션,622649,2004-11-12,랩/힙합,16841,31,0,0,8
1005,twist king,터보,1606430,1996-08-01,댄스,12984,32,0,0,2
1006,검은 고양이,터보,1606447,1995-07-01,댄스,13828,34,0,0,1
1007,tears,소찬휘,1140592,2000-03-24,댄스,41720,59,0,0,6
1008,데자 부,종현,5533607,2015-01-12,댄스,51327,307,1,0,9
1009,화,매드클라운,5531227,2015-01-09,랩/힙합,75165,116,1,0,22
1010,목소리,노을,5536206,2015-01-08,발라드,57228,30,1,0,26
1011,poison,엄정화,83721,1998-07-01,댄스,23043,66,0,0,5
1012,초대,엄정화,79740,1998-07-01,댄스,20197,74,0,0,3
1013,to heaven,조성모,1816948,1998-09-03,발라드,36039,91,0,0,3
1014,혼잣말,"지아,하트비",5526770,2015-01-07,발라드,6993,5,1,0,4
1015,애상,쿨,46957,1999-01-01,댄스,26028,34,0,0,3
1016,잠못드는 밤 비는 내리고,김건모,57519,1992-10-29,댄스,28938,76,0,0,2
1017,사랑,먼데이키즈,33002813,2020-10-21,발라드,40673,136,0,0,3
1018,사랑이 떠나가네,김건모,38461,1997-12-01,댄스,11226,16,0,0,2
1019,와,이정현,85258,1999-10-01,댄스,23011,78,0,0,2
1020,현명한 선택,소찬휘,1500836,2006-11-18,댄스,14947,23,0,0,2
1021,한강앞에서,나비,5531377,2015-01-06,발라드,10306,8,1,0,3
1022,마일리지,정용화,5535330,2015-01-20,발라드,7164,19,0,0,3
1023,콩,매드클라운,5538220,2015-01-09,랩/힙합,13334,38,1,0,3
1024,다짐,조성모,106215,2000-09-01,댄스,14342,41,0,0,1
1025,a yo,지누션,1374387,2006-09-01,랩/힙합,4422,6,0,0,1
1026,위글위글,헬로비너스,5529746,2015-01-05,댄스,7072,18,1,0,1
1027,배반의 장미,엄정화,73257,1997-03-01,댄스,12615,22,0,0,1
1028,핑계,김건모,56870,1993-11-04,댄스,17235,29,0,0,1
1029,그대 하나로,김보경,5536252,2015-01-08,발라드,2323,3,1,1,2
1030,밤하늘의 별을 6,양정승,5536249,2015-01-08,발라드,10884,13,1,0,2
1031,미안해요 늙어서,유세윤,5529704,2015-01-05,발라드,4233,9,1,0,1
1032,가슴을 차갑게,노을,5536205,2015-01-08,발라드,4982,6,1,0,2
1033,glass heart,소찬휘,5531793,2015-01-06,발라드,1497,2,1,0,1
1034,눈이 하는 말,테이,5529606,2015-01-05,발라드,3919,5,1,1,1
1035,crazy,종현,5538271,2015-01-12,댄스,19782,77,1,0,4
1036,팔베개,"소유,기리보이",5546828,2015-01-15,랩/힙합,49744,62,1,0,18
1037,환청,장재인,5545022,2015-01-14,"발라드, 랩/힙합, 국내드라마",61642,100,1,0,17
1038,love belt,종현,5540143,2015-01-12,R&B/Soul,21408,114,1,0,1
1039,할렐루야,종현,5540142,2015-01-12,R&B/Soul,12952,48,1,0,1
1040,일인극,종현,5540147,2015-01-12,댄스,15834,95,1,0,1
1041,시간이 늦었어,종현,5540148,2015-01-12,R&B/Soul,15349,73,1,0,1
1042,그사람,화요비,5540144,2015-01-12,댄스,12370,72,1,0,4
1043,you,벤,31321146,2018-09-23,발라드,9665,27,0,1,4
1044,때려박는 랩,매드클라운,5538223,2015-01-09,랩/힙합,11997,34,0,0,1
1045,커피카피아가씨,매드클라운,5538219,2015-01-09,랩/힙합,6932,49,0,0,1
1046,유리구슬,여자친구,5546489,2015-01-15,댄스,77729,458,1,0,28
1047,멀어진다,김필,5540459,2015-01-12,록/메탈,3997,8,1,1,1
1048,슬픔 속에 그댈 지워야만 해,"정승환,박윤하",5551234,2015-01-18,발라드,54575,31,0,0,15
1049,또 운다 또,다비치,5555751,2015-01-21,발라드,46228,25,1,0,17
1050,어느 멋진 날,정용화,5554059,2015-01-20,발라드,21612,90,1,0,9
1051,행복해서 미안해,다비치,5555752,2015-01-21,발라드,28131,45,1,0,14
1052,그대도 같은가요,에일리,5552200,2015-01-19,발라드,14846,11,1,1,9
1053,두 여자의 방,다비치,5555750,2015-01-21,발라드,9318,17,1,0,4
1054,my love,에디킴,5549372,2015-01-21,포크/블루스,21871,29,1,0,6
1055,너에게,다비치,31804010,2019-05-17,발라드,170390,573,0,0,3
1056,봄,다비치,5555754,2015-01-21,발라드,7403,18,1,0,3
1057,내 눈물 모아,울랄라세션,5551593,2015-01-17,발라드,13088,11,0,1,3
1058,cheers,"개코,얀키",5557985,2015-01-22,랩/힙합,17175,25,1,0,5
1059,그린라이트,"라디,주비",5552430,2015-01-23,댄스,30358,150,1,0,1
1060,bad girl good girl,"릴리m,나수현",5549331,2015-01-16,발라드,2542,3,0,1,1
1061,coming home,gsoul,5551724,2015-01-19,일렉트로니카,31777,90,1,0,1
1062,apologize,에디킴,5549373,2015-01-21,포크/블루스,7112,10,1,0,1
1063,쉬운 여자 아니에요,리지,5553993,2015-01-23,성인가요/트로트,5297,6,1,0,3
1064,변명,gsoul,5551726,2015-01-19,R&B/Soul,5773,21,1,0,1
1065,first love,gsoul,5551725,2015-01-19,R&B/Soul,2718,4,1,0,1
1066,superstar,gsoul,5551723,2015-01-19,R&B/Soul,2004,2,1,0,1
1067,falling,박보람,5558306,2015-01-22,발라드,6105,7,1,1,2
1068,fly again,인피니트h,5562520,2015-01-26,랩/힙합,25112,59,1,0,1
1069,because of you,백지영,5567464,2015-01-28,발라드,18274,14,1,1,11
1070,추운 비,포미닛,5562748,2015-02-09,발라드,10635,24,0,0,5
1071,말리꽃,유성은,5562500,2015-01-24,발라드,17967,18,0,1,5
1072,부딪쳐,인피니트h,5562522,2015-01-26,랩/힙합,13438,11,1,0,1
1073,어디 안 가,인피니트h,5562521,2015-01-26,랩/힙합,11118,5,1,0,1
1074,니가 미치지 않고서야,인피니트h,5562525,2015-01-26,랩/힙합,10716,6,1,0,1
1075,바빠서 sorry,인피니트h,5562523,2015-01-26,랩/힙합,10624,2,1,0,1
1076,지킬 앤 하이드,인피니트h,5562524,2015-01-26,랩/힙합,10183,4,1,0,1
1077,sugar,maroon5,5570018,2015-01-29,발라드,9073,37,0,0,45
1078,보고 싶은 사람,송지은,5565138,2015-01-27,발라드,5233,4,1,1,1
1079,좋아,길구봉구,5566596,2015-01-28,발라드,32449,24,1,0,2
1080,uptown funk,markronson,5562283,2015-01-25,발라드,3472,3,0,0,37
1081,"겨울, 또다시",문명진,5567417,2015-01-28,R&B/Soul,2755,7,1,0,1
1082,내꺼 해요,김그림,5565040,2015-01-27,포크/블루스,3153,3,1,0,1
1083,그냥,"자이언티,크러쉬",5566720,2015-01-28,발라드,3619,2,0,1,35
1084,같은 시간 속의 너,나얼,5576417,2015-02-05,R&B/Soul,153052,236,1,0,36
1085,memory,신화,5606949,2015-02-26,발라드,6434,4,0,0,2
1086,지켜줄게,지창욱,5584816,2015-02-09,발라드,5949,20,1,1,1
1087,밤샜지,육지담,5582180,2015-02-06,랩/힙합,10850,33,1,0,8
1088,사랑의 와이파이,홍진영,5576266,2015-02-04,성인가요/트로트,7103,4,1,0,2
1089,그리워 그리워하다,포스트맨,5576267,2015-02-03,발라드,9451,16,1,1,2
1090,하루만이라도,제아,5578669,2015-02-05,발라드,3095,3,1,0,1
1091,품,윤현상,5578569,2015-02-04,발라드,8661,19,1,1,1
1092,잠시만 안녕,엠씨더맥스,315872,2002-11-01,발라드,100361,172,0,0,3
1093,문신,아웃사이더,5576668,2015-02-05,랩/힙합,2489,1,1,0,2
1094,0,"기리보이,매드클라운,주영",5580748,2015-02-05,랩/힙합,11693,28,1,0,2
1095,겨울 끝에서,"장희영,이현",5576160,2015-02-03,발라드,2670,3,1,0,1
1096,애송이의 사랑,양파,192964,1999-01-01,발라드,7778,16,0,0,1
1097,미장원에서,박정현,432314,2002-06-15,R&B/Soul,5802,33,0,0,1
1098,사랑은 미친짓,15&,5584400,2015-02-09,R&B/Soul,45443,34,1,0,13
1099,미쳐,포미닛,5584641,2015-02-09,랩/힙합,44320,97,1,0,14
1100,my type,"제시,치타,강남",5592623,2015-02-13,랩/힙합,46452,62,1,0,17
1101,well done,지코,5588240,2015-02-13,랩/힙합,22776,38,1,0,5
1102,어차피 한번은 아파야 해,유성은,5585061,2015-02-09,발라드,9128,12,1,0,3
1103,beautiful,엠버,5587009,2015-02-13,댄스,11245,27,1,0,1
1104,kiss,"휘성,에일리",5590515,2015-02-12,R&B/Soul,4250,4,1,0,3
1105,angel 2 me,맥케이,5578668,2015-02-06,R&B/Soul,47837,61,0,0,2
1106,말할 수 없는 비밀,문명진,5584316,2015-02-09,발라드,8677,15,1,1,3
1107,마법의성,스윗소로우,5584387,2015-02-06,발라드,3491,3,0,0,1
1108,i just wanna,엠버,5592860,2015-02-13,발라드,12091,44,1,0,1
1109,바람이 분다,스윗소로우,5595462,2015-02-13,발라드,7508,15,1,0,3
1110,내사랑내곁에,하동균,5584386,2015-02-06,발라드,10122,11,0,0,1
1111,내 눈 속엔 너,마마무,5580694,2015-02-06,발라드,12889,17,0,1,1
1112,널 만난 이후,"민효린,진영",5584357,2015-02-07,록/메탈,5224,7,0,1,1
1113,못된 여자,니엘,5582684,2015-02-16,댄스,13083,54,1,0,6
1114,냠냠냠,이진아,5595472,2015-02-15,발라드,15174,19,0,0,3
1115,오직 너만,김범수,5599020,2015-02-18,발라드,25886,23,1,1,8
1116,별 짓 다해봤는데,알리,3360476,2011-04-13,발라드,33096,20,0,0,6
1117,옛사랑,윤민수,5595470,2015-02-14,발라드,3046,7,0,0,1
1118,널 사랑해,유성은,5595288,2015-02-14,발라드,5424,5,0,1,1
1119,yes i do,알맹,5595870,2015-02-16,R&B/Soul,3026,3,1,0,1
1120,아포가토,니엘,5595064,2015-02-16,댄스,3739,12,1,0,1
1121,take me to church,hozier,5598412,2015-02-17,R&B/Soul,3471,5,1,0,4
1122,너를 보낸다,박서준,5597620,2015-02-17,발라드,7288,14,1,1,1
1123,등대,이루펀트,5593280,2015-02-13,랩/힙합,5610,2,0,0,1
1124,친구라도 될 걸 그랬어,거미,418598,2003-02-01,R&B/Soul,87336,80,0,0,22
1125,한여름밤의 꿀,"산이,레이나",4681146,2014-06-12,랩/힙합,161883,302,1,0,40
1126,이별공식,빅스,5593327,2015-02-24,댄스,35324,64,1,0,6
1127,표적,신화,5600224,2015-02-26,댄스,21365,55,1,0,7
1128,시작이 좋아 2015,"지민,슬옹",5741375,2015-06-16,랩/힙합,3,0,0,0,16
1129,차가운 밤에,빅스,5602029,2015-02-24,발라드,15223,34,1,0,2
1130,memory,빅스,5602030,2015-02-24,댄스,14284,36,1,0,1
1131,설레,올티,5604757,2015-02-25,"랩/힙합, 인디음악",27281,44,1,0,3
1132,black swan,레인보우,5600174,2015-02-23,댄스,4470,46,1,0,2
1133,왼손,이영현,5604641,2015-02-25,발라드,2662,1,1,0,1
1134,alright,신화,5606942,2015-02-26,댄스,9884,28,1,0,3
1135,오래전 그날,박정현,5599875,2015-02-20,발라드,4505,6,0,0,1
1136,i m in love,"진영,유성은",5599173,2015-02-21,발라드,7249,14,0,1,1
1137,제발,하동균,5599880,2015-02-20,발라드,2412,7,0,0,1
1138,white shirts,신화,5606944,2015-02-26,발라드,6351,9,1,0,1
1139,고양이,신화,5606943,2015-02-26,댄스,6636,9,1,0,1
1140,only one,티파니,5602457,2015-02-24,발라드,3935,8,1,1,1
1141,don t cry,신화,5606945,2015-02-26,댄스,6231,8,1,0,1
1142,얼음달,신화,5606946,2015-02-26,댄스,6010,9,1,0,1
1143,give it 2 me,신화,5606947,2015-02-26,댄스,6795,8,1,0,1
1144,사랑 범벅,mc몽,5610343,2015-03-02,랩/힙합,61239,183,1,0,18
1145,니가 있어야 할 곳,케이티김,5612295,2015-03-03,R&B/Soul,18704,36,1,0,7
1146,권태중독,mc몽,5610344,2015-03-02,랩/힙합,11032,14,1,0,4
1147,슈퍼스타,"키썸,산이,태완",5616999,2015-03-06,랩/힙합,30788,39,1,0,14
1148,하얗게,mc몽,5610345,2015-03-02,랩/힙합,4293,6,1,0,2
1149,그날들,정승환,5610620,2015-03-01,발라드,15092,13,0,0,2
1150,너는 나만큼,superjuniord&e,5612513,2015-03-06,발라드,19353,152,1,0,3
1151,안녕,러블리즈,5612284,2015-03-03,댄스,52906,257,1,0,13
1152,is you,긱스,5617748,2015-03-06,랩/힙합,16196,16,1,0,6
1153,27,김성규,5610346,2015-03-02,랩/힙합,2625,11,0,0,1
1154,thank u,케이윌,5697154,2015-05-14,발라드,4833,10,1,1,2
1155,너도 나처럼,화요비,5688724,2015-05-08,댄스,4983,21,0,0,1
1156,all day,천재노창,5695067,2015-05-13,발라드,7275,5,1,1,1
1157,"낯선, 새벽",에피톤프로젝트,5686661,2015-05-11,록/메탈,5711,4,1,1,1
1158,double jack,보아,5692642,2015-05-12,발라드,5959,14,1,0,1
1159,알아 알아,데이비드오,5690886,2015-05-11,발라드,4303,5,1,0,1
1160,my valentine,정엽,5698860,2015-05-15,R&B/Soul,2457,3,1,0,1
1161,맴돌아,포스트맨,5687750,2015-05-08,발라드,4842,12,0,0,1
1162,love affair,45rpm,5697137,2015-05-14,랩/힙합,2061,4,1,0,2
1163,마음,아이유,5700639,2015-05-18,포크/블루스,201308,563,1,0,23
1164,view,샤이니,5700879,2015-05-18,댄스,133073,1068,1,0,16
1165,꺼내 먹어요,자이언티,5702706,2015-05-19,R&B/Soul,158066,140,1,0,43
1166,love sick,샤이니,5700878,2015-05-18,R&B/Soul,46065,231,1,0,5
1167,이럴거면 그러지말지,백아연,5704397,2015-05-20,발라드,215040,473,1,0,40
1168,동네술집,"허각,정인",5704765,2015-05-22,발라드,34270,21,1,0,13
1169,odd eye,샤이니,5700877,2015-05-18,R&B/Soul,25070,135,1,0,2
1170,재연,샤이니,5700887,2015-05-18,발라드,61015,580,1,0,2
1171,너의 노래가 되어,샤이니,5700883,2015-05-18,발라드,25570,165,1,0,2
1172,몸매,박재범,5708013,2015-05-22,랩/힙합,92046,152,1,0,18
1173,romance,샤이니,5700880,2015-05-18,댄스,20185,72,1,0,2
1174,너랑,홍대광,5697094,2015-06-18,댄스,46128,100,1,0,2
1175,이별의 길,샤이니,5700882,2015-05-18,R&B/Soul,16821,43,1,0,1
1176,black hole,샤이니,5700886,2015-05-18,댄스,19695,84,1,0,1
1177,trigger,샤이니,5700881,2015-05-18,R&B/Soul,15673,44,1,0,1
1178,woof woof,샤이니,5700885,2015-05-18,댄스,15248,55,1,0,1
1179,to be with you,김연우,5709752,2015-05-23,발라드,15055,23,1,1,5
1180,더 가까이,효린,5706292,2015-05-21,발라드,8329,8,1,1,5
1181,get,어반자카파,5708377,2015-05-22,R&B/Soul,43772,46,1,0,9
1182,remember,별,5701018,2015-05-18,발라드,5113,8,1,1,1
1183,예쁜사람,"이현,박보람",5706309,2015-05-21,발라드,4520,4,1,0,2
1184,겁이 나,릴리m,5709753,2015-05-23,록/메탈,4069,5,1,1,1
1185,놀이,"양다일,강민희",5704784,2015-05-20,R&B/Soul,11115,9,1,0,1
1186,사랑의 시작은 고백에서부터,김범수,5709750,2015-05-23,발라드,71343,37,0,1,17
1187,cupid,카라,5710257,2015-05-26,댄스,16510,90,1,0,6
1188,자꾸 보고 싶어,박지민,5710000,2015-05-25,발라드,31168,61,1,1,2
1189,and    그리고,백지영,5709751,2015-05-23,발라드,8855,8,0,1,6
1190,시간 참 빠르다,이승철,5710289,2015-05-26,록/메탈,1365,5,1,0,1
1191,만약에 말야,노을,3953196,2012-11-06,발라드,81912,55,0,0,29
1192,coffee & tea,"에디킴,솔라",5713758,2015-05-28,R&B/Soul,15189,8,1,0,2
1193,beautiful day,"이정,하동균",5715381,2015-05-29,발라드,10785,16,1,0,4
1194,두근두근,벤,5709755,2015-05-23,댄스,26590,20,0,1,8
1195,또르르,어쿠스틱콜라보,5710204,2015-05-26,"인디음악, 포크/블루스",7327,5,1,0,1
1196,dream,에릭남,5711661,2015-05-29,발라드,9581,10,1,0,2
1197,crazy,스탠딩에그,5708368,2015-05-22,"인디음악, 포크/블루스",6211,8,0,0,1
1198,우리 둘,알리,5709754,2015-05-23,발라드,10525,16,0,1,1
1199,와리가리,혁오,5713422,2015-05-28,"인디음악, 록/메탈",136068,84,1,0,22
1200,뱅뱅뱅,bigbang,5719286,2015-06-01,랩/힙합,179534,418,1,0,42
1201,love me right,exo,5721440,2015-06-03,댄스,176963,711,1,0,18
1202,we like 2 party,bigbang,5719287,2015-06-01,랩/힙합,103353,133,1,0,18
1203,tender love,exo,5721441,2015-06-03,댄스,84575,128,1,0,7
1204,넌 나의 집,포맨,5717521,2015-06-01,발라드,18102,10,1,0,8
1205,약속,exo,5721453,2015-06-03,발라드,71702,520,1,0,5
1206,first love,exo,5721449,2015-06-03,R&B/Soul,54148,76,1,0,4
1207,사진,"김남주,육성재",5715541,2015-06-02,발라드,28398,68,1,0,3
1208,마네퀸,프라이머리,5725591,2015-06-05,R&B/Soul,25581,28,1,0,6
1209,그 이름,종현&태민,5717385,2015-06-01,발라드,12739,62,1,1,3
1210,소개받기로 했어,벤,5721554,2015-06-03,발라드,18240,16,1,0,4
1211,왜 모르니,양요섭,5719268,2015-06-02,발라드,14205,29,1,1,1
1212,단 하루,린,5721652,2015-06-03,발라드,7418,4,1,1,3
1213,음악에 미쳐서,나비,5723745,2015-06-04,발라드,2923,3,1,0,2
1214,그녀는,프라이머리,5725592,2015-06-05,R&B/Soul,3664,3,1,0,2
1215,응급실,산들,5717155,2015-05-31,록/메탈,13610,30,0,0,1
1216,364일의 꿈,나윤권,31067417,2018-05-10,발라드,696,5,0,0,1
1217,나의 위성,장재인,5721630,2015-06-11,포크/블루스,7441,16,1,0,1
1218,그리고 안녕,이승기,5731852,2015-06-10,발라드,23074,18,1,0,8
1219,return,웬디,5727712,2015-06-08,"발라드, 랩/힙합, 국내드라마",13184,33,1,0,2
1220,거짓말,서인영,5731653,2015-06-10,댄스,3860,3,1,0,3
1221,기다리다,윤하,1509829,2006-12-04,발라드,153051,249,0,0,3
1222,바람,이승기,5731851,2015-06-10,발라드,3741,7,1,0,1
1223,화장을 고치고,백청강,5727467,2015-06-07,발라드,3787,14,0,0,1
1224,그러지마요,어쿠스틱콜라보,5729885,2015-06-09,발라드,12300,12,1,1,1
1225,거울,엠블랙,5729587,2015-06-09,댄스,3924,6,1,0,1
1226,하니,이승기,5731854,2015-06-10,발라드,1967,4,1,0,1
1227,그대와 나,이승기,5731855,2015-06-10,발라드,2454,3,1,0,1
1228,우리 함께한 그 모든 시간,이승기,5731858,2015-06-10,발라드,2689,5,1,0,1
1229,그랬다면,김나영,5727365,2015-06-06,발라드,4191,5,0,1,1
1230,그대 내 품에,임세준,5727465,2015-06-07,발라드,7487,15,0,0,1
1231,우리집,2pm,5738546,2015-06-15,댄스,78561,878,1,0,6
1232,love song,육성재,5740262,2015-06-16,발라드,29761,67,1,1,4
1233,느껴,범키,5742255,2015-06-19,R&B/Soul,26218,12,1,0,7
1234,화이트 스타일,키썸,5740235,2015-06-16,랩/힙합,22669,56,1,0,4
1235,음오아예,마마무,5743804,2015-06-19,댄스,107610,133,1,0,24
1236,여름이잖아요,투빅,5740286,2015-06-17,R&B/Soul,4617,10,1,0,2
1237,reason,디셈버,5736418,2015-06-12,발라드,1438,4,0,0,1
1238,반가워요,타이거jk,5740130,2015-06-16,발라드,4790,6,1,1,1
1239,missing you,"고유진,파송송계란탁",5738543,2015-06-14,발라드,5541,3,0,0,1
1240,lonely funk,김태우,5744592,2015-06-18,댄스,2531,3,1,0,1
1241,중독된 사랑,이홍기,5738545,2015-06-14,발라드,12859,23,0,0,1
1242,한 사람,문명진,5744033,2015-06-18,발라드,4728,5,1,1,1
1243,shake it,씨스타,5748499,2015-06-22,댄스,83746,162,1,0,19
1244,심쿵해,aoa,5748406,2015-06-22,댄스,82076,382,1,0,40
1245,애처럼 굴지마,씨스타,5748500,2015-06-22,댄스,9068,19,1,0,4
1246,사랑   그 놈,화생방실클레오파트라,5748398,2015-06-21,발라드,15859,7,0,0,10
1247,아침부터 아침까지,틴탑,5748401,2015-06-22,댄스,17469,193,1,0,4
1248,싫대,"버벌진트,산체스",5752316,2015-06-25,랩/힙합,13087,12,1,0,5
1249,나쁜놈,씨스타,5748502,2015-06-22,발라드,5692,7,1,0,2
1250,빈틈,"켄,하니",5752337,2015-06-24,발라드,14919,13,1,0,2
1251,111%,도끼,5750487,2015-06-23,랩/힙합,27970,61,1,0,3
1252,이불킥,포맨,5752261,2015-06-24,발라드,10044,14,1,0,2
1253,내가,도끼,5750485,2015-06-23,랩/힙합,37226,123,1,0,5
1254,good time,씨스타,5748501,2015-06-22,댄스,2209,7,1,0,1
1255,오래전 그 날,육성재,5748399,2015-06-21,발라드,22041,52,0,0,1
1256,go up,씨스타,5748503,2015-06-22,댄스,1946,3,1,0,1
1257,너와 나,타루,5746313,2015-06-19,발라드,6444,15,0,1,1
1258,still on my way,도끼,5750494,2015-06-23,랩/힙합,21842,52,1,0,1
1259,i get lifted x beenzino,peejay,5748012,2015-06-20,랩/힙합,25413,78,0,0,1
1260,luv me,aoa,5748407,2015-06-22,댄스,5803,46,1,0,1
1261,사랑은,타이미,5750377,2015-06-25,랩/힙합,4849,9,1,0,1
1262,if you,bigbang,5760115,2015-07-01,포크/블루스,171098,406,1,0,20
