,year,week_num,start_date,end_date,rank,music,singer,album
0,2013,1,2012.12.30,2013.01.05,1,Dancing Queen,소녀시대,4집 I Got A Boy
1,2013,1,2012.12.30,2013.01.05,2,사랑은 이렇게,케이윌 (K.Will),청담동 앨리스 OST Part 4
2,2013,1,2012.12.30,2013.01.05,3,되돌리다,이승기,숲
3,2013,1,2012.12.30,2013.01.05,4,카페인,양요섭,The First Collage
4,2013,1,2012.12.30,2013.01.05,5,매력있어,AKMU (악뮤),SBS K팝 스타 시즌2 매력있어
5,2013,1,2012.12.30,2013.01.05,6,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project
6,2013,1,2012.12.30,2013.01.05,7,Goodbye To Romance,써니힐 (Sunny Hill),Antique Romance
7,2013,1,2012.12.30,2013.01.05,8,Don`t Go,디셈버 (December),2집 The Last Legacy
8,2013,1,2012.12.30,2013.01.05,9,Thank U For,XIA(준수),Thank U For
9,2013,1,2012.12.30,2013.01.05,10,"Officially Missing You, Too","긱스 (Geeks), 소유",re;code Episode I
10,2013,1,2012.12.30,2013.01.05,11,하지 못한 말,노을,4집 Time For Love
11,2013,1,2012.12.30,2013.01.05,12,반창꼬,노을,반창꼬
12,2013,1,2012.12.30,2013.01.05,13,Talk That,시크릿 (Secret),Talk That
13,2013,1,2012.12.30,2013.01.05,14,일 년째,지아 (Zia),Anemone
14,2013,1,2012.12.30,2013.01.05,15,나쁜 사람,주니엘 (JUNIEL),원앤원 (1 & 1)
15,2013,1,2012.12.30,2013.01.05,16,키다리 아저씨,백아연,청담동 앨리스 OST Part 3
16,2013,1,2012.12.30,2013.01.05,17,혼자라고 생각말기,김보경,학교 OST Part 3
17,2013,1,2012.12.30,2013.01.05,18,다리꼬지마,AKMU (악뮤),SBS K팝 스타 시즌2 `다리꼬지마`
18,2013,1,2012.12.30,2013.01.05,19,아무나 (Feat. 길미),은지원,아무나
19,2013,1,2012.12.30,2013.01.05,20,눈물나게 아름다운,"조권, 니엘, 지오, 양요섭, 우현",2012 SBS가요대전 The Color Of K-Pop (Dramatic Blue)
20,2013,1,2012.12.30,2013.01.05,21,하얀 겨울,"김범수, 박정현",하얀 겨울
21,2013,1,2012.12.30,2013.01.05,22,하얀 설레임 (White Love),"케이윌 (K.Will), 소유 (SOYOU), 정민",Starship Planet 2012 (스타쉽플래닛)
