music,singer,release_date,category,music_like,movie_like,movie_views
비가 내리면,비투비-블루,2018.08.02,발라드,50179,4883,57040
SoulMate,지코,2018.07.30,R&B/Soul,160281,3354,544232
한 여름의 크리스마스,레드벨벳(Red Velvet),2018.08.06,댄스,35867,,
죽겠다,iKON,2018.08.02,댄스,89715,2706,25377
그 날,박효신,2018.07.08,"발라드, 국내드라마",46419,5185,243861
Cereal,크러쉬,2018.07.13,R&B/Soul,66964,1497,124312
여름여름해,여자친구,2018.07.19,댄스,72821,2559,121947
Love U,청하,2018.07.18,댄스,92343,2301,552488
셋 셀테니,승리,2018.07.20,댄스,81156,1026,37940
1도 없어,에이핑크,2018.07.02,댄스,115333,3635,1157366
마치 우린 없었던 사이,다비치,2018.07.12,발라드,51190,,
어쩌나,세븐틴,2018.07.16,댄스,143691,11101,377378
BAAM,모모랜드,2018.06.26,댄스,52829,1122,869709
Change,키드밀리,2018.10.27,랩/힙합,48506,,
잘 지내줘,하이라이트(Highlight),2018.10.29,발라드,47310,,
Tempo,EXO,2018.11.02,댄스,201335,21512,626629
라비앙로즈,IZ*ONE,2018.10.29,댄스,137418,11813,1203875
너를 만나,폴킴,2018.10.29,발라드,318180,2038,308246
내 생에 아름다운,케이윌,2018.10.23,"발라드, 국내드라마",172452,817,127221
고백,양다일,2018.10.15,발라드,150950,413,91344
꿈처럼 내린,다비치,2018.10.16,"발라드, 국내드라마",57185,659,94645
Save,루피(Loopy),2018.10.20,랩/힙합,78788,,
넌,크러쉬,2018.10.17,R&B/Soul,39974,1266,63977
Hate You,pH-1,2018.10.13,랩/힙합,57589,,
IndiGO,"저스디스, Kid Milli, NO:EL, 영비",2018.06.24,랩/힙합,131548,5079,272959
가을 타나 봐,바이브,2018.09.18,발라드,178427,,
Good Day,"pH-1, Kid Milli, 루피",2018.10.06,랩/힙합,195326,,
시간이 들겠지,로꼬,2018.10.08,랩/힙합,158082,1129,153739
사임사임,"Coogie, SUPERBEE, D.Ark",2018.10.06,랩/힙합,85834,,
삐삐,아이유,2018.10.10,R&B/Soul,293599,13169,1719511
이별길,iKON,2018.10.01,발라드,104112,2339,14850
어찌 잊으오,황치열,2018.10.01,"발라드, 국내드라마",5767,1574,95846
나,박원,2018.10.01,발라드,44804,369,55153
flex,"기리보이, Kid Milli, NO:EL, 스윙스",2018.07.31,랩/힙합,171801,7288,440551
하루도 그대를 사랑하지 않은 적이 없었다,임창정,2018.09.19,발라드,176581,888,215038
헤어지는 중,펀치,2018.09.12,R&B/Soul,129134,,
우리 그만하자,로이킴,2018.09.18,발라드,138579,1339,155672
한(一),(여자)아이들,2018.08.14,댄스,132824,4242,715179
몰랐니,소녀시대-Oh!GG,2018.09.05,댄스,55472,3420,686756
사이렌,선미,2018.09.04,댄스,135685,2209,1110803
매트리스,10cm,2018.08.23,"인디음악, 포크/블루스",105794,1232,90174
IDOL,방탄소년단,2018.08.24,랩/힙합,319801,32313,1886613
너나 해,마마무,2018.07.16,댄스,127278,5011,856782
Dance The Night Away,TWICE,2018.07.09,댄스,188039,7920,2379410
Way Back Home,숀,2018.06.27,"인디음악, 일렉트로니카",355575,,
Power Up,레드벨벳(Red Velvet),2018.08.06,댄스,166399,5737,364238
우린 봄이 오기 전에,종현,2018.01.23,발라드,52154,7052,108034
BEST FRIEND,iKON,2018.01.25,랩/힙합,33801,,
안아보자,iKON,2018.01.25,랩/힙합,27374,,
지나갈 테니,EXO,2017.12.26,발라드,97695,,
노땡큐,에픽하이,2017.10.23,랩/힙합,108499,,
Marry Me,"마크툽, 구윤회",2014.08.04,발라드,211373,,
떠나지마요,블락비,2018.01.08,발라드,43791,2201,121470
갖고 싶어,Wanna One,2017.11.13,발라드,125289,,
오늘 취하면,수란,2017.04.27,R&B/Soul,231649,,
처음부터 너와 나,볼빨간사춘기,2017.05.17,"발라드, 국내드라마",176871,1947,438486
피 땀 눈물,방탄소년단,2016.10.10,랩/힙합,274958,29809,2399361
널 너무 모르고,헤이즈,2017.06.26,랩/힙합,178212,1547,447912
느낌,폴킴,2018.01.31,R&B/Soul,36030,781,42167
Power,EXO,2017.09.05,댄스,162115,20624,381083
나쁜놈,iKON,2018.01.25,랩/힙합,36252,,
바람이 불었으면 좋겠어,길구봉구,2014.01.03,발라드,126284,169,118004
BEAUTIFUL,iKON,2018.01.25,랩/힙합,36394,,
All Right,레드벨벳(Red Velvet),2018.01.29,댄스,25590,,
폰서트,10cm,2017.09.01,"인디음악, 포크/블루스",215997,1028,207633
MIC Drop,방탄소년단,2017.09.18,랩/힙합,212894,,
어디에도,엠씨더맥스,2016.01.28,발라드,238918,3153,567060
뻔한 이별,"소유, 성시경",2017.12.13,발라드,51655,953,151952
사랑하지 않은 것처럼,버즈,2017.07.28,록/메탈,134689,1803,160797
가을 아침,아이유,2017.09.22,포크/블루스,295859,,
내가 돌아,보아,2018.01.31,댄스,17004,815,152886
Ko Ko Bop,EXO,2017.07.18,댄스,219993,26734,1057564
팔레트,아이유,2017.04.21,R&B/Soul,283928,10095,1742276
남이 될 수 있을까,"볼빨간 사춘기, 스무살",2017.06.13,"인디음악, 포크/블루스",200962,2355,378706
고민보다 Go,방탄소년단,2017.09.18,랩/힙합,212942,,
매일 듣는 노래,황치열,2017.06.13,발라드,174234,4768,427804
미안해,양다일,2017.12.29,R&B/Soul,213132,567,127689
나의 사춘기에게,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",308510,,
덜덜덜,EXID,2017.11.07,댄스,57694,1308,856741
한숨,이하이,2016.03.09,R&B/Soul,275415,2137,539691
LONG TIME NO SEE,iKON,2018.01.25,랩/힙합,53398,,
HOLIDAY,수지,2018.01.29,R&B/Soul,59203,1659,276838
환상통,종현,2018.01.23,댄스,32484,,
꽃이야,JBJ,2018.01.17,댄스,41115,3570,164346
빛이 나,종현,2018.01.23,댄스,65928,7122,175946
비밀정원,오마이걸,2018.01.09,댄스,159368,4816,601377
바보에게 바보가,지아,2017.12.12,발라드,33138,367,91010
바보야,허각,2017.11.27,발라드,74128,1630,161353
사랑한다 말해도,김동률,2018.01.11,발라드,45094,,
Tell Me,인피니트,2018.01.08,댄스,65941,6759,256898
좋았을걸,헤이즈,2017.12.14,"발라드, 국내드라마",36073,733,52898
마지막처럼,BLACKPINK,2017.06.22,댄스,236544,5522,715482
봄날,방탄소년단,2017.02.13,랩/힙합,542381,30812,1669253
칠해줘,마마무,2018.01.04,발라드,34998,4321,230520
그 사람을 아나요,임창정,2017.10.23,발라드,73008,689,159870
Santa Tell Me,Ariana Grande,2014.11.24,POP,231770,1225,300506
연애소설,에픽하이,2017.10.23,랩/힙합,175669,,
빈차,에픽하이,2017.10.23,랩/힙합,115640,1103,256279
Blue,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",149633,1876,244000
노력,박원,2016.11.17,발라드,199194,640,165305
가시나,선미,2017.08.22,댄스,162392,3674,2247523
Universe,EXO,2017.12.26,발라드,187485,19968,239831
피카부,레드벨벳(Red Velvet),2017.11.17,댄스,169911,9009,1526300
겨울소리,박효신,2018.01.01,발라드,86045,4693,195971
결혼,문문,2017.10.24,"발라드, 국내드라마",112380,,
밤편지,아이유,2017.03.24,발라드,454419,9825,1072086
비도 오고 그래서,헤이즈,2017.06.26,R&B/Soul,305191,2005,653218
Adios,김하온,2018.04.07,랩/힙합,47451,,
어린 왕자,"김하온(HAON), 박준호(PULLIK)",2018.03.24,랩/힙합,98444,,
빨간 맛,레드벨벳(Red Velvet),2017.07.09,댄스,232358,8616,2241889
눈 떠보니 이별이더라,포맨,2017.10.24,발라드,120452,557,791734
넋두리,닐로,2016.09.12,발라드,124097,,
벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334688,2275,690927
시차,우원재,2017.09.04,랩/힙합,344114,3533,746485
운명,동방신기,2018.03.28,댄스,34997,2690,213337
바코드,"김하온, 이병재",2018.03.31,랩/힙합,154430,,
나타나줘,로꼬,2018.03.14,랩/힙합,51743,,
너의 이름을,Wanna One,2018.03.19,발라드,70250,,
내가 더 나빠,헤이즈,2018.03.08,R&B/Soul,71373,1038,124999
Jenga,헤이즈,2018.03.08,랩/힙합,125217,1382,244459
BOOMERANG,Wanna One,2018.03.19,댄스,145213,22604,1133037
에너제틱,Wanna One,2017.08.07,댄스,288650,23855,517052
LIKEY,TWICE,2017.10.30,댄스,146713,8990,3003387
약속해요,Wanna One,2018.03.19,댄스,158898,23954,835618
괜찮냐고,헤이즈,2018.03.08,R&B/Soul,59086,770,45715
다른사람을 사랑하고 있어,수지,2018.01.29,발라드,85893,1934,378870
첫눈처럼 너에게 가겠다,에일리,2017.01.07,"발라드, 국내드라마",349534,,
True Love,김성규,2018.02.26,록/메탈,33714,4007,66814
네가 없는 곳,양요섭,2018.02.19,R&B/Soul,38057,4478,189966
Heart Shaker,TWICE,2017.12.11,댄스,154927,8821,2858231
좋아,"윤종신, 민서",2017.11.15,발라드,139171,838,309994
밤이 되니까,펀치,2017.09.29,R&B/Soul,212017,,
눈사람,정승환,2018.02.19,발라드,242215,2033,804704
Beautiful,Wanna One,2017.11.13,발라드,238034,21417,634605
그리워하다,비투비,2017.10.16,발라드,286068,10762,498290
all of my life,박원,2017.07.27,발라드,246059,1580,511461
비가 온다,정승환,2018.02.19,발라드,63275,1331,258217
후유증,"김희철, 민경훈",2018.02.17,록/메탈,41898,2751,277633
주인공,선미,2018.01.18,댄스,112185,2121,1190587
네가 남겨둔 말,샤이니,2018.06.25,R&B/Soul,41200,4065,43013
가을 안부,먼데이 키즈,2017.10.14,발라드,180587,524,116064
기억의 빈자리,나얼,2017.11.29,R&B/Soul,126215,1525,278012
썸 탈꺼야,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",214056,2891,732300
오늘밤도,펀치,2018.02.06,R&B/Soul,58411,,
너 없는 시간들,다비치,2018.01.25,발라드,67874,2424,206325
좋니,윤종신,2017.06.22,발라드,355468,777,479470
instagram,DEAN,2017.12.26,R&B/Soul,276240,2442,155327
Bad Boy,레드벨벳(Red Velvet),2018.01.29,댄스,190593,8289,1513185
Lonely,종현,2017.04.24,R&B/Soul,238645,5175,235451
이 별,길구봉구,2017.09.18,발라드,170675,,
답장,김동률,2018.01.11,발라드,45094,,
비행운,문문,2016.11.10,"인디음악, 록/메탈",223436,,
장마,마마무,2018.07.01,R&B/Soul,65074,,
열애중,벤,2018.05.08,발라드,192490,825,196123
Dejavu,뉴이스트 W,2018.06.25,댄스,68180,5793,104490
너 없인 안 된다,비투비,2018.06.18,발라드,202376,10630,400346
Forever Young,BLACKPINK,2018.06.15,댄스,207032,5266,672451
Something New,태연,2018.06.18,댄스,39505,,
뚜두뚜두,BLACKPINK,2018.06.15,랩/힙합,257154,5009,271108
데리러 가,샤이니,2018.05.28,일렉트로니카,69776,5942,154775
Roller Coaster,청하,2018.01.17,댄스,187914,2954,1104319
모래시계,Wanna One - 더힐,2018.06.04,발라드,90007,,
빙글뱅글,AOA,2018.05.28,댄스,76577,2144,988564
DNA,방탄소년단,2017.09.18,랩/힙합,373005,38946,2527313
영원 1,Wanna One - 린온미,2018.06.04,발라드,80215,,
HandClap,Fitz & The Tantrums,2017.07.24,POP,196606,217,89673
켜줘,Wanna One,2018.06.04,댄스,134098,21552,888838
소나기,용준형,2018.03.22,발라드,161363,3768,220934
11,Wanna One - 남바완,2018.06.04,댄스,68852,,
캥거루,Wanna One - 트리플포지션,2018.06.04,댄스,120950,,
낙원,방탄소년단,2018.05.18,랩/힙합,167516,,
LATATA,(여자)아이들,2018.05.02,댄스,152169,4382,897421
"모든 날, 모든 순간",폴킴,2018.03.20,"발라드, 국내드라마",420192,,
전하지 못한 진심,방탄소년단,2018.05.18,랩/힙합,271103,,
여행,볼빨간사춘기,2018.05.24,"인디음악, 록/메탈",291738,3715,802542
FAKE LOVE,방탄소년단,2018.05.18,랩/힙합,336627,32613,1737553
