music,singer,release_date,category,music_like,movie_like,movie_views
욱,방탄소년단,2020.02.21,랩/힙합,129340,,
Senorita,"Shawn Mendes, Camila Cabello",2019.08.16,-,12,,
시차,방탄소년단,2020.02.21,랩/힙합,141842,,
너의 하루는 좀 어때,거미,2020.01.14,"발라드, 국내드라마",41022,,
둘만의 세상으로 가,크러쉬,2020.02.09,"발라드, 국내드라마",59117,900,91252
소우주,방탄소년단,2019.04.12,R&B/Soul,267679,,
Paris In The Rain,Lauv,2018.10.08,POP,294096,,
새 사랑,송하예,2019.10.12,발라드,98835,347,96472
봄날,방탄소년단,2017.02.13,랩/힙합,542345,30811,1669224
인기,MC몽,2019.10.25,랩/힙합,81788,3040,420709
내게 들려주고 싶은 말,태연,2020.01.15,발라드,58351,2699,88892
조금 취했어,임재현,2019.09.24,"발라드, 인디음악",127654,239,89973
ALL FOR YOU,젝스키스,2020.01.28,R&B/Soul,15169,1946,36752
워커홀릭,볼빨간사춘기,2019.09.10,"인디음악, 록/메탈",150425,1915,260657
사랑에 연습이 있었다면,임재현,2018.09.25,발라드,226078,399,175202
이 번호로 전화해줘,바이브,2019.11.13,발라드,67762,213,54316
빌었어,창모,2019.11.29,랩/힙합,142331,,
Loveship,"폴킴, 청하",2020.01.21,R&B/Soul,42313,1410,82505
IDOL,방탄소년단,2018.08.24,랩/힙합,319800,32314,1886585
기억해줘요 내 모든 날과 그때를,거미,2019.08.04,"발라드, 국내드라마",160208,,
마음이 말하는 행복,마크툽,2019.12.30,"R&B/Soul, 인디음악",73161,689,48257
Flower,윤미래,2019.12.22,"발라드, 국내드라마",57045,,
어떤 날엔,김재환,2020.01.19,"발라드, 국내드라마",65586,,
Show Yourself,"Idina Menzel, Evan Rachel Wood",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",101415,,
니 소식,송하예,2019.05.11,발라드,202704,630,172906
Black Swan,방탄소년단,2020.01.17,랩/힙합,201243,14956,274684
사계,태연,2019.03.24,발라드,264027,3931,450096
Obsession,EXO,2019.11.27,댄스,122049,8341,273485
불티,태연,2019.10.28,댄스,121367,3177,320981
있어줘요,장덕철,2019.10.09,"발라드, 인디음악",87017,101,54211
십이월 이십오일의 고백,정승환,2019.12.05,발라드,77283,1086,58628
나의 오랜 연인에게,다비치,2019.12.03,발라드,89721,,
그대라는 시,태연,2019.07.21,"발라드, 국내드라마",229388,,
사랑이 식었다고 말해도 돼,먼데이 키즈,2019.05.27,발라드,128075,428,75608
다시 만날까 봐,V.O.S,2019.09.01,발라드,96032,298,59414
포장마차,황인욱,2019.06.20,발라드,159795,360,123553
헤어진 우리가 지켜야 할 것들,"김나영, 양다일",2019.12.01,발라드,78281,334,49294
Into the Unknown,"Idina Menzel, AURORA",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",170456,,
"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,2019.12.22,발라드,75261,249,65195
LALALILALA,에이프릴(APRIL),2020.04.22,댄스,85711,864,330241
I`m in Trouble,뉴이스트,2020.05.11,댄스,34685,3285,34434
Love poem,아이유,2019.11.01,록/메탈,341006,,
Stay Tonight,청하,2020.04.27,댄스,49120,1296,202703
"모든 날, 모든 순간",폴킴,2018.03.20,"발라드, 국내드라마",420148,,
Happy,태연,2020.05.04,R&B/Soul,97125,2248,54962
Lonely Night,권진아,2020.03.13,"발라드, 국내드라마",50766,,
Oh my god,(여자)아이들,2020.04.06,댄스,80111,3556,253469
Ridin`,NCT DREAM,2020.04.29,댄스,103969,6924,79388
너를 만나,폴킴,2018.10.29,발라드,318157,2038,308238
우리 만남이,폴킴,2020.04.22,R&B/Soul,66947,780,37664
친구,방탄소년단,2020.02.21,랩/힙합,185254,,
벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334664,2275,690902
"다시 난, 여기",백예린,2020.01.12,"발라드, 국내드라마",130578,1672,115029
To Die For,Sam Smith,2020.02.14,POP,107456,234,39397
"사랑, 하자",수호,2020.03.30,록/메탈,93514,5125,38173
FIESTA,IZ*ONE,2020.02.17,댄스,142724,8574,480215
00:00,방탄소년단,2020.02.21,랩/힙합,188181,,
아마두,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.12.03,랩/힙합,165139,,
영웅,NCT 127,2020.03.06,랩/힙합,142232,7652,160698
Sweet Night,V,2020.03.13,"발라드, 국내드라마",118695,6486,110343
WANNABE,ITZY,2020.03.09,댄스,120813,2838,639369
너를 사랑하고 있어,백현,2020.01.07,"발라드, 국내드라마",172510,,
안녕,폴킴,2019.08.12,"발라드, 국내드라마",214318,,
늦은 밤 너의 집 앞 골목길에서,노을,2019.11.07,발라드,207581,423,151315
시든 꽃에 물을 주듯,HYNN(박혜원),2019.03.31,발라드,218369,1102,120700
Square,백예린,2019.12.10,R&B/Soul,274767,,
오늘도 빛나는 너에게,마크툽,2019.06.09,"R&B/Soul, 인디음악",277517,1111,207161
반만,진민호,2019.11.30,발라드,73736,135,30361
마음을 드려요,아이유,2020.02.15,"발라드, 국내드라마",244975,,
돌덩이,하현우,2020.02.07,"록/메탈, 국내드라마",122002,1644,299733
bad guy,Billie Eilish,2019.03.29,POP,263602,2916,595251
2U,강다니엘,2020.03.24,R&B/Soul,27750,5326,67459
그때 그 아인,김필,2020.02.15,"발라드, 국내드라마",141687,665,109955
사랑이란 멜로는 없어,전상근,2019.09.08,발라드,137964,310,69257
문득,노을,2020.03.12,발라드,35078,159,23624
HIP,마마무,2019.11.14,댄스,140453,4302,736572
Psycho,레드벨벳(Red Velvet),2019.12.23,댄스,239094,3099,150840
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU,2019.09.25,발라드,403714,2042,250847
Left & Right,세븐틴,2020.06.22,댄스,108895,7291,104368
Into the I-LAND,아이유,2020.06.19,댄스,137751,7208,271870
Summer Hate,지코,2020.07.01,랩/힙합,116139,2304,477892
마리아,화사(Hwa Sa),2020.06.29,댄스,162238,2931,558701
보라빛 밤,선미,2020.06.29,댄스,95680,1130,312131
How You Like That,BLACKPINK,2020.06.26,댄스,201349,3521,120919
작은 것들을 위한 시,방탄소년단,2019.04.12,댄스,441614,13728,398385
Don`t Start Now,Dua Lipa,2019.11.01,POP,162158,276,22756
이제 나만 믿어요,임영웅,2020.04.03,성인가요/트로트,166539,,
환상동화,IZ*ONE,2020.06.15,댄스,79048,5952,222386
Downtown Baby,블루,2017.12.06,"랩/힙합, 인디음악",202275,,
METEOR,창모,2019.11.29,랩/힙합,297092,3785,328813
ON,방탄소년단,2020.02.21,랩/힙합,263064,17038,496234
어떻게 지내,오반,2020.03.05,"랩/힙합, 인디음악",197265,544,103817
Memories,Maroon 5,2019.09.20,POP,202835,717,118659
Dance Monkey,Tones And I,2019.08.09,POP,178339,425,168162
"너에게 난, 나에게 넌",미도와 파라솔,2020.05.29,"발라드, 국내드라마",78330,2718,194306
내 눈물 모아,휘인,2020.05.01,"발라드, 국내드라마",62030,1275,70521
Blueming,아이유,2019.11.18,록/메탈,353455,11149,958040
덤더럼(Dumhdurum),에이핑크,2020.04.13,댄스,94827,2638,422262
