music,singer,release_date,category,music_like,movie_like,movie_views
Punch,NCT 127,2020.05.19,랩/힙합,76843,5754,54375
살짝 설렜어,오마이걸,2020.04.27,댄스,193045,6199,754205
나비와 고양이),볼빨간사춘기,2020.05.13,"인디음악, 포크/블루스",176790,2169,151330
아로하,조정석,2020.03.27,"발라드, 국내드라마",244547,2172,350980
에잇,아이유,2020.05.06,록/메탈,391397,13165,843993
처음처럼,엠씨더맥스,2020.03.25,발라드,115269,1323,95372
Candy,백현,2020.05.25,R&B/Soul,140022,7827,106212
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,2019.08.23,"록/메탈, 국내드라마",312270,1259,353820
화려하지 않은 고백,규현,2020.04.03,"발라드, 국내드라마",85601,1159,73291
사랑하게 될 줄 알았어,전미도,2020.05.22,"발라드, 국내드라마",154628,1775,211572
시작,가호,2020.02.01,"록/메탈, 국내드라마",245321,1286,317788
좋은 사람 있으면 소개시켜줘,조이,2020.03.20,"발라드, 국내드라마",130152,1460,141587
아무노래,지코,2020.01.13,랩/힙합,276062,3269,987753
깡 Official Remix,"식케이, pH-1, 박재범, 김하온",2020.06.04,랩/힙합,71766,2616,362436
Dolphin,오마이걸,2020.04.27,댄스,202762,,
Bad News Cypher vol.2,릴보이,2020.12.12,랩/힙합,26242,,
Oh Santa!,Mariah Carey,2020.12.04,POP,17837,,
입김,10cm,2020.12.23,"인디음악, 포크/블루스",27670,385,12072
행복해,송하예,2020.10.17,발라드,37079,155,14568
Yay & 팔로알토),래원,2020.12.19,랩/힙합,31139,,
Last Christmas,Ariana Grande,2013.01.01,POP,59680,,
내 방을 여행하는 법,방탄소년단,2020.11.20,R&B/Soul,115113,,
"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,2020.10.21,발라드,40640,233,26253
너도 아는,폴킴,2020.10.27,발라드,57524,708,23559
Bad Boy,"청하, Christopher",2020.09.23,POP,88696,800,60111
Black Mamba,aespa,2020.11.17,댄스,104930,4151,292820
소확행,임창정,2020.10.19,발라드,56784,462,31672
Text Me Merry Christmas,Straight No Chaser,2014.11.17,POP,68487,333,87342
한잔이면 지워질까,황인욱,2020.12.15,발라드,27893,80,5839
서면역에서,순순희,2020.05.05,"발라드, 인디음악",62949,56,18204
사실 나는,경서예지,2020.04.12,발라드,99755,304,30254
잘할게,이승기,2020.12.10,발라드,31824,1050,26246
뻔한남자,이승기,2020.11.15,발라드,43952,1621,48501
For You,이하이,2020.12.16,R&B/Soul,56774,,
놀이공원,백현,2020.12.21,R&B/Soul,75612,2570,12432
가다,머쉬베놈,2020.12.19,랩/힙합,23401,,
고독하구만,머쉬베놈,2020.12.12,랩/힙합,36877,,
What Do I Call You,태연,2020.12.15,R&B/Soul,99406,1231,14050
나랑 같이 걸을래,적재,2020.10.23,발라드,142147,,
서로를 위한 것,나얼,2020.12.21,발라드,21201,229,12355
ON AIR,릴보이,2020.12.19,랩/힙합,53456,,
CREDIT,릴보이,2020.12.19,랩/힙합,84025,,
여백의 미,머쉬베놈,2020.12.19,랩/힙합,36571,,
Achoo,미란이,2020.12.05,랩/힙합,68230,,
부어라 비워라,머쉬베놈,2020.12.05,랩/힙합,26824,,
Panorama,IZ*ONE,2020.12.07,댄스,96728,4440,152726
뿌리,Khundi Panda,2020.12.05,랩/힙합,66215,,
내일이 오면),릴보이,2020.12.05,랩/힙합,132724,,
혼술하고 싶은 밤,벤,2020.12.02,발라드,53691,240,16234
적외선 카메라,원슈타인,2020.12.05,랩/힙합,65684,,
Freak,"릴보이 , 원슈타인 , Chillin Homie , 스카이민혁",2020.11.21,랩/힙합,76922,,
밤하늘의 별을(2020),경서,2020.11.14,발라드,219201,787,111442
음,카이,2020.11.30,R&B/Soul,56370,2750,38797
원해,"스윙스 , 맥대디 , Khakii , 래원",2020.11.21,랩/힙합,37015,,
Blue & Grey,방탄소년단,2020.11.20,발라드,122961,,
VVS,"미란이, 먼치맨, Khundi Panda, 머쉬베놈",2020.11.21,랩/힙합,208299,,
가을밤에 든 생각,잔나비,2020.11.06,"인디음악, 록/메탈",123337,1630,47609
Life Goes On,방탄소년단,2020.11.20,랩/힙합,243616,6446,60600
I CAN`T STOP ME,TWICE,2020.10.26,댄스,71548,2230,318814
HERO,임영웅,2022.05.02,발라드,91248,17647,144771
잠이 오질 않네요,장범준,2020.10.24,발라드,165353,,
딩가딩가,마마무,2020.10.20,댄스,70608,2741,276949
놓아줘,크러쉬,2020.10.20,R&B/Soul,62848,837,62235
힘든 건 사랑이 아니다,임창정,2020.10.19,발라드,115688,671,73360
바램,임영웅,2020.01.17,성인가요/트로트,68707,,
어느 60대 노부부이야기,임영웅,2020.02.21,성인가요/트로트,77975,,
12:45,Etham,2018.10.26,POP,187890,,
Error,ASH ISLAND,2020.07.02,랩/힙합,88511,3352,60840
오늘따라 비가 와서 그런가 봐,솔지,2020.07.09,발라드,30362,185,17981
니가 왜 거기서 나와,영탁,2018.10.21,성인가요/트로트,61675,8291,472236
2 KIDS,태민,2020.08.04,일렉트로니카,24883,2620,26272
찐이야,영탁,2020.03.13,성인가요/트로트,67205,,
Stuck with U,"Ariana Grande, Justin Bieber",2020.05.08,POP,140380,960,56583
Painkiller,Ruel,2019.05.01,POP,165389,407,50106
취했나봐,황인욱,2020.05.24,발라드,53241,146,21321
비,폴킴,2016.06.21,R&B/Soul,301414,856,139623
첫 줄,신용재,2020.07.01,발라드,53191,203,19565
아직 너의 시간에 살아,이수현,2020.07.12,"발라드, 국내드라마",43009,266,18025
What You Waiting For,전소미,2020.07.22,댄스,57074,277,5230
거짓말이라도 해서 널 보고싶어,백지영,2020.07.14,발라드,82840,225,45839
사랑은 지날수록 더욱 선명하게 남아,전상근,2020.06.07,발라드,76043,189,27975
덤디덤디,(여자)아이들,2020.08.03,댄스,122136,3378,259603
두리쥬와,유두래곤,2020.08.01,댄스,22550,,
깨워,강다니엘,2020.08.03,R&B/Soul,18327,4464,37824
신난다,비룡,2020.08.01,댄스,50077,,
LINDA,린다G,2020.08.01,랩/힙합,58062,,
그 여름을 틀어줘,싹쓰리,2020.07.25,댄스,90848,,
홀로,이하이,2020.07.23,R&B/Soul,152488,785,110627
여름 안에서,싹쓰리,2020.07.11,댄스,99402,5403,688237
PLAY,청하,2020.07.06,댄스,59979,1074,175362
Monster,레드벨벳-아이린&슬기,2020.07.06,댄스,75162,1145,21475
Make A Wish,NCT U,2020.10.12,"댄스, 랩/힙합",97906,3111,59256
Savage Love,"Jawsh 685, Jason Derulo, BTS",2020.10.02,POP,202955,,
DON`T TOUCH ME,환불원정대,2020.10.10,댄스,157328,2434,309263
Lovesick Girls,BLACKPINK,2020.10.02,댄스,230923,3479,90899
내 마음이 움찔했던 순간,규현,2020.08.23,발라드,120927,,
오래된 노래,스탠딩 에그(Standing Egg),2012.09.04,"인디음악, 포크/블루스",255604,,
취기를 빌려,산들,2020.07.20,발라드,231336,,
When We Disco,박진영,2020.08.12,댄스,82432,2385,832137
눈누난나,제시(Jessi),2020.07.30,랩/힙합,106875,1555,734292
Dynamite,방탄소년단,2020.08.24,댄스,450681,13477,1089706
다시 여기 바닷가,싹쓰리,2020.07.18,댄스,239683,5219,670739
떨어지는 낙엽까지도,헤이즈,2019.10.13,R&B/Soul,55639,462,7042
나를 기다렸나요,한동근,2019.12.29,발라드,6861,,
FANCY,TWICE,2019.04.22,댄스,137784,5761,1543100
밤편지,아이유,2017.03.24,발라드,454372,9825,1072074
자장가,아이유,2019.11.18,록/메탈,110129,,
Some Things Never Change,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",36444,,
텅),빈첸,2019.12.18,랩/힙합,34763,1466,39052
사랑의 재개발,유산슬,2019.11.16,성인가요/트로트,44581,1021,214065
FEVER,박진영,2019.12.01,댄스,25061,518,254080
그때의 우리,펀치,2019.12.17,발라드,22909,283,17726
노래방에서,장범준,2019.03.21,록/메탈,206745,,
우리 왜 헤어져야 해,신예영,2019.11.20,발라드,135726,260,50409
이별행동,이우,2019.10.06,발라드,63767,125,25501
0310,백예린,2019.12.10,R&B/Soul,112905,1416,26219
크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스",2012.12.06,발라드,161998,6713,565524
Popo,백예린,2019.12.10,R&B/Soul,57320,1522,38796
그때가 좋았어,케이시,2018.12.31,발라드,243903,,
솔직하게 말해서 나,김나영,2019.06.09,발라드,153575,538,134396
우리 어떻게 할까요,첸,2019.10.01,발라드,97821,3600,54916
그 사람,아이유,2019.11.18,록/메탈,95662,7869,154884
미리 메리 크리스마스,아이유,2010.12.09,댄스,170811,,
샤넬,MC몽,2019.10.25,랩/힙합,44710,522,98612
벗,닐로,2019.08.26,발라드,73671,165,33667
헤어져줘서 고마워,벤,2019.07.03,발라드,136127,986,176919
영화 속에 나오는 주인공처럼,펀치,2019.10.31,"발라드, 국내드라마",69367,382,47087
나의 어깨에 기대어요,10cm,2019.07.20,"발라드, 국내드라마",116776,,
Amanda,염따,2019.12.14,랩/힙합,45960,,
헤어지자,휘인,2019.09.04,발라드,119743,1980,93169
중2병,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.12.24,랩/힙합,32015,,
주저하는 연인들을 위해,잔나비,2019.03.13,"인디음악, 록/메탈",373697,3658,322752
Speechless,Naomi Scott,2019.05.22,"POP, 국외영화",238482,4041,638753
꿈속에 너,에이치코드,2016.03.30,"발라드, 인디음악",112229,,
숨겨진 세상,태연,2019.11.15,"발라드, 애니메이션/웹툰, 키즈, 만화",81928,3675,483395
잘 살고 있다,V.O.S,2019.12.02,발라드,39791,225,48098
허전해,폴킴,2019.10.07,R&B/Soul,82821,914,51721
차가워진 이 바람엔 우리가 써있어(Bad Love),HYNN(박혜원),2019.11.12,발라드,79885,849,52961
노을,다비치,2019.12.29,"발라드, 국내드라마",40475,,
BAND,"창모, Hash Swan, ASH ISLAND, 김효은",2019.06.08,랩/힙합,138680,,
날 보러 와요,AOA,2019.11.26,댄스,48688,834,223387
LION,(여자)아이들,2019.10.25,댄스,112510,,
Feel Special,TWICE,2019.09.23,댄스,114286,3779,784040
unlucky,아이유,2019.11.18,록/메탈,126852,,
Snowman,Sia,2022.12.30,POP,245661,437,36399
Santa Tell Me,Ariana Grande,2014.11.24,POP,231778,1225,300496
너에게 못했던 내 마지막 말은,다비치,2019.05.17,발라드,170179,920,194876
가을밤 떠난 너,케이시,2019.09.05,발라드,134117,430,75672
술이 문제야,"장혜진, 윤민수",2019.06.18,발라드,156135,580,209779
이별주,황인욱,2019.11.01,발라드,63059,195,34451
시간의 바깥,아이유,2019.11.18,록/메탈,148604,9299,434715
첫 겨울이니까,"성시경, 아이유",2019.12.09,발라드,60019,6587,153555
Birthday,Anne-Marie,2020.02.07,POP,88551,445,49466
Maniac,Conan Gray,2019.10.25,POP,162779,424,62083
바빠서,개코,2020.02.25,R&B/Soul,30560,106,21683
Moon,방탄소년단,2020.02.21,랩/힙합,163181,,
Filter,방탄소년단,2020.02.21,랩/힙합,159987,,
