,music,singer,music_id,release_date,category,music_like,comment_count
0,180도,벤,31477685,2018.12.07,발라드,169034,1871
1,넘쳐흘러,엠씨더맥스,31532643,2019.01.02,발라드,168737,1438
2,SOLO,제니,31417871,2018.11.12,랩/힙합,221316,2369
3,신용재,하은,31406357,2018.11.06,발라드,139763,623
4,벌써 12시,청하,31532438,2019.01.02,댄스,169223,1078
5,MILLIONS,위너,31506637,2018.12.19,댄스,168091,1789
6,아낙네,MINO,31448480,2018.11.26,랩/힙합,191690,1854
7,너를 만나,폴킴,31388145,2018.10.29,발라드,318478,967
8,YES or YES,TWICE,31403163,2018.11.05,댄스,160541,2158
9,첫눈에,헤이즈,31495659,2018.12.14,R&B/Soul,76450,375
10,"모든 날, 모든 순간",폴킴,30962526,2018.03.20,"발라드, 국내드라마",420753,1074
11,내 생에 아름다운,케이윌,31373277,2018.10.23,"발라드, 국내드라마",172606,530
12,Love Shot,EXO,31492319,2018.12.13,댄스,192261,2103
13,가을 타나 봐,바이브,31314144,2018.09.18,발라드,178495,493
14,삐삐,아이유,31346009,2018.10.10,R&B/Soul,293750,2219
15,습관,숀,31526249,2019.01.01,"인디음악, 일렉트로니카",47437,443
16,"thank u, next",ArianaGrande,31402611,2018.11.03,POP,177139,482
17,고백,양다일,31356458,2018.10.15,발라드,151061,396
18,Way Back Home,숀,31151836,2018.06.27,"인디음악, 일렉트로니카",356137,11667
19,흔한 이별,허각,31453551,2018.11.28,발라드,85363,166
20,아름답고도 아프구나,비투비,31417922,2018.11.12,발라드,176082,3030
21,열애중,벤,31062863,2018.05.08,발라드,192635,539
22,하루도 그대를 사랑하지 않은 적이 없었다,임창정,31316695,2018.09.19,발라드,176584,687
23,Tempo,EXO,31399721,2018.11.02,댄스,201509,6311
24,이별하러 가는 길,임한별,31304766,2018.09.13,발라드,148138,454
25,IDOL,방탄소년단,31266290,2018.08.24,랩/힙합,319889,5026
26,Good Day,"pH1,KidMilli,루피",31340985,2018.10.06,랩/힙합,195497,2319
27,Snowman,Sia,30717645,2022.12.30,POP,245834,637
28,사계,엠씨더맥스,31532642,2019.01.02,발라드,129834,865
29,지나오다,닐로,30699142,2017.10.31,발라드,258455,9258
30,뚜두뚜두,BLACKPINK,31131273,2018.06.15,랩/힙합,257344,2239
31,봄바람,WannaOne,31433084,2018.11.19,댄스,144717,3817
32,Wind flower,마마무,31457611,2018.11.29,R&B/Soul,73546,918
33,라비앙로즈,IZONE,31388213,2018.10.29,댄스,137506,2182
34,동화,김동률,31478848,2018.12.07,발라드,66207,647
35,사이렌,선미,31286161,2018.09.04,댄스,135752,1016
36,너도 그냥 날 놓아주면 돼,윤건,31455159,2018.11.29,발라드,136633,354
37,알았다면,장덕철,31510409,2018.12.20,발라드,52233,219
38,밤편지,아이유,30314784,2017.03.24,발라드,454841,2462
39,우리 그만하자,로이킴,31314142,2018.09.18,발라드,138661,871
40,IndiGO,"저스디스,KidMilli,NOEL,영비",31175119,2018.07.09,댄스,188231,2622
41,시간이 들겠지,로꼬,31344113,2018.10.08,랩/힙합,158242,764
