,music,singer,music_id,release_date,category,music_like,comment_count
44,Senorita,"ShawnMendes,CamilaCabello",31992346,2019.08.16,-,12,0
45,노을,다비치,32280012,2019.12.29,"발라드, 국내드라마",40526,63
46,숨겨진 세상,태연,32180580,2019.11.15,"발라드, 애니메이션/웹툰, 키즈, 만화",81932,431
47,그대라는 시,태연,31938460,2019.07.21,"발라드, 국내드라마",229681,1428
48,술이 문제야,"장혜진,윤민수",31870517,2019.06.18,발라드,156240,856
49,Snowman,Sia,30717645,2022.12.30,POP,245828,637
50,Feel Special,TWICE,32057802,2019.09.23,댄스,114462,2011
51,차가워진 이 바람엔 우리가 써있어,HYNN,32168238,2019.11.12,발라드,79982,336
52,Flower,윤미래,32271337,2019.12.22,"발라드, 국내드라마",57103,192
53,사계,태연,31688205,2019.03.24,발라드,264294,2551
54,Paris In The Rain,Lauv,31341518,2018.10.08,POP,294654,714
55,가을밤 떠난 너,케이시,32031043,2019.09.05,발라드,134313,288
56,unlucky,아이유,32183384,2019.11.18,록/메탈,126961,870
57,LION,아이들,32125782,2019.10.25,댄스,112626,2145
58,All I Want For Christmas Is You,MariahCarey,32081871,2019.10.07,R&B/Soul,82844,252
59,Speechless,NaomiScott,31815967,2019.05.22,"POP, 국외영화",238639,678
60,중2병,"염따,딥플로우,팔로알토,TheQuiett,사이먼도미닉",32274280,2019.12.24,랩/힙합,32013,328
61,너에게 못했던 내 마지막 말은,다비치,31804010,2019.05.17,발라드,170372,573
62,마음이 말하는 행복,마크툽,32282389,2019.12.30,"R&B/Soul, 인디음악",73272,285
63,날 보러 와요,AOA,32213920,2019.11.26,댄스,48684,504
64,잘 살고 있다,VOS,32225055,2019.12.02,발라드,39810,129
65,꿈속에 너,에이치코드,8119658,2016.03.30,"발라드, 인디음악",112496,215
66,주저하는 연인들을 위해,잔나비,31666417,2019.03.13,"인디음악, 록/메탈",374466,3466
67,헤어지자,휘인,32028531,2019.09.04,발라드,119814,724
68,Amanda,염따,32254295,2019.12.14,랩/힙합,45984,392
69,나의 어깨에 기대어요,10cm,31938046,2019.07.20,"발라드, 국내드라마",116949,245
70,영화 속에 나오는 주인공처럼,펀치,32136650,2019.10.31,"발라드, 국내드라마",69534,121
71,헤어져줘서 고마워,벤,31901475,2019.07.03,발라드,136213,983
72,봄날,방탄소년단,30244931,2017.02.13,랩/힙합,542947,12939
73,벗,닐로,32006650,2019.08.26,발라드,73779,368
74,샤넬,MC몽,32128105,2019.10.25,랩/힙합,44761,551
75,미리 메리 크리스마스,아이유,3053259,2010.12.09,댄스,170816,1083
76,그 사람,아이유,32183385,2019.11.18,록/메탈,95752,771
77,우리 어떻게 할까요,첸,32073454,2019.10.01,발라드,97849,1349
78,솔직하게 말해서 나,김나영,31854442,2019.06.09,발라드,153812,808
79,그때가 좋았어,케이시,31524320,2018.12.31,발라드,244205,868
80,Popo,백예린,32243262,2019.12.10,R&B/Soul,57445,240
81,310,백예린,3973781,2012.12.06,발라드,162006,661
82,IDOL,방탄소년단,31266290,2018.08.24,랩/힙합,319884,5026
83,이별행동,이우,32080223,2019.10.06,발라드,63951,126
84,우리 왜 헤어져야 해,신예영,32187544,2019.11.20,발라드,135942,602
85,노래방에서,장범준,31684636,2019.03.21,록/메탈,206955,1263
86,그때의 우리,펀치,32261263,2019.12.17,발라드,22919,57
87,소우주,방탄소년단,31737198,2019.04.12,R&B/Soul,267914,2900
88,FEVER,박진영,32224149,2019.12.01,댄스,25067,344
89,사랑의 재개발,유산슬,32180564,2019.11.16,성인가요/트로트,44584,373
90,Some Things Never Change,"KristenBell,IdinaMenzel,JoshGad,JonathanGroff,CastofFrozen2",32265694,2019.12.18,랩/힙합,34773,276
91,자장가,아이유,32183387,2019.11.18,록/메탈,110226,932
92,밤편지,아이유,30314784,2017.03.24,발라드,454827,2462
93,FANCY,TWICE,31754579,2019.04.22,댄스,137887,2485
94,나를 기다렸나요,한동근,32281568,2019.12.29,발라드,6865,72
95,떨어지는 낙엽까지도,헤이즈,32091434,2019.10.13,R&B/Soul,55658,224
96,너를 사랑하고 있어,백현,32298623,2020.01.07,"발라드, 국내드라마",173106,2232
97,먹구름,윤하,32295026,2020.01.06,록/메탈,61751,412
98,WINTER FLOWER,윤하,32295025,2020.01.06,록/메탈,64163,1234
99,달려,"염따,딥플로우,팔로알토,TheQuiett,사이먼도미닉",32294268,2020.01.06,랩/힙합,35798,453
100,Nerdy Love,pH1,32307439,2020.01.09,랩/힙합,111161,502
101,비,폴킴,8235260,2016.06.21,R&B/Soul,301973,759
102,ROXANNE,ArizonaZervas,32180635,2019.11.14,랩/힙합,96815,264
103,Memories,Maroon5,32055419,2019.09.20,POP,203299,288
104,아무노래,지코,32313543,2020.01.13,랩/힙합,276245,3050
105,"다시 난, 여기",백예린,32311870,2020.01.12,"발라드, 국내드라마",130764,530
106,Black Swan,방탄소년단,32323969,2020.01.17,랩/힙합,201257,6994
107,내게 들려주고 싶은 말,태연,32318751,2020.01.15,발라드,58417,478
108,너의 하루는 좀 어때,거미,32315692,2020.01.14,"발라드, 국내드라마",41256,67
109,지구는 멸망하지 않아,우디,32310968,2020.01.11,랩/힙합,27067,199
110,이 노랜 꽤 오래된 거야,"솔라,케이시",32321303,2020.01.16,발라드,35789,231
111,comethru,JeremyZucker,31621518,2018.09.28,POP,222193,331
112,Loveship,"폴킴,청하",32328786,2020.01.21,R&B/Soul,42328,197
113,어떤 날엔,김재환,32323639,2020.01.19,"발라드, 국내드라마",65617,1178
114,Make It Right,방탄소년단,31737199,2019.04.12,랩/힙합,197140,1421
115,Go away go away,"찬열,펀치",32325829,2020.01.20,"발라드, 국내드라마",62601,440
116,Dionysus,방탄소년단,31737202,2019.04.12,랩/힙합,164631,1962
117,헤어져야 사랑을 알죠,스탠딩에그,32324248,2020.01.19,"발라드, 인디음악",15535,52
118,ALL FOR YOU,젝스키스,32335325,2020.01.28,R&B/Soul,15164,196
119,내 마음의 사진,송가인,32333669,2020.01.25,"발라드, 국내드라마",52697,8469
120,Know Me Too Well,"NewHopeClub,DannaPaola",32077651,2019.10.04,POP,95131,207
121,우는 법을 잊어버렸나요,이해리,32339066,2020.01.29,발라드,12994,81
122,신촌에 왔어,가비엔제이,32331742,2020.01.22,발라드,20116,55
123,버릇처럼 셋을 센다,KCM,32333475,2020.01.24,발라드,44277,488
124,교차로,여자친구,32351139,2020.02.03,댄스,38048,1640
125,나의 모든 날,세정,32347747,2020.02.01,"발라드, 국내드라마",38066,186
126,하루에도 열두 번,윤건,32318549,2020.01.15,발라드,27181,184
127,낯선날,문별,32355326,2020.02.04,댄스,15904,188
128,내가 많이 사랑해요,이승철,32325827,2020.01.20,"발라드, 애니메이션/웹툰",60194,1602
129,모르시죠,먼데이키즈,32351157,2020.02.03,"발라드, 국내드라마",9525,32
130,둘만의 세상으로 가,크러쉬,32364000,2020.02.09,"발라드, 국내드라마",59135,282
131,잘 지내고 있는지 궁금해,VOS,32364271,2020.02.09,발라드,35969,142
132,Birthday,AnneMarie,32362644,2020.02.07,POP,88670,339
133,마음을 드려요,아이유,32378104,2020.02.15,"발라드, 국내드라마",245230,1800
134,시작,가호,32345931,2020.02.01,"록/메탈, 국내드라마",245667,2331
135,Painkiller,Ruel,31768993,2019.05.01,POP,166040,278
136,Yummy,JustinBieber,32291102,2020.01.03,POP,49065,155
137,또 사랑에 속다,에이트,32363690,2020.02.07,발라드,10177,152
138,FIESTA,IZONE,32381408,2020.02.17,댄스,142945,5107
139,Life Goes On,방탄소년단,33077234,2020.11.20,랩/힙합,243719,5447
140,00:00,방탄소년단,32399832,2020.02.21,랩/힙합,188247,2607
141,Filter,방탄소년단,32399827,2020.02.21,랩/힙합,159960,4358
142,그때 그 아인,김필,32377231,2020.02.15,"발라드, 국내드라마",142052,528
143,친구,방탄소년단,32399834,2020.02.21,랩/힙합,185314,2763
144,시차,방탄소년단,32399828,2020.02.21,랩/힙합,141833,3094
145,Inner Child,방탄소년단,32399833,2020.02.21,랩/힙합,144203,2567
146,Moon,방탄소년단,32399835,2020.02.21,랩/힙합,163232,3877
147,욱,방탄소년단,32399831,2020.02.21,랩/힙합,129348,1780
148,Louder than bombs,방탄소년단,32399829,2020.02.21,랩/힙합,128387,1075
149,We are Bulletproof : the Eternal,방탄소년단,32399837,2020.02.21,랩/힙합,147575,2171
150,Respect,방탄소년단,32399836,2020.02.21,랩/힙합,116548,1196
151,Interlude : Shadow,방탄소년단,32399826,2020.02.21,랩/힙합,124612,1389
152,Outro : Ego,방탄소년단,32399838,2020.02.21,랩/힙합,120320,1507
153,바빠서,개코,32409057,2020.02.25,R&B/Soul,30589,125
154,반만,진민호,32224409,2019.11.30,발라드,73791,601
155,사랑의 인사,씨야,3118478,2011.01.21,발라드,59036,255
156,미친 사랑의 노래,씨야,3118484,2011.01.21,발라드,30973,90
157,PAY DAY,"창모,ASHISLAND,정기고",32411219,2020.02.27,랩/힙합,36681,482
158,HARMONY,동해,32398482,2020.02.23,R&B/Soul,4272,49
159,미친 소리,이예준,32310097,2020.01.12,발라드,72386,240
160,어느 60대 노부부이야기,임영웅,32397381,2020.02.21,성인가요/트로트,78087,1207
161,솔직히 지친다,청하,32421033,2020.02.29,발라드,23083,132
162,영웅,NCT127,32393669,2020.03.06,랩/힙합,143049,15104
163,돌덩이,하현우,32361098,2020.02.07,"록/메탈, 국내드라마",122145,637
164,너에게 가는 이 길 위에서,백현,32421335,2020.02.29,"발라드, 국내드라마",81300,866
165,어떻게 지내,오반,32438894,2020.03.05,"랩/힙합, 인디음악",197746,1988
166,Maniac,ConanGray,32122539,2019.10.25,POP,163117,362
167,WANNABE,ITZY,32445339,2020.03.09,댄스,120906,1795
168,Sweet Night,V,32458621,2020.03.13,"발라드, 국내드라마",118716,3815
169,문득,노을,32455938,2020.03.12,발라드,35096,323
170,Say,윤미래,32398899,2020.02.22,"발라드, 국내드라마",23148,89
171,어떤 말도,크러쉬,32442727,2020.03.07,"발라드, 국내드라마",19018,88
172,찐이야,영탁,32457751,2020.03.13,성인가요/트로트,67286,4021
173,To Die For,SamSmith,32373713,2020.02.14,POP,107663,240
174,막걸리 한잔,영탁,32341095,2020.01.30,성인가요/트로트,48847,1332
175,화분,세정,32464068,2020.03.17,발라드,32013,468
176,보라빛 엽서,임영웅,32441451,2020.03.06,성인가요/트로트,50630,534
177,Don`t Start Now,DuaLipa,32137576,2019.11.01,POP,162408,365
178,새로고침,박경,32464831,2020.03.18,랩/힙합,15742,350
179,바램,임영웅,32323330,2020.01.17,성인가요/트로트,68804,789
180,처음처럼,엠씨더맥스,32486613,2020.03.25,발라드,115321,3045
181,2U,강다니엘,32482065,2020.03.24,R&B/Soul,27745,877
182,Remember,위너,32490018,2020.03.26,랩/힙합,56838,1920
183,좋은 사람 있으면 소개시켜줘,조이,32473998,2020.03.20,"발라드, 국내드라마",130276,743
184,벚꽃 엔딩,버스커버스커,3753304,2012.03.29,록/메탈,334855,2271
185,Dance Monkey,TonesAndI,31979846,2019.08.09,POP,178620,426
186,아로하,조정석,32491274,2020.03.27,"발라드, 국내드라마",244816,1363
187,자화상,수호,32495729,2020.03.30,록/메탈,93484,8641
188,이제 나만 믿어요,임영웅,32508053,2020.04.03,성인가요/트로트,166775,6011
189,"안녕, 오늘의 그대에게",임한별,32490666,2020.03.26,발라드,37744,185
190,Made In You,수호,32495730,2020.03.30,록/메탈,50961,571
191,"아무렇지 않게, 안녕",HYNN,32498389,2020.03.31,발라드,55943,257
192,봄 사랑 벚꽃 말고,"HIGH4,아이유",4579468,2014.04.08,발라드,221440,419
193,너의 차례,수호,32495733,2020.03.30,발라드,46017,295
194,O₂,수호,32495728,2020.03.30,록/메탈,50401,430
195,"나만, 봄",볼빨간사춘기,31709523,2019.04.02,"인디음악, 포크/블루스",194072,980
196,암막 커튼,수호,32495731,2020.03.30,록/메탈,46072,339
197,Oh my god,아이들,32511830,2020.04.06,댄스,80153,1987
198,화려하지 않은 고백,규현,32508146,2020.04.03,"발라드, 국내드라마",85732,312
199,Lonely Night,권진아,32455023,2020.03.13,"발라드, 국내드라마",50862,110
200,Chocolate,최강창민,32511865,2020.04.06,댄스,4117,111
201,덤더럼,에이핑크,32528369,2020.04.13,댄스,94856,4299
202,봄 같던 그녀가 춥대,"MC몽,김재환",32524975,2020.04.10,랩/힙합,27526,479
203,그대 고운 내사랑,어반자카파,32521396,2020.04.10,"발라드, 국내드라마",53641,82
204,이 마음이 찾아오면,케이시,32521394,2020.04.09,R&B/Soul,26949,107
205,펭수로 하겠습니다,"펭수,타이거JK,비지,비비",32550314,2020.04.22,R&B/Soul,66986,331
206,시청 앞 지하철 역에서,곽진언,32533738,2020.04.17,"포크/블루스, 국내드라마",30478,80
207,NOT BY THE MOON,GOT7,32543481,2020.04.20,랩/힙합,20256,797
208,그대만이,장덕철,32534955,2020.04.16,발라드,17551,99
209,보통 같으면,한동근,32543643,2020.04.20,발라드,18776,68
210,뱉어,솔라,32554308,2020.04.23,댄스,27065,648
211,LALALILALA,에이프릴,32550258,2020.04.22,댄스,85770,2474
212,살짝 설렜어,오마이걸,32559781,2020.04.27,댄스,193163,10499
213,Stay Tonight,청하,32559498,2020.04.27,댄스,49127,642
214,Ridin`,NCTDREAM,32550660,2020.04.29,댄스,104028,17335
215,나쁜 놈,벤,32557117,2020.04.26,발라드,17390,158
216,나보다 더 사랑해요,김호중,32560653,2020.04.28,성인가요/트로트,47561,12458
217,너를 그린 우주,마크툽,32556676,2020.04.26,"R&B/Soul, 인디음악",52345,275
218,이해,양다일,32559569,2020.04.27,발라드,23915,103
219,넌 내가 보고 싶지 않나 봐,신예영,32559566,2020.04.27,발라드,45134,140
220,내 눈물 모아,휘인,32561690,2020.05.01,"발라드, 국내드라마",62122,342
221,Dolphin,오마이걸,32559782,2020.04.27,댄스,202890,3446
222,에잇,아이유,32578498,2020.05.06,록/메탈,391753,10043
223,Happy,태연,32572926,2020.05.04,R&B/Soul,97199,1560
224,나비와 고양이 ),볼빨간사춘기,32583036,2020.05.13,"인디음악, 포크/블루스",176992,3795
225,And we go,성시경,32567874,2020.05.03,포크/블루스,22766,273
226,은하수,길구봉구,32573341,2020.05.05,발라드,12627,39
227,내게 말해줘,NCTDREAM,32550662,2020.04.29,R&B/Soul,77825,655
228,I`m in Trouble,뉴이스트,32588064,2020.05.11,댄스,34679,1657
229,Zombie,DAY6,32586848,2020.05.11,록/메탈,110140,3976
230,품,볼빨간사춘기,32594046,2020.05.13,"인디음악, 포크/블루스",51687,300
231,Yours,"Raiden,찬열",32590490,2020.05.12,R&B/Soul,89556,1948
232,Stuck with U,"ArianaGrande,JustinBieber",32584913,2020.05.08,POP,140785,316
233,Love me or Leave me,DAY6,32586850,2020.05.11,록/메탈,83343,1766
234,아무런 말들도,"백지영,옹성우",32590301,2020.05.12,발라드,16813,245
235,해와 달처럼,DAY6,32586847,2020.05.11,록/메탈,45911,655
236,Punch,NCT127,32588768,2020.05.19,랩/힙합,76886,7765
237,사랑하게 될 줄 알았어,전미도,32614125,2020.05.22,"발라드, 국내드라마",154733,1003
238,자나깨나,크러쉬,32607375,2020.05.20,R&B/Soul,54153,526
239,밤이 깊었네,미도와파라솔,32596760,2020.05.15,"록/메탈, 국내드라마",36053,146
240,"세계가 불타버린 밤, 우린...",투모로우바이투게더,32603264,2020.05.18,댄스,75141,3579
241,넌 언제나,제이레빗,32553649,2020.04.24,"록/메탈, 국내드라마",19494,70
242,Candy,백현,32620700,2020.05.25,R&B/Soul,140192,7317
243,취했나봐,황인욱,32616054,2020.05.24,발라드,53298,904
244,Bungee,백현,32620702,2020.05.25,R&B/Soul,82412,974
245,"너에게 난, 나에게 넌",미도와파라솔,32631950,2020.05.29,"발라드, 국내드라마",78377,342
246,Love Again,백현,32620706,2020.05.25,R&B/Soul,113772,1530
247,Underwater,백현,32620703,2020.05.25,R&B/Soul,62709,449
248,Poppin`,백현,32620704,2020.05.25,R&B/Soul,64395,462
249,R U Ridin`?,백현,32620701,2020.05.25,R&B/Soul,59815,293
250,Ghost,백현,32620705,2020.05.25,R&B/Soul,60187,493
251,살아가는 거야,로이킴,32626719,2020.05.27,발라드,54076,717
252,COUNTIN MY GUAP,창모,32616844,2020.05.22,랩/힙합,39317,306
253,깡,비,30764790,2017.12.01,랩/힙합,55200,3350
254,MORE & MORE,TWICE,31368699,2018.10.21,성인가요/트로트,61765,1843
255,깡 Official Remix,"식케이,pH1,박재범,김하온",32646938,2020.06.04,랩/힙합,71772,1799
256,12:45,Etham,31509376,2018.10.26,POP,188327,260
257,Juice,Lizzo,31535725,2019.05.10,POP,86201,240
258,Get Ready,하성운,32653574,2020.06.08,댄스,16637,612
259,어떻게 지내,런치,32650659,2020.06.06,"랩/힙합, 인디음악",64582,337
260,작사가,헤이즈,32665408,2020.06.10,R&B/Soul,21625,162
261,사랑은 지날수록 더욱 선명하게 남아,전상근,32651098,2020.06.07,발라드,76100,306
262,일이 너무 잘 돼,헤이즈,32665409,2020.06.10,R&B/Soul,16837,100
263,안녕과 안녕으로,이예준,32636587,2020.06.01,발라드,25728,106
264,Downtown Baby,블루,30773554,2017.12.06,"랩/힙합, 인디음악",202420,2778
265,환상동화,IZONE,32681306,2020.06.15,댄스,79098,2674
266,Into the I-LAND,아이유,32698765,2020.06.19,댄스,137821,1445
267,썸 타긴 뭘 타,백아연,32685354,2020.06.16,R&B/Soul,17544,105
268,언제라도 어디에서라도,정승환,32689405,2020.06.17,발라드,54077,444
269,안부,이선희,32680552,2020.06.15,발라드,2581,32
270,좋아한다니까,염따,32676421,2020.06.14,랩/힙합,22773,184
271,할무니,김호중,32906331,2020.09.05,성인가요/트로트,18463,165
272,Left & Right,세븐틴,32681308,2020.06.15,댄스,36784,599
273,How You Like That,BLACKPINK,32720013,2020.06.26,댄스,201508,3884
274,다른 누구 말고 너야,김나영,32698885,2020.06.21,발라드,21651,121
275,You`re Cold,헤이즈,32698848,2020.06.21,"R&B/Soul, 국내드라마",29167,123
276,My My,세븐틴,36391235,2023.04.24,랩/힙합,70449,488
277,좋겠다,세븐틴,32697988,2020.06.22,댄스,61398,717
278,어른 아이,세븐틴,32697990,2020.06.22,댄스,67448,510
279,비가 내린다,닐로,32680739,2020.06.16,발라드,14380,80
280,마리아,화사,32725013,2020.06.29,댄스,162227,1943
281,보라빛 밤,선미,32725022,2020.06.29,댄스,95737,1045
282,Summer Hate,지코,32734372,2020.07.01,랩/힙합,116267,1034
283,숨,샘김,32722710,2020.06.28,"발라드, 국내드라마",22038,123
284,답을 줘,AB6IX,32725551,2020.06.29,댄스,24581,937
285,아주 NICE,세븐틴,8252573,2016.07.04,댄스,186066,1014
286,별이 온다,신용재,32734821,2020.07.01,발라드,14909,79
287,첫 줄,신용재,32734819,2020.07.01,발라드,53263,258
288,Monster,레드벨벳아이린&슬기,32748910,2020.07.06,댄스,75171,2068
289,PLAY,청하,32749031,2020.07.06,댄스,60012,521
290,Error,ASHISLAND,32738672,2020.07.02,랩/힙합,88717,604
291,척,세훈&찬열,32754427,2020.07.07,랩/힙합,39442,944
292,My Tale,박원,32744111,2020.07.05,"발라드, 국내드라마",10728,41
293,오늘 술 한잔해요,지아,30126870,2016.12.01,발라드,31427,56
294,i`M THE TREND,아이들,32754198,2020.07.07,댄스,29756,533
295,여름 안에서,싹쓰리,32768945,2020.07.11,댄스,99442,638
296,10억뷰,세훈&찬열,32763384,2020.07.13,랩/힙합,30387,229
297,OHIO,크러쉬,32769272,2020.07.12,"발라드, 국내드라마",43069,165
298,다시 여기 바닷가,싹쓰리,32790516,2020.07.18,댄스,239793,2866
299,Apple,여자친구,32772984,2020.07.13,댄스,42279,1821
300,오늘따라 비가 와서 그런가 봐,솔지,32764095,2020.07.09,발라드,30391,143
301,거짓말이라도 해서 널 보고싶어,백지영,32777869,2020.07.14,발라드,83003,179
302,홀로,이하이,32808616,2020.07.23,R&B/Soul,152615,688
303,취기를 빌려,산들,32794652,2020.07.20,발라드,231699,2070
304,그 여름을 틀어줘,싹쓰리,32814383,2020.07.25,댄스,90863,800
305,What You Waiting For,전소미,32803600,2020.07.22,댄스,57126,703
306,불 좀 꺼줄래,"오반,주식",32791472,2020.07.19,"발라드, 국내드라마",11749,77
307,공중정원,백현,32829947,2020.07.31,R&B/Soul,59829,744
308,눈누난나,제시,32825454,2020.07.30,랩/힙합,106896,827
309,LINDA,린다G,32830278,2020.08.01,랩/힙합,58056,832
310,신난다,비룡,32830279,2020.08.01,댄스,50059,585
311,깨워,강다니엘,32833430,2020.08.03,R&B/Soul,18322,456
312,두리쥬와,유두래곤,32830277,2020.08.01,댄스,22543,384
313,덤디덤디,아이들,32833393,2020.08.03,댄스,122345,2208
314,다시 여기 바닷가,이상순,32830280,2020.08.01,포크/블루스,28268,625
315,2 KIDS,태민,32837270,2020.08.04,일렉트로니카,24890,818
316,아하,코요태,32829950,2020.08.02,댄스,9470,189
317,아틀란티스 소녀,볼빨간사춘기,32846393,2020.08.07,댄스,46964,194
318,When We Disco,박진영,32853712,2020.08.12,댄스,82463,587
319,오래된 노래,스탠딩에그,3894276,2012.09.04,"인디음악, 포크/블루스",256189,605
320,나가,"먼데이키즈,이예준",32846663,2020.08.09,발라드,19514,74
321,Sacrifice,한승우,32849381,2020.08.10,댄스,9830,246
322,Dynamite,방탄소년단,32872978,2020.08.24,댄스,451223,19203
323,Not Shy,ITZY,32860419,2020.08.17,댄스,74408,1086
324,OCEAN VIEW,로시,32857496,2020.08.13,R&B/Soul,31722,203
325,내 마음이 움찔했던 순간,규현,32871975,2020.08.23,발라드,121024,477
326,Ice Cream,BLACKPINK,32889003,2020.08.28,댄스,94334,1281
327,안녕 못 해,김재환,32873923,2020.08.23,발라드,24594,441
328,파도가 끝나는 곳까지,DAY6,32892358,2020.08.31,발라드,46264,944
329,듣고 싶던 말,허각,32885944,2020.08.27,발라드,16358,46
330,우산이 없어요,김호중,32906337,2020.09.05,성인가요/트로트,30089,1468
331,만개,김호중,32906335,2020.09.05,성인가요/트로트,35653,3989
332,Obliviate,러블리즈,32895994,2020.09.01,댄스,25949,1083
333,Criminal,태민,32908826,2020.09.07,댄스,39418,2011
334,숲의 아이,유아,32907450,2020.09.07,댄스,91293,1537
335,밤새,카더가든,32902881,2020.09.03,발라드,61148,147
336,살았소,김호중,32917168,2020.09.10,발라드,29104,1199
337,축하해,오반,32915886,2020.09.09,"랩/힙합, 인디음악",49484,172
338,별을 담은 시,"마크툽,이라온",32906021,2020.09.05,"R&B/Soul, 인디음악",60257,286
339,WANNA BE MYSELF,마마무,32919643,2020.09.10,댄스,21565,236
340,내일은 고백할게,태연,32927182,2020.09.15,"발라드, 국내드라마",23331,272
341,Sweet Love,크러쉬,32919646,2020.09.10,R&B/Soul,22954,103
342,나의 시간은,백현,32941033,2020.09.22,"발라드, 국내드라마",49801,639
343,The Stealer,더보이즈,32941214,2020.09.21,댄스,52113,1676
344,Tight,10cm,32944335,2020.09.22,"인디음악, 포크/블루스",27320,143
345,Bad Boy,"청하,Christopher",32947184,2020.09.23,POP,88850,305
346,가을 아침,아이유,30636089,2017.09.22,포크/블루스,295988,2135
347,Lovesick Girls,BLACKPINK,32961718,2020.10.02,댄스,231319,3596
348,밤하늘의 저 별처럼,"헤이즈,펀치",32955381,2020.09.27,"R&B/Soul, 국내드라마",47038,169
349,너의 밤은 어때,정은지,32955371,2020.09.27,발라드,26891,168
350,가을 타나 봐,바이브,31314144,2018.09.18,발라드,178492,493
351,서면역에서,순순희,32570501,2020.05.05,"발라드, 인디음악",63006,241
352,Bet You Wanna,BLACKPINK,32961717,2020.10.02,댄스,62031,773
353,Savage Love,"Jawsh685,JasonDerulo,BTS",32962258,2020.10.02,POP,203160,2158
354,DON`T TOUCH ME,환불원정대,32978341,2020.10.10,댄스,157310,2364
355,Pretty Savage,BLACKPINK,32961716,2020.10.02,랩/힙합,95891,900
356,테스형!,나훈아,32866582,2020.08.20,성인가요/트로트,26251,411
357,happy,백현,32970048,2020.10.06,"발라드, 국내드라마",35606,320
