,music,singer,music_id,release_date,category,music_like,comment_count
0,해도 해도 너무했어,나비,4418413,2014.01.27,댄스,12767,38
1,너에게 주고 싶은 세 가지,크루셜스타,4498637,2014.03.10,랩/힙합,12053,5
2,You’re My Lady,투하트,4498830,2014.03.10,R&B/Soul,10432,19
3,뷰티풀,이천원,4511737,2014.03.14,랩/힙합,3062,2
4,미로,투하트,4498816,2014.03.10,댄스,7019,2
5,안돼,스웨덴세탁소,4495930,2014.03.07,"발라드, 인디음악",10379,5
6,한 사람을 위한 마음,신재,4496413,2014.03.07,국내드라마,2759,0
7,그린라이트,주석,4501266,2014.03.11,랩/힙합,2653,3
8,눈물 자국,김종국,4499149,2014.03.10,"발라드, 국내드라마",1155,2
9,거짓말,이지영,4587185,2014.04.08,"발라드, 국내드라마",101,0
10,Intro,투하트,4498813,2014.03.10,댄스,6587,4
11,내 얘기야,박수진,4495944,2014.03.07,국내드라마,1839,2
12,나 요즘,바닐라어쿠스틱,4511752,2014.03.14,"인디음악, 포크/블루스",13157,9
13,오늘 뭐해,포미닛,4516940,2014.03.17,댄스,15659,15
14,흔한 노래,임창정,4512170,2014.03.20,발라드,63468,40
15,감아,로꼬,4527879,2014.03.19,랩/힙합,134416,156
16,나 때문에,알리,4526104,2014.03.19,발라드,4836,8
17,날 부르네요,거미,4528286,2014.03.19,"발라드, R&B/Soul, 국내드라마",2876,4
18,24시간이 모자라,권진아,4517480,2014.03.16,포크/블루스,6382,9
19,A Tempo,가인,4536191,2014.03.21,발라드,4829,8
20,고마워 내사랑,홍대광,4536624,2014.03.21,댄스,17169,19
21,그린라이트,트로이,4511982,2014.03.14,랩/힙합,7444,4
22,그런 남자,브로,4517484,2014.03.16,발라드,6503,7
23,우리 사이,엠블랙,4516446,2014.03.24,댄스,2356,16
24,바보,임창정,4532134,2014.03.20,발라드,5251,15
25,마지막 악수,임창정,4532138,2014.03.20,발라드,3123,6
26,너에게 갈 수만 있다면,송지은,4518709,2014.03.17,"발라드, 국내드라마",1783,1
27,보내야 했을까,임창정,4532132,2014.03.20,발라드,2763,5
28,어느 하루가,임창정,4532133,2014.03.20,발라드,4979,18
29,죽어라 잊어도,임창정,4532135,2014.03.20,발라드,4347,11
30,앙큼한 상상,써니힐,4528288,2014.03.19,"발라드, 국내드라마",1753,1
31,내게기대,스탠딩에그,4534771,2014.03.21,"인디음악, 록/메탈",27681,16
32,내게만 일어나는 일,이승환,4518045,2014.03.26,발라드,5153,30
33,심장이 뛴다,백퍼센트,4518016,2014.03.17,댄스,2645,18
34,우리가 헤어질 때,임창정,4532139,2014.03.20,발라드,1881,3
35,무례하게,로꼬,5476554,2014.11.28,랩/힙합,10826,12
36,꽃송이가,버스커버스커,3753309,2012.03.29,록/메탈,97856,152
37,토로,임창정,4532136,2014.03.20,발라드,2765,8
38,The Light,나윤권,4532814,2014.03.20,"발라드, 국내드라마",1455,1
39,뱅뱅사거리,일렉트로보이즈,4522290,2014.03.18,랩/힙합,1153,6
40,아름다운 시절,서영은,4517475,2014.03.15,"발라드, 국내드라마",1647,0
41,"Good Bye Sadness, Hello Happiness",윤미래,1575520,2007.02.23,R&B/Soul,34639,56
42,들어와,포미닛,4535827,2014.03.21,발라드,2569,2
43,야생화,박효신,4543502,2014.03.28,발라드,316047,610
44,그 중에 그대를 만나,이선희,4544242,2014.03.25,발라드,124264,151
45,사이드미러걸,루이,4532820,2014.03.24,랩/힙합,31049,44
46,남자답게,엠블랙,4540029,2014.03.24,댄스,4770,28
47,유나야,조성모,4534305,2014.03.24,발라드,2698,3
48,Fallin`,스윙스,4536185,2014.03.26,랩/힙합,9488,13
49,Your Love,투빅,4594682,2014.04.10,R&B/Soul,737,1
50,너에게만 반응해,이승환,4549611,2014.03.26,록/메탈,9698,74
51,별일 없니?,가비엔제이,4544666,2014.03.25,발라드,3052,5
52,Wild Boy,윤종신,4544018,2014.03.25,록/메탈,10524,34
53,너 뿐이야,샘김,4539252,2014.03.23,발라드,3919,8
54,가슴이 뛴다,이은미,4554332,2014.03.27,"랩/힙합, 인디음악",8401,14
55,태양은 가득히,양파,4540024,2014.03.24,"발라드, 국내드라마",1202,1
56,그날까지 안녕,지아,4554554,2014.03.27,"발라드, 국내드라마",2326,3
57,귓방망이,배드키즈,4544240,2014.03.25,"발라드, 록/메탈",2893,3
58,산책,루이,4539253,2014.03.23,발라드,3970,12
59,너를 만나다,이선희,4544241,2014.03.25,발라드,3050,11
60,너를 너를 너를,플라이투더스카이,4559040,2014.03.28,"발라드, 국내드라마",8944,20
61,나만의 그대,전우성,4558644,2014.04.02,발라드,1344,0
62,아직 하지 못한 말,이홍기,4536342,2014.03.21,"발라드, 국내드라마",3794,7
63,Without you,이미쉘,4527877,2014.03.21,발라드,3066,5
64,러브 인 메모리 2,이수영,4548952,2014.03.26,"발라드, 국내드라마",845,0
65,fall to fly,이승환,4549610,2014.03.26,발라드,12403,106
66,함께 있는 우리를 보고 싶다,이승환,4549617,2014.03.26,발라드,3154,40
67,Mr. Chu,에이핑크,4562881,2014.03.31,댄스,97178,392
68,견딜만해,매드클라운,4579474,2014.04.04,랩/힙합,46964,35
69,가끔,크러쉬,4674347,2014.06.05,R&B/Soul,103350,116
70,야시시,NSYoonG,4564373,2014.04.01,댄스,15956,53
71,살만해졌어,손승연,4559292,2014.04.01,발라드,7416,11
72,스토커,매드클라운,4579475,2014.04.04,랩/힙합,25855,30
73,2 Years Apart,에디킴,4572452,2014.04.03,록/메탈,23890,22
74,십년이 지나도,권진아,4562387,2014.03.30,발라드,5635,7
75,SUNDAY MONDAY,에이핑크,4562880,2014.03.31,발라드,15624,14
76,Swing,슈퍼주니어M,4563204,2014.03.31,"월드뮤직, 중국음악",4676,14
77,사랑동화,에이핑크,4562883,2014.03.31,발라드,17924,32
78,So Long,에이핑크,4562884,2014.03.31,발라드,14033,40
79,Crystal,에이핑크,4562882,2014.03.31,댄스,12442,28
80,가슴이 소리치는 말,김보경,4576495,2014.04.03,"발라드, 국내드라마",3752,5
81,팔베개,박신혜,4567161,2014.04.01,포크/블루스,3023,4
82,운 듯,이소라,4578939,2014.04.11,발라드,7019,10
83,살냄새,매드클라운,4579477,2014.04.04,랩/힙합,3871,8
84,치사BOUNCE,MIB,4563219,2014.03.31,랩/힙합,3414,8
85,인연,"윤민수,신용재",4582959,2014.04.05,발라드,59251,49
86,깽값,매드클라운,4579476,2014.04.04,랩/힙합,8076,12
