music,singer,release_date,category,music_like,movie_like,movie_views
모노드라마,"허각, 유승우",2013.02.05,발라드,87466,181,220476
라면인건가,AKMU,2013.02.17,포크/블루스,36725,,
있다 없으니까,씨스타19,2013.01.31,댄스,56138,441,629192
눈꽃,거미,2013.02.27,"발라드, 국내드라마",52474,,
거북이,다비치,2013.03.04,발라드,92257,587,208556
어느 봄날,2am,2013.03.05,발라드,29275,142,27769
Rose,이하이,2013.03.28,R&B/Soul,84389,698,322475
It`s Over,이하이,2013.03.28,R&B/Soul,20669,518,119886
그대로 있어도 돼,슈프림팀,2013.03.19,랩/힙합,44855,422,79998
둘이서 한잔해,다비치,2013.03.18,발라드,22103,443,60025
기대해,걸스데이,2013.03.14,댄스,41519,1537,1773128
그리고 하나,태연,2013.03.13,"발라드, 국내드라마",45402,,
Crescendo,AKMU,2013.03.10,댄스,73138,,
이게 사랑이 아니면,버벌진트,2013.02.21,랩/힙합,41323,110,52263
굿바이,홍대광,2013.04.19,발라드,23456,110,41644
그 거리..,윤하,2008.08.05,발라드,18802,,
왜,MC 스나이퍼,2013.08.08,랩/힙합,1218,,
MAMAMA,테이스티,2013.08.08,댄스,2924,288,44563
교생쌤,NC.A,2014.04.09,발라드,1146,,
한 사람만 보여요,"창민, 다희",2013.07.01,"발라드, 국내드라마",8645,,
낭만여행,제이레빗,2014.06.20,"인디음악, 포크/블루스",3794,,
사랑이 떠난다,안예슬,2013.09.25,"발라드, 국내드라마",144,,
Officially Missing You - 헬로비너스 우리들의 이야기,헬로비너스,2013.08.13,댄스,1478,,
우리둘이,김형준,2013.08.13,발라드,1142,63,7967
너만 원해,나몰라패밀리N,2013.08.12,랩/힙합,685,,
미라클,이영현,2013.08.05,"발라드, 국내드라마",2880,56,35465
그사람 사랑하지마,민연재,2013.08.13,랩/힙합,2812,29,20839
이별 앞에 서다,쿨,2013.08.02,발라드,4670,,
장난 아니야,수호,2013.08.14,"랩/힙합, 인디음악",117,,
No Love,엠블랙,2013.08.12,댄스,1937,125,20256
사랑한다 말할까봐,어쿠스틱 콜라보,2013.08.09,"인디음악, 포크/블루스",13975,,
바람의 유령,제국의아이들,2013.08.09,댄스,18500,347,208499
프라프치노,제이워크,2013.08.14,발라드,7925,152,9881
운동화 사줄께,"신지수, 마이노스",2013.08.12,랩/힙합,4814,,
다알아,팬텀,2013.08.14,랩/힙합,9051,72,14322
A Real Lady,스윙스,2013.08.12,랩/힙합,48074,281,177642
Papa Don`t Cry,미스터 파파,2013.08.10,발라드,5826,,
맘도둑,강승윤,2013.08.14,록/메탈,13352,2139,163956
사랑하고 있습니다,투빅,2013.08.13,"발라드, 국내드라마",22021,,
넌 내꺼라는걸,허각,2013.08.13,댄스,20468,,
Lucky,EXO,2013.08.05,댄스,81274,,
XOXO,EXO,2013.08.05,댄스,179410,12751,3711597
Hate You,레이디스 코드,2013.08.06,댄스,6797,,
너와 나의 거리,샤이니,2013.08.08,발라드,54752,,
Luv is,임정희,2013.08.08,발라드,11444,45,40737
Do You Love Me,2NE1,2013.08.07,댄스,19170,493,333506
날개뼈,다이나믹 듀오,2013.07.01,랩/힙합,49857,117,84554
Ending Page,f(x),2013.07.29,일렉트로니카,11894,,
시그널,f(x),2013.07.29,댄스,12663,,
말해줘요,걸스데이,2013.07.30,댄스,15943,,
미행,f(x),2013.07.29,댄스,44198,,
여우 같은 내 친구,f(x),2013.07.29,댄스,13070,,
비키니,"티아라, 다비치",2013.08.01,댄스,4496,603,269937
Airplane,f(x),2013.07.29,댄스,35955,,
Goodbye Summer),f(x),2013.07.29,발라드,115302,,
지독한 사랑,임정희,2013.07.17,"발라드, 국내드라마",2202,50,25406
Fire,디셈버,2013.07.23,발라드,352,,
어디 갈래,"태완, 개리, 크러쉬",2013.07.23,R&B/Soul,13612,,
그대 내 품에,하동균,2013.07.20,발라드,7571,1699,443404
두눈에. 두볼에. 가슴에,김연지,2013.07.01,"발라드, 국내드라마",8431,,
너에게 간다,인피니트,2013.07.16,댄스,17296,,
Incredible,XIA(준수),2013.07.15,댄스,17196,2611,190488
Destiny,인피니트,2013.07.16,댄스,42028,5872,375482
거품 안 넘치게 따라줘,다이나믹 듀오,2013.07.01,랩/힙합,27081,101,43371
Rainy Day,에일리,2013.07.12,발라드,13553,,
미안,XIA(준수),2013.07.15,발라드,12349,,
연락 좀 자주 해,언터쳐블,2013.07.12,랩/힙합,5323,23,21692
Shadow,비스트,2013.07.19,댄스,50561,6276,530746
Baby I`m Sorry,마이네임,2013.07.04,댄스,3261,115,46630
U You,에이핑크,2013.07.05,댄스,45201,3522,868000
Baby,존 박,2008.12.04,-,0,,
너에겐 들리지 않는 그 말,신승훈,2013.07.30,"발라드, 국내드라마",3256,,
Fly,긱스,2013.07.10,랩/힙합,27143,156,60861
Falling In Love,2NE1,2013.07.08,랩/힙합,32554,651,643699
말실수,케이윌,2013.10.18,발라드,4708,,
말만해,칸토,2013.10.25,"랩/힙합, 인디음악",24011,523,85645
내가 많이 변했어,"신승훈, 최자",2013.10.23,발라드,3778,65,15191
말이야,이홍기,2013.10.09,"록/메탈, 국내드라마",24671,,
그때로 가고싶다,김보경,2013.10.16,"발라드, 국내드라마",16582,74,36573
니가 아닌 것 같아,케이윌,2013.10.18,발라드,11586,,
서울 이곳은,로이킴,2013.10.18,"포크/블루스, 국내드라마",27491,506,92030
1분만,샤이니,2013.10.14,댄스,12718,,
그대여,먼데이 키즈,2013.10.15,발라드,42767,329,79078
"스물다섯, 스물하나",자우림,2013.10.14,록/메탈,216436,557,137139
살다가,김진호,2013.10.12,발라드,15255,4165,1044260
Everybody,샤이니,2013.10.14,댄스,35203,3565,405243
넘버나인,티아라,2013.10.10,댄스,26164,384,268584
(Bonus Track) Voice Mail,아이유,2013.10.08,록/메탈,60169,,
Havana,아이유,2013.12.20,록/메탈,29784,,
싫은 날,아이유,2013.12.20,발라드,47979,,
이별 10분 전,정준영,2013.10.10,록/메탈,51189,576,259240
누구나 비밀은 있다,아이유,2013.12.20,댄스,30040,,
예뻐 예뻐,레이디스 코드,2013.09.05,댄스,43433,828,1133638
기다려,아이유,2013.12.20,댄스,16879,,
아이야 나랑 걷자,아이유,2013.12.20,발라드,18288,,
Obliviate,아이유,2013.10.08,록/메탈,29225,,
한낮의 꿈,아이유,2013.12.20,록/메탈,22254,,
우울시계,아이유,2013.12.20,록/메탈,57141,,
Modern Times,아이유,2013.12.20,발라드,254314,6456,1399909
을의 연애,아이유,2013.12.20,록/메탈,35263,,
입술 사이,아이유,2013.12.20,록/메탈,32208,,
분홍신,아이유,2013.10.08,댄스,118637,5876,1182848
내가 만일,주원,2013.10.01,"발라드, 국내드라마",6317,,
불치병,나비,2013.10.02,국내드라마,26881,81,65967
소독약,주원,2013.10.01,"발라드, 국내드라마",7092,130,57884
시원한 여자,버스커 버스커,2013.09.25,록/메탈,22218,,
나란놈이란,임창정,2013.09.24,발라드,76435,626,201777
Very Good,블락비,2013.10.02,댄스,57206,2835,994338
병이에요,정준영,2013.10.10,록/메탈,22169,476,122156
You Do,G-Dragon,2013.09.05,랩/힙합,9777,,
늴리리야,G-Dragon,2013.09.05,랩/힙합,13950,,
사랑이 제일 낫더라,박진영,2013.09.09,R&B/Soul,18153,84,109101
I Am Sorry,이정,2013.09.26,발라드,5670,31,13516
빛이 되어줘,블락비,2013.10.02,댄스,56437,2498,271289
줄리엣,버스커 버스커,2013.09.25,록/메탈,18290,,
가을밤,버스커 버스커,2013.09.25,록/메탈,22364,,
아름다운 나이,버스커 버스커,2013.09.25,록/메탈,21003,,
사랑은 타이밍,버스커 버스커,2013.09.25,록/메탈,53866,,
그대 입술이,버스커 버스커,2013.09.25,록/메탈,23837,,
처음엔 사랑이란게,버스커 버스커,2013.09.25,록/메탈,114223,997,463230
쿠데타,G-Dragon,2013.09.05,랩/힙합,145850,4149,1562370
집에 안갈래,나비,2013.09.05,발라드,14840,72,101256
