,music,singer,release_date,category,music_like,movie_like,movie_views,Unnamed: 0
1220,애송이의 사랑,양파,1999.01.01,발라드,7760,,,
1221,문신,아웃사이더,2015.02.05,랩/힙합,2487,69.0,29506.0,
1222,언제쯤이면,윤현상,2014.10.31,발라드,96530,2660.0,570147.0,
1223,잠시만 안녕,엠씨더맥스,2002.11.01,발라드,100234,924.0,110339.0,
1224,품,윤현상,2015.02.04,"발라드, 국내드라마",8661,,,
1225,"눈, 코, 입",태양,2014.06.03,R&B/Soul,177400,2176.0,1856810.0,
1226,하루만이라도,제아,2015.02.05,발라드,3092,162.0,30036.0,
1227,지켜줄게,지창욱,2015.02.09,"발라드, 국내드라마",5947,,,
1228,너의 의미,아이유,2014.05.16,발라드,223959,6239.0,1283280.0,
1229,그리워 그리워하다,포스트맨,2015.02.03,"발라드, 국내드라마",9445,88.0,38005.0,
1230,사랑의 와이파이,홍진영,2015.02.04,성인가요/트로트,7102,135.0,26885.0,
1231,교복을 벗고,써니힐,2015.01.29,발라드,9071,326.0,108068.0,
1232,Well Done,지코,2015.02.13,랩/힙합,22780,2173.0,166451.0,
1233,내사랑내곁에,하동균,2015.02.06,발라드,10101,,,
1234,Tough Cookie,지코,2014.11.07,랩/힙합,51310,3152.0,811048.0,
1235,I Just Wanna,엠버,2015.02.13,발라드,12091,,,
1236,썸,"소유, 정기고",2014.02.07,R&B/Soul,167402,898.0,1237890.0,
1237,말할 수 없는 비밀,문명진,2015.02.09,"발라드, 국내드라마",8676,,,
1238,바람이 분다,스윗소로우(Sweet Sorrow),2015.02.13,발라드,7510,,,
1239,MEMORY,신화,2015.02.26,발라드,6434,2497.0,156518.0,
1240,SHAKE THAT BRASS),엠버,2015.02.13,댄스,11239,1131.0,440955.0,
1241,어차피 한번은 아파야 해,유성은,2015.02.09,발라드,9130,,,
1242,Because Of You,백지영,2015.01.28,"발라드, 국내드라마",18253,148.0,58518.0,
1243,마법의성,스윗소로우(Sweet Sorrow),2015.02.06,발라드,3489,,,
1244,금요일에 만나요,아이유,2013.12.20,발라드,254253,6456.0,1399887.0,
1245,Angel 2 Me,맥케이,2015.02.06,R&B/Soul,47814,725.0,104888.0,
1246,Kiss,"휘성, 에일리",2015.02.12,R&B/Soul,4248,,,
1247,밤샜지,육지담,2015.02.06,랩/힙합,10852,,,
1248,쉬운 여자 아니에요,리지,2015.01.23,성인가요/트로트,5296,351.0,231667.0,
1249,바빠서 Sorry,인피니트H,2015.01.26,랩/힙합,10625,,,
1250,부딪쳐,인피니트H,2015.01.26,랩/힙합,13439,,,
1251,예뻐,인피니트H,2015.01.26,랩/힙합,25111,4025.0,235348.0,
1252,보고 싶은 사람,송지은,2015.01.27,"발라드, 국내드라마",5231,139.0,23197.0,
1253,너에게,다비치,2019.05.17,발라드,170189,920.0,194880.0,
1254,지킬 앤 하이드,인피니트H,2015.01.26,랩/힙합,10184,,,
1255,니가 미치지 않고서야,인피니트H,2015.01.26,랩/힙합,10717,2703.0,66778.0,
1256,어디 안 가,인피니트H,2015.01.26,랩/힙합,11119,,,
1257,말리꽃,유성은,2015.01.24,"발라드, 국내드라마",17953,261.0,98142.0,
1258,추운 비,포미닛,2015.02.09,발라드,10635,784.0,344645.0,
1259,어느 멋진 날,정용화(Jung Yong Hwa),2018.11.07,발라드,321,,,
1260,드라마,나인 뮤지스,2014.08.07,국내드라마,46,,,
1261,My Love,에디킴,2015.01.21,포크/블루스,21869,538.0,111081.0,
1262,두 여자의 방,다비치,2015.01.21,발라드,9318,,,
1263,행복해서 미안해,다비치,2015.01.21,발라드,28122,1068.0,201106.0,
1264,걱정말아요 그대,이적,2015.11.07,"발라드, 국내드라마",175223,,,0.0
1265,소녀,오혁,2015.11.21,"발라드, 국내드라마",199124,1294.0,744349.0,1.0
1266,어땠을까,김나영,2015.12.30,발라드,72675,,,2.0
1267,Dream,"수지, 백현",2016.01.07,R&B/Soul,216083,14147.0,1394174.0,3.0
1268,매일 그대와,소진,2015.12.26,"발라드, 국내드라마",20213,548.0,164752.0,4.0
1269,사랑이 맞을거야,윤미래,2015.12.14,발라드,42381,624.0,218061.0,5.0
1270,DADDY,싸이,2015.12.01,댄스,59969,4204.0,2797387.0,6.0
1271,함께,노을,2015.12.19,"발라드, 국내드라마",73855,,,7.0
1272,혜화동,박보람,2015.11.28,"발라드, 국내드라마",80463,887.0,369584.0,8.0
1273,청춘,김필,2015.10.31,"포크/블루스, 국내드라마",89257,1160.0,487831.0,9.0
1274,OOH-AHH하게,TWICE,2015.10.20,댄스,142864,10974.0,4936215.0,10.0
1275,니가 하면 로맨스,케이윌,2016.01.06,R&B/Soul,50686,1005.0,304150.0,11.0
1276,유레카,지코,2015.12.07,랩/힙합,92105,3704.0,1119871.0,12.0
1277,또 다시 사랑,임창정,2015.09.22,발라드,197156,2299.0,502111.0,13.0
1278,세월이 가면,기현(Kihyun),2016.01.02,"발라드, 국내드라마",35350,,,14.0
1279,여자이니까,다비치,2016.06.22,발라드,8902,,,15.0
1280,Sunflower,윤하,2016.06.27,"발라드, 국내드라마",24666,,,16.0
1281,월량대표아적심,홍진영,2016.06.28,성인가요/트로트,12030,505.0,101860.0,17.0
1282,No Way,"박용인, 권순일",2016.06.20,"발라드, 국내드라마",27743,,,18.0
1283,Fashion,태연,2016.06.28,댄스,15107,,,19.0
1284,Hands on Me,태연,2016.06.28,댄스,19270,,,20.0
1285,SYSTEM,아이언,2016.09.09,랩/힙합,9809,361.0,70202.0,21.0
1286,Up & Down,태연,2017.02.28,댄스,40682,3445.0,96300.0,22.0
1287,Good Thing,태연,2016.06.28,댄스,15427,,,23.0
1288,Machine Gun,"KUSH, 자이언티(Zion.T)",2016.06.29,랩/힙합,25711,,,24.0
1289,처음 본 여자는 다 예뻐,베이빌론,2016.06.23,R&B/Soul,15060,210.0,57080.0,25.0
1290,RAPSTAR,"플로우식, 더 콰이엇, 도끼(Dok2)",2016.07.02,랩/힙합,10158,478.0,42389.0,26.0
1291,Ring My Bell,수지,2016.07.01,"발라드, 국내드라마",36293,1531.0,255691.0,27.0
1292,Forever,비와이(BewhY),2016.07.02,랩/힙합,105583,1353.0,332960.0,28.0
1293,드러머,"자이언티(Zion.T), 서출구",2016.07.02,랩/힙합,14801,420.0,39308.0,29.0
1294,Why,태연,2016.06.28,댄스,121213,5088.0,714811.0,30.0
1295,Shut Up,언니쓰,2016.07.01,댄스,61879,2648.0,848518.0,31.0
1296,그의 바다,백예린,2016.06.20,R&B/Soul,74716,,,32.0
1297,Night,태연,2018.06.18,댄스,39507,,,33.0
1298,Beverly 1lls,"SUPERBEE, myunDo",2016.07.02,랩/힙합,15144,792.0,60089.0,34.0
1299,Wonderland,구구단,2016.06.28,댄스,21743,1504.0,471953.0,35.0
1300,호랑나비,보이비,2016.07.02,랩/힙합,58010,338.0,223176.0,36.0
1301,Butterfly,비스트,2016.07.04,발라드,43354,5528.0,164935.0,37.0
1302,Yeah Yeah,씨스타,2016.06.21,댄스,2088,,,38.0
1303,No Jam,키썸,2016.06.23,랩/힙합,10141,581.0,142095.0,39.0
1304,Starlight,태연,2016.06.28,발라드,84446,3828.0,324560.0,40.0
1305,술김에,배치기,2016.06.17,랩/힙합,4322,114.0,28174.0,41.0
1306,Zero,백예린,2016.06.20,발라드,42627,,,42.0
1307,맘 편히,"사이먼 도미닉, GRAY, 원",2016.06.25,랩/힙합,82500,1815.0,216064.0,43.0
1308,Bye bye my blue,백예린,2016.06.20,R&B/Soul,234106,2473.0,285500.0,44.0
1309,I Like That,씨스타,2016.06.21,댄스,47726,2444.0,1420453.0,45.0
1310,유리어항(One and Only),EXO,2016.06.09,R&B/Soul,56931,,,46.0
1311,아주 오래된 연인들,하현우,2016.06.05,록/메탈,16337,,,47.0
1312,무궁화,"매드 클라운, 도넛맨, 보이비, 샵건",2016.06.18,랩/힙합,14400,431.0,64392.0,48.0
1313,알아듣겠지,윤하,2016.06.13,록/메탈,7940,1529.0,219471.0,49.0
1314,니가 참 좋아,10cm,2016.06.16,포크/블루스,23765,414.0,76351.0,50.0
1315,공중도덕,"The Quiett, Superbee, myunDo, Flowsik, 도끼",2016.06.18,랩/힙합,38955,1286.0,177816.0,51.0
1316,니가 알던 내가 아냐,"사이먼 도미닉, 원(ONE), 지투(G2), BewhY",2016.06.18,랩/힙합,65397,1787.0,309930.0,52.0
1317,달고나,"산이, 레이나",2016.06.17,랩/힙합,29229,1108.0,389501.0,53.0
1318,하기나 해,GRAY,2015.04.07,랩/힙합,101769,,,54.0
1319,Shut Up & Groove,헤이즈,2016.07.18,랩/힙합,62490,1504.0,296184.0,55.0
1320,제껴,휘성,2016.06.14,R&B/Soul,6787,595.0,88988.0,56.0
1321,Pulse,국카스텐,2016.06.12,"인디음악, 록/메탈",19052,789.0,36261.0,57.0
1322,"기다린 만큼, 더",검정치마,2016.06.14,"발라드, 국내드라마",111922,1278.0,92385.0,58.0
1323,신사,"자이언티(Zion.T), 씨잼(Cjamm), 레디(Reddy), 서출구",2016.06.18,랩/힙합,32443,1114.0,143408.0,59.0
1324,Lucky One,EXO,2016.06.09,댄스,100129,14137.0,481458.0,60.0
1325,No Matter What,"보아(BoA), 빈지노(Beenzino)",2016.06.17,일렉트로니카,39986,1428.0,156116.0,61.0
1326,GOOD,"로꼬, GRAY",2016.06.15,랩/힙합,48786,1490.0,242606.0,62.0
1327,I`ll Be There,이석훈,2016.06.07,"발라드, 국내드라마",8104,296.0,33012.0,63.0
1328,바라지 않아,정키,2016.06.09,R&B/Soul,37351,514.0,156378.0,64.0
1329,Cloud 9,EXO,2016.06.09,R&B/Soul,59657,,,65.0
1330,오늘 모해,iKON,2016.05.30,랩/힙합,48024,4265.0,394060.0,66.0
1331,Heaven,EXO,2016.06.09,랩/힙합,82987,,,67.0
1332,뚝뚝뚝,스탠딩 에그(Standing Egg),2016.06.07,"발라드, 인디음악",31183,,,68.0
1333,"Lazenca, Save Us",하현우,2016.06.05,록/메탈,38620,,,69.0
1334,백색소음(White Noise),EXO,2016.06.09,댄스,66777,,,70.0
1335,Monster,EXO,2016.06.09,댄스,154593,16844.0,1342575.0,71.0
1336,APPLE PIE,피에스타,2016.05.31,댄스,6109,447.0,238229.0,72.0
1337,The Time Goes On,비와이(BewhY),2015.03.10,랩/힙합,107398,1197.0,264395.0,73.0
1338,바람에 머문다,린,2016.05.28,"발라드, 국내드라마",13468,280.0,58676.0,74.0
1339,Time Travel,빈지노,2016.05.31,랩/힙합,28102,1394.0,136505.0,75.0
1340,냉장고,길,2016.05.28,랩/힙합,8595,,,76.0
1341,맥주 두 잔,키썸,2016.06.01,랩/힙합,24158,765.0,211288.0,77.0
1342,L.I.E,EXID,2016.06.01,댄스,42329,670.0,114262.0,78.0
1343,21,DEAN,2016.03.25,R&B/Soul,112179,,,79.0
1344,토요일의 끝에서,빈지노,2016.05.31,랩/힙합,40322,,,80.0
1345,너였다면,정승환,2016.05.31,"발라드, 국내드라마",234056,,,81.0
1346,할 말,백아연,2016.05.24,발라드,9378,,,82.0
1347,Fly,Jessica,2016.05.17,발라드,29985,1507.0,388374.0,83.0
1348,좋아,종현,2016.05.24,댄스,32242,3959.0,133711.0,84.0
1349,백만송이 장미,우리동네 음악대장,2016.05.22,발라드,12092,,,85.0
1350,1llusion,도끼,2016.05.21,랩/힙합,42035,,,86.0
1351,자격지심,박경,2016.05.25,랩/힙합,120216,3631.0,717028.0,87.0
1352,White T-Shirt,종현,2016.05.24,댄스,20774,,,88.0
1353,어쩌면 나,로이킴,2016.05.24,"발라드, 국내드라마",42730,1009.0,119807.0,89.0
1354,쏘쏘,백아연,2016.05.24,R&B/Soul,95985,1356.0,416148.0,90.0
1355,Good Luck,AOA,2016.05.16,댄스,33842,1920.0,1289077.0,91.0
1356,사랑 앞에서,정은지,2016.05.19,"발라드, 국내드라마",8204,1140.0,47610.0,92.0
1357,사진 찍어 보내 줘,개코,2016.05.12,"랩/힙합, 국내드라마",18707,95.0,39767.0,93.0
1358,안아줘,정준일,2011.11.23,"인디음악, 록/메탈",229302,606.0,103052.0,94.0
1359,마치 비행기,산이,2016.05.13,랩/힙합,15439,242.0,92143.0,95.0
1360,사랑이 뭔데,"서현진, 유승우",2016.05.17,"발라드, 국내드라마",62877,,,96.0
1361,매일 매일 기다려,우리 동네 음악대장,2016.05.08,록/메탈,27462,,,97.0
1362,끄덕끄덕,남우현,2016.05.09,발라드,33465,5278.0,148483.0,98.0
1363,Stand by me,남우현,2016.05.09,발라드,16443,,,99.0
1364,꿈처럼,벤,2016.05.10,"발라드, 국내드라마",131549,,,100.0
1365,I Just Wanna Dance,티파니,2016.05.11,댄스,20554,1395.0,377748.0,101.0
1366,The Day,"케이윌, 백현",2016.05.13,발라드,57659,7533.0,224099.0,102.0
1367,RUN,방탄소년단,2022.06.10,댄스,13381,,,103.0
1368,House Of Cards,방탄소년단,2016.05.02,랩/힙합,93360,,,104.0
1369,커플,젝스키스,1998.10.03,댄스,66422,3020.0,196294.0,105.0
1370,주변인,AKMU,2016.05.04,발라드,20207,,,106.0
1371,Love is not over,방탄소년단,2016.05.02,랩/힙합,87248,,,107.0
1372,벚꽃이 지면,아이오아이,2016.05.04,댄스,83070,,,108.0
1373,사소한 것에서,AKMU,2016.05.04,포크/블루스,17388,,,109.0
1374,초록창가,AKMU,2016.05.04,댄스,26390,,,110.0
1375,새삼스럽게 왜,AKMU,2016.05.04,포크/블루스,29343,,,111.0
1376,Doo Wap,아이오아이,2016.05.04,댄스,14369,,,112.0
1377,Save ME,방탄소년단,2016.05.02,댄스,195158,19781.0,818192.0,113.0
1378,우아해,크러쉬,2016.05.06,R&B/Soul,70625,1732.0,294219.0,114.0
1379,Dream Girls,아이오아이,2016.05.04,댄스,47928,6959.0,1896131.0,115.0
1380,불타오르네,방탄소년단,2016.05.02,댄스,242982,26657.0,2626284.0,116.0
1381,사람들이 움직이는 게,AKMU,2016.05.04,댄스,53293,2906.0,624497.0,117.0
1382,RE-BYE,AKMU,2016.05.04,포크/블루스,74611,2742.0,646775.0,118.0
1383,소중한 사랑,TWICE,2016.04.25,댄스,35591,,,119.0
1384,너의 목소리,먼데이 키즈,2016.04.26,발라드,6733,,,120.0
1385,제주도의 푸른 밤,태연,2016.04.12,록/메탈,96123,,,121.0
1386,홍대에 가면,홍대광,2016.04.26,발라드,11341,297.0,36927.0,122.0
1387,예쁘다,세븐틴,2016.04.25,댄스,138897,7022.0,469189.0,123.0
1388,NICE 2 MEET U,마이티 마우스,2016.04.26,랩/힙합,5987,182.0,98344.0,124.0
1389,하여가,우리동네 음악대장,2016.04.10,록/메탈,22234,,,125.0
1390,이 노래가 끝나면,용준형,2016.04.27,R&B/Soul,17585,,,126.0
1391,Destiny,러블리즈,2016.04.25,댄스,41658,2035.0,138679.0,127.0
1392,내 입술 따뜻한 커피처럼,에디킴,2016.04.29,발라드,74431,1609.0,487477.0,128.0
1393,CHEER UP,TWICE,2016.04.25,댄스,209567,14330.0,6034997.0,129.0
1394,It`s OK,정은지,2016.04.18,발라드,11094,,,130.0
1395,MISSING U,이하이,2016.04.20,R&B/Soul,20884,,,131.0
1396,밤샘,이하이,2016.04.20,R&B/Soul,12146,,,132.0
1397,Dynamic Love,박보람,2016.04.21,댄스,8256,266.0,118555.0,133.0
1398,네가 손짓해주면,에이핑크,2016.04.19,발라드,25889,2974.0,286256.0,134.0
1399,1년 365일,바이브,2016.04.21,발라드,17057,308.0,72611.0,135.0
1400,MY STAR,이하이,2016.04.20,R&B/Soul,32423,1168.0,298522.0,136.0
1401,살아있네,박진영,2016.04.10,댄스,10378,1348.0,458702.0,137.0
1402,희망고문,이하이,2016.04.20,R&B/Soul,37711,,,138.0
1403,사랑이었다,블락비,2016.04.11,R&B/Soul,58931,,,139.0
1404,안봐도 비디오,이하이,2016.04.20,R&B/Soul,20658,,,140.0
1405,하늘바라기,정은지,2016.04.18,발라드,164010,4113.0,778746.0,141.0
1406,돌아오지마,헤이즈,2016.04.14,랩/힙합,187268,,,142.0
1407,사랑의 바보,더 넛츠,2004.07.27,록/메탈,85974,212.0,53214.0,143.0
1408,Walkin` In The Rain,블락비,2016.04.11,R&B/Soul,38959,2720.0,170966.0,144.0
1409,사랑하자,SG 워너비,2016.03.31,"발라드, 국내드라마",75724,1086.0,269692.0,145.0
1410,Toy,블락비,2016.04.11,R&B/Soul,126876,5320.0,722090.0,146.0
1411,사랑에 빠져요,장범준,2016.03.25,록/메탈,19283,,,147.0
1412,With You,린,2016.03.24,"발라드, 국내드라마",27227,1047.0,316028.0,148.0
1413,How Can I Love You,XIA(준수),2016.04.14,"발라드, 국내드라마",71970,3556.0,328066.0,149.0
1414,우연히 봄,"로꼬, 유주",2015.04.08,"발라드, 랩/힙합, 국내드라마",163422,2307.0,606863.0,150.0
1415,일기장,이승철,2016.04.07,발라드,6777,110.0,36439.0,151.0
1416,Fingertips,Pinkrush,2016.03.19,댄스,27420,,,152.0
1417,그녀가 웃었죠,장범준,2016.03.25,록/메탈,11460,,,153.0
1418,Crush,아이오아이,2016.04.05,댄스,29517,5532.0,1267361.0,154.0
1419,이렇게 예뻤나,씨엔블루,2016.04.04,록/메탈,21647,1123.0,174964.0,155.0
1420,"그대, 바람이 되어",엠씨더맥스,2016.04.07,"발라드, 국내드라마",39960,2238.0,283842.0,156.0
1421,너도,로꼬,2016.04.05,랩/힙합,63138,,,157.0
1422,스토커,10cm,2014.11.19,"인디음악, 포크/블루스",264848,929.0,285651.0,158.0
1423,썸타,"첸, 헤이즈, 바이브",2016.04.08,댄스,49480,5163.0,251028.0,159.0
1424,살찐 사랑,제시(Jessi),2016.03.15,R&B/Soul,7823,433.0,108459.0,160.0
1425,벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334700,2275.0,690935.0,161.0
1426,사랑이니까,에일리,2016.03.17,"발라드, 국내드라마",8706,327.0,44974.0,162.0
1427,ONLY ONE,솔지하니(EXID),2016.03.03,댄스,11203,515.0,150541.0,163.0
1428,FXXK WIT US,이하이,2016.03.09,R&B/Soul,13071,,,164.0
1429,Cool Hot Sweet Love,레드벨벳(Red Velvet),2016.03.17,R&B/Soul,22563,,,165.0
1430,Don`t Cry,우리 동네 음악대장,2016.03.13,록/메탈,49996,,,166.0
1431,Good For You,에릭남,2016.03.24,댄스,56142,781.0,99079.0,167.0
1432,봄이 좋냐??,10cm,2016.04.01,"인디음악, 포크/블루스",182342,1753.0,468041.0,168.0
1433,몇 년 후에,블락비,2016.03.28,R&B/Soul,62385,4918.0,523916.0,169.0
1434,무지개,스탠딩 에그(Standing Egg),2016.03.14,"발라드, 인디음악",52464,,,170.0
1435,울랄라,장범준,2016.03.25,록/메탈,4495,,,171.0
1436,홍대와 건대 사이,장범준,2016.03.25,록/메탈,32409,,,172.0
1437,같은 곳에서,소녀온탑,2016.03.19,댄스,93255,2047.0,1115965.0,173.0
1438,사랑에 빠졌죠,장범준,2016.03.25,록/메탈,71332,,,174.0
1439,다시 너를,"매드 클라운, 김나영",2016.03.17,"발라드, 랩/힙합, 국내드라마",83256,1504.0,403003.0,175.0
1440,사실은,박재범,2016.03.22,R&B/Soul,30914,1233.0,165191.0,176.0
1441,7월 7일,레드벨벳(Red Velvet),2016.03.17,발라드,69321,6831.0,538475.0,177.0
1442,귀여운 여자,장범준,2016.03.25,록/메탈,7121,,,178.0
1443,봄비,장범준,2016.03.25,록/메탈,52138,,,179.0
1444,빗속으로,장범준,2016.03.25,록/메탈,29317,,,180.0
1445,그녀가 곁에 없다면,장범준,2016.03.25,록/메탈,62169,,,181.0
1446,말해! 뭐해?,케이윌,2016.03.18,"발라드, 국내드라마",112787,3822.0,926834.0,182.0
1447,Press Your Number,태민,2016.02.23,댄스,33712,3333.0,47571.0,183.0
1448,팔당댐,에디킴,2016.02.26,댄스,24992,614.0,219354.0,184.0
1449,공감,정준영,2016.02.24,발라드,81689,880.0,186014.0,185.0
1450,싶은데,라디,2020.12.15,R&B/Soul,65,,,186.0
1451,손잡아 줘요,이하이,2016.03.09,R&B/Soul,48255,1226.0,330476.0,187.0
1452,한숨,이하이,2016.03.09,R&B/Soul,275437,2137.0,539695.0,188.0
1453,Because of You,윤미래,2016.02.26,발라드,11504,184.0,37229.0,189.0
1454,OFFICIAL,이하이,2016.03.09,R&B/Soul,11471,,,190.0
1455,WORLD TOUR,이하이,2016.03.09,R&B/Soul,38940,,,191.0
1456,봄인가 봐,"에릭남, 웬디",2016.03.04,발라드,114595,2838.0,361740.0,192.0
1457,You Are My Everything,거미,2016.03.10,"발라드, 국내드라마",136599,2144.0,661149.0,193.0
1458,이 사랑,다비치,2016.03.03,"발라드, 국내드라마",168930,2740.0,760465.0,194.0
1459,사랑이 온다,"백지영, 치타",2016.02.29,댄스,9179,167.0,107254.0,195.0
1460,다시 사랑한다면,김필,2016.02.21,발라드,105573,,,196.0
1461,길,김윤아,2016.02.20,"발라드, 국내드라마",29306,409.0,79782.0,197.0
1462,넌 is 뭔들,마마무,2016.02.26,댄스,105015,2763.0,163911.0,198.0
1463,뭔가 될 것 같은 날,"슬옹, 윤현상",2016.02.16,R&B/Soul,12557,114.0,22251.0,199.0
1464,만화처럼,"매드 클라운, 브라더수",2016.02.18,랩/힙합,20193,427.0,105396.0,200.0
1465,ALWAYS,윤미래,2016.02.18,"발라드, 국내드라마",125455,1895.0,609730.0,201.0
1466,취향저격,iKON,2015.11.16,랩/힙합,143961,8451.0,1567336.0,202.0
1467,요리 좀 해요,"케이윌(K.will), 정기고(Junggigo), 주영, 브라더수(BrotherSu)",2016.02.15,R&B/Soul,7947,830.0,68501.0,203.0
1468,조금만 더,스웨덴세탁소,2016.02.16,"록/메탈, 국내드라마",10283,,,204.0
1469,횡단보도,조권,2016.02.15,발라드,10455,685.0,51927.0,205.0
1470,꽃같아,유재환,2016.02.23,발라드,9598,,,206.0
1471,Everytime,"첸(CHEN), 펀치",2016.02.25,"발라드, 국내드라마",138898,6105.0,596449.0,207.0
1472,거짓말,이수정,2016.02.07,발라드,3444,,,208.0
1473,I,태연,2015.10.07,록/메탈,221311,7902.0,1608045.0,209.0
1474,HOT PINK,EXID,2015.11.18,댄스,43185,2439.0,1795752.0,210.0
1475,1cm의 자존심,마마무,2016.02.12,랩/힙합,41652,4653.0,963153.0,211.0
1476,못먹는 감,"산이, 매드 클라운(Mad Clown)",2015.11.19,랩/힙합,63793,884.0,504429.0,212.0
1477,사랑한다 할 수 있기에,바비 킴,2016.02.06,"발라드, 국내드라마",6913,116.0,36042.0,213.0
1478,PICK ME,PRODUCE 101,2017.03.09,댄스,101344,5383.0,1312313.0,214.0
