music,singer,release_date,category,music_like,movie_like,movie_views
팔레트,아이유,2017.04.21,R&B/Soul,283938,10095,1742286
오늘 취하면,수란,2017.04.27,R&B/Soul,231653,,
아프지 마요,젝스키스,2017.04.28,발라드,37335,4315,150645
BLUE MOON,"효린, 창모",2017.04.14,댄스,192778,2860,433000
사랑이 잘,아이유,2017.04.07,R&B/Soul,236535,,
TOMBOY,혁오,2017.04.24,"인디음악, 록/메탈",212190,1168,227964
New Face,싸이,2017.05.10,댄스,97314,836,404496
미치고 싶다,한동근,2017.05.05,발라드,78962,438,154507
I LUV IT,싸이,2017.05.10,댄스,78492,557,311618
BOMB,싸이,2017.05.10,댄스,15523,,
마지막 장면,싸이,2017.05.10,발라드,39247,,
LOVE,싸이,2017.05.10,댄스,15709,447,199869
맞지?,언니쓰,2017.05.12,댄스,95029,3193,1366675
처음부터 너와 나,볼빨간사춘기,2017.05.17,"발라드, 국내드라마",176878,1947,438488
문득,로이킴,2017.05.16,발라드,39693,797,49464
헤어질 수 밖에,김나영,2017.10.20,발라드,47522,435,104545
This Is Me,"Keala Settle, The Greatest Showman Ensemble",2017.12.08,"POP, 국외영화",109096,,
Gloria,나얼,2017.12.22,R&B/Soul,15589,599,49722
나침반,이적,2017.12.14,발라드,29230,251,39102
MIC Drop,방탄소년단,2017.09.18,랩/힙합,212900,,
바람이 불었으면 좋겠어,길구봉구,2014.01.03,발라드,126287,169,118004
러브스토리,수란,2017.11.10,R&B/Soul,70934,586,113598
놓지마,에릭남,2017.12.27,발라드,13143,456,18614
기우는 밤,소유,2017.12.13,R&B/Soul,16510,232,63042
추위,"정인, 윤종신",2017.12.28,발라드,8028,246,26578
노땡큐,에픽하이,2017.10.23,랩/힙합,108506,,
가을 안부,먼데이 키즈,2017.10.14,발라드,180599,524,116064
Merry & Happy,TWICE,2017.12.11,댄스,154932,8821,2858231
Palace,Sam Smith,2017.11.03,POP,36480,,
Snowman,Sia,2022.12.30,POP,245688,437,36418
고양이,선우정아,2017.12.28,"재즈, 애시드/퓨전/팝",76835,398,74116
크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스",2012.12.06,발라드,162000,6713,565530
내 편이 돼줘,크러쉬,2017.12.19,R&B/Soul,40414,1289,51074
Parade,윤하,2017.12.27,발라드,87427,1084,81391
미리 메리 크리스마스,아이유,2010.12.09,댄스,170812,,
덜덜덜,EXID,2017.11.07,댄스,57693,1308,856741
눈 떠보니 이별이더라,포맨,2017.10.24,발라드,120453,557,791736
좋았을걸,헤이즈,2017.12.14,"발라드, 국내드라마",36073,733,52898
노력,박원,2016.11.17,발라드,199201,640,165305
그 사람을 아나요,임창정,2017.10.23,발라드,73008,689,159870
Lights Out,EXO,2017.12.26,발라드,76085,,
그날처럼,장덕철,2017.11.28,발라드,251355,545,300092
이 별,길구봉구,2017.09.18,발라드,170678,,
바보에게 바보가,지아,2017.12.12,발라드,33140,367,91010
Good Night,EXO,2017.12.26,발라드,74667,,
Fall,EXO,2017.12.26,R&B/Soul,76095,,
Stay,EXO,2017.12.26,R&B/Soul,82533,,
지나갈 테니,EXO,2017.12.26,발라드,97696,,
Universe,EXO,2017.12.26,발라드,187483,19968,239833
Santa Tell Me,Ariana Grande,2014.11.24,POP,231768,1225,300506
instagram,DEAN,2017.12.26,R&B/Soul,276250,2442,155329
하루의 끝,종현,2015.09.17,발라드,144456,3787,121441
한숨,이하이,2016.03.09,R&B/Soul,275429,2137,539695
Lonely,종현,2017.04.24,R&B/Soul,238657,5175,235452
This Christmas,태연,2017.12.12,발라드,84891,3691,164362
Heart Shaker,TWICE,2017.12.11,댄스,154932,8821,2858231
오아시스,허각 & 에이핑크 & VICTON,2017.08.03,댄스,13897,2720,99725
순간삭제,박경,2017.08.01,랩/힙합,10075,844,43765
YACHT,박재범,2017.07.17,R&B/Soul,76444,782,47538
식스틴,사무엘,2017.08.02,댄스,19633,636,18133
여보세요,뉴이스트,2013.02.13,발라드,119671,4902,215348
어땠을까,싸이,2012.07.15,랩/힙합,150628,,
젓가락,"매니악, 블랙나인, 에이솔, 우원재",2017.08.05,랩/힙합,12038,,
두 손을 모아,여자친구,2017.08.01,댄스,14684,,
~42 & 에스나),프라이머리,2017.08.04,R&B/Soul,35652,296,85643
밥 영화 카페,레이나,2017.07.31,댄스,14478,415,55445
나야 나,PRODUCE 101,2017.03.09,댄스,101342,5383,1312312
What U do?,EXO,2017.07.18,일렉트로니카,100689,,
이분의 일 1/2,여자친구,2017.08.01,댄스,25609,,
그럴걸,김나영,2017.07.28,"발라드, 국내드라마",35781,352,76063
Sunday,GroovyRoom,2017.07.24,R&B/Soul,75392,1122,150541
"내일, 오늘",JJ Project,2017.07.31,록/메탈,42950,2363,66980
도박,"Ja Mezz,Ness, 주노플로, Woodie Gochild",2017.08.05,랩/힙합,25184,,
All Night,소녀시대,2017.08.04,댄스,36679,2436,213697
있다면,뉴이스트 W,2017.07.25,발라드,99425,,
있잖아,폴킴,2017.07.21,"발라드, 국내드라마",136327,867,99800
소름,EXO,2017.07.18,댄스,88880,,
MY DARLING,AKMU,2017.07.20,댄스,33302,,
다이아몬드,EXO,2017.07.18,랩/힙합,90534,,
너의 손짓,EXO,2017.07.18,댄스,94967,,
ANTI,지코,2017.07.12,랩/힙합,44351,1755,226068
내가 미쳐,EXO,2017.07.18,댄스,91623,,
FANXY CHILD,지코,2017.07.12,랩/힙합,80892,,
기억을 걷는 밤,EXO,2017.07.18,발라드,104017,,
전야,EXO,2017.07.18,R&B/Soul,145853,,
DINOSAUR,AKMU,2017.07.20,일렉트로니카,177505,1227,37036
천재,지코,2017.07.12,랩/힙합,19820,,
Zoo,레드벨벳(Red Velvet),2017.07.09,댄스,49973,,
You Better Know,레드벨벳(Red Velvet),2017.07.09,댄스,67138,,
Fantasy,JBJ,2017.10.18,댄스,32858,3076,37116
후회해,박진영,2017.10.16,R&B/Soul,14461,150,48489
어쩔 수 없지 뭐,하이라이트(Highlight),2017.10.16,댄스,56799,8515,370831
My Lady,비투비,2017.10.16,발라드,40655,,
너를 찾아서,윤종신,2018.05.23,발라드,11436,193,16502
WITH,뉴이스트 W,2018.10.01,댄스,19752,4287,53024
그림자,휘인,2017.10.06,"발라드, 국내드라마",42251,2371,80671
Perhaps Love,"에릭남, CHEEZE",2017.09.29,발라드,93663,604,77768
하루만,뉴이스트 W,2017.10.10,댄스,46461,,
잘,GRAY,2018.09.29,랩/힙합,921,,
You Are,GOT7,2017.10.10,댄스,49705,4001,93784
좋겠다,로이킴,2017.10.05,"록/메탈, 국내드라마",21041,789,63135
지금까지 행복했어요,뉴이스트 W,2017.10.10,발라드,47202,,
I Love You Boy,수지,2017.10.11,"발라드, 국내드라마",33435,,
나에게 넌,다비치,2017.10.11,발라드,28620,,
