music,singer,release_date,category,music_like,movie_like,movie_views
나의 사춘기에게,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",308519,,
WHERE YOU AT,뉴이스트 W,2017.10.10,댄스,85868,11915,326126
사랑해,바비,2017.09.14,일렉트로니카,41104,1630,10086
실화,케이윌,2017.09.26,발라드,30644,795,91494
상상,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",52265,1779,148420
Rollin`,비원에이포,2017.09.25,댄스,45216,3141,125835
고쳐주세요,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",59969,2112,221892
Blue,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",149636,1876,244003
여름비,여자친구,2017.09.13,댄스,61313,2901,121997
개여울,아이유,2017.09.22,발라드,43763,,
Outro : Her,방탄소년단,2017.09.18,랩/힙합,115713,,
어젯밤 이야기,아이유,2017.09.22,댄스,58255,7772,752215
고민보다 Go,방탄소년단,2017.09.18,랩/힙합,212947,,
매일 그대와,아이유,2017.09.22,포크/블루스,68828,,
보조개,방탄소년단,2018.08.24,랩/힙합,90003,,
Best Of Me,방탄소년단,2017.09.18,랩/힙합,190534,,
DNA,방탄소년단,2017.09.18,랩/힙합,373019,38946,2527332
Intro : Serendipity,방탄소년단,2017.09.18,랩/힙합,129283,24315,353776
Pied Piper,방탄소년단,2017.09.18,랩/힙합,168424,,
비밀의 화원,아이유,2017.09.22,발라드,183710,6957,516856
특별해,젝스키스,2017.09.21,랩/힙합,33174,2754,11016
잠 못 드는 밤 비는 내리고,아이유,2017.09.22,발라드,150691,,
가을 아침,아이유,2017.09.22,포크/블루스,295867,,
부메랑,EXO,2017.09.05,댄스,77575,,
베베,현아,2017.08.29,댄스,61435,1165,817647
사랑하지 않은 것처럼,버즈,2017.07.28,록/메탈,134695,1803,160797
Sweet Lies,EXO,2017.09.05,R&B/Soul,79151,,
Power,EXO,2017.09.05,댄스,162119,20624,381085
폰서트,10cm,2017.09.01,"인디음악, 포크/블루스",216023,1028,207634
MOVE,우원재,2017.09.02,랩/힙합,29184,,
Red Sun,행주,2017.08.26,랩/힙합,72581,,
시차,우원재,2017.09.04,랩/힙합,344133,3533,746495
JUST U,"정세운, Sik-K",2017.08.31,R&B/Soul,56129,4646,186304
all of my life,박원,2017.07.27,발라드,246062,1580,511461
필라멘트,넉살,2017.08.26,랩/힙합,42704,,
또),우원재,2017.08.19,랩/힙합,44875,,
SEARCH,"행주, 양홍원",2017.08.19,랩/힙합,36610,,
부르는게 값이야,"넉살, 조우찬",2017.08.19,랩/힙합,25814,,
가시나,선미,2017.08.22,댄스,162394,3674,2247532
WAKE ME UP,태양,2017.08.16,R&B/Soul,23643,956,10522
Holiday,소녀시대,2017.08.04,댄스,63680,3730,800875
DARLING,태양,2017.08.16,R&B/Soul,42486,916,13716
요즘것들,"행주, 양홍원, Hash Swan, 킬라그램(Killagramz)",2017.08.05,랩/힙합,86814,,
어디),킬라그램,2017.08.12,랩/힙합,45682,,
To Be One,Wanna One,2017.08.07,댄스,288659,23855,517054
Artist,지코,2017.07.12,랩/힙합,136730,2518,741517
귀를 기울이면,여자친구,2017.08.01,댄스,89649,3056,130825
빨간 맛,레드벨벳(Red Velvet),2017.07.09,댄스,232368,8616,2241893
활활,Wanna One,2017.08.07,댄스,149353,27515,868516
Ko Ko Bop,EXO,2017.07.18,댄스,219996,26734,1057568
N분의 1,"넉살, 한해, 조우찬, 라이노",2017.08.05,랩/힙합,93000,,
에너제틱,Wanna One,2017.08.07,댄스,288659,23855,517054
Lip & Hip,현아,2017.12.04,댄스,41134,1280,912359
비행운,문문,2016.11.10,"인디음악, 록/메탈",223445,,
바보야,허각,2017.11.27,발라드,74134,1630,161353
밤이 되니까,펀치,2017.09.29,R&B/Soul,212024,,
기억의 빈자리,나얼,2017.11.29,R&B/Soul,126215,1525,278012
피카부,레드벨벳(Red Velvet),2017.11.17,댄스,169914,9009,1526300
좋니,윤종신,2017.06.22,발라드,355480,777,479474
뻔한 이별,"소유, 성시경",2017.12.13,발라드,51654,953,151952
갖고 싶어,Wanna One,2017.11.13,발라드,125290,,
좋아,"윤종신, 민서",2017.11.15,발라드,139171,838,309994
Twilight,Wanna One,2017.11.13,댄스,100307,,
썸 탈꺼야,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",214065,2891,732305
그리워하다,비투비,2017.10.16,발라드,286161,10762,498299
LIKEY,TWICE,2017.10.30,댄스,146712,8990,3003389
빈차,에픽하이,2017.10.23,랩/힙합,115651,1103,256280
연애소설,에픽하이,2017.10.23,랩/힙합,175680,,
"그대와 나, 설레임","40, 다솜",2017.01.17,R&B/Soul,5111,187,35491
구르미 그린 달빛,거미,2016.09.06,"발라드, 국내드라마",77469,1235,308161
바람꽃,이선희,2016.12.15,"발라드, 국내드라마",23277,615,143156
빙빙,AOA,2017.01.02,댄스,10885,1013,487335
그대라는 세상,윤미래,2016.11.24,"발라드, 국내드라마",23176,378,119053
너 그리고 나,여자친구,2016.07.11,댄스,120258,5399,1884814
널 너무 사랑해서,MC몽,2016.11.02,랩/힙합,45312,1226,465104
puzzle,"씨잼, 비와이(BewhY)",2016.08.11,랩/힙합,110401,,
Forever,비와이(BewhY),2016.07.02,랩/힙합,105581,1353,332960
If You,에일리,2016.08.23,발라드,77042,947,289356
For Life,EXO,2016.12.19,발라드,101593,18245,152127
잔상,박경,2017.01.18,랩/힙합,18235,,
Winter is coming,한수지,2017.01.09,국내드라마,15539,,
안아줘,정준일,2011.11.23,"인디음악, 록/메탈",229297,606,103052
끝,권진아,2016.09.19,발라드,146042,1339,507136
남아있어,로꼬,2016.11.04,랩/힙합,88331,1370,190431
내 옆에 그대인 걸,다비치,2016.10.13,발라드,61880,1036,250597
Stuck in love,김경희,2017.01.09,국내드라마,16090,,
술 한잔해요 오늘,지아,2016.12.01,발라드,31407,450,104843
And July,헤이즈,2016.07.18,랩/힙합,182324,2309,588842
너에게 닿기를,우주소녀,2017.01.04,댄스,62274,1967,424419
어디에도,엠씨더맥스,2016.01.28,발라드,238938,3153,567062
어떻게 지내,크러쉬,2016.10.14,R&B/Soul,157577,1960,231340
어디선가 언젠가,성시경,2016.12.08,"발라드, 국내드라마",28921,667,73205
CHEER UP,TWICE,2016.04.25,댄스,209563,14329,6034993
신의 한 수,양요섭,2017.01.17,"발라드, 국내드라마",16021,3377,71040
그때 그 아이들은,AKMU,2017.01.03,발라드,70700,,
내가 저지른 사랑,임창정,2016.09.06,발라드,237606,2935,659801
꽃길,세정,2016.11.23,발라드,170106,3531,565757
Day Day,비와이(BewhY),2016.07.09,랩/힙합,119960,1364,401808
You(=I),볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",124069,,
만에 하나,세정,2017.01.12,"발라드, 국내드라마",21893,1738,102870
너무너무너무,아이오아이,2016.10.17,댄스,110098,7539,2505805
안녕,2NE1,2017.01.21,발라드,30510,1672,234464
휘파람,BLACKPINK,2016.08.08,랩/힙합,159604,4378,257147
11:11,태연,2016.11.01,발라드,204068,4321,463302
HONEY BEE,"루나, 하니, 솔라",2017.01.19,댄스,13036,2733,340853
너 앞에서 나는,박경,2017.01.18,랩/힙합,16874,1272,44101
Don’t Say No,서현,2017.01.17,댄스,33042,720,133102
소나기,아이오아이,2017.01.18,발라드,190484,6255,695400
그려줘,원더걸스,2017.02.10,발라드,17133,,
나와 너,정준영,2017.02.07,발라드,17087,533,50146
심술,볼빨간사춘기,2016.04.22,"인디음악, 포크/블루스",150646,2002,335360
"혼자, 한잔",허각,2017.01.31,발라드,62372,479,100045
러시안 룰렛,레드벨벳(Red Velvet),2016.09.07,댄스,176294,8728,2131503
And I`m here,김경희,2017.01.09,국내드라마,35790,,
Yes No Maybe,수지,2017.01.24,R&B/Soul,28617,1524,336978
최고의 선물,비,2017.01.15,발라드,37149,488,100141
Think About` Chu,"샘김, 로꼬",2017.01.25,R&B/Soul,70522,1331,208048
Round and round,헤이즈,2017.01.21,"발라드, 국내드라마",49526,,
CHOCOLADY,AKMU,2017.01.03,록/메탈,17710,,
피 땀 눈물,방탄소년단,2016.10.10,랩/힙합,274964,29809,2399366
리얼리티,AKMU,2017.01.03,포크/블루스,40022,,
숨,박효신,2016.10.03,발라드,218023,9290,557024
서로의 눈물이 되어,효린,2017.01.10,"발라드, 국내드라마",8204,260,43685
서로의 서로,"신용재, 벤(Ben)",2017.01.11,발라드,13252,,
GIRLFRIEND,BIGBANG,2016.12.13,랩/힙합,65667,,
이 바보야,정승환,2016.11.29,발라드,134957,2032,1329012
쏘아,하하 X MINO,2016.12.31,랩/힙합,43438,,
생방송,AKMU,2017.01.03,발라드,17805,,
돌아오지마,헤이즈,2016.04.14,랩/힙합,187268,,
HEAVEN,"로이킴, 김이지",2017.01.14,"발라드, 국내드라마",31698,947,139187
Hush,Lasse Lindh,2016.12.11,국내드라마,93677,,
만세,양세형 X BewhY,2016.12.31,랩/힙합,31628,,
너였다면,정승환,2016.05.31,"발라드, 국내드라마",234048,,
BERMUDA TRIANGLE,지코,2016.11.28,랩/힙합,113264,3617,562960
나비잠,"희철, 민경훈",2016.11.20,록/메탈,120561,3867,842490
Excuse Me,AOA,2017.01.02,댄스,41722,1914,1401434
못생긴 척,AKMU,2017.01.03,록/메탈,27481,1437,125706
집에 돌아오는 길,AKMU,2017.01.03,발라드,34671,,
내 눈에만 보여,10cm,2016.12.10,"포크/블루스, 국내드라마",58766,,
독도리,박명수 X 딘딘,2016.12.31,랩/힙합,22691,,
지칠 때면,정준하 X ZICO,2016.12.31,랩/힙합,32184,,
처럼,유재석 X 도끼,2016.12.31,랩/힙합,24682,,
TOUCH,신화,2017.01.02,댄스,17079,1551,20981
당신의 밤,황광희 X 개코,2016.12.31,랩/힙합,120436,,
Die alone,혁오,2017.04.24,"인디음악, 록/메탈",24834,,
At The End,이창섭,2017.04.24,발라드,61448,,
슬픈 노래,젝스키스,2017.04.28,댄스,19632,4009,78143
PATTERN,이해리,2017.04.19,발라드,9782,422,55785
미운 날,이해리,2017.04.19,발라드,18276,448,46271
낮보다는 밤,EXID,2017.04.10,댄스,41510,1037,419000
마침표,아이유,2017.04.21,발라드,68801,,
Black Out,아이유,2017.04.21,댄스,66194,,
잼잼,아이유,2017.04.21,댄스,105198,5735,531395
이런 엔딩,아이유,2017.04.21,발라드,200214,8313,708495
이 지금,아이유,2017.04.21,발라드,189608,,
그렇게 사랑은,아이유,2017.04.21,발라드,47397,,
이름에게,아이유,2017.04.21,발라드,219522,,
너란 봄,정은지,2017.04.10,포크/블루스,58587,1975,181587
에라 모르겠다,BIGBANG,2016.12.13,랩/힙합,179475,4393,159368
바래다줄게,백현,2017.04.14,발라드,116504,11849,160101
She`s a Baby,지코,2017.04.13,R&B/Soul,80069,2885,395581
I Blame On You,태연,2017.04.05,발라드,31296,,
코끼리,개코,2017.04.05,랩/힙합,30606,354,76492
Come for you,최하민(Osshun Gum),2017.04.01,랩/힙합,53146,,
Make Me Love You,태연,2017.04.05,R&B/Soul,71128,3937,243759
Would U,레드벨벳(Red Velvet),2017.03.31,발라드,68017,6353,318067
I`ll be yours,걸스데이,2017.03.27,댄스,35116,1115,674112
이 소설의 끝을 다시 써보려 해,한동근,2014.09.30,발라드,235019,1371,440455
헷갈리게,씨엔블루,2017.03.20,록/메탈,10051,809,93807
시작,하이라이트(Highlight),2017.03.20,발라드,25795,,
봄 사랑 벚꽃 말고,"HIGH4, 아이유",2014.04.08,발라드,221158,6720,1611205
CAN YOU FEEL IT?,하이라이트(Highlight),2017.03.20,댄스,126403,11856,1063860
나만 안되는 연애,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",207337,2835,446660
Bunzi,"기리보이, 서출구, 양홍원",2017.03.18,랩/힙합,32883,,
그리워요,헨리,2017.03.18,R&B/Soul,53587,,
얼굴 찌푸리지 말아요,하이라이트(Highlight),2017.03.20,댄스,126403,11856,1063860
벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334699,2275,690932
아름답다,하이라이트(Highlight),2017.03.20,발라드,51919,11155,333940
All I Wanna Do,박재범,2016.10.20,R&B/Soul,231198,3869,1136287
왜 또 봄이야,"차오루, 키썸, 예린",2017.03.16,포크/블루스,20970,1591,193865
Decalcomanie,마마무,2016.11.07,댄스,152363,5841,1296947
바램,정준일,2017.03.14,"발라드, 인디음악",43638,712,80289
Never Ever,GOT7,2017.03.13,댄스,42879,2715,113638
첫 눈,정준일,2017.01.01,"발라드, 국내드라마",109428,807,181856
그대라는 사치,한동근,2016.08.24,발라드,199728,889,287911
이쁘다니까,에디킴,2016.12.24,"발라드, 국내드라마",102085,,
TT,TWICE,2016.10.24,댄스,185816,15519,5758418
유후,"에릭남, 전소미",2017.03.09,발라드,34735,1608,173568
MOVIE,비투비,2017.03.06,댄스,135878,8590,571490
Who are you,샘김,2016.12.25,"발라드, 국내드라마",106286,,
부담이 돼,정키,2017.03.08,발라드,132417,688,185331
FINGERTIP,여자친구,2017.03.06,댄스,63757,2666,103264
불장난,BLACKPINK,2016.11.01,댄스,199301,7590,2326922
Lonely Night,태연,2017.02.28,R&B/Soul,24425,,
When I Was Young,태연,2017.02.28,발라드,28083,,
I Miss You,소유,2016.12.31,"발라드, 국내드라마",127575,,
기다리지 말아요,"박원, 수지",2017.02.28,발라드,26455,1398,147117
Fine,태연,2017.02.28,발라드,193575,4508,496317
LAST DANCE,BIGBANG,2016.12.13,발라드,172432,4508,166834
안녕 못해,첸,2017.02.16,"발라드, 국내드라마",39995,,
Beautiful,크러쉬,2016.12.17,"발라드, R&B/Soul, 국내드라마",234836,3154,657767
비가와,"소유, 백현",2017.02.14,발라드,129840,12192,227036
저 별,헤이즈,2016.12.05,R&B/Soul,159670,1897,323687
행복한 척,수지,2017.01.24,R&B/Soul,102455,,
우주를 줄게,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",288184,4088,1027379
기다렸다 가,다이나믹 듀오 & 첸,2017.01.24,랩/힙합,103692,6811,159185
오랜 날 오랜 밤,AKMU,2017.01.03,포크/블루스,225201,949,48615
Stay With Me,"찬열, 펀치",2016.12.03,"발라드, 랩/힙합, 국내드라마",214447,8555,746184
넘어와,DEAN,2017.02.17,R&B/Soul,137014,2804,193921
Rookie,레드벨벳(Red Velvet),2017.02.01,댄스,134655,7123,1374736
Not Today,방탄소년단,2017.02.13,랩/힙합,186494,26057,993719
YESTERDAY,블락비,2017.02.06,댄스,127323,4590,827545
봄날,방탄소년단,2017.02.13,랩/힙합,542404,30812,1669262
좋다고 말해,볼빨간사춘기,2016.12.21,"인디음악, 포크/블루스",226210,3249,647678
FRUITY,"효린, 키썸",2017.06.29,댄스,22588,571,656809
Seoul,이효리,2017.07.04,R&B/Soul,19102,1166,328254
먹구름,헤이즈,2017.06.26,R&B/Soul,305211,2005,653223
아침에,양홍원,2017.06.28,랩/힙합,68552,,
Come Back Home,방탄소년단,2017.07.04,랩/힙합,82915,17665,251832
FIVE,에이핑크,2017.06.26,댄스,78738,3960,873333
Hands on me,PRODUCE 101,2017.06.17,댄스,56813,4676,462450
Why Don`t You Know,청하,2017.06.07,댄스,148993,3217,933485
개소리,G-Dragon,2017.06.08,랩/힙합,41276,,
Outside,크러쉬,2017.06.30,R&B/Soul,24550,,
비도 오고 그래서,헤이즈,2017.06.26,R&B/Soul,305211,2005,653223
널 너무 모르고,헤이즈,2017.06.26,랩/힙합,178222,1547,447912
나로 말할 것 같으면,마마무,2017.06.22,댄스,115994,5596,1096575
열어줘,Knock,2017.06.03,댄스,68086,4462,598890
이 자리에,PRODUCE 101,2017.06.17,댄스,62258,3701,294735
매일 듣는 노래,황치열,2017.06.13,발라드,174235,4768,427804
마지막처럼,BLACKPINK,2017.06.22,댄스,236567,5522,715489
남이 될 수 있을까,"볼빨간 사춘기, 스무살",2017.06.13,"인디음악, 포크/블루스",200968,2355,378707
Oh Little Girl,슬레이트,2017.06.03,댄스,93944,4893,543943
CALLING YOU,하이라이트(Highlight),2017.05.29,댄스,68537,8255,508648
LONELY,씨스타,2017.05.31,R&B/Soul,61550,1258,490177
사랑앓이,FTISLAND,2007.06.08,록/메탈,57682,780,75494
달콤한 빈말,백아연,2017.05.29,발라드,33713,409,109081
NEVER,국민의 아들,2017.06.03,댄스,153190,8555,1189921
무제(無題),G-Dragon,2017.06.08,R&B/Soul,251335,2973,66054
아름다워,창모,2016.07.21,랩/힙합,210300,,
다시 만나는 날,규현,2017.05.24,발라드,51996,1555,206495
BLING BLING,iKON,2017.05.22,랩/힙합,30160,2794,34887
지나쳐,로꼬,2017.05.25,랩/힙합,62630,856,141440
오빠야,신현희와김루트,2015.02.26,"인디음악, 포크/블루스",132746,1247,855769
혼자,어반 자카파,2020.10.07,뉴에이지,1,,
Marry Me,"마크툽, 구윤회",2014.08.04,발라드,211391,,
첫눈처럼 너에게 가겠다,에일리,2017.01.07,"발라드, 국내드라마",349545,,
울고 싶지 않아,세븐틴,2017.05.22,댄스,146745,7347,109593
모해(mohae),산이,2017.05.23,랩/힙합,25411,,
밤편지,아이유,2017.03.24,발라드,454436,9825,1072091
SIGNAL,TWICE,2017.05.15,댄스,123547,8308,2925520
