music,singer,release_date,category,music_like,movie_like,movie_views
내일은 없어,트러블메이커,2013.10.28,댄스,36767,807,1236522
Christmas Day,EXO,2013.12.09,발라드,86480,,
가질 수 없는 너,하이니,2013.11.22,"발라드, 국내드라마",31707,79,98608
너 밖에 몰라,효린,2013.11.26,댄스,22281,264,395033
미슬토우,"긱스, 팬텀, 에스나",2013.12.20,랩/힙합,8016,,
이별남녀,"서인국, 지아",2013.12.02,발라드,37105,,
꾸리스마스,크레용팝,2013.11.26,댄스,13290,446,887083
시작,고아라,2013.12.20,"발라드, 국내드라마",25412,139,103819
I Love You,"알리,임재범",2013.12.23,발라드,8471,129,43815
천국,바이브,2013.12.24,발라드,12798,160,52684
My Destiny,린,2013.12.26,"발라드, 국내드라마",64021,305,197457
너를,브라운 아이드 소울,2015.12.08,R&B/Soul,30464,,
미리 메리 크리스마스,아이유,2010.12.09,댄스,170814,,
첫 눈,EXO,2013.12.09,발라드,206896,,
향기만 남아,허각,2013.11.11,발라드,41978,164,117566
운명,"김성균, 도희",2013.12.27,"발라드, 국내드라마",18589,151,118846
Red Candle,손담비,2013.12.23,댄스,2932,37,41041
그리워해요,2NE1,2013.11.21,발라드,75729,660,468876
너만을 느끼며,"정우, 유연석, 손호준",2013.12.13,"댄스, 국내드라마",31214,432,243009
행복한 나를,김예림,2013.11.29,"발라드, 국내드라마",42238,,
Special Love,"휘성, 거미",2013.11.29,R&B/Soul,38089,,
12월의 기적,EXO,2013.12.09,발라드,206896,,
향수,"케이윌, 전우성",2013.12.17,발라드,12531,457,44048
가슴 시린 이야기,휘성,2011.03.15,발라드,61827,720,193459
너에게만,"범키, 버벌진트",2013.12.16,발라드,36087,,
"Dali, Van, Picasso",빈지노,2013.12.18,"랩/힙합, 인디음악",101643,,
겨울 고백,"성시경, 박효신, 서인국, 빅스, 여동생",2013.12.10,발라드,69684,6235,282600
그런 줄 알았어,지아,2013.12.24,발라드,12501,,
오늘부터 1일,케이윌,2014.06.26,발라드,72991,994,1490488
My Darling,Apink BnN,2014.06.27,발라드,10384,,
반도의흔한랩퍼,버벌진트,2014.06.27,랩/힙합,8883,75,224870
A,GOT7,2014.06.23,댄스,30413,2342,1102301
Dance With U,비스트,2014.06.16,댄스,17396,,
니가 빈 자리,"신용재, 이해리",2014.06.18,발라드,26996,,
집이 돼줄게,범키,2014.06.16,R&B/Soul,22228,,
한 번쯤 니가 먼저,바닐라 어쿠스틱,2014.06.13,"인디음악, 포크/블루스",19544,,
바라만 보네요,손승연 & 더 원,2014.06.19,발라드,12560,129,122039
History,비스트,2014.06.16,댄스,17564,,
단발머리,AOA,2014.06.19,댄스,47466,1758,3388257
팔베개,다비치,2014.06.19,발라드,8078,489,153692
Summer Time,다이나믹 듀오(Dynamic Duo),2014.06.17,랩/힙합,13302,72,180840
Good Luck,비스트,2014.06.16,댄스,50254,7188,1205464
금요일에 만나요,아이유,2013.12.20,발라드,254281,6456,1399897
사랑하나 봐,이승철,2014.06.05,"발라드, 국내드라마",5569,99,98000
사랑하는 그대여,신용재,2014.01.01,발라드,68605,631,275058
사랑했으니..됐어,거미,2014.06.10,발라드,14950,139,88515
놀러가자,거미,2014.06.10,발라드,6827,,
한여름밤의 꿀,"산이, 레이나",2014.06.12,랩/힙합,161666,1046,1974451
이젠 아니야,비스트,2014.06.10,발라드,34388,6683,456104
아름다워,태양,2014.06.03,R&B/Soul,9826,,
Hug Me,크러쉬,2014.06.05,R&B/Soul,67437,1035,235024
새벽한시,태양,2014.06.03,R&B/Soul,31714,1304,472821
Stay With Me,태양,2014.06.03,R&B/Soul,31610,,
헤어졌다 만났다,다비치,2014.06.05,댄스,21607,474,334392
"눈, 코, 입",태양,2014.06.03,R&B/Soul,177472,2177,1856826
Move,김연우,2014.05.28,발라드,6548,226,37062
여름밤의 꿈,아이유,2014.05.16,발라드,66026,,
니목소리,플라이 투 더 스카이,2014.05.20,R&B/Soul,14501,,
내가 할 수 없는 말,정키,2014.05.29,발라드,52050,162,87646
나 왜이래,산이,2014.05.29,"랩/힙합, 국내드라마",48535,,
달리 함께,"정준영, 윤하",2014.05.29,록/메탈,10698,810,78702
전화하지 말아요,플라이 투 더 스카이,2014.05.20,R&B/Soul,16905,,
이젠 너 없이도,유나킴,2014.05.23,랩/힙합,20859,180,142767
사랑 그 한마디,태연,2014.05.30,"발라드, 국내드라마",23097,,
기적,빅스,2014.05.27,댄스,28069,2418,269575
여전히 뜨겁게,백지영,2014.05.26,발라드,9467,83,93650
사람냄새,"Gary, 정인",2014.05.27,랩/힙합,104368,,
내 맘에 들어와,박서준,2014.05.19,"발라드, 국내드라마",13552,671,68773
1분 1초,지연,2014.05.20,발라드,14677,556,638688
Good-night Kiss,전효성,2014.05.12,댄스,29403,711,1708402
지우고 싶다,포맨,2014.05.13,R&B/Soul,13918,135,56167
Last Romeo,인피니트,2014.05.21,댄스,37623,6187,340215
사랑이 지나가면,아이유,2014.05.16,발라드,87728,,
너를 너를 너를,플라이 투 더 스카이,2014.05.20,R&B/Soul,78856,584,351087
사랑하게 해줘요,"가비엔제이, 6 to 8",2017.06.15,발라드,511,,
Best Man,휘성,2014.05.12,R&B/Soul,26689,539,205939
하루하루,에일리,2014.05.13,"발라드, R&B/Soul, 국내드라마",13893,,
봄 타나봐,서인국,2014.05.14,발라드,28596,700,164237
삐에로는 우릴보고 웃지,아이유,2014.05.16,댄스,49351,4873,723675
Night and Day,휘성,2014.05.12,R&B/Soul,26689,539,205939
내게 남은 세가지,백아연,2014.05.02,"발라드, 국내드라마",12670,,
꽃,아이유,2014.05.16,발라드,29506,,
너의 의미,아이유,2014.05.16,발라드,223989,6239,1283288
너를 원해,정기고,2014.05.09,R&B/Soul,47782,150,228478
안녕,AKMU,2014.04.07,포크/블루스,19682,,
꿈의 대화,울랄라세션,2014.04.23,발라드,2904,,
사랑해도 너무나,윤건,2014.04.21,"발라드, 국내드라마",5576,71,34852
중독,EXO-K,2014.05.07,댄스,122564,7502,2479594
月光,EXO-M,2014.05.07,"월드뮤직, 중국음악",13690,,
"Love, Love, Love",EXO-K,2012.01.30,발라드,23827,5426,151672
불꽃,백지영,2014.05.07,발라드,11477,91,131063
미운오리새끼,god,2014.05.08,발라드,65094,,
우리 사랑했던 날,"장희영, 김민진",2014.04.22,발라드,7312,,
DAMAGE,마리오,2014.04.29,랩/힙합,3433,,
매일 다른 눈물이,손승연,2014.07.30,발라드,670,,
뭘해도 예쁜걸,길구봉구,2014.04.25,발라드,31480,,
그 다음해,박정현,2014.04.30,"발라드, R&B/Soul",7049,47,21677
천개의 바람이 되어,임형주,2014.05.01,"클래식, 크로스오버",28563,,
메트로놈(METRONOME),박재범,2014.04.11,R&B/Soul,10856,496,126843
어이,크레용팝,2014.04.01,댄스,15937,524,1063959
인공잔디,AKMU,2014.04.07,포크/블루스,38489,,
Galaxy,AKMU,2014.04.07,포크/블루스,23701,,
작은별,AKMU,2014.04.07,포크/블루스,44643,,
요즘 바쁜가봐,투빅,2014.04.10,R&B/Soul,57655,120,148284
뜨래요,배치기,2014.03.24,랩/힙합,31040,169,167507
너 사용법,에디킴,2014.04.11,포크/블루스,121109,548,313104
인연,"윤민수, 신용재",2014.04.05,발라드,59264,,
다만 그대를,박시환,2014.04.14,록/메탈,6014,319,1033677
밀당의 고수,에디킴,2014.04.11,포크/블루스,19045,182,66388
지하철에서,AKMU,2014.04.07,포크/블루스,19835,,
얼음들,AKMU,2014.04.07,포크/블루스,59409,1249,295966
봄 사랑 벚꽃 말고,"HIGH4, 아이유",2014.04.08,발라드,221191,6720,1611218
가르마,AKMU,2014.04.07,포크/블루스,15511,,
Give Love,AKMU,2014.04.07,포크/블루스,127893,1922,842326
200%,AKMU,2014.04.07,포크/블루스,147463,2097,1224010
그 중에 그대를 만나,이선희,2014.03.25,발라드,124198,1334,639117
살만해졌어,손승연,2014.04.01,발라드,7418,45,27108
Mr. Chu,에이핑크,2014.03.31,댄스,97015,4679,3214344
야시시,NS Yoon-G,2014.04.01,댄스,7199,169,315154
감아,로꼬,2014.03.19,랩/힙합,134339,,
A Tempo,가인,2014.03.21,발라드,4832,147,60634
흔한 노래,임창정,2014.03.20,발라드,63484,557,170144
오늘 뭐해,포미닛,2014.03.17,댄스,15644,429,759208
야생화,박효신,2014.03.28,발라드,315817,10960,2133762
씨스루,권진아,2014.03.02,포크/블루스,22368,,
너의 모든 순간,성시경,2014.02.12,"발라드, 국내드라마",260794,,
살아 봤으면 해,2NE1,2014.02.27,R&B/Soul,51117,,
나 때문에,알리,2014.03.19,발라드,4835,,
24시간이 모자라,권진아,2014.03.16,포크/블루스,6382,,
