Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,3,"

라일락
아이유 (IU) | 5th Album `LILAC`","48,610,867","EDAM엔터테인먼트
Kakao Entertainment",,
2,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","38,919,514","브레이브 엔터테인먼트
케미컬레코드",,
3,1,"

Celebrity
아이유 (IU) | Celebrity","33,005,634","EDAM엔터테인먼트
Kakao Entertainment",,
4,3,"

Coin
아이유 (IU) | 5th Album `LILAC`","28,990,606","EDAM엔터테인먼트
Kakao Entertainment",,
5,2,"

별빛 같은 나의 사랑아
임영웅 | 별빛 같은 나의 사랑아","27,071,676","티조컬처앤컨텐츠, 뉴에라프로젝트, 물고기뮤직
Kakao Entertainment",,
6,1,"

On The Ground
로제 (ROSE) | R","23,366,117","YG Entertainment
YG PLUS",,
7,4,"

Flu
아이유 (IU) | 5th Album `LILAC`","21,796,095","EDAM엔터테인먼트
Kakao Entertainment",,
8,6,"

봄 안녕 봄
아이유 (IU) | 5th Album `LILAC`","21,052,337","EDAM엔터테인먼트
Kakao Entertainment",,
9,3,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","19,163,373","TOON STUDIO, 느을
Kakao Entertainment",,
10,7,"

돌림노래 (Feat. DEAN)
아이유 (IU) | 5th Album `LILAC`","18,422,824","EDAM엔터테인먼트
Kakao Entertainment",,
11,9,"

아이와 나의 바다
아이유 (IU) | 5th Album `LILAC`","18,311,490","EDAM엔터테인먼트
Kakao Entertainment",,
12,4,"

Dynamite
방탄소년단 | Dynamite","17,982,222","BIGHIT MUSIC / HYBE
YG PLUS",,
13,12,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","17,214,253","EDAM엔터테인먼트
Kakao Entertainment",,
14,new,"

Bambi
백현 (BAEKHYUN) | Bambi - The 3rd Mini Album","16,831,609","SM Entertainment
Dreamus",,
15,5,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","15,600,618","꿈의엔진
Kakao Entertainment",,
