Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","30,444,750","유야호
지니뮤직, Stone Music Entertainment",,
2,2,"

신호등
이무진 | 신호등","27,210,033","쇼플레이
Kakao Entertainment",,
3,new,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","26,546,406","YG Entertainment
YG PLUS",,
4,1,"

Next Level
aespa | Next Level","26,218,086","SM Entertainment
Dreamus",,
5,3,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","25,200,705","BIGHIT MUSIC / HYBE
YG PLUS",,
6,1,"

Weekend
태연 (TAEYEON) | Weekend","23,120,888","SM Entertainment
Dreamus",,
7,1,"

Butter
방탄소년단 | Butter","22,393,539","BIGHIT MUSIC / HYBE
YG PLUS",,
8,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","18,514,171","피네이션
지니뮤직, Stone Music Entertainment",,
9,1,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","17,689,805","브레이브 엔터테인먼트
Kakao Entertainment",,
10,-,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","17,501,369","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
11,2,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","17,395,397","WM엔터테인먼트
Sony Music",,
12,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","16,726,822","RBMG/Def Jam
Universal Music",,
13,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","16,165,935","브레이브 엔터테인먼트
음악형제들",,
14,1,"

Alcohol-Free
TWICE | Taste of Love","15,768,890","JYP Entertainment
Dreamus",,
15,11,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","15,486,167","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
16,5,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","14,930,365","유야호
지니뮤직, Stone Music Entertainment",,
17,-,"

Dynamite
방탄소년단 | Dynamite","14,408,019","BIGHIT MUSIC / HYBE
YG PLUS",,
