Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Butter
방탄소년단 | Butter","33,543,764","BIGHIT MUSIC / HYBE
YG PLUS",,
2,1,"

Next Level
aespa | Next Level","29,714,243","SM Entertainment
Dreamus",,
3,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","28,891,670","피네이션
지니뮤직, Stone Music Entertainment",,
4,-,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","26,173,891","WM엔터테인먼트
Sony Music",,
5,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","22,508,940","RBMG/Def Jam
Universal Music",,
6,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","21,495,882","브레이브 엔터테인먼트
음악형제들",,
7,16,"

Alcohol-Free
TWICE | Taste of Love","20,824,398","JYP Entertainment
Dreamus",,
8,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","19,386,298","EDAM엔터테인먼트
Kakao Entertainment",,
9,-,"

ASAP
STAYC(스테이씨) | STAYDOM","18,695,448","하이업엔터테인먼트
Kakao Entertainment",,
10,1,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","17,496,565","SM Entertainment
Dreamus",,
11,1,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","17,355,613","브레이브 엔터테인먼트
Kakao Entertainment",,
12,-,"

Celebrity
아이유 (IU) | Celebrity","17,079,067","EDAM엔터테인먼트
Kakao Entertainment",,
13,5,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","17,002,514","유야호
지니뮤직, Stone Music Entertainment",,
14,new,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","16,532,180","브레이브 엔터테인먼트
Kakao Entertainment",,
15,2,"

Dynamite
방탄소년단 | Dynamite","16,311,131","BIGHIT MUSIC / HYBE
YG PLUS",,
16,2,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","15,284,277","글로벌에이치미디어
인터파크",,
17,1,"

Timeless
SG 워너비 | SG Wanna Be+","14,393,498","Stone Music Entertainment
지니뮤직",,
18,-,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","13,178,354","영앤리치 레코즈
Kakao Entertainment",,
19,-,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","12,638,969","더그루브엔터테인먼트
Kakao Entertainment",,
20,3,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","12,272,536","JYP Entertainment
Dreamus",,
21,-,"

라라라
SG 워너비 | My Friend","11,825,608","Stone Music Entertainment
지니뮤직",,
22,97,"

추적이는 여름 비가 되어
장범준 | 장범준 싱글","11,612,022","버스커버스커
Kakao Entertainment",,
23,1,"

멜로디
ASH ISLAND | 멜로디","11,544,238","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
24,54,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","11,176,937","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
25,1,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","11,084,026","뮤직디자인
Kakao Entertainment",,
26,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","10,935,655","꿈의엔진
Kakao Entertainment",,
