Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,2,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","29,094,795","YG Entertainment
YG PLUS",,
2,1,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","28,053,585","유야호
지니뮤직, Stone Music Entertainment",,
3,1,"

신호등
이무진 | 신호등","28,002,328","쇼플레이
Kakao Entertainment",,
4,new,"

After Midnight
아스트로(ASTRO) | SWITCH ON","25,312,046","판타지오뮤직
Kakao Entertainment",,
5,1,"

Next Level
aespa | Next Level","24,832,828","SM Entertainment
Dreamus",,
6,1,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","23,412,921","BIGHIT MUSIC / HYBE
YG PLUS",,
7,1,"

Weekend
태연 (TAEYEON) | Weekend","22,627,847","SM Entertainment
Dreamus",,
8,1,"

Butter
방탄소년단 | Butter","20,927,888","BIGHIT MUSIC / HYBE
YG PLUS",,
9,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","17,949,008","피네이션
지니뮤직, Stone Music Entertainment",,
10,-,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","17,789,350","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
11,-,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","16,751,767","WM엔터테인먼트
Sony Music",,
12,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","16,481,783","RBMG/Def Jam
Universal Music",,
13,4,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","15,761,948","브레이브 엔터테인먼트
Kakao Entertainment",,
14,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","15,464,716","브레이브 엔터테인먼트
음악형제들",,
15,1,"

Alcohol-Free
TWICE | Taste of Love","14,790,107","JYP Entertainment
Dreamus",,
16,2,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","14,303,036","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
17,-,"

Dynamite
방탄소년단 | Dynamite","14,043,772","BIGHIT MUSIC / HYBE
YG PLUS",,
