Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

신호등
이무진 | 신호등","29,428,387","쇼플레이
Kakao Entertainment",,
2,8,"

Stay
The Kid LAROI, Justin Bieber | Stay","25,339,467","Columbia
Sony Music",,
3,1,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","23,139,326","유야호
지니뮤직, Stone Music Entertainment",,
4,1,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","22,787,891","YG Entertainment
YG PLUS",,
5,1,"

Next Level
aespa | Next Level","22,559,324","SM Entertainment
Dreamus",,
6,-,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","21,802,513","SM Entertainment
Dreamus",,
7,2,"

Weekend
태연 (TAEYEON) | Weekend","20,770,045","SM Entertainment
Dreamus",,
8,1,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","19,517,197","BIGHIT MUSIC / HYBE
YG PLUS",,
9,2,"

DUMB DUMB
전소미 | DUMB DUMB","19,076,310","The Black Label
YG PLUS",,
10,1,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","17,842,764","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
11,1,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","17,823,718","NEOKIDZ
YG PLUS",,
12,4,"

Butter
방탄소년단 | Butter","17,508,166","BIGHIT MUSIC / HYBE
YG PLUS",,
13,-,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","16,222,666","피네이션
지니뮤직, Stone Music Entertainment",,
14,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","15,464,264","RBMG/Def Jam
Universal Music",,
15,4,"

Bad Habits
Ed Sheeran | Bad Habits","15,439,892","Atlantic Records UK
Warner Music",,
16,-,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","15,067,801","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
17,2,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","13,793,604","WM엔터테인먼트
Sony Music",,
18,5,"

비가 오는 날엔 (2021)
헤이즈 (Heize) | 비가 오는 날엔 (2021)","13,735,582","PLAYLIST
지니뮤직, Stone Music Entertainment",,
19,2,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","12,800,679","브레이브 엔터테인먼트
음악형제들",,
20,2,"

Dynamite
방탄소년단 | Dynamite","12,700,193","BIGHIT MUSIC / HYBE
YG PLUS",,
21,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","12,473,149","EDAM엔터테인먼트
Kakao Entertainment",,
22,2,"

Celebrity
아이유 (IU) | Celebrity","11,507,256","EDAM엔터테인먼트
Kakao Entertainment",,
23,1,"

Alcohol-Free
TWICE | Taste of Love","11,319,942","JYP Entertainment
Dreamus",,
24,3,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","11,248,095","브레이브 엔터테인먼트
Kakao Entertainment",,
25,1,"

하루만 더
빅마마 (BigMama) | 하루만 더","10,918,812","Kakao Entertainment
Kakao Entertainment",,
26,1,"

ASAP
STAYC(스테이씨) | STAYDOM","10,554,991","하이업엔터테인먼트
Kakao Entertainment",,
27,2,"

여전히 아름다운지
세븐틴 | 슬기로운 의사생활 시즌2 OST Part 8","10,552,604","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
28,-,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","10,514,679","SM Entertainment
Dreamus",,
29,4,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","10,213,363","에버그로우
Kakao Entertainment",,
30,new,"

편의점
이찬원 | 편의점","9,827,629","티조컬처앤컨텐츠, 뉴에라프로젝트, 블리스엔터테인먼트
Kakao Entertainment",,
31,2,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","9,620,985","유야호
지니뮤직, Stone Music Entertainment",,
32,2,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","9,455,428","브레이브 엔터테인먼트
Kakao Entertainment",,
33,new,"

소리꾼
Stray Kids (스트레이 키즈) | NOEASY","9,449,979","JYP Entertainment
Dreamus",,
34,3,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","9,407,472","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
35,3,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","9,344,876","영앤리치 레코즈
Kakao Entertainment",,
36,63,"

회상
정경호 | 슬기로운 의사생활 시즌2 OST Part 9","9,016,495","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
37,6,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","8,924,007","글로벌에이치미디어
인터파크",,
38,4,"

Timeless
SG 워너비 | SG Wanna Be+","8,703,231","Stone Music Entertainment
지니뮤직",,
39,4,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","8,625,452","더그루브엔터테인먼트
Kakao Entertainment",,
