Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Celebrity
아이유 (IU) | Celebrity","46,619,958","EDAM엔터테인먼트
Kakao Entertainment",,
2,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","19,416,030","꿈의엔진
Kakao Entertainment",,
3,1,"

Dynamite
방탄소년단 | Dynamite","17,840,153","BIGHIT MUSIC / HYBE
Dreamus",,
4,2,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","17,422,681","TOON STUDIO, 느을
Kakao Entertainment",,
5,-,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","16,509,605","Stone Music Entertainment
지니뮤직",,
6,-,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","15,208,513","버스커버스커
Kakao Entertainment",,
7,-,"

Lovesick Girls
BLACKPINK | THE ALBUM","14,199,487","YG Entertainment
YG PLUS",,
8,-,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","13,720,333","TOON STUDIO
Kakao Entertainment",,
9,64,"

I`m Not Cool
현아 (HyunA) | I`m Not Cool","13,279,632","피네이션
Kakao Entertainment",,
10,1,"

화(火花)
(여자)아이들 | I burn","12,616,000","큐브엔터테인먼트
Kakao Entertainment",,
11,1,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","12,294,621","예스아이엠엔터테인먼트
인터파크",,
12,-,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","11,834,549","EDAM엔터테인먼트
Kakao Entertainment",,
13,new,"

뒤돌아보지 말아요
젝스키스 | 뒤돌아보지 말아요","11,371,554","YG Entertainment
YG PLUS",,
14,3,"

Life Goes On
방탄소년단 | BE","11,143,575","BIGHIT MUSIC / HYBE
Dreamus",,
15,3,"

Blueming
아이유 (IU) | Love poem","11,063,046","Kakao Entertainment
Kakao Entertainment",,
16,2,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","10,982,494","TOON STUDIO, 느을
Kakao Entertainment",,
17,2,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","10,657,359","BORN
Kakao Entertainment",,
18,2,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","10,276,864","TOON STUDIO, 느을
Kakao Entertainment",,
19,6,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","10,057,153","Stone Music Entertainment
지니뮤직",,
20,new,"

술 한잔 해요
경서 (경서예지), MJ (써니사이드) | 술 한잔 해요","10,046,191","프로젝트 리본
Warner Music",,
21,4,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,996,349","Columbia
Sony Music",,
22,3,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","9,961,172","YG Entertainment
YG PLUS",,
23,3,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","9,588,546","메이저나인
지니뮤직",,
24,3,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","9,408,002","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
25,3,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","9,118,200","SM Entertainment
Dreamus",,
26,61,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","9,087,369","더그루브엔터테인먼트
Kakao Entertainment",,
27,2,"

When We Disco (Duet with 선미)
박진영 | When We Disco","8,886,433","JYP Entertainment
Dreamus",,
28,4,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","8,869,949","씨제스엔터테인먼트
Kakao Entertainment",,
29,3,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,467,770","WM엔터테인먼트
Sony Music",,
30,1,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","8,373,729","뮤니콘
Kakao Entertainment",,
31,-,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","8,373,641","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
32,5,"

How You Like That
BLACKPINK | How You Like That","8,315,030","YG Entertainment
YG PLUS",,
33,5,"

METEOR
창모 (CHANGMO) | Boyhood","8,196,604","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
