Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Stay
The Kid LAROI, Justin Bieber | Stay","31,202,952","Columbia
Sony Music",,
2,-,"

신호등
이무진 | 신호등","26,726,205","쇼플레이
Kakao Entertainment",,
3,-,"

Next Level
aespa | Next Level","21,282,805","SM Entertainment
Dreamus",,
4,-,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","20,292,771","유야호
지니뮤직, Stone Music Entertainment",,
5,-,"

Weekend
태연 (TAEYEON) | Weekend","19,536,190","SM Entertainment
Dreamus",,
6,2,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","19,315,566","NEOKIDZ
YG PLUS",,
7,-,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","19,163,258","YG Entertainment
YG PLUS",,
8,2,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","18,131,604","SM Entertainment
Dreamus",,
9,1,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","17,679,789","BIGHIT MUSIC / HYBE
YG PLUS",,
10,1,"

DUMB DUMB
전소미 | DUMB DUMB","17,133,663","The Black Label
YG PLUS",,
11,1,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","16,546,595","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
12,1,"

Butter
방탄소년단 | Butter","16,215,748","BIGHIT MUSIC / HYBE
YG PLUS",,
13,-,"

Bad Habits
Ed Sheeran | Bad Habits","15,682,751","Atlantic Records UK
Warner Music",,
14,1,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","15,195,965","RBMG/Def Jam
Universal Music",,
15,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","15,061,940","피네이션
지니뮤직, Stone Music Entertainment",,
16,-,"

시간을 거슬러 (낮에 뜨는 달 X 케이윌)
케이윌 (K.Will) | 시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","14,914,764","TOON STUDIO
Kakao Entertainment",,
17,new,"

Sticker
NCT 127 | Sticker - The 3rd Album","14,460,415","SM Entertainment
Dreamus",,
18,new,"

가을 타나 봐
이무진 | 가을 타나 봐 (REVIBE Vol.4)","13,778,763","메이저나인
지니뮤직",,
19,2,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","13,132,316","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
20,-,"

Dynamite
방탄소년단 | Dynamite","12,549,884","BIGHIT MUSIC / HYBE
YG PLUS",,
21,2,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","12,500,491","에버그로우
Kakao Entertainment",,
22,3,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","12,217,123","WM엔터테인먼트
Sony Music",,
23,2,"

라일락
아이유 (IU) | 5th Album `LILAC`","11,956,524","EDAM엔터테인먼트
Kakao Entertainment",,
24,6,"

비가 오는 날엔 (2021)
헤이즈 (Heize) | 비가 오는 날엔 (2021)","11,667,674","PLAYLIST
지니뮤직, Stone Music Entertainment",,
25,3,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","11,657,709","브레이브 엔터테인먼트
음악형제들",,
26,70,"

산책
백예린 | 선물","11,578,236","블루바이닐
Dreamus",,
27,2,"

Celebrity
아이유 (IU) | Celebrity","11,208,413","EDAM엔터테인먼트
Kakao Entertainment",,
28,4,"

고백
멜로망스(Melomance) | 세 번째 `고백`","11,138,398","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
29,2,"

색안경 (STEREOTYPE)
STAYC(스테이씨) | STEREOTYPE","11,071,518","하이업엔터테인먼트
Kakao Entertainment",,
30,55,"

빨간 립스틱 (Feat. 윤미래)
이하이 | 4 ONLY","10,990,163","AOMG
지니뮤직, Stone Music Entertainment",,
31,5,"

ASAP
STAYC(스테이씨) | STAYDOM","10,915,324","하이업엔터테인먼트
Kakao Entertainment",,
32,-,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","9,893,657","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
33,5,"

하루만 더
빅마마 (BigMama) | 하루만 더","9,839,636","Kakao Entertainment
Kakao Entertainment",,
34,5,"

Alcohol-Free
TWICE | Taste of Love","9,249,362","JYP Entertainment
Dreamus",,
35,5,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","9,163,744","브레이브 엔터테인먼트
Kakao Entertainment",,
36,5,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","9,029,959","SM Entertainment
Dreamus",,
37,4,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","9,022,448","영앤리치 레코즈
Kakao Entertainment",,
38,3,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","8,504,898","더그루브엔터테인먼트
Kakao Entertainment",,
39,3,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","8,424,836","YG Entertainment
YG PLUS",,
40,6,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","8,424,295","브레이브 엔터테인먼트
Kakao Entertainment",,
41,4,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","8,262,309","꿈의엔진
Kakao Entertainment",,
42,3,"

Lovesick Girls
BLACKPINK | THE ALBUM","8,201,854","YG Entertainment
YG PLUS",,
43,2,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","8,091,801","Columbia
Sony Music",,
44,-,"

Off My Face
Justin Bieber | Justice","8,075,609","RBMG/Def Jam
Universal Music",,
45,7,"

여전히 아름다운지
세븐틴 | 슬기로운 의사생활 시즌2 OST Part 8","7,997,954","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
46,1,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","7,968,444","뮤직디자인
Kakao Entertainment",,
47,7,"

Timeless
SG 워너비 | SG Wanna Be+","7,944,915","Stone Music Entertainment
지니뮤직",,
48,6,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","7,904,226","글로벌에이치미디어
인터파크",,
49,new,"

Deja Vu
ATEEZ (에이티즈) | ZERO : FEVER Part.3","7,658,854","KQ Entertainment
지니뮤직, Stone Music Entertainment",,
50,9,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","7,640,045","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
51,3,"

이젠 잊기로 해요 (Drama Ver.)
미도와 파라솔 | 슬기로운 의사생활 시즌2 OST Special","7,505,251","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
52,9,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","7,473,144","유야호
지니뮤직, Stone Music Entertainment",,
53,47,"

Hey Mama (Feat. Nicki Minaj & Afrojack)
David Guetta | Listen (Deluxe)","7,375,848","Parlophone France
Warner Music",,
54,7,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","7,331,847","SM Entertainment
Dreamus",,
55,6,"

Blueming
아이유 (IU) | Love poem","7,323,341","Kakao Entertainment
Kakao Entertainment",,
56,8,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,236,723","BIGHIT MUSIC / HYBE
YG PLUS",,
57,5,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","7,175,380","EDAM엔터테인먼트
Kakao Entertainment",,
58,7,"

멜로디
ASH ISLAND | 멜로디","7,155,988","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
59,6,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","7,097,494","버스커버스커
Kakao Entertainment",,
60,5,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","7,074,213","TOON STUDIO
Kakao Entertainment",,
61,4,"

추억은 만남보다 이별에 남아
정동하 | 추억은 만남보다 이별에 남아","7,071,539","뮤직원 컴퍼니
Kakao Entertainment",,
62,4,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","7,006,130","EDAM엔터테인먼트
Kakao Entertainment",,
63,1,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,004,047","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
64,26,"

LALISA
리사 (LISA) | LALISA","6,963,237","YG Entertainment
YG PLUS",,
65,1,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","6,889,418","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
66,3,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","6,873,037","Atlantic Records UK
Warner Music",,
67,7,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","6,770,904","WM엔터테인먼트
Sony Music",,
68,3,"

슈퍼스타
미도와 파라솔 | 슬기로운 의사생활 시즌2 OST Part 6","6,739,961","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
