Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","38,061,370","유야호
지니뮤직, Stone Music Entertainment",,
2,7,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","36,904,140","BIGHIT MUSIC / HYBE
YG PLUS",,
3,1,"

Next Level
aespa | Next Level","29,460,369","SM Entertainment
Dreamus",,
4,6,"

Weekend
태연 (TAEYEON) | Weekend","26,408,927","SM Entertainment
Dreamus",,
5,2,"

신호등
이무진 | 신호등","26,045,576","쇼플레이
Kakao Entertainment",,
6,2,"

Butter
방탄소년단 | Butter","25,520,173","BIGHIT MUSIC / HYBE
YG PLUS",,
7,4,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","21,876,509","유야호
지니뮤직, Stone Music Entertainment",,
8,3,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","21,696,622","브레이브 엔터테인먼트
Kakao Entertainment",,
9,3,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","21,664,051","피네이션
지니뮤직, Stone Music Entertainment",,
10,2,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","19,784,599","WM엔터테인먼트
Sony Music",,
11,1,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","18,411,369","RBMG/Def Jam
Universal Music",,
12,1,"

Alcohol-Free
TWICE | Taste of Love","18,226,864","JYP Entertainment
Dreamus",,
13,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","17,900,627","브레이브 엔터테인먼트
음악형제들",,
14,-,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","16,233,114","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
15,4,"

Dynamite
방탄소년단 | Dynamite","15,669,935","BIGHIT MUSIC / HYBE
YG PLUS",,
16,-,"

라일락
아이유 (IU) | 5th Album `LILAC`","15,604,013","EDAM엔터테인먼트
Kakao Entertainment",,
17,-,"

ASAP
STAYC(스테이씨) | STAYDOM","15,101,426","하이업엔터테인먼트
Kakao Entertainment",,
18,-,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","14,642,203","SM Entertainment
Dreamus",,
19,4,"

하루만 더
빅마마 (BigMama) | 하루만 더","14,490,913","Kakao Entertainment
Kakao Entertainment",,
20,-,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","14,141,757","유야호
지니뮤직, Stone Music Entertainment",,
21,1,"

Celebrity
아이유 (IU) | Celebrity","13,758,689","EDAM엔터테인먼트
Kakao Entertainment",,
22,1,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","13,660,467","브레이브 엔터테인먼트
Kakao Entertainment",,
23,1,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","12,894,439","글로벌에이치미디어
인터파크",,
24,19,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","12,203,554","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
25,HOT,"

난 너를 사랑해
MSG워너비 | 난 너를 사랑해","12,029,134","유야호
지니뮤직, Stone Music Entertainment",,
26,1,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","11,551,754","영앤리치 레코즈
Kakao Entertainment",,
27,1,"

Timeless
SG 워너비 | SG Wanna Be+","11,534,106","Stone Music Entertainment
지니뮤직",,
28,5,"

비 오는 날 듣기 좋은 노래 (Feat. Colde)
에픽하이 (EPIK HIGH) | 비 오는 날 듣기 좋은 노래","10,757,267","아워즈
지니뮤직",,
29,1,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","10,528,363","더그루브엔터테인먼트
Kakao Entertainment",,
30,1,"

멜로디
ASH ISLAND | 멜로디","10,080,599","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
31,2,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,938,630","Columbia
Sony Music",,
32,2,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","9,781,460","꿈의엔진
Kakao Entertainment",,
33,2,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","9,527,960","뮤직디자인
Kakao Entertainment",,
34,2,"

라라라
SG 워너비 | My Friend","9,349,517","Stone Music Entertainment
지니뮤직",,
35,9,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","9,181,139","BIGHIT MUSIC / HYBE
YG PLUS",,
36,1,"

Lovesick Girls
BLACKPINK | THE ALBUM","9,041,446","YG Entertainment
YG PLUS",,
37,4,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,819,043","WM엔터테인먼트
Sony Music",,
38,4,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","8,700,116","JYP Entertainment
Dreamus",,
39,35,"

다시 사랑할 수 있을까
백지영, 이홍기 | 다시 사랑할 수 있을까","8,664,290","트라이어스, 방구석 캐스팅
Kakao Entertainment",,
40,2,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","8,651,783","TOON STUDIO, 느을
Kakao Entertainment",,
41,41,"

Bad Habits
Ed Sheeran | Bad Habits","8,597,689","Atlantic Records UK
Warner Music",,
42,3,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","8,582,002","버스커버스커
Kakao Entertainment",,
43,3,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","8,539,606","YG Entertainment
YG PLUS",,
44,9,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","8,488,050","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
45,20,"

러브 (Prod. 로코베리)
로꼬 (LOCO), 이성경 | Love (Prod. Rocoberry)","8,449,890","하얀달 엔터테인먼트, 딩고뮤직
Kakao Entertainment",,
46,10,"

나는 너 좋아
장범준 | 슬기로운 의사생활 시즌2 OST Part 3","8,243,686","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
47,51,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","8,236,324","NEOKIDZ
YG PLUS",,
48,2,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","8,233,606","EDAM엔터테인먼트
Kakao Entertainment",,
49,1,"

Blueming
아이유 (IU) | Love poem","8,156,578","Kakao Entertainment
Kakao Entertainment",,
50,5,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","8,147,095","TOON STUDIO
Kakao Entertainment",,
51,12,"

Life Goes On
방탄소년단 | BE","7,927,692","BIGHIT MUSIC / HYBE
YG PLUS",,
52,-,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","7,866,600","EDAM엔터테인먼트
Kakao Entertainment",,
53,4,"

Coin
아이유 (IU) | 5th Album `LILAC`","7,850,047","EDAM엔터테인먼트
Kakao Entertainment",,
54,1,"

추억은 만남보다 이별에 남아
정동하 | 추억은 만남보다 이별에 남아","7,834,214","뮤직원 컴퍼니
Kakao Entertainment",,
55,9,"

봄날
방탄소년단 | YOU NEVER WALK ALONE","7,816,688","BIGHIT MUSIC / HYBE
YG PLUS",,
56,1,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","7,779,666","에버그로우
Kakao Entertainment",,
57,6,"

Off My Face
Justin Bieber | Justice","7,769,895","RBMG/Def Jam
Universal Music",,
58,2,"

Way Back Home (2021)
런치 | Way Back Home (2021)","7,699,856","뮤직레시피
Warner Music",,
59,1,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","7,465,898","Atlantic Records UK
Warner Music",,
60,10,"

체념
정상동기 (김정수, 정기석, 이동휘, 이상이) | MSG워너비 TOP 8 경연곡","7,448,806","유야호
지니뮤직, Stone Music Entertainment",,
61,5,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","7,335,841","SM Entertainment
Dreamus",,
62,6,"

한여름밤의 꿀 : 다시 여름
산이 (San E), 레이나 | 한여름밤의 꿀 : 다시 여름 (TEN PROJECT Part.3)","7,323,288","브랜뉴뮤직
NHN벅스",,
63,4,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,320,001","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
64,7,"

On The Ground
로제 (ROSE) | R","7,264,501","YG Entertainment
YG PLUS",,
65,4,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","7,242,096","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
66,19,"

추적이는 여름 비가 되어
장범준 | 장범준 싱글","7,206,474","버스커버스커
Kakao Entertainment",,
67,25,"

해야 해
2PM | MUST","7,110,534","JYP Entertainment
Dreamus",,
68,1,"

METEOR
창모 (CHANGMO) | Boyhood","7,049,282","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
69,7,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","7,030,919","TOON STUDIO, 느을
Kakao Entertainment",,
70,3,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","6,942,770","뮤니콘
Kakao Entertainment",,
71,6,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","6,941,617","Stone Music Entertainment
지니뮤직",,
72,19,"

밤이 되니까
원슈타인 (Wonstein) | 밤이 되니까","6,793,299","냠냠엔터테인먼트
지니뮤직, Stone Music Entertainment",,
73,7,"

허리춤
오반 (OVAN) | 허리춤","6,774,160","로맨틱팩토리
Kakao Entertainment",,
74,2,"

살짝 설렜어 (Nonstop)
오마이걸 (OH MY GIRL) | NONSTOP","6,558,857","WM엔터테인먼트
Sony Music",,
75,2,"

12:45 (Stripped)
Etham | 12:45 (Stripped)","6,520,953","Virgin EMI
Universal Music",,
76,1,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","6,430,910","BORN
Kakao Entertainment",,
77,1,"

Memories
Maroon 5 | Memories","6,406,769","222 Records/Interscope Records
Universal Music",,
78,8,"

그냥 안아달란 말야
다비치 | 그냥 안아달란 말야","6,356,167","Stone Music Entertainment
지니뮤직",,
79,8,"

내사람
SG 워너비 | The Precious History","6,322,096","Stone Music Entertainment
지니뮤직",,
80,new,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","6,306,538","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
81,4,"

너의 번호를 누르고 (Prod. 영화처럼)
#안녕 | 너의 번호를 누르고","6,304,119","시애틀뮤직
Warner Music",,
82,HOT,"

잡아줄게 (Prod. GroovyRoom)
ASH ISLAND, 그루비룸 (GroovyRoom) | 잡아줄게 (Prod. GroovyRoom)","6,260,686","@AREA
Kakao Entertainment",,
83,4,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","6,196,627","씨제스엔터테인먼트
Kakao Entertainment",,
84,6,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","6,150,199","TOON STUDIO, 느을
Kakao Entertainment",,
85,31,"

Hello Future
NCT DREAM | Hello Future - The 1st Album Repackage","6,029,072","SM Entertainment
Dreamus",,
86,3,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","5,901,020","로맨틱팩토리
Kakao Entertainment",,
87,6,"

How You Like That
BLACKPINK | How You Like That","5,890,178","YG Entertainment
YG PLUS",,
88,8,"

Love poem
아이유 (IU) | Love poem","5,884,247","Kakao Entertainment
Kakao Entertainment",,
89,5,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","5,745,334","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
90,new,"

넌 좋은 사람
SG 워너비 | 넌 좋은 사람","5,730,505","C9 ENTERTAINMENT, 목소리, 더블에이치티엔이
Kakao Entertainment",,
91,3,"

오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)
마크툽 (Maktub) | Red Moon : To You My Light","5,659,794","MAKTUB Company
Warner Music",,
92,6,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","5,652,465","예스아이엠엔터테인먼트
인터파크",,
93,8,"

살다가
SG 워너비 | 살다가","5,598,880","Stone Music Entertainment
지니뮤직",,
94,5,"

이렇게 좋아해 본 적이 없어요
CHEEZE (치즈) | 이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST","5,421,321","모스트콘텐츠, 니즈뮤직
NHN벅스",,
95,2,"

Dance Monkey
Tones And I | Dance Monkey","5,352,300","Elektra
Warner Music",,
96,6,"

너를 만나
폴킴 | 너를 만나","5,339,789","뉴런뮤직
Kakao Entertainment",,
97,10,"

오늘따라 더 미운 그대가
전상근 | 오늘따라 더 미운 그대가","5,233,621","셀러빗(CELEBIT)
Kakao Entertainment",,
98,6,"

너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
케이시 (Kassy) | 너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)","5,179,890","넥스타엔터테인먼트
Kakao Entertainment",,
99,4,"

Paris In The Rain
Lauv | I met you when I was 18. (the playlist)","5,150,361","뮤직테이블
NHN벅스",,
100,3,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","5,076,086","TOON STUDIO, 느을
Kakao Entertainment",,
101,2,"

마음을 드려요
아이유 (IU) | 사랑의 불시착 OST Part 11","4,883,397","EDAM엔터테인먼트
Kakao Entertainment",,
102,2,"

Don`t Start Now
Dua Lipa | Don`t Start Now","4,862,696","Warner Records
Warner Music",,
103,new,"

Stay
The Kid LAROI, Justin Bieber | Stay","4,518,034","Columbia
Sony Music",,
104,3,"

Kiss Me More (Feat. SZA)
Doja Cat | Kiss Me More","4,400,243","Kemosabe Records/RCA Records
Sony Music",,
105,35,"

누구보다 널 사랑해
TWICE | 슬기로운 의사생활 시즌2 OST Part 4","4,245,929","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
106,2,"

우린 어쩌다 헤어진 걸까
허각 | Hello","3,975,514","플레이엠엔터테인먼트
Kakao Entertainment",,
107,4,"

Black Mamba
aespa | Black Mamba","3,906,246","SM Entertainment
Dreamus",,
108,12,"

아이와 나의 바다
아이유 (IU) | 5th Album `LILAC`","3,765,157","EDAM엔터테인먼트
Kakao Entertainment",,
109,10,"

WE GO
프로미스나인 (fromis_9) | 9 WAY TICKET","3,734,823","오프더레코드 엔터테인먼트
지니뮤직, Stone Music Entertainment",,
110,2,"

Leave The Door Open
Bruno Mars, Anderson .Paak, Silk Sonic | Leave The Door Open","3,717,741","Aftermath Entertainment/Atlantic
Warner Music",,
111,17,"

뚫고 지나가요
DAY6 (Even of Day) | Right Through Me","3,695,934","JYP Entertainment
Dreamus",,
112,4,"

만약에
M.O.M (별루지, 강창모, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","3,594,425","유야호
지니뮤직, Stone Music Entertainment",,
113,5,"

Leave Before You Love Me
Marshmello, Jonas Brothers | Leave Before You Love Me","3,592,853","Republic Records
Universal Music",,
114,13,"

맛 (Hot Sauce)
NCT DREAM | 맛 (Hot Sauce) - The 1st Album","3,523,632","SM Entertainment
Dreamus",,
115,2,"

Maniac
Conan Gray | Maniac","3,455,645","Republic Records
Universal Music",,
116,14,"

시작
가호 (Gaho) | 이태원 클라쓰 OST Part.2","3,428,387","블렌딩
블렌딩",,
117,14,"

우리 왜 헤어져야 해
신예영 | 우리 왜 헤어져야 해","3,401,488","스튜디오 오드리
Kakao Entertainment",,
118,3,"

밤편지
아이유 (IU) | 밤편지","3,364,641","페이브엔터테인먼트,카카오 M
Kakao Entertainment",,
119,3,"

When We Disco (Duet with 선미)
박진영 | When We Disco","3,289,981","JYP Entertainment
Dreamus",,
120,12,"

다시 여기 바닷가
싹쓰리 (유두래곤, 린다G, 비룡) | 다시 여기 바닷가","3,210,988","MBC
Kakao Entertainment",,
121,10,"

Rainy day (Feat. ASH ISLAND, Skinny Brown)
PATEKO (파테코) | Rainy day","3,201,819","tokkinny records
YG PLUS",,
122,17,"

안녕
폴킴 | 호텔 델루나 OST Part.10","3,140,607","냠냠엔터테인먼트
Kakao Entertainment",,
123,13,"

비도 오고 그래서 (Feat. 신용재)
헤이즈 (Heize) | /// (너 먹구름 비)","3,098,667","Stone Music Entertainment
지니뮤직",,
