,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2019,16,2019.04.14,2019.04.20,1,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,,
1,2019,16,2019.04.14,2019.04.20,2,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,,
2,2019,16,2019.04.14,2019.04.20,3,주저하는 연인들을 위해,잔나비,전설,,
3,2019,16,2019.04.14,2019.04.20,4,Kill This Love,BLACKPINK,KILL THIS LOVE,,
4,2019,16,2019.04.14,2019.04.20,5,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),,
5,2019,16,2019.04.14,2019.04.20,6,노래방에서,장범준,장범준 3집,,
6,2019,16,2019.04.14,2019.04.20,7,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,,
7,2019,16,2019.04.14,2019.04.20,8,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,,
8,2019,16,2019.04.14,2019.04.20,9,당신과는 천천히,장범준,장범준 3집,,
9,2019,16,2019.04.14,2019.04.20,10,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA,,
10,2019,16,2019.04.14,2019.04.20,11,그때가 좋았어,케이시 (Kassy),그때가 좋았어,,
11,2019,16,2019.04.14,2019.04.20,12,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`,,
12,2019,16,2019.04.14,2019.04.20,13,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",,
13,2019,16,2019.04.14,2019.04.20,14,달라달라,ITZY (있지),IT`z Different,,
14,2019,16,2019.04.14,2019.04.20,15,그건 아마 우리의 잘못은 아닐 거야,백예린,Our love is great,,
15,2019,16,2019.04.14,2019.04.20,16,HOME,방탄소년단,MAP OF THE SOUL : PERSONA,,
16,2019,16,2019.04.14,2019.04.20,17,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA,,
17,2019,16,2019.04.14,2019.04.20,18,고고베베 (gogobebe),마마무 (Mamamoo),White Wind,,
18,2019,16,2019.04.14,2019.04.20,19,봄 (Feat. 산다라박),박봄,Spring,,
19,2019,16,2019.04.14,2019.04.20,20,술이 달다 (Feat. 크러쉬),에픽하이 (EPIK HIGH),sleepless in __________,,
20,2019,16,2019.04.14,2019.04.20,21,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA,,
21,2019,16,2019.04.14,2019.04.20,22,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
22,2019,16,2019.04.14,2019.04.20,23,너를 만나,폴킴,너를 만나,,
23,2019,16,2019.04.14,2019.04.20,24,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL,,
24,2019,16,2019.04.14,2019.04.20,25,2002,Anne-Marie,Speak Your Mind (Deluxe),,
