,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2020,18,2020.04.26,2020.05.02,1,아로하,조정석,슬기로운 의사생활 OST Part 3,,
1,2020,18,2020.04.26,2020.05.02,2,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,,
2,2020,18,2020.04.26,2020.05.02,3,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK,,
3,2020,18,2020.04.26,2020.05.02,4,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,,
4,2020,18,2020.04.26,2020.05.02,5,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA,,
5,2020,18,2020.04.26,2020.05.02,6,우리 만남이,폴킴,"정규 2집 `마음, 둘`",,
6,2020,18,2020.04.26,2020.05.02,7,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,,
7,2020,18,2020.04.26,2020.05.02,8,아무노래,지코 (ZICO),아무노래,,
8,2020,18,2020.04.26,2020.05.02,9,Stay Tonight,청하,Stay Tonight,,
9,2020,18,2020.04.26,2020.05.02,10,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2,,
10,2020,18,2020.04.26,2020.05.02,11,돌덩이,하현우,이태원 클라쓰 OST Part.3,,
11,2020,18,2020.04.26,2020.05.02,12,METEOR,창모 (CHANGMO),Boyhood,,
12,2020,18,2020.04.26,2020.05.02,13,ON,방탄소년단,MAP OF THE SOUL : 7,,
13,2020,18,2020.04.26,2020.05.02,14,Blueming,아이유 (IU),Love poem,,
14,2020,18,2020.04.26,2020.05.02,15,그때 그 아인,김필,이태원 클라쓰 OST Part.6,,
15,2020,18,2020.04.26,2020.05.02,16,WANNABE,ITZY (있지),IT`z ME,,
16,2020,18,2020.04.26,2020.05.02,17,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11,,
17,2020,18,2020.04.26,2020.05.02,18,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,,
18,2020,18,2020.04.26,2020.05.02,19,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,,
19,2020,18,2020.04.26,2020.05.02,20,2002,Anne-Marie,Speak Your Mind (Deluxe),,
20,2020,18,2020.04.26,2020.05.02,21,Psycho,레드벨벳(Red Velvet),`The ReVe Festival` Finale,,
21,2020,18,2020.04.26,2020.05.02,22,Dance Monkey,Tones And I,Dance Monkey,,
22,2020,18,2020.04.26,2020.05.02,23,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,,
23,2020,18,2020.04.26,2020.05.02,24,Don`t Start Now,Dua Lipa,Don`t Start Now,,
24,2020,18,2020.04.26,2020.05.02,25,Ridin`,NCT DREAM,Reload,,
25,2020,18,2020.04.26,2020.05.02,26,나쁜 놈,벤 (Ben),Off The Record,,
26,2020,18,2020.04.26,2020.05.02,27,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
27,2020,18,2020.04.26,2020.05.02,28,나보다 더 사랑해요,김호중,나보다 더 사랑해요,,
28,2020,18,2020.04.26,2020.05.02,29,그대 고운 내사랑,어반 자카파 (Urban Zakapa),슬기로운 의사생활 OST Part 5,,
29,2020,18,2020.04.26,2020.05.02,30,FIESTA,IZ*ONE (아이즈원),BLOOM*IZ,,
30,2020,18,2020.04.26,2020.05.02,31,HIP,마마무 (Mamamoo),reality in BLACK,,
31,2020,18,2020.04.26,2020.05.02,32,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light,,
32,2020,18,2020.04.26,2020.05.02,33,반만,진민호,반만,,
33,2020,18,2020.04.26,2020.05.02,34,Love poem,아이유 (IU),Love poem,,
34,2020,18,2020.04.26,2020.05.02,35,어떻게 지내,오반 (OVAN),어떻게 지내,,
35,2020,18,2020.04.26,2020.05.02,36,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,,
36,2020,18,2020.04.26,2020.05.02,37,안녕,폴킴,호텔 델루나 OST Part.10,,
37,2020,18,2020.04.26,2020.05.02,38,Oh my god,(여자)아이들,I trust,,
38,2020,18,2020.04.26,2020.05.02,39,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4,,
39,2020,18,2020.04.26,2020.05.02,40,LALALILALA,에이프릴(APRIL),7th Mini Album `Da Capo`,,
40,2020,18,2020.04.26,2020.05.02,41,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",,
41,2020,18,2020.04.26,2020.05.02,42,00:00 (Zero O`Clock),방탄소년단,MAP OF THE SOUL : 7,,
