Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Celebrity
아이유 (IU) | Celebrity","39,237,158","EDAM엔터테인먼트
Kakao Entertainment",,
2,-,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","18,766,439","꿈의엔진
Kakao Entertainment",,
3,-,"

Dynamite
방탄소년단 | Dynamite","17,650,363","BIGHIT MUSIC / HYBE
Dreamus",,
4,1,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","15,894,300","Stone Music Entertainment
지니뮤직",,
5,1,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","15,308,067","TOON STUDIO, 느을
Kakao Entertainment",,
6,7,"

뒤돌아보지 말아요
젝스키스 | 뒤돌아보지 말아요","14,970,104","YG Entertainment
YG PLUS",,
7,1,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","14,781,824","버스커버스커
Kakao Entertainment",,
8,1,"

Lovesick Girls
BLACKPINK | THE ALBUM","14,294,545","YG Entertainment
YG PLUS",,
9,1,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","13,402,068","TOON STUDIO
Kakao Entertainment",,
10,51,"

고백 (바른연애 길잡이 X 허각)
허각 | 고백 (바른연애 길잡이 X 허각) OST","12,657,301","TOON STUDIO, 느을
Kakao Entertainment",,
11,2,"

I`m Not Cool
현아 (HyunA) | I`m Not Cool","12,300,751","피네이션
Kakao Entertainment",,
12,1,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","11,771,206","예스아이엠엔터테인먼트
인터파크",,
13,1,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","11,596,365","EDAM엔터테인먼트
Kakao Entertainment",,
14,4,"

화(火花)
(여자)아이들 | I burn","11,432,243","큐브엔터테인먼트
Kakao Entertainment",,
15,38,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","11,128,716","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
16,new,"

Sugar
김우석 | 2ND DESIRE [TASTY]","11,076,449","티오피미디어
Kakao Entertainment",,
17,2,"

Blueming
아이유 (IU) | Love poem","10,929,030","Kakao Entertainment
Kakao Entertainment",,
18,2,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","10,870,077","TOON STUDIO, 느을
Kakao Entertainment",,
19,7,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","10,439,194","더그루브엔터테인먼트
Kakao Entertainment",,
20,3,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","10,359,479","BORN
Kakao Entertainment",,
21,7,"

Life Goes On
방탄소년단 | BE","10,358,081","BIGHIT MUSIC / HYBE
Dreamus",,
22,4,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","9,673,603","TOON STUDIO, 느을
Kakao Entertainment",,
23,2,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,622,054","Columbia
Sony Music",,
24,-,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","9,444,645","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
25,3,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","9,374,010","YG Entertainment
YG PLUS",,
26,7,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","9,361,386","Stone Music Entertainment
지니뮤직",,
27,4,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","8,833,505","메이저나인
지니뮤직",,
28,3,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","8,688,808","SM Entertainment
Dreamus",,
29,2,"

When We Disco (Duet with 선미)
박진영 | When We Disco","8,445,757","JYP Entertainment
Dreamus",,
30,-,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","8,405,412","뮤니콘
Kakao Entertainment",,
31,2,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,390,007","WM엔터테인먼트
Sony Music",,
32,4,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","8,226,181","씨제스엔터테인먼트
Kakao Entertainment",,
33,2,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","8,207,707","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
34,14,"

술 한잔 해요
경서 (경서예지), MJ (써니사이드) | 술 한잔 해요","8,129,056","프로젝트 리본
Warner Music",,
35,2,"

METEOR
창모 (CHANGMO) | Boyhood","8,113,428","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
36,4,"

How You Like That
BLACKPINK | How You Like That","8,095,062","YG Entertainment
YG PLUS",,
37,2,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","8,079,846","뮤직디자인
Kakao Entertainment",,
38,2,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","7,621,925","Atlantic Records UK
Warner Music",,
39,4,"

Love poem
아이유 (IU) | Love poem","7,521,292","Kakao Entertainment
Kakao Entertainment",,
40,42,"

마음이 그래
개코, 권진아 | 마음이 그래","7,399,040","아메바컬쳐
지니뮤직, Stone Music Entertainment",,
41,4,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","7,339,034","로맨틱팩토리
Kakao Entertainment",,
42,4,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,317,458","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
43,9,"

CREDIT (Feat. 염따, 기리보이, Zion.T)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","7,278,787","Stone Music Entertainment
지니뮤직",,
44,new,"

다시 만날까 봐 (Prod.V.O.S)
이예준 | 다시 만날까 봐 (Prod.V.O.S)","7,148,465","뮤니콘
Kakao Entertainment",,
45,2,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,081,590","BIGHIT MUSIC / HYBE
Dreamus",,
46,1,"

Memories
Maroon 5 | Memories","7,022,796","222 Records/Interscope Records
Universal Music",,
47,6,"

마음을 드려요
아이유 (IU) | 사랑의 불시착 OST Part 11","6,988,069","EDAM엔터테인먼트
Kakao Entertainment",,
48,new,"

서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA))
윤하 | 서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)) OST","6,982,559","TOON STUDIO, 느을
Kakao Entertainment",,
49,7,"

딩가딩가 (Dingga)
마마무 (Mamamoo) | 딩가딩가 (Dingga)","6,925,506","RBW
Kakao Entertainment",,
50,6,"

서면역에서
순순희 | 서면역에서","6,924,285","비에스엔터테인먼트
지니뮤직",,
51,5,"

Panorama
IZ*ONE (아이즈원) | One-reeler / Act IV","6,734,771","OFF THE RECORD Entertainment, SWING Entertainment
지니뮤직, Stone Music Entertainment",,
52,-,"

시작
가호 (Gaho) | 이태원 클라쓰 OST Part.2","6,655,641","블렌딩
블렌딩",,
53,6,"

I CAN`T STOP ME
TWICE | Eyes wide open","6,525,217","JYP Entertainment
Dreamus",,
54,-,"

살짝 설렜어 (Nonstop)
오마이걸 (OH MY GIRL) | NONSTOP","6,418,425","WM엔터테인먼트
Sony Music",,
55,HOT,"

HERO
임영웅 | HERO","6,415,019","티조컬처앤컨텐츠, 뉴에라프로젝트
Kakao Entertainment",,
56,8,"

오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)
마크툽 (Maktub) | Red Moon : To You My Light","6,377,281","MAKTUB Company
Warner Music",,
57,2,"

너의 번호를 누르고 (Prod. 영화처럼)
#안녕 | 너의 번호를 누르고","6,373,110","시애틀뮤직
Warner Music",,
58,8,"

거짓말이라도 해서 널 보고싶어
백지영 | 거짓말이라도 해서 널 보고싶어","6,220,857","트라이어스
Kakao Entertainment",,
59,8,"

우린 어쩌다 헤어진 걸까
허각 | Hello","6,187,507","플레이엠엔터테인먼트
Kakao Entertainment",,
60,2,"

너를 만나
폴킴 | 너를 만나","6,125,090","뉴런뮤직
Kakao Entertainment",,
61,2,"

봄날
방탄소년단 | YOU NEVER WALK ALONE","6,111,676","BIGHIT MUSIC / HYBE
Dreamus",,
62,5,"

우리 왜 헤어져야 해
신예영 | 우리 왜 헤어져야 해","6,051,790","스튜디오 오드리
Kakao Entertainment",,
63,14,"

Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)
미란이 (Mirani) | 쇼미더머니 9 Episode 3","6,049,299","Stone Music Entertainment
지니뮤직",,
64,24,"

추억은 만남보다 이별에 남아
정동하 | 추억은 만남보다 이별에 남아","6,024,181","뮤직원 컴퍼니
Kakao Entertainment",,
65,5,"

마리아 (Maria)
화사(Hwa Sa) | Mara","5,971,916","RBW
Kakao Entertainment",,
66,10,"

DON`T TOUCH ME
환불원정대 | DON`T TOUCH ME","5,919,797","신박기획
NHN벅스",,
67,2,"

Dance Monkey
Tones And I | Dance Monkey","5,768,078","Elektra
Warner Music",,
68,6,"

뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom)
Khundi Panda | 쇼미더머니 9 Episode 3","5,612,936","Stone Music Entertainment
지니뮤직",,
69,3,"

What Do I Call You
태연 (TAEYEON) | What Do I Call You - The 4th Mini Album","5,572,402","SM Entertainment
Dreamus",,
70,6,"

ON AIR (Feat. 로꼬, 박재범 & GRAY)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","5,495,965","Stone Music Entertainment
지니뮤직",,
71,6,"

Freak (Prod. Slom)
릴보이 (lIlBOI) , 원슈타인 (Wonstein) , Chillin Homie , 스카이민혁 (Skyminhyuk) | 쇼미더머니 9 Episode 1","5,455,081","Stone Music Entertainment
지니뮤직",,
72,4,"

사랑은 지날수록 더욱 선명하게 남아
전상근 | 한 걸음 : 흔적","5,401,932","셀러빗(CELEBIT)
Kakao Entertainment",,
73,3,"

소확행
임창정 | 힘든 건 사랑이 아니다","5,398,494","예스아이엠엔터테인먼트
인터파크",,
74,7,"

한잔이면 지워질까
황인욱 | 한잔이면 지워질까","5,348,739","How엔터테인먼트
NHN벅스",,
75,3,"

Black Mamba
aespa | Black Mamba","5,251,430","SM Entertainment
Dreamus",,
76,HOT,"

흑백사진 (2021) (바른연애 길잡이 X KCM)
KCM | 흑백사진 (2021) (바른연애 길잡이 X KCM) OST","5,228,913","TOON STUDIO, 느을
Kakao Entertainment",,
77,3,"

홀로
이하이 | 홀로","5,145,088","AOMG
지니뮤직, Stone Music Entertainment",,
78,1,"

나로 바꾸자 (duet with JYP)
비 (Rain) | 나로 바꾸자 (duet with JYP)","5,137,903","써브라임 아티스트 에이전시, JYP엔터테인먼트
Kakao Entertainment",,
79,6,"

가을밤에 든 생각
잔나비 | 잔나비 소곡집 l","5,121,926","페포니 뮤직
Kakao Entertainment",,
80,4,"

처음처럼
엠씨더맥스 (M.C The Max) | CEREMONIA","5,098,774","325 이엔씨
Kakao Entertainment",,
81,10,"

잘할게
이승기 | The Project","5,067,336","후크엔터테인먼트
Kakao Entertainment",,
82,1,"

Downtown Baby
블루 (BLOO) | Downtown Baby","5,026,455","메킷레인
Warner Music",,
83,new,"

이불
영탁 | 이불","5,014,740","티조컬처앤컨텐츠, 뉴에라프로젝트, 밀라그로
Kakao Entertainment",,
84,4,"

안녕
폴킴 | 호텔 델루나 OST Part.10","5,008,983","냠냠엔터테인먼트
Kakao Entertainment",,
85,-,"

Don`t Start Now
Dua Lipa | Don`t Start Now","4,935,087","Warner Records
Warner Music",,
86,HOT,"

걷고 싶다
임영웅 | 사랑의 콜센타 PART39","4,923,398","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
87,3,"

눈누난나 (NUNU NANA)
제시(Jessi) | NUNA","4,891,933","피네이션
Kakao Entertainment",,
88,25,"

그대 없이 그대와
HYNN(박혜원) | 그대 없이 그대와","4,869,376","엔터테인먼트뉴오더
Kakao Entertainment",,
89,-,"

Paris In The Rain
Lauv | I met you when I was 18. (the playlist)","4,736,950","뮤직테이블
NHN벅스",,
90,13,"

뻔한남자
이승기 | 뻔한남자","4,725,807","후크엔터테인먼트
Kakao Entertainment",,
91,-,"

12:45 (Stripped)
Etham | 12:45 (Stripped)","4,720,203","Virgin EMI
Universal Music",,
92,4,"

Bad Boy
청하, Christopher | Bad Boy","4,715,769","Parlophone Denmark
Warner Music",,
93,1,"

아무노래
지코 (ZICO) | 아무노래","4,711,121","KOZ 엔터테인먼트
Kakao Entertainment",,
