Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","34,944,961","유야호
지니뮤직, Stone Music Entertainment",,
2,-,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","29,042,418","BIGHIT MUSIC / HYBE
YG PLUS",,
3,-,"

Next Level
aespa | Next Level","28,664,291","SM Entertainment
Dreamus",,
4,1,"

신호등
이무진 | 신호등","27,606,944","쇼플레이
Kakao Entertainment",,
5,1,"

Weekend
태연 (TAEYEON) | Weekend","24,939,816","SM Entertainment
Dreamus",,
6,-,"

Butter
방탄소년단 | Butter","24,110,569","BIGHIT MUSIC / HYBE
YG PLUS",,
7,2,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","20,257,495","피네이션
지니뮤직, Stone Music Entertainment",,
8,-,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","19,972,402","브레이브 엔터테인먼트
Kakao Entertainment",,
9,1,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","18,889,703","WM엔터테인먼트
Sony Music",,
10,70,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","18,848,233","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
11,4,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","18,422,958","유야호
지니뮤직, Stone Music Entertainment",,
12,1,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","17,769,034","RBMG/Def Jam
Universal Music",,
13,1,"

Alcohol-Free
TWICE | Taste of Love","17,442,603","JYP Entertainment
Dreamus",,
14,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","17,182,273","브레이브 엔터테인먼트
음악형제들",,
15,1,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","15,716,642","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
16,3,"

하루만 더
빅마마 (BigMama) | 하루만 더","15,494,964","Kakao Entertainment
Kakao Entertainment",,
17,2,"

Dynamite
방탄소년단 | Dynamite","15,273,817","BIGHIT MUSIC / HYBE
YG PLUS",,
18,2,"

라일락
아이유 (IU) | 5th Album `LILAC`","14,986,969","EDAM엔터테인먼트
Kakao Entertainment",,
19,2,"

ASAP
STAYC(스테이씨) | STAYDOM","14,481,578","하이업엔터테인먼트
Kakao Entertainment",,
20,2,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","13,877,495","SM Entertainment
Dreamus",,
21,69,"

넌 좋은 사람
SG 워너비 | 넌 좋은 사람","13,595,490","C9 ENTERTAINMENT, 목소리, 더블에이치티엔이
Kakao Entertainment",,
22,1,"

Celebrity
아이유 (IU) | Celebrity","13,262,890","EDAM엔터테인먼트
Kakao Entertainment",,
23,3,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","13,046,831","유야호
지니뮤직, Stone Music Entertainment",,
24,2,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","12,883,402","브레이브 엔터테인먼트
Kakao Entertainment",,
25,2,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","12,261,077","글로벌에이치미디어
인터파크",,
26,2,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","12,195,588","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
27,-,"

Timeless
SG 워너비 | SG Wanna Be+","11,581,439","Stone Music Entertainment
지니뮤직",,
28,2,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","11,166,293","영앤리치 레코즈
Kakao Entertainment",,
29,18,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","10,550,173","NEOKIDZ
YG PLUS",,
30,5,"

난 너를 사랑해
MSG워너비 | 난 너를 사랑해","10,495,839","유야호
지니뮤직, Stone Music Entertainment",,
31,2,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","10,212,580","더그루브엔터테인먼트
Kakao Entertainment",,
32,new,"

고백
장범준 | 첫 번째 `고백`","10,172,074","Kakao Entertainment, 버스커버스커
Kakao Entertainment",,
33,3,"

멜로디
ASH ISLAND | 멜로디","9,746,353","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
34,3,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,561,756","Columbia
Sony Music",,
35,3,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","9,462,701","꿈의엔진
Kakao Entertainment",,
36,2,"

라라라
SG 워너비 | My Friend","9,458,176","Stone Music Entertainment
지니뮤직",,
37,9,"

비 오는 날 듣기 좋은 노래 (Feat. Colde)
에픽하이 (EPIK HIGH) | 비 오는 날 듣기 좋은 노래","9,425,685","아워즈
지니뮤직",,
38,5,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","9,261,465","뮤직디자인
Kakao Entertainment",,
39,2,"

Bad Habits
Ed Sheeran | Bad Habits","9,183,973","Atlantic Records UK
Warner Music",,
40,4,"

Lovesick Girls
BLACKPINK | THE ALBUM","8,988,388","YG Entertainment
YG PLUS",,
41,6,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","8,929,710","BIGHIT MUSIC / HYBE
YG PLUS",,
42,5,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,795,545","WM엔터테인먼트
Sony Music",,
43,1,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","8,387,254","버스커버스커
Kakao Entertainment",,
44,4,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","8,349,265","TOON STUDIO, 느을
Kakao Entertainment",,
45,2,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","8,348,740","YG Entertainment
YG PLUS",,
46,2,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","8,270,959","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
47,2,"

Blueming
아이유 (IU) | Love poem","8,120,455","Kakao Entertainment
Kakao Entertainment",,
48,-,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","8,119,837","EDAM엔터테인먼트
Kakao Entertainment",,
49,11,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","8,049,489","JYP Entertainment
Dreamus",,
50,6,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","7,962,917","에버그로우
Kakao Entertainment",,
51,1,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","7,947,735","TOON STUDIO
Kakao Entertainment",,
52,6,"

나는 너 좋아
장범준 | 슬기로운 의사생활 시즌2 OST Part 3","7,921,473","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
53,1,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","7,803,516","EDAM엔터테인먼트
Kakao Entertainment",,
