Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,new,"

사랑은 늘 도망가
임영웅 | 신사와 아가씨 OST Part.2","47,976,330","모스트콘텐츠
NHN벅스",,
2,2,"

Savage
aespa | Savage - The 1st Mini Album","27,072,241","SM Entertainment
Dreamus",,
3,2,"

Stay
The Kid LAROI, Justin Bieber | Stay","23,533,414","Columbia
Sony Music",,
4,2,"

신호등
이무진 | 신호등","21,149,065","쇼플레이
Kakao Entertainment",,
5,2,"

My Universe
Coldplay, 방탄소년단 | My Universe","20,039,453","Parlophone UK
Warner Music",,
6,1,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","17,958,638","YG Entertainment
YG PLUS",,
7,1,"

Next Level
aespa | Next Level","17,768,458","SM Entertainment
Dreamus",,
8,1,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","16,504,297","NEOKIDZ
YG PLUS",,
9,1,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","15,326,129","유야호
지니뮤직, Stone Music Entertainment",,
10,-,"

Weekend
태연 (TAEYEON) | Weekend","14,610,621","SM Entertainment
Dreamus",,
11,2,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","14,605,649","BIGHIT MUSIC / HYBE
YG PLUS",,
12,-,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","14,139,421","에버그로우
Kakao Entertainment",,
13,2,"

Butter
방탄소년단 | Butter","13,507,246","BIGHIT MUSIC / HYBE
YG PLUS",,
14,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","13,209,186","RBMG/Def Jam
Universal Music",,
15,2,"

Bad Habits
Ed Sheeran | Bad Habits","12,988,332","Atlantic Records UK
Warner Music",,
16,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","12,143,092","피네이션
지니뮤직, Stone Music Entertainment",,
17,2,"

시간을 거슬러 (낮에 뜨는 달 X 케이윌)
케이윌 (K.Will) | 시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","12,084,696","TOON STUDIO
Kakao Entertainment",,
18,2,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","11,541,792","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
19,1,"

고백
멜로망스(Melomance) | 세 번째 `고백`","11,521,899","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
20,2,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","11,430,869","SM Entertainment
Dreamus",,
21,2,"

DUMB DUMB
전소미 | DUMB DUMB","11,309,057","The Black Label
YG PLUS",,
22,1,"

Dynamite
방탄소년단 | Dynamite","11,097,984","BIGHIT MUSIC / HYBE
YG PLUS",,
23,1,"

가을 타나 봐
이무진 | 가을 타나 봐 (REVIBE Vol.4)","10,546,773","메이저나인
지니뮤직",,
24,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","10,241,713","EDAM엔터테인먼트
Kakao Entertainment",,
25,8,"

너를 생각해
주시크 (Joosiq) | 너를 생각해","9,892,615","뮤직레시피
Warner Music",,
26,1,"

Celebrity
아이유 (IU) | Celebrity","9,800,983","EDAM엔터테인먼트
Kakao Entertainment",,
27,3,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","9,700,760","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
28,1,"

비가 오는 날엔 (2021)
헤이즈 (Heize) | 비가 오는 날엔 (2021)","9,634,976","PLAYLIST
지니뮤직, Stone Music Entertainment",,
29,3,"

LOCO
ITZY (있지) | CRAZY IN LOVE","9,549,470","JYP Entertainment
Dreamus",,
30,2,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","9,261,190","브레이브 엔터테인먼트
음악형제들",,
31,2,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","9,133,936","WM엔터테인먼트
Sony Music",,
32,2,"

색안경 (STEREOTYPE)
STAYC(스테이씨) | STEREOTYPE","9,128,476","하이업엔터테인먼트
Kakao Entertainment",,
33,1,"

ASAP
STAYC(스테이씨) | STAYDOM","8,502,401","하이업엔터테인먼트
Kakao Entertainment",,
34,-,"

Hey Mama (Feat. Nicki Minaj & Afrojack)
David Guetta | Listen (Deluxe)","8,373,047","Parlophone France
Warner Music",,
35,7,"

Off My Face
Justin Bieber | Justice","8,342,745","RBMG/Def Jam
Universal Music",,
36,3,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","8,145,976","YG Entertainment
YG PLUS",,
37,3,"

찰나가 영원이 될 때 (The Eternal Moment)
마크툽 (Maktub) | Red Moon : Beyond The Light","7,986,343","MAKTUB Company
Warner Music",,
38,2,"

하루만 더
빅마마 (BigMama) | 하루만 더","7,904,568","Kakao Entertainment
Kakao Entertainment",,
39,1,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","7,875,511","영앤리치 레코즈
Kakao Entertainment",,
40,1,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","7,748,465","더그루브엔터테인먼트
Kakao Entertainment",,
41,new,"

밤새 니가 내려
케이시 (Kassy) | 밤새 니가 내려","7,747,291","도너츠컬쳐
NHN벅스",,
42,5,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","7,565,156","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
43,16,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","7,424,572","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
44,-,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","7,412,851","꿈의엔진
Kakao Entertainment",,
