Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","19,633,972","꿈의엔진
Kakao Entertainment",,
2,-,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","18,467,697","Stone Music Entertainment
지니뮤직",,
3,-,"

Dynamite
방탄소년단 | Dynamite","17,623,702","BIGHIT MUSIC / HYBE
Dreamus",,
4,1,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","15,544,014","버스커버스커
Kakao Entertainment",,
5,1,"

화(火花)
(여자)아이들 | I burn","14,230,383","큐브엔터테인먼트
Kakao Entertainment",,
6,-,"

Lovesick Girls
BLACKPINK | THE ALBUM","14,071,480","YG Entertainment
YG PLUS",,
7,-,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","13,622,842","TOON STUDIO
Kakao Entertainment",,
8,-,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","12,978,116","예스아이엠엔터테인먼트
인터파크",,
9,1,"

Life Goes On
방탄소년단 | BE","11,949,278","BIGHIT MUSIC / HYBE
Dreamus",,
10,1,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","11,715,116","Stone Music Entertainment
지니뮤직",,
11,new,"

Rosario (Feat. CL, ZICO)
에픽하이 (EPIK HIGH) | Epik High Is Here 上","11,033,781","OURS Co.
Kakao Entertainment",,
12,new,"

내 얘기 같아 (Feat. 헤이즈)
에픽하이 (EPIK HIGH) | Epik High Is Here 上","10,821,804","OURS Co.
Kakao Entertainment",,
13,1,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","10,780,943","BORN
Kakao Entertainment",,
14,1,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","10,569,579","Columbia
Sony Music",,
15,1,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","10,481,346","TOON STUDIO, 느을
Kakao Entertainment",,
16,1,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","10,459,153","TOON STUDIO, 느을
Kakao Entertainment",,
17,1,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","10,186,898","EDAM엔터테인먼트
Kakao Entertainment",,
18,1,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","10,065,898","YG Entertainment
YG PLUS",,
19,8,"

CREDIT (Feat. 염따, 기리보이, Zion.T)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","9,995,246","Stone Music Entertainment
지니뮤직",,
20,2,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","9,984,284","메이저나인
지니뮤직",,
21,-,"

Blueming
아이유 (IU) | Love poem","9,318,062","Kakao Entertainment
Kakao Entertainment",,
22,2,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","9,302,863","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
23,1,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","9,214,018","SM Entertainment
Dreamus",,
24,5,"

When We Disco (Duet with 선미)
박진영 | When We Disco","8,985,717","JYP Entertainment
Dreamus",,
25,2,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","8,973,566","씨제스엔터테인먼트
Kakao Entertainment",,
26,-,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,432,331","WM엔터테인먼트
Sony Music",,
27,1,"

How You Like That
BLACKPINK | How You Like That","8,312,741","YG Entertainment
YG PLUS",,
28,8,"

Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)
미란이 (Mirani) | 쇼미더머니 9 Episode 3","8,207,479","Stone Music Entertainment
지니뮤직",,
29,2,"

METEOR
창모 (CHANGMO) | Boyhood","8,137,959","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
30,3,"

딩가딩가 (Dingga)
마마무 (Mamamoo) | 딩가딩가 (Dingga)","7,994,034","RBW
Kakao Entertainment",,
31,5,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","7,912,187","뮤니콘
Kakao Entertainment",,
32,2,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,863,817","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
33,2,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","7,694,248","로맨틱팩토리
Kakao Entertainment",,
34,7,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","7,613,427","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
35,10,"

ON AIR (Feat. 로꼬, 박재범 & GRAY)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","7,537,366","Stone Music Entertainment
지니뮤직",,
36,1,"

서면역에서
순순희 | 서면역에서","7,525,704","비에스엔터테인먼트
지니뮤직",,
37,15,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","7,470,317","Atlantic Records UK
Warner Music",,
38,5,"

I CAN`T STOP ME
TWICE | Eyes wide open","7,443,904","JYP Entertainment
Dreamus",,
39,9,"

뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom)
Khundi Panda | 쇼미더머니 9 Episode 3","7,393,876","Stone Music Entertainment
지니뮤직",,
40,11,"

Freak (Prod. Slom)
릴보이 (lIlBOI) , 원슈타인 (Wonstein) , Chillin Homie , 스카이민혁 (Skyminhyuk) | 쇼미더머니 9 Episode 1","7,332,933","Stone Music Entertainment
지니뮤직",,
41,1,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,255,965","BIGHIT MUSIC / HYBE
Dreamus",,
42,1,"

Memories
Maroon 5 | Memories","7,237,999","222 Records/Interscope Records
Universal Music",,
