Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

사건의 지평선
윤하 | YOUNHA 6th Album Repackage `END THEORY : Final Edition`","31,852,867","C9엔터테인먼트
Kakao Entertainment",,
2,-,"

ANTIFRAGILE
LE SSERAFIM (르세라핌) | ANTIFRAGILE","19,677,146","쏘스뮤직
YG PLUS",,
3,1,"

Hype boy
NewJeans | NewJeans 1st EP `New Jeans`","18,900,377","ADOR
YG PLUS",,
4,1,"

Nxde
(여자)아이들 | I love","17,812,813","큐브엔터테인먼트
Kakao Entertainment",,
5,1,"

After LIKE
IVE (아이브) | After LIKE","17,375,284","스타쉽엔터테인먼트
Kakao Entertainment",,
6,1,"

새삥 (Prod. ZICO) (Feat. 호미들)
지코 (ZICO) | 스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","16,853,882","Stone Music Entertainment
지니뮤직",,
7,2,"

London Boy
임영웅 | Polaroid","15,055,782","물고기뮤직
Dreamus",,
8,-,"

Polaroid
임영웅 | Polaroid","14,442,163","물고기뮤직
Dreamus",,
9,1,"

Attention
NewJeans | NewJeans 1st EP `New Jeans`","13,996,452","ADOR
YG PLUS",,
10,1,"

Rush Hour (Feat. j-hope of BTS)
크러쉬 (CRUSH) | Rush Hour","13,147,573","피네이션
Dreamus",,
11,1,"

LOVE DIVE
IVE (아이브) | LOVE DIVE","13,089,555","스타쉽엔터테인먼트
Kakao Entertainment",,
12,1,"

Monologue
테이 (Tei) | Monologue","13,069,006","방구석 캐스팅
Kakao Entertainment",,
13,-,"

Shut Down
BLACKPINK | BORN PINK","11,528,393","YG Entertainment
YG PLUS",,
14,-,"

Dreamers (Feat. FIFA Sound)
정국, 방탄소년단 | Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","11,197,140","Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
FUGA",,
15,-,"

Pink Venom
BLACKPINK | Pink Venom","10,272,195","YG Entertainment
YG PLUS",,
16,-,"

자격지심 (Feat. ZICO)
BE`O (비오) | FIVE SENSES","9,812,511","빅플래닛메이드, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
Kakao Entertainment",,
17,-,"

딱 10CM만
10cm, BIG Naughty (서동현) | 딱 10CM만","9,453,192","MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS
Kakao Entertainment",,
18,1,"

해요 (2022)
#안녕 | 해요 (2022)","9,270,147","일팔 프로젝트
지니뮤직",,
19,1,"

그때 그 순간 그대로 (그그그)
WSG워너비 (가야G) | WSG워너비 1집","9,168,139","MBC
Kakao Entertainment",,
20,2,"

사랑은 늘 도망가
임영웅 | 신사와 아가씨 OST Part.2","9,146,642","모스트콘텐츠
NHN벅스",,
21,-,"

FEARLESS
LE SSERAFIM (르세라핌) | FEARLESS","8,874,692","쏘스뮤직
YG PLUS",,
22,3,"

너의 모든 순간
성시경 | 별에서 온 그대 OST Part 7","8,809,504","SBS 콘텐츠허브
Kakao Entertainment",,
23,new,"

Birthday
레드벨벳(Red Velvet) | ‘The ReVe Festival 2022 - Birthday’","8,806,892","SM Entertainment
Dreamus",,
24,4,"

그라데이션
10cm | 5.3","8,772,629","매직스트로베리사운드
Kakao Entertainment",,
25,1,"

사랑인가 봐
멜로망스(Melomance) | 사랑인가 봐 (사내맞선 OST 스페셜 트랙)","8,689,370","플렉스엠
Kakao Entertainment",,
26,3,"

TOMBOY
(여자)아이들 | I NEVER DIE","8,563,061","큐브엔터테인먼트
Kakao Entertainment",,
27,1,"

내가 아니라도
주호 | 내가 아니라도","8,408,163","IN A MILLION
Warner Music",,
28,2,"

나의 X에게
경서 | 나의 X에게","8,356,755","꿈의엔진
Kakao Entertainment",,
29,-,"

Cookie
NewJeans | NewJeans 1st EP `New Jeans`","8,149,804","ADOR
YG PLUS",,
30,-,"

정이라고 하자 (Feat. 10CM)
BIG Naughty (서동현) | 정이라고 하자","8,125,858","H1GHR MUSIC
Kakao Entertainment",,
31,4,"

우린 그렇게 사랑해서
강민경, 잔나비 | 우린 그렇게 사랑해서","7,941,050","WAKEONE, 페포니뮤직
지니뮤직, Stone Music Entertainment",,
32,2,"

취중고백
김민석 | 취중고백","7,788,189","프로젝트 리본
Warner Music",,
33,2,"

ELEVEN
IVE (아이브) | ELEVEN","7,781,649","스타쉽엔터테인먼트
Kakao Entertainment",,
34,2,"

That`s Hilarious
Charlie Puth | That`s Hilarious","7,747,928","Atlantic Records UK
Warner Music",,
35,2,"

보고싶었어
WSG워너비 (4FIRE) | WSG워너비 1집","7,462,787","MBC
Kakao Entertainment",,
36,-,"

첫사랑
백아 | 첫사랑","7,329,614","Baek A
Feel Music",,
37,new,"

WHEN I MOVE
카라 (KARA) | MOVE AGAIN","7,296,349","RBW
Dreamus",,
38,3,"

주저하는 연인들을 위해
잔나비 | 전설","7,179,153","페포니 뮤직
Kakao Entertainment",,
39,2,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","7,162,500","에버그로우
Kakao Entertainment",,
40,54,"

Snowman
Sia | Snowman","6,849,152","Monkey Puzzle, Atlantic
Warner Music",,
41,-,"

떠나보낼 준비해 둘걸 그랬어
임한별 | 떠나보낼 준비해 둘걸 그랬어","6,843,173","오늘의 선곡
Kakao Entertainment",,
42,4,"

LOVE me
BE`O (비오) | LOVE me","6,724,670","BPM ENTERTAINMENT, SWING ENTERTAINMENT, 페임어스엔터테인먼트
Kakao Entertainment",,
43,3,"

That That (prod. & feat. SUGA of BTS)
싸이 (Psy) | 싸다9","6,556,406","피네이션
Dreamus",,
44,2,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","6,489,854","SM Entertainment
Dreamus",,
45,6,"

FOREVER 1
소녀시대 | FOREVER 1 - The 7th Album","6,471,509","SM Entertainment
Dreamus",,
46,4,"

내 기쁨은 너가 벤틀리를 끄는 거야
김승민 | PROTOTYPE RESEARCH #0063","6,424,866","뷰티플노이즈
지니뮤직, Stone Music Entertainment",,
47,2,"

Stay
The Kid LAROI, Justin Bieber | Stay","6,349,435","Columbia
Sony Music",,
48,5,"

도깨비불 (Illusion)
aespa | Girls - The 2nd Mini Album","6,313,660","SM Entertainment
Dreamus",,
49,56,"

All I Want For Christmas Is You
Mariah Carey | Merry Christmas (Deluxe Anniversary Edition)","6,263,785","Columbia/Legacy
Sony Music",,
50,2,"

우리들의 블루스
임영웅 | IM HERO","6,195,709","물고기뮤직
Dreamus",,
51,7,"

고백연습
경서 | 고백연습","6,105,434","꿈의엔진
Kakao Entertainment",,
52,1,"

새벽에 걸려온 너의 전화는
한동근 | 미련을 말하는","6,062,365","말하는
Kakao Entertainment",,
53,3,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","6,002,577","꿈의엔진
Kakao Entertainment",,
54,7,"

SNEAKERS
ITZY (있지) | CHECKMATE","5,991,033","JYP Entertainment
Dreamus",,
55,3,"

오르트구름
윤하 | YOUNHA 6th Album `END THEORY`","5,982,504","C9엔터테인먼트
Kakao Entertainment",,
56,7,"

Love story
볼빨간사춘기 | Seoul","5,908,929","쇼파르엔터테인먼트
NHN벅스",,
57,47,"

Santa Tell Me
Ariana Grande | Santa Tell Me","5,817,898","Republic Records, a division of UMG Recordings,Inc
Universal Music",,
58,2,"

Feel My Rhythm
레드벨벳(Red Velvet) | `The ReVe Festival 2022 - Feel My Rhythm`","5,614,166","SM Entertainment
Dreamus",,
59,5,"

I Don`t Think That I Like Her
Charlie Puth | CHARLIE","5,605,846","Atlantic Records
Warner Music",,
60,8,"

LAW (Prod. Czaer)
윤미래, 비비(BIBI) | 스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)","5,525,322","Stone Music Entertainment
지니뮤직",,
61,4,"

사랑한다고 말해줘
탑현 | 사랑한다고 말해줘","5,508,295","탑현월드
Kakao Entertainment",,
62,2,"

드라마
아이유 (IU) | 조각집","5,472,760","EDAM엔터테인먼트
Kakao Entertainment",,
63,10,"

POP!
나연 (TWICE) | IM NAYEON","5,468,369","JYP Entertainment
Dreamus",,
64,9,"

스티커 사진
21학번 | 스티커 사진","5,457,065","제나두 엔터테인먼트
NHN벅스",,
65,6,"

Left and Right (Feat. Jung Kook of BTS)
Charlie Puth, 정국, 방탄소년단 | Left and Right","5,412,147","Atlantic Records
Warner Music",,
66,4,"

INVU
태연 (TAEYEON) | INVU - The 3rd Album","5,240,621","SM Entertainment
Dreamus",,
67,4,"

봄여름가을겨울 (Still Life)
BIGBANG (빅뱅) | 봄여름가을겨울 (Still Life)","5,225,487","YG Entertainment
YG PLUS",,
68,4,"

다시 만날 수 있을까
임영웅 | IM HERO","5,209,429","물고기뮤직
Dreamus",,
69,8,"

strawberry moon
아이유 (IU) | strawberry moon","5,181,591","EDAM엔터테인먼트
Kakao Entertainment",,
70,4,"

Dynamite
방탄소년단 | Dynamite","5,168,114","BIGHIT MUSIC / HYBE
YG PLUS",,
71,6,"

The Astronaut
진 (JIN) | The Astronaut","5,145,088","BIGHIT MUSIC / HYBE
YG PLUS",,
72,7,"

Next Level
aespa | Next Level","5,001,752","SM Entertainment
Dreamus",,
73,5,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","4,966,754","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
74,7,"

신호등
이무진 | 신호등","4,922,044","쇼플레이
Kakao Entertainment",,
75,new,"

들꽃놀이 (with 조유진)
RM | Indigo","4,840,246","BIGHIT MUSIC / HYBE
YG PLUS",,
76,6,"

회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)
sokodomo | 쇼미더머니 10 Episode 2","4,829,522","Stone Music Entertainment
지니뮤직",,
77,8,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","4,782,932","더그루브엔터테인먼트
Kakao Entertainment",,
78,5,"

그래서 그대는
이영현 | 그래서 그대는","4,600,197","방구석 캐스팅
Kakao Entertainment",,
79,3,"

늦은 밤 헤어지긴 너무 아쉬워
케이시 (Kassy) | LOVE & HATE","4,585,378","넥스타엔터테인먼트
Kakao Entertainment",,
80,5,"

통화연결음
보라미유, MJ (써니사이드) | 통화연결음","4,562,425","프로젝트 리본
Kakao Entertainment",,
81,3,"

Off My Face
Justin Bieber | Justice","4,499,407","RBMG/Def Jam
Universal Music",,
82,10,"

DICE
NMIXX | ENTWURF","4,434,405","JYP Entertainment
Dreamus",,
83,3,"

Butter
방탄소년단 | Butter","4,428,461","BIGHIT MUSIC / HYBE
YG PLUS",,
84,3,"

봄날
방탄소년단 | YOU NEVER WALK ALONE","4,329,962","BIGHIT MUSIC / HYBE
YG PLUS",,
85,11,"

Girls
aespa | Girls - The 2nd Mini Album","4,296,747","SM Entertainment
Dreamus",,
86,3,"

모든 계절은 너였다
길구봉구 | 모든 계절은 너였다","4,205,460","이별 후
Kakao Entertainment",,
87,6,"

바보에게 바보가 (웹툰 `연애의 발견` X 이석훈)
이석훈 | 바보에게 바보가 (웹툰 `연애의 발견` X 이석훈) OST","4,181,222","TOON STUDIO
Kakao Entertainment",,
88,3,"

Dangerously
Charlie Puth | Nine Track Mind (Deluxe)","4,171,190","Artist Partners
Warner Music",,
89,3,"

무지개
임영웅 | IM HERO","4,130,845","물고기뮤직
Dreamus",,
90,11,"

못해
김나영 | 못해 (Re : WIND 4MEN Vol.02)","4,060,879","메이저나인
지니뮤직",,
91,2,"

너를 생각해
주시크 (Joosiq) | 너를 생각해","3,969,148","뮤직레시피
Warner Music",,
92,73,"

첫 눈
EXO | 겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`","3,909,049","SM Entertainment
지니뮤직",,
93,5,"

GANADARA (Feat. 아이유)
박재범 | GANADARA","3,905,206","MORE VISION
Kakao Entertainment",,
94,new,"

내 세상은 너로 가득해
탑현 | 내 세상은 너로 가득해","3,888,197","레이벡스
Kakao Entertainment",,
95,5,"

MY BAG
(여자)아이들 | I NEVER DIE","3,873,040","큐브엔터테인먼트
Kakao Entertainment",,
96,14,"

Talk that Talk
TWICE | BETWEEN 1&2","3,855,490","JYP Entertainment
Dreamus",,
97,6,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","3,828,359","YG Entertainment
YG PLUS",,
98,14,"

GHOST TOWN
Benson Boone | GHOST TOWN","3,811,493","Warner Records
Warner Music",,
99,40,"

Made You Look
Meghan Trainor | Takin` It Back","3,810,121","Epic
Sony Music",,
100,5,"

아버지
임영웅 | IM HERO","3,787,174","물고기뮤직
Dreamus",,
101,-,"

추억때문에
유림 | 추억때문에","3,744,941","원탑엔터테인먼트
Kakao Entertainment",,
102,9,"

Unholy
Sam Smith, Kim Petras | Unholy","3,738,426","EMI
Universal Music",,
103,5,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","3,726,159","BIGHIT MUSIC / HYBE
YG PLUS",,
104,48,"

Last Christmas
Ariana Grande | Christmas Kisses","3,635,117","Universal Music
Universal Music",,
105,new,"

Cheshire
ITZY (있지) | CHESHIRE","3,618,036","JYP Entertainment
Dreamus",,
106,4,"

Yet To Come
방탄소년단 | Proof","3,557,247","BIGHIT MUSIC / HYBE
YG PLUS",,
107,7,"

Celebrity
아이유 (IU) | Celebrity","3,501,907","EDAM엔터테인먼트
Kakao Entertainment",,
108,new,"

웃어주었어
이승윤 | 웃어주었어","3,499,472","MAREUMO
Kakao Entertainment",,
109,10,"

SMILEY (Feat. BIBI)
YENA(최예나) | SMiLEY","3,490,718","위에화엔터테인먼트코리아
지니뮤직, Stone Music Entertainment",,
110,new,"

찬바람이 불어오네요
케이시 (Kassy) | 추운날","3,453,937","넥스타엔터테인먼트
Kakao Entertainment",,
111,15,"

Weekend
태연 (TAEYEON) | Weekend","3,415,749","SM Entertainment
Dreamus",,
112,80,"

미리 메리 크리스마스 (Feat. 천둥)
아이유 (IU) | Real","3,325,550","Kakao Entertainment
Kakao Entertainment",,
113,16,"

I Ain`t Worried
OneRepublic | Top Gun: Maverick (Music From The Motion Picture) OST","3,297,653","Interscope Records
Universal Music",,
114,11,"

듣고 싶을까
MSG워너비(M.O.M) | 듣고 싶을까","3,197,684","NK Company
지니뮤직, Stone Music Entertainment",,
115,7,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","3,118,684","NEOKIDZ
YG PLUS",,
116,25,"

눈이 오잖아 (Feat.헤이즈)
이무진 | 눈이 오잖아","3,094,659","쇼플레이
Kakao Entertainment",,
117,10,"

A bientot
임영웅 | IM HERO","3,076,290","물고기뮤직
Dreamus",,
118,6,"

인생찬가
임영웅 | IM HERO","3,019,000","물고기뮤직
Dreamus",,
119,9,"

밤편지
아이유 (IU) | 밤편지","3,003,405","페이브엔터테인먼트,카카오 M
Kakao Entertainment",,
120,new,"

롤러코스터 (On A Ride)
레드벨벳(Red Velvet) | ‘The ReVe Festival 2022 - Birthday’","2,994,618","SM Entertainment
Dreamus",,
121,50,"

나는 너였다
V.O.S | 나는 너였다","2,954,108","레이벡스
Kakao Entertainment",,
122,HOT,"

크리스마스니까
성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX) | Jelly Christmas 2012 Heart Project","2,916,965","젤리피쉬 엔터테인먼트
지니뮤직, Stone Music Entertainment",,
123,8,"

손이 참 곱던 그대
임영웅 | IM HERO","2,883,347","물고기뮤직
Dreamus",,
124,47,"

그중에 그대를 만나
김호중 | 삼남매가 용감하게 OST Part.1","2,858,728","더하기미디어
Kakao Entertainment",,
125,16,"

사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네
잔나비 | 봉춤을 추네","2,830,864","페포니 뮤직
지니뮤직",,
126,HOT,"

Make It To Christmas
Alessia Cara | Make It To Christmas","2,828,982","EP Entertainment, LLC / Def Jam
Universal Music",,
127,new,"

이 밤이 가면 그대 올까요
펀치 (Punch) | 이 밤이 가면 그대 올까요","2,818,489","냠냠엔터테인먼트
지니뮤직, Stone Music Entertainment",,
128,17,"

아무래도 난
주시크 (Joosiq) | 아무래도 난","2,811,681","뮤직레시피
Warner Music",,
