,year,week_num,start_date,end_date,rank,music,singer,album
0,2014,43,2014.10.19,2014.10.25,1,시간과 낙엽,AKMU (악뮤),시간과 낙엽
1,2014,43,2014.10.19,2014.10.25,2,"화장 지웠어 (Feat. Zion.T, HA:TFELT) (No make up)",개코,REDINGRAY
2,2014,43,2014.10.19,2014.10.25,3,그게나야,김동률,동행
3,2014,43,2014.10.19,2014.10.25,4,보고싶어,걸스데이 (Girl`s Day),보고싶어
4,2014,43,2014.10.19,2014.10.25,5,Error,빅스 (VIXX),Error
5,2014,43,2014.10.19,2014.10.25,6,손대지마,에일리 (Ailee),Magazine
6,2014,43,2014.10.19,2014.10.25,7,Christmalo.win,서태지,Quiet Night
7,2014,43,2014.10.19,2014.10.25,8,Home,로이킴,HOME
8,2014,43,2014.10.19,2014.10.25,9,제발,"윤민수, 신용재",불후의 명곡 - 전설을 노래하다 (최강 듀엣 특집)
9,2014,43,2014.10.19,2014.10.25,10,틈,"소유 (SOYOU), 권순일, 박용인",소유 X 어반자카파 (권순일 & 박용인) `틈`
10,2014,43,2014.10.19,2014.10.25,11,소격동,아이유 (IU),소격동
11,2014,43,2014.10.19,2014.10.25,12,Lost Stars,Adam Levine,영화 Begin Again OST
12,2014,43,2014.10.19,2014.10.25,13,신촌을 못가,포스트맨 (Postmen),신촌을 못가
13,2014,43,2014.10.19,2014.10.25,14,걱정말아요 그대,"곽진언, 김필",슈퍼스타K6 곽진언vs김필
14,2014,43,2014.10.19,2014.10.25,15,예쁜 나이 25살,송지은,25 (스물 다섯)
15,2014,43,2014.10.19,2014.10.25,16,소격동,서태지,Quiet Night
16,2014,43,2014.10.19,2014.10.25,17,너 하나만,김태우,내겐 너무 사랑스러운 그녀 OST Part 4
17,2014,43,2014.10.19,2014.10.25,18,당신만이,"곽진언, 김필, 임도혁",슈퍼스타K6 곽진언 김필 임도혁
18,2014,43,2014.10.19,2014.10.25,19,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4
19,2014,43,2014.10.19,2014.10.25,20,너무 보고 싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6
20,2014,43,2014.10.19,2014.10.25,21,얼음요새,김필,슈퍼스타K6 TOP11 Part 1
21,2014,43,2014.10.19,2014.10.25,22,내 사람,김동률,동행
22,2014,43,2014.10.19,2014.10.25,23,내 마음이 뭐가 돼,윤하,내 마음이 뭐가 돼
23,2014,43,2014.10.19,2014.10.25,24,DAY N NIGHT (Feat. SIMON Dominic),허각,DAY N NIGHT
24,2014,43,2014.10.19,2014.10.25,25,너를 사랑해,윤미래 (T),괜찮아 사랑이야 OST Part 6
25,2014,43,2014.10.19,2014.10.25,26,No One Else Like You,Adam Levine,영화 Begin Again OST
26,2014,43,2014.10.19,2014.10.25,27,예뻐졌다 (feat. 지코 Of 블락비),박보람,예뻐졌다
27,2014,43,2014.10.19,2014.10.25,28,거짓말 거짓말 거짓말,이적,고독의 의미
28,2014,43,2014.10.19,2014.10.25,29,공허해,위너(WINNER),2014 S/S
29,2014,43,2014.10.19,2014.10.25,30,독기,아이언,쇼미더머니3 씨잼 vs 아이언
30,2014,43,2014.10.19,2014.10.25,31,연결고리#힙합,바비 (BOBBY),쇼미더머니3 Part 4
31,2014,43,2014.10.19,2014.10.25,32,장난인거 알아 (Feat. 칸토 Of 트로이),레이나,Reset
32,2014,43,2014.10.19,2014.10.25,33,Be Natural (Feat. SR14B `TAEYONG (태용)`),레드벨벳(Red Velvet),Be Natural
33,2014,43,2014.10.19,2014.10.25,34,야생화,박효신,야생화
34,2014,43,2014.10.19,2014.10.25,35,끼부리지마,위너(WINNER),2014 S/S
35,2014,43,2014.10.19,2014.10.25,36,Holler,소녀시대-태티서(Girls` Generation-TTS),The 2nd Mini Album `Holler`
36,2014,43,2014.10.19,2014.10.25,37,청춘 (Feat. 이상순),김동률,동행
37,2014,43,2014.10.19,2014.10.25,38,고백,김동률,동행
38,2014,43,2014.10.19,2014.10.25,39,설렘주의,"NS Yoon-G, 기리보이(Giriboy)",설렘주의
39,2014,43,2014.10.19,2014.10.25,40,동행,김동률,동행
40,2014,43,2014.10.19,2014.10.25,41,장미꽃 (Rose),개코,REDINGRAY
41,2014,43,2014.10.19,2014.10.25,42,Tell Me If You Wanna Go Home,Keira Knightley,영화 Begin Again OST
42,2014,43,2014.10.19,2014.10.25,43,If Only,나윤권,If Only
43,2014,43,2014.10.19,2014.10.25,44,I Swear,씨스타 (Sistar),SWEET & SOUR
44,2014,43,2014.10.19,2014.10.25,45,너의 의미 (Feat. 김창완),아이유 (IU),꽃갈피
45,2014,43,2014.10.19,2014.10.25,46,가드올리고 Bounce,바비 (BOBBY),쇼미더머니3 Part 5
46,2014,43,2014.10.19,2014.10.25,47,A Step You Can`t Take Back,Keira Knightley,영화 Begin Again OST
47,2014,43,2014.10.19,2014.10.25,48,I`m Fine Thank You,레이디스 코드 (LADIES` CODE),Code#2 Pretty Pretty
48,2014,43,2014.10.19,2014.10.25,49,휑하다 (feat.Ailee) (Hueng hai),개코,REDINGRAY
49,2014,43,2014.10.19,2014.10.25,50,한여름밤의 꿀,"산이 (San E), 레이나","San E, 레이나 Project Single `한여름밤의 꿀`"
50,2014,43,2014.10.19,2014.10.25,51,HER,블락비 (Block B),HER
51,2014,43,2014.10.19,2014.10.25,52,If I,정동하,Begin
52,2014,43,2014.10.19,2014.10.25,53,생각나 (Feat. Zion.T),서인영,생각나
53,2014,43,2014.10.19,2014.10.25,54,Advice (Feat. John Park),김동률,동행
54,2014,43,2014.10.19,2014.10.25,55,친구로 남아줄게,"휘성, 긱스(Geeks)",친구로 남아줄게
55,2014,43,2014.10.19,2014.10.25,56,연애하나 봐,주니엘 (JUNIEL),연애하나 봐
56,2014,43,2014.10.19,2014.10.25,57,제정신이 아냐 (Feat. Bumkey) (Passout),개코,REDINGRAY
57,2014,43,2014.10.19,2014.10.25,58,고요 (With 정준일),윤종신,2014 월간 윤종신 10월호
58,2014,43,2014.10.19,2014.10.25,59,쉽지않아 (Missing),틴 탑 (Teen Top),TEEN TOP EXITO
59,2014,43,2014.10.19,2014.10.25,60,양화대교,자이언티(Zion.T),양화대교
60,2014,43,2014.10.19,2014.10.25,61,A Higher Place,Adam Levine,영화 Begin Again OST
61,2014,43,2014.10.19,2014.10.25,62,Lost Stars,Keira Knightley,영화 Begin Again OST
62,2014,43,2014.10.19,2014.10.25,63,사람의 마음,장기하와 얼굴들,사람의 마음
63,2014,43,2014.10.19,2014.10.25,64,청춘이 아파,빅스 (VIXX),Error
64,2014,43,2014.10.19,2014.10.25,65,야생화,"임도혁, 장우람",슈퍼스타K6 임도혁vs장우람
