,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,04,2023.01.22,2023.01.28,1,Ditto,NewJeans,NewJeans `OMG`,,
1,2023,04,2023.01.22,2023.01.28,2,OMG,NewJeans,NewJeans `OMG`,,
2,2023,04,2023.01.22,2023.01.28,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
3,2023,04,2023.01.22,2023.01.28,4,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
4,2023,04,2023.01.22,2023.01.28,5,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
5,2023,04,2023.01.22,2023.01.28,6,VIBE (feat. Jimin of BTS),태양,VIBE,,
6,2023,04,2023.01.22,2023.01.28,7,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
7,2023,04,2023.01.22,2023.01.28,8,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
8,2023,04,2023.01.22,2023.01.28,9,After LIKE,IVE (아이브),After LIKE,,
9,2023,04,2023.01.22,2023.01.28,10,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
10,2023,04,2023.01.22,2023.01.28,11,LOVE DIVE,IVE (아이브),LOVE DIVE,,
11,2023,04,2023.01.22,2023.01.28,12,Nxde,(여자)아이들,I love,,
12,2023,04,2023.01.22,2023.01.28,13,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
13,2023,04,2023.01.22,2023.01.28,14,Monologue,테이 (Tei),Monologue,,
14,2023,04,2023.01.22,2023.01.28,15,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
15,2023,04,2023.01.22,2023.01.28,16,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
16,2023,04,2023.01.22,2023.01.28,17,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",쇼미더머니 11 Episode 1,,
17,2023,04,2023.01.22,2023.01.28,18,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
18,2023,04,2023.01.22,2023.01.28,19,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
19,2023,04,2023.01.22,2023.01.28,20,해요 (2022),#안녕,해요 (2022),,
20,2023,04,2023.01.22,2023.01.28,21,Shut Down,BLACKPINK,BORN PINK,,
21,2023,04,2023.01.22,2023.01.28,22,그댄 행복에 살텐데 (2022),최유리,그댄 행복에 살텐데 (2022),,
22,2023,04,2023.01.22,2023.01.28,23,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
23,2023,04,2023.01.22,2023.01.28,24,그대를 알고,송하예,그대를 알고,,
24,2023,04,2023.01.22,2023.01.28,25,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
25,2023,04,2023.01.22,2023.01.28,26,Say I Love You,우디(Woody),Say I Love You (Re : WIND 4MEN Vol.04),,
26,2023,04,2023.01.22,2023.01.28,27,그라데이션,10cm,5.3,,
27,2023,04,2023.01.22,2023.01.28,28,Pink Venom,BLACKPINK,Pink Venom,,
28,2023,04,2023.01.22,2023.01.28,29,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
29,2023,04,2023.01.22,2023.01.28,30,오르트구름,윤하,YOUNHA 6th Album `END THEORY`,,
30,2023,04,2023.01.22,2023.01.28,31,취중고백,김민석,취중고백,,
31,2023,04,2023.01.22,2023.01.28,32,TOMBOY,(여자)아이들,I NEVER DIE,,
32,2023,04,2023.01.22,2023.01.28,33,잘가요,주호,잘가요,,
33,2023,04,2023.01.22,2023.01.28,34,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
34,2023,04,2023.01.22,2023.01.28,35,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],,
35,2023,04,2023.01.22,2023.01.28,36,마지막 사랑,신예영,마지막 사랑,,
36,2023,04,2023.01.22,2023.01.28,37,나의 X에게,경서,나의 X에게,,
37,2023,04,2023.01.22,2023.01.28,38,WHEN I MOVE,카라 (KARA),MOVE AGAIN,,
38,2023,04,2023.01.22,2023.01.28,39,That`s Hilarious,Charlie Puth,That`s Hilarious,,
39,2023,04,2023.01.22,2023.01.28,40,내가 아니라도,주호,내가 아니라도,,
40,2023,04,2023.01.22,2023.01.28,41,ELEVEN,IVE (아이브),ELEVEN,,
41,2023,04,2023.01.22,2023.01.28,42,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만,,
42,2023,04,2023.01.22,2023.01.28,43,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
43,2023,04,2023.01.22,2023.01.28,44,자격지심 (Feat. ZICO),BE`O (비오),FIVE SENSES,,
44,2023,04,2023.01.22,2023.01.28,45,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
45,2023,04,2023.01.22,2023.01.28,46,첫사랑,백아,첫사랑,,
46,2023,04,2023.01.22,2023.01.28,47,Unholy,"Sam Smith, Kim Petras",Unholy,,
47,2023,04,2023.01.22,2023.01.28,48,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
48,2023,04,2023.01.22,2023.01.28,49,Stay,"The Kid LAROI, Justin Bieber",Stay,,
49,2023,04,2023.01.22,2023.01.28,50,당신을 만나,"김호중, 송가인",당신을 만나,,
50,2023,04,2023.01.22,2023.01.28,51,보고싶었어,WSG워너비 (4FIRE),WSG워너비 1집,,
51,2023,04,2023.01.22,2023.01.28,52,LOVE me,BE`O (비오),LOVE me,,
52,2023,04,2023.01.22,2023.01.28,53,주저하는 연인들을 위해,잔나비,전설,,
53,2023,04,2023.01.22,2023.01.28,54,눈이 오잖아 (Feat.헤이즈),이무진,눈이 오잖아,,
54,2023,04,2023.01.22,2023.01.28,55,우리들의 블루스,임영웅,IM HERO,,
55,2023,04,2023.01.22,2023.01.28,56,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),,
56,2023,04,2023.01.22,2023.01.28,57,니 번호가 뜨는 일,이예준,니 번호가 뜨는 일,,
57,2023,04,2023.01.22,2023.01.28,58,사랑해도 될까요,양다일,사랑해도 될까요,,
58,2023,04,2023.01.22,2023.01.28,59,떠나보낼 준비해 둘걸 그랬어,임한별,떠나보낼 준비해 둘걸 그랬어,,
59,2023,04,2023.01.22,2023.01.28,60,네가 보고 싶은 건 자연스러운 거겠지,신예영,혼잣말 獨白,,
60,2023,04,2023.01.22,2023.01.28,61,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album,,
61,2023,04,2023.01.22,2023.01.28,62,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063,,
62,2023,04,2023.01.22,2023.01.28,63,우린 그렇게 사랑해서,"강민경, 잔나비",우린 그렇게 사랑해서,,
63,2023,04,2023.01.22,2023.01.28,64,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,,
64,2023,04,2023.01.22,2023.01.28,65,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9,,
65,2023,04,2023.01.22,2023.01.28,66,새벽에 걸려온 너의 전화는,한동근,미련을 말하는,,
66,2023,04,2023.01.22,2023.01.28,67,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",쇼미더머니 11 Episode 1,,
67,2023,04,2023.01.22,2023.01.28,68,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),,
68,2023,04,2023.01.22,2023.01.28,69,다시 만날 수 있을까,임영웅,IM HERO,,
69,2023,04,2023.01.22,2023.01.28,70,Snowman,Sia,Snowman,,
70,2023,04,2023.01.22,2023.01.28,71,FOREVER 1,소녀시대,FOREVER 1 - The 7th Album,,
71,2023,04,2023.01.22,2023.01.28,72,가슴으로 운다,김연지,가슴으로 운다,,
72,2023,04,2023.01.22,2023.01.28,73,Dynamite,방탄소년단,Dynamite,,
73,2023,04,2023.01.22,2023.01.28,74,Love story,볼빨간사춘기,Seoul,,
74,2023,04,2023.01.22,2023.01.28,75,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,,
75,2023,04,2023.01.22,2023.01.28,76,Dangerously,Charlie Puth,Nine Track Mind (Deluxe),,
76,2023,04,2023.01.22,2023.01.28,77,그 겨울이 잠든 거리에서,"경서예지, 전건호",그 겨울이 잠든 거리에서 (경서예지 x 전건호),,
77,2023,04,2023.01.22,2023.01.28,78,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",던말릭 (Don Malik),쇼미더머니 11 Episode 3,,
78,2023,04,2023.01.22,2023.01.28,79,"미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee)",허성현 (Huh),쇼미더머니 11 Semi Final,,
79,2023,04,2023.01.22,2023.01.28,80,아픈 나를,성시경,나얼 ＜Ballad Pop City＞,,
80,2023,04,2023.01.22,2023.01.28,81,희재,성시경,국화꽃향기 OST,,
81,2023,04,2023.01.22,2023.01.28,82,그중에 그대를 만나,김호중,삼남매가 용감하게 OST Part.1,,
