,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,09,2023.02.26,2023.03.04,1,Ditto,NewJeans,NewJeans `OMG`,,
1,2023,09,2023.02.26,2023.03.04,2,OMG,NewJeans,NewJeans `OMG`,,
2,2023,09,2023.02.26,2023.03.04,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
3,2023,09,2023.02.26,2023.03.04,4,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
4,2023,09,2023.02.26,2023.03.04,5,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album `SECOND WIND`,,
5,2023,09,2023.02.26,2023.03.04,6,Teddy Bear,STAYC(스테이씨),Teddy Bear,,
6,2023,09,2023.02.26,2023.03.04,7,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
7,2023,09,2023.02.26,2023.03.04,8,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
8,2023,09,2023.02.26,2023.03.04,9,After LIKE,IVE (아이브),After LIKE,,
9,2023,09,2023.02.26,2023.03.04,10,VIBE (feat. Jimin of BTS),태양,VIBE,,
10,2023,09,2023.02.26,2023.03.04,11,사랑하기 싫어,지아 (Zia),사랑하기 싫어,,
11,2023,09,2023.02.26,2023.03.04,12,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
12,2023,09,2023.02.26,2023.03.04,13,LOVE DIVE,IVE (아이브),LOVE DIVE,,
13,2023,09,2023.02.26,2023.03.04,14,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
14,2023,09,2023.02.26,2023.03.04,15,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
15,2023,09,2023.02.26,2023.03.04,16,Nxde,(여자)아이들,I love,,
16,2023,09,2023.02.26,2023.03.04,17,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
17,2023,09,2023.02.26,2023.03.04,18,Monologue,테이 (Tei),Monologue,,
18,2023,09,2023.02.26,2023.03.04,19,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,,
19,2023,09,2023.02.26,2023.03.04,20,Unholy,"Sam Smith, Kim Petras",Unholy,,
20,2023,09,2023.02.26,2023.03.04,21,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
21,2023,09,2023.02.26,2023.03.04,22,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
22,2023,09,2023.02.26,2023.03.04,23,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
23,2023,09,2023.02.26,2023.03.04,24,심(心),DK,심(心),,
24,2023,09,2023.02.26,2023.03.04,25,Dangerously,Charlie Puth,Nine Track Mind (Deluxe),,
25,2023,09,2023.02.26,2023.03.04,26,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
26,2023,09,2023.02.26,2023.03.04,27,That`s Hilarious,Charlie Puth,That`s Hilarious,,
27,2023,09,2023.02.26,2023.03.04,28,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,H1-KEY 1st Mini Album [Rose Blossom],,
28,2023,09,2023.02.26,2023.03.04,29,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
29,2023,09,2023.02.26,2023.03.04,30,취중고백,김민석,취중고백,,
30,2023,09,2023.02.26,2023.03.04,31,Stay,"The Kid LAROI, Justin Bieber",Stay,,
31,2023,09,2023.02.26,2023.03.04,32,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,,
32,2023,09,2023.02.26,2023.03.04,33,해요 (2022),#안녕,해요 (2022),,
33,2023,09,2023.02.26,2023.03.04,34,Shut Down,BLACKPINK,BORN PINK,,
34,2023,09,2023.02.26,2023.03.04,35,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
35,2023,09,2023.02.26,2023.03.04,36,오르트구름,윤하,YOUNHA 6th Album `END THEORY`,,
36,2023,09,2023.02.26,2023.03.04,37,그라데이션,10cm,5.3,,
37,2023,09,2023.02.26,2023.03.04,38,Pink Venom,BLACKPINK,Pink Venom,,
38,2023,09,2023.02.26,2023.03.04,39,Say I Love You,우디(Woody),Say I Love You (Re : WIND 4MEN Vol.04),,
39,2023,09,2023.02.26,2023.03.04,40,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
40,2023,09,2023.02.26,2023.03.04,41,TOMBOY,(여자)아이들,I NEVER DIE,,
41,2023,09,2023.02.26,2023.03.04,42,마지막 사랑,신예영,마지막 사랑,,
42,2023,09,2023.02.26,2023.03.04,43,내가 아니라도,주호,내가 아니라도,,
