,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,05,2023.01.29,2023.02.04,1,Ay-Yo,NCT 127,Ay-Yo - The 4th Album Repackage,,
1,2023,05,2023.01.29,2023.02.04,2,Ditto,NewJeans,NewJeans `OMG`,,
2,2023,05,2023.01.29,2023.02.04,3,OMG,NewJeans,NewJeans `OMG`,,
3,2023,05,2023.01.29,2023.02.04,4,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
4,2023,05,2023.01.29,2023.02.04,5,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
5,2023,05,2023.01.29,2023.02.04,6,VIBE (feat. Jimin of BTS),태양,VIBE,,
6,2023,05,2023.01.29,2023.02.04,7,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
7,2023,05,2023.01.29,2023.02.04,8,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
8,2023,05,2023.01.29,2023.02.04,9,After LIKE,IVE (아이브),After LIKE,,
9,2023,05,2023.01.29,2023.02.04,10,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
10,2023,05,2023.01.29,2023.02.04,11,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,,
11,2023,05,2023.01.29,2023.02.04,12,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
12,2023,05,2023.01.29,2023.02.04,13,LOVE DIVE,IVE (아이브),LOVE DIVE,,
13,2023,05,2023.01.29,2023.02.04,14,Nxde,(여자)아이들,I love,,
14,2023,05,2023.01.29,2023.02.04,15,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
15,2023,05,2023.01.29,2023.02.04,16,Monologue,테이 (Tei),Monologue,,
16,2023,05,2023.01.29,2023.02.04,17,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
17,2023,05,2023.01.29,2023.02.04,18,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
18,2023,05,2023.01.29,2023.02.04,19,마지막 사랑,신예영,마지막 사랑,,
19,2023,05,2023.01.29,2023.02.04,20,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
20,2023,05,2023.01.29,2023.02.04,21,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
21,2023,05,2023.01.29,2023.02.04,22,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
22,2023,05,2023.01.29,2023.02.04,23,Shut Down,BLACKPINK,BORN PINK,,
23,2023,05,2023.01.29,2023.02.04,24,해요 (2022),#안녕,해요 (2022),,
24,2023,05,2023.01.29,2023.02.04,25,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",쇼미더머니 11 Episode 1,,
25,2023,05,2023.01.29,2023.02.04,26,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
26,2023,05,2023.01.29,2023.02.04,27,Unholy,"Sam Smith, Kim Petras",Unholy,,
