,music,singer,music_id,release_date,category,music_like,comment_count
87,세 단어,젝스키스,30025065,2016.10.07,발라드,71848,947
88,붐붐,세븐틴,30132707,2016.12.05,댄스,82775,342
89,빌려줄게,신용재,30035184,2016.10.13,발라드,78701,118
90,그런 밤,어반자카파,30084667,2016.11.12,"발라드, 국내드라마",36312,41
91,Falling For You,EXO,30157821,2016.12.19,댄스,73985,161
92,HEAVEN,"로이킴,김이지",30203902,2017.01.14,"발라드, 국내드라마",31710,59
93,And I`m here,김경희,30192354,2017.01.09,국내드라마,35810,143
94,서로의 서로,"신용재,벤",30197354,2017.01.11,발라드,13254,24
95,서로의 눈물이 되어,효린,30193645,2017.01.10,"발라드, 국내드라마",8209,19
96,만에 하나,세정,30199682,2017.01.12,"발라드, 국내드라마",21905,113
97,BOMB,라비,30191383,2017.01.09,랩/힙합,10395,46
98,언제나 괜찮아,신용재,30194424,2017.01.10,"발라드, 국내드라마",18092,36
99,Stuck in love,김경희,30192356,2017.01.09,국내드라마,16102,35
100,Winter is coming,한수지,30192355,2017.01.09,국내드라마,15543,75
101,LOVE,마마무,4754435,2014.07.18,"R&B/Soul, 국내드라마",43063,44
102,なんでもないや  / Nandemonaiya,RADWIMPS,30024219,2016.10.07,"애니메이션/웹툰, J-POP",88439,236
103,前前前世 / Zenzenzense,RADWIMPS,30024200,2016.10.07,"애니메이션/웹툰, J-POP",64118,163
104,Forever,비와이,8252408,2016.07.02,랩/힙합,105609,158
105,행복한 척,수지,30205955,2017.01.24,R&B/Soul,102539,331
106,소나기,아이오아이,30208070,2017.01.18,발라드,190764,1502
107,최고의 선물,비,30202716,2017.01.15,발라드,37166,161
108,Round and round,헤이즈,30213419,2017.01.21,"발라드, 국내드라마",49549,335
109,Don’t Say No,서현,30205969,2017.01.17,댄스,33081,295
110,안녕,2NE1,30215217,2017.01.21,발라드,30517,210
111,오빠야,신현희와김루트,5605860,2015.02.26,"인디음악, 포크/블루스",132848,396
112,너 앞에서 나는,박경,30207808,2017.01.18,랩/힙합,16875,94
113,HONEY BEE,"루나,하니,솔라",30208547,2017.01.19,댄스,13038,67
114,신의 한 수,양요섭,30205144,2017.01.17,"발라드, 국내드라마",16027,100
115,Love Yourself,JustinBieber,30207811,2017.01.18,랩/힙합,18234,113
116,Marry Me,"마크툽,구윤회",4786735,2014.08.04,발라드,211826,227
117,"그대와 나, 설레임","40,다솜",30205953,2017.01.17,R&B/Soul,5112,10
118,기다렸다 가,다이나믹듀오&첸,30215199,2017.01.24,랩/힙합,103705,349
119,Think About` Chu,"샘김,로꼬",30215674,2017.01.25,R&B/Soul,70564,100
120,Yes No Maybe,수지,30217810,2017.01.24,R&B/Soul,28645,152
121,I Am Me,산이,30214642,2017.01.23,랩/힙합,5758,32
122,다 그런거잖아,수지,30217811,2017.01.24,R&B/Soul,8275,30
123,Pray,"가인,JeffBernat",30215133,2017.01.22,R&B/Soul,7399,20
124,울리지마,제시,30209934,2017.01.23,R&B/Soul,3330,17
125,Memory,벤,30216458,2017.01.24,"발라드, 국내드라마",6393,20
126,Don`t Wanna Know,Maroon5,8167307,2016.05.02,댄스,243132,737
127,노래,자이언티,30227061,2017.02.01,R&B/Soul,88276,196
128,Complex,자이언티,30227065,2017.02.01,R&B/Soul,74095,239
129,Rookie,레드벨벳,30227054,2017.02.01,댄스,134671,1077
130,미안해,자이언티,30227063,2017.02.01,R&B/Soul,46814,108
131,우리집을 못 찾겠군요,매드클라운,30230986,2017.02.03,"랩/힙합, 인디음악",109983,256
132,영화관,자이언티,30227060,2017.02.01,R&B/Soul,16600,60
133,Comedian,자이언티,30227062,2017.02.01,R&B/Soul,8476,32
134,나쁜 놈들,자이언티,30227064,2017.02.01,R&B/Soul,9653,38
135,"혼자, 한잔",허각,30225056,2017.01.31,발라드,62445,118
136,바람,자이언티,30227066,2017.02.01,R&B/Soul,18170,105
137,Little Little,레드벨벳,30227055,2017.02.01,R&B/Soul,39256,261
138,Talk To Me,레드벨벳,30227057,2017.02.01,R&B/Soul,26574,196
139,Happily Ever After,레드벨벳,30227056,2017.02.01,댄스,25925,144
140,마지막 사랑,레드벨벳,30227059,2017.02.01,발라드,26411,191
141,커튼,"수호,송영주",30230184,2017.02.03,발라드,51954,502
142,Body Talk,레드벨벳,30227058,2017.02.01,R&B/Soul,18908,126
143,Shape of You,EdSheeran,30225057,2017.01.31,발라드,5848,11
144,YESTERDAY,블락비,30232778,2017.02.06,댄스,127619,544
145,나와 너,정준영,30235248,2017.02.07,발라드,17084,56
146,그려줘,원더걸스,30241779,2017.02.10,발라드,17133,115
147,사랑한다 안한다,홍진영,30239362,2017.02.09,"성인가요/트로트, 국내영화",10761,38
148,마지막 첫사랑,NCTDREAM,30239394,2017.02.09,댄스,106366,906
149,쉬어도 돼,크루셜스타,30237532,2017.02.08,"랩/힙합, 인디음악",10320,23
150,예뻤어,DAY6,30232719,2017.02.06,록/메탈,228192,3671
151,꽃,서인국,30244350,2017.02.11,"발라드, 국내드라마",14937,78
152,Closer,TheChainsmokers,8276708,2016.07.21,랩/힙합,128631,303
153,봄날,방탄소년단,30244931,2017.02.13,랩/힙합,542966,12939
154,비가와,"소유,백현",30247520,2017.02.14,발라드,129920,795
155,Not Today,방탄소년단,30244932,2017.02.13,랩/힙합,186583,1026
156,넘어와,DEAN,30257703,2017.02.17,R&B/Soul,137192,364
157,A Supplementary Story : You Never Walk Alone,방탄소년단,30244934,2017.02.13,랩/힙합,112502,622
158,Outro : Wings,방탄소년단,30244933,2017.02.13,랩/힙합,136292,1058
159,안녕 못해,첸,30254891,2017.02.16,"발라드, 국내드라마",39989,243
160,Cold,Maroon5,30254786,2017.02.16,랩/힙합,26008,127
161,Lost,방탄소년단,30244926,2017.02.13,랩/힙합,126251,405
162,둘! 셋!,방탄소년단,30244930,2017.02.13,발라드,132521,700
163,BTS Cypher 4,방탄소년단,30029182,2016.10.10,랩/힙합,90615,413
164,Am I Wrong,방탄소년단,30029183,2016.10.10,랩/힙합,90537,219
165,21세기 소녀,방탄소년단,30244929,2017.02.13,랩/힙합,90592,111
166,불청객,DEAN,30257702,2017.02.17,R&B/Soul,23504,110
167,졸업사진,김진호,30254167,2017.02.16,발라드,8121,42
168,KNOCK KNOCK,TWICE,30099927,2016.11.17,발라드,199421,603
169,좋아해,CHEEZE,33347390,2021.03.14,"발라드, 인디음악",76300,121
170,언젠가,비투비,30272285,2017.03.06,발라드,92183,1139
171,Let Me Love You,"정기고,찬열",30269298,2017.02.23,R&B/Soul,41278,164
172,녹아요,TWICE,30261008,2017.02.20,발라드,25968,170
173,남녀의 온도차,황치열&슬기,30263049,2017.02.21,댄스,18520,150
174,눈물,"먼데이키즈,김나영",30260915,2017.02.20,발라드,11172,18
175,내가 너가,산이,30263758,2017.02.21,랩/힙합,7440,21
176,네게,양다일,30260896,2017.02.19,R&B/Soul,28727,48
177,행복을 주는 사람,솔라,30263793,2017.02.21,발라드,16337,70
178,너만 생각나,바닐라어쿠스틱,30266065,2017.02.22,"인디음악, 포크/블루스",19451,28
179,Wi-Fi,"윤종신,지코",30272068,2017.02.24,발라드,20841,366
180,You,마은진,30260908,2017.02.19,발라드,12457,59
181,많이 사랑 했나보다,투빅,30268597,2017.02.23,R&B/Soul,785,1
182,너만 없다,"알리,예성",30272298,2017.02.24,발라드,6782,28
183,내일 그대와,김필,30274657,2017.02.25,"발라드, 국내드라마",18355,43
184,Fine,태연,30278209,2017.02.28,발라드,193689,761
185,날개,태연,30278220,2017.02.28,록/메탈,43415,256
186,WoW!,러블리즈,30274893,2017.02.26,댄스,25622,312
187,Cover Up,태연,30278210,2017.02.28,댄스,40722,193
188,기다리지 말아요,"박원,수지",30269908,2017.02.28,발라드,26457,65
189,I Got Love,태연,30262626,2017.02.28,R&B/Soul,25992,157
190,Time Lapse,태연,30278222,2017.02.28,록/메탈,60493,563
191,When I Was Young,태연,30278224,2017.02.28,발라드,28093,112
192,수채화,태연,30278226,2017.02.28,발라드,30816,115
193,Fire,태연,30278227,2017.02.28,록/메탈,34927,268
194,낡은 그리움,에일리,30275549,2017.02.27,발라드,9749,46
195,I`m OK,태연,30278221,2017.02.28,R&B/Soul,17695,77
196,Lonely Night,태연,30278225,2017.02.28,R&B/Soul,24439,143
197,Sweet Love,태연,30278223,2017.02.28,R&B/Soul,19844,131
198,나 같은 애,구구단,30276955,2017.02.27,댄스,23459,148
199,Eraser,태연,30278228,2017.02.28,R&B/Soul,16859,72
200,벚꽃 엔딩,버스커버스커,3753304,2012.03.29,록/메탈,334860,2271
201,단 한 번의 사랑,이수,30280699,2017.03.02,"발라드, 국내드라마",10103,47
202,FINGERTIP,여자친구,30285450,2017.03.06,댄스,63777,698
203,MOVIE,비투비,30286429,2017.03.06,댄스,136217,1018
204,부담이 돼,정키,30290011,2017.03.08,발라드,132462,334
205,유후,"에릭남,전소미",30293567,2017.03.09,발라드,34752,98
206,ABOUT TIME,비투비,30286430,2017.03.06,댄스,32468,159
207,바람의 노래,여자친구,30285449,2017.03.06,댄스,21780,208
208,말만 해,비투비,30286428,2017.03.06,댄스,28934,124
209,빨리 뛰어,비투비,30286434,2017.03.06,댄스,22896,164
210,그래 사랑이었다.,"길구봉구,하동균",30287410,2017.03.08,발라드,30683,88
211,봄비,여자친구,30285453,2017.03.06,발라드,15410,128
212,눈을 보고 말해요,라디,30284465,2017.03.04,발라드,6254,20
213,나의 지구를 지켜줘,여자친구,30285452,2017.03.06,댄스,12512,71
214,Never Ever,GOT7,30298903,2017.03.13,댄스,42883,331
215,아름답다,하이라이트,30294629,2017.03.20,발라드,51919,433
216,바램,정준일,30301700,2017.03.14,"발라드, 인디음악",43661,101
217,사랑은 지옥에서 온 개,매드클라운,30306547,2017.03.16,랩/힙합,37590,88
218,왜 또 봄이야,"차오루,키썸,예린",30301652,2017.03.16,포크/블루스,20977,114
219,그리워요,헨리,30310702,2017.03.18,R&B/Soul,53582,232
220,나무,"양희은,AKMU",30304379,2017.03.15,발라드,9241,45
221,네 생각 나더라,스탠딩에그,30308809,2017.03.17,"인디음악, 포크/블루스",17772,15
222,봄 사랑 벚꽃 말고,"HIGH4,아이유",4579468,2014.04.08,발라드,221447,419
223,Bunzi,"기리보이,서출구,양홍원",30310624,2017.03.18,랩/힙합,32890,227
224,기도,비투비,30079094,2016.11.07,댄스,95816,627
225,어떨까,스탠딩에그,30296592,2017.03.11,"발라드, 국내드라마",9464,9
226,그래,환희,30301696,2017.03.17,발라드,5499,43
227,CAN YOU FEEL IT?,하이라이트,30310862,2017.03.20,댄스,126511,1008
228,밤편지,아이유,30314784,2017.03.24,발라드,454840,2462
229,Beauty and the Beast ),"ArianaGrande,JohnLegend",30307111,2017.03.17,국외영화,16049,22
230,시작,하이라이트,30310872,2017.03.20,발라드,25792,94
231,헷갈리게,씨엔블루,30312165,2017.03.20,록/메탈,10054,77
232,위험해,하이라이트,30310873,2017.03.20,R&B/Soul,26045,136
233,여우야,조이,30312053,2017.03.20,"발라드, 국내드라마",56506,153
234,5분만 더,산체스,30317183,2017.03.22,R&B/Soul,16622,42
235,WEE WOO,PRISTIN,30313945,2017.03.21,댄스,43659,269
236,Double Trouble Couple,마마무,30320495,2017.03.24,"발라드, 국내드라마",17934,26
237,아름다워,창모,8276709,2016.07.21,랩/힙합,210579,616
238,봄이 좋냐??,10cm,8124417,2016.04.01,"인디음악, 포크/블루스",182883,312
239,I`ll be yours,걸스데이,30324427,2017.03.27,댄스,35131,135
240,Come for you,최하민,30335226,2017.03.31,발라드,68041,284
241,종,김선재,30324785,2017.03.27,발라드,8025,39
242,"괜찮아, 난",조이,30325383,2017.03.27,"발라드, 랩/힙합, 국내드라마",13176,52
243,두고가,마크,30337189,2017.04.01,랩/힙합,37750,504
244,Better man,양홍원,30337192,2017.04.01,랩/힙합,13506,80
245,Ambition and Vision,도끼,30326849,2017.03.28,랩/힙합,13262,117
246,REALLY REALLY,위너,30341745,2017.04.04,댄스,251651,2261
247,사랑이 잘,아이유,30349593,2017.04.07,R&B/Soul,236822,515
248,Make Me Love You,태연,30343207,2017.04.05,R&B/Soul,71169,266
249,FOOL,위너,30341746,2017.04.04,발라드,79084,504
250,코끼리,개코,30340879,2017.04.05,랩/힙합,30611,209
251,컬러링북,오마이걸,30338500,2017.04.03,댄스,41216,287
252,고속,기리보이,30341023,2017.04.04,랩/힙합,30623,101
253,I Blame On You,태연,30343216,2017.04.05,발라드,31315,198
254,Curtain Call,태연,30343222,2017.04.05,록/메탈,32683,214
255,봄바람,"이문세,하이라이트",30336090,2017.04.02,록/메탈,15393,117
256,비처럼 fall in love,홍대광,30343191,2017.04.05,발라드,8419,38
257,장난 아닌데,DAY6,30345502,2017.04.06,록/메탈,51024,242
258,그대가 나를 본다면,반하나,4636238,2014.05.09,발라드,48208,65
259,바람이 불었으면 좋겠어,길구봉구,4383833,2014.01.03,발라드,126400,110
260,사랑에 빠진 걸까요,브로맨스,30335300,2017.03.31,"발라드, 국내드라마",18969,59
261,너란 봄,정은지,30351579,2017.04.10,포크/블루스,58655,254
262,She`s a Baby,지코,30355842,2017.04.13,R&B/Soul,80106,415
263,낮보다는 밤,EXID,30349960,2017.04.10,댄스,41532,186
264,바래다줄게,백현,30367190,2017.04.14,발라드,116617,600
265,BLUE MOON,"효린,창모",30367365,2017.04.14,댄스,193004,721
266,처음 느껴본 이별,정은지,30351580,2017.04.10,포크/블루스,14161,42
267,PATTERN,이해리,30351586,2017.04.19,발라드,9783,46
268,어른이 된다는 게,김나영,30351689,2017.04.11,발라드,32471,76
269,Something Just Like This,"TheChainsmokers,Coldplay",30365941,2017.04.14,랩/힙합,23583,56
270,연애중,박정현,30359770,2017.04.12,R&B/Soul,3361,22
271,재밌어?,틴탑,30353750,2017.04.10,댄스,9166,101
272,소녀의 소년,정은지,30351581,2017.04.10,포크/블루스,11117,65
273,소주 한 잔,이해리,30351084,2017.04.09,발라드,11964,47
274,말버릇,"KCM,지아",30364530,2017.04.13,발라드,3595,20
275,팔레트,아이유,30378156,2017.04.21,R&B/Soul,284144,1337
276,이 지금,아이유,30378155,2017.04.21,발라드,189741,769
277,이런 엔딩,아이유,30378157,2017.04.21,발라드,200365,970
278,이름에게,아이유,30378164,2017.04.21,발라드,219737,1043
279,잼잼,아이유,30378159,2017.04.21,댄스,105238,497
280,Black Out,아이유,30378160,2017.04.21,댄스,66219,312
281,마침표,아이유,30378161,2017.04.21,발라드,68849,375
282,그렇게 사랑은,아이유,30378163,2017.04.21,발라드,47434,216
283,미운 날,이해리,30377415,2017.04.19,발라드,18282,57
284,Always,에이핑크,30374809,2017.04.19,발라드,14906,102
285,니나노 ),공민지,30367350,2017.04.17,댄스,5901,41
286,나야 나,PRODUCE101,30294022,2017.03.09,댄스,101432,940
287,봄날의 소나기,예성,30372574,2017.04.18,발라드,15385,137
288,나랑 사귈래,다이아,30374831,2017.04.19,댄스,37428,206
289,그 사람이 너라서,박형식,30366898,2017.04.15,"발라드, 국내드라마",12126,89
290,월화수목금토일,청하,30380951,2017.04.21,발라드,17098,116
291,아주 오래된 기억,백예린,30367640,2017.04.15,"발라드, 국내드라마",39164,108
292,Fix You,Coldplay,30368295,2017.04.17,랩/힙합,6090,57
293,TOMBOY,혁오,30383949,2017.04.24,"인디음악, 록/메탈",212789,620
294,오늘 취하면,수란,30390068,2017.04.27,R&B/Soul,232083,1299
295,아프지 마요,젝스키스,30394259,2017.04.28,발라드,37363,325
296,슬픈 노래,젝스키스,30394260,2017.04.28,댄스,19633,143
297,가죽자켓,혁오,30383948,2017.04.24,"인디음악, 록/메탈",22047,69
298,Lonely,종현,30383758,2017.04.24,R&B/Soul,238756,6009
299,At The End,이창섭,30383982,2017.04.24,발라드,61617,673
300,Die alone,혁오,30383953,2017.04.24,"인디음악, 록/메탈",24861,110
301,Tokyo Inn,혁오,30383947,2017.04.24,"인디음악, 록/메탈",11685,62
302,Paul,혁오,30383956,2017.04.24,"인디음악, 록/메탈",51237,219
303,Burning youth,혁오,30383946,2017.04.24,"인디음악, 록/메탈",6444,32
304,2002WorldCup,혁오,30383950,2017.04.24,"인디음악, 록/메탈",7124,46
305,Jesus lived in a motel room,혁오,30383951,2017.04.24,"인디음악, 록/메탈",9406,54
306,Wanli万里,혁오,30383952,2017.04.24,"인디음악, 록/메탈",6712,49
307,Surf boy,혁오,30383957,2017.04.24,"인디음악, 록/메탈",11489,61
308,지정석,혁오,30383954,2017.04.24,"인디음악, 록/메탈",7224,46
309,Simon,혁오,30383955,2017.04.24,"인디음악, 록/메탈",7674,39
310,널 마주한 순간,범키,30386296,2017.04.25,R&B/Soul,12681,26
311,그대로일까,용준형,30394657,2017.05.02,R&B/Soul,25530,206
312,"지금, 우리",러블리즈,30395923,2017.05.02,댄스,56001,791
313,미치고 싶다,한동근,30399360,2017.05.05,발라드,79007,184
314,Fly away,권진아,30393717,2017.05.02,R&B/Soul,44149,136
315,See You Again,"CharliePuth,WizKhalifa",30398447,2017.05.04,발라드,18717,87
316,365 FRESH,트리플H,30392907,2017.05.01,댄스,27862,147
317,사랑 좀 하고 싶어,헨리,30395077,2017.04.29,R&B/Soul,15180,97
318,지나친 사랑은 해로워,용준형,30392481,2017.05.02,R&B/Soul,13102,61
319,I LUV IT,싸이,30403589,2017.05.10,댄스,78528,297
320,New Face,싸이,30403590,2017.05.10,댄스,97434,211
321,맞지?,언니쓰,30408193,2017.05.12,댄스,95048,736
322,LOVE,싸이,30403592,2017.05.10,댄스,15720,120
323,마지막 장면,싸이,30403591,2017.05.10,발라드,39320,168
324,BOMB,싸이,30403593,2017.05.10,댄스,15528,197
325,팩트폭행,싸이,30403595,2017.05.10,랩/힙합,20332,296
326,오토리버스,싸이,30403598,2017.05.10,댄스,8804,122
327,Dejavu,비와이,30403070,2017.05.10,랩/힙합,19287,147
328,We Are Young,싸이,30403594,2017.05.10,댄스,4111,25
329,기댈곳,싸이,30403597,2017.05.10,발라드,44617,180
330,Rock will never die,싸이,30403596,2017.05.10,록/메탈,3136,31
331,랄랄라 송,언니쓰,30408194,2017.05.12,댄스,14659,151
332,남자라 울지 못했어,양요섭,30399523,2017.05.10,"발라드, 국내드라마",17381,97
333,SIGNAL,TWICE,30413326,2017.05.15,댄스,123599,2197
334,처음부터 너와 나,볼빨간사춘기,30414090,2017.05.17,"발라드, 국내드라마",177300,343
335,도원경,빅스,30413431,2017.05.15,댄스,48948,698
336,문득,로이킴,30414362,2017.05.16,발라드,39720,139
337,혼자,어반자카파,30419668,2017.05.19,발라드,43256,80
338,"그러나, 밤",이수,30416232,2017.05.16,발라드,16144,135
339,이기주의보,로이킴,30414360,2017.05.16,발라드,17575,81
340,그대 내게 말하길,임창정,30417267,2017.05.17,발라드,6176,34
341,ONLY 너,TWICE,30413328,2017.05.15,댄스,17816,164
342,하루에 세번,TWICE,30413327,2017.05.15,발라드,16179,75
343,Be There,CHEEZE,30421827,2017.05.18,"발라드, 인디음악",35871,63
344,SOMEONE LIKE ME,TWICE,30413331,2017.05.15,발라드,18117,131
345,HOLD ME TIGHT,TWICE,30413329,2017.05.15,댄스,14559,74
346,예뻐서 그래,로이킴,30414361,2017.05.16,발라드,8382,25
347,EYE EYE EYES,TWICE,30413330,2017.05.15,댄스,14845,76
348,모해,산이,30431400,2017.05.23,랩/힙합,25426,135
349,울고 싶지 않아,세븐틴,30428238,2017.05.22,댄스,147392,1607
350,지나쳐,로꼬,30428511,2017.05.25,랩/힙합,62679,142
351,다시 만나는 날,규현,30434161,2017.05.24,발라드,52020,248
352,BLING BLING,iKON,30427693,2017.05.22,랩/힙합,30173,391
353,벌떼,iKON,30427694,2017.05.22,랩/힙합,25568,223
354,잠시나마,황치열,30429606,2017.05.24,"발라드, 국내드라마",12327,131
355,남자의 정석,거미,30425380,2017.05.22,랩/힙합,1652,22
356,입버릇,세븐틴,30428239,2017.05.22,발라드,51567,184
357,인기가요,창모,30433118,2017.05.24,랩/힙합,18168,113
358,Swimming Fool,세븐틴,30428241,2017.05.22,댄스,51533,183
359,Crazy in Love,세븐틴,30428243,2017.05.22,댄스,51922,147
360,DA DA DA,로꼬,30428514,2017.05.25,랩/힙합,16160,54
361,LONELY,씨스타,30447547,2017.05.31,R&B/Soul,61568,271
362,CALLING YOU,하이라이트,30442480,2017.05.29,댄스,68586,516
363,달콤한 빈말,백아연,30442275,2017.05.29,발라드,33735,103
364,NEVER,국민의아들,30453635,2017.06.03,댄스,153313,3293
365,사랑앓이,FTISLAND,1649188,2007.06.08,록/메탈,57859,159
366,Oh Little Girl,슬레이트,30453634,2017.06.03,댄스,94272,1658
367,열어줘,Knock,30453633,2017.06.03,댄스,68101,1125
368,질투가 나,백아연,30442277,2017.05.29,R&B/Soul,12477,54
369,하루종일,Jazzyfact,30441016,2017.05.29,랩/힙합,31198,197
370,Show Time,Its,30442481,2017.05.29,록/메탈,34676,283
371,I Know You Know,월하소년,30453632,2017.06.03,댄스,36326,922
372,어땠을까,싸이,3853980,2012.07.15,랩/힙합,151070,255
373,1 1=0,수란,30453406,2017.06.02,R&B/Soul,27381,120
