,music,singer,music_id,release_date,category,music_like,comment_count
0,아픈 나를,성시경,35963098,2022.12.27,발라드,19672,216
1,그 겨울이 잠든 거리에서,"경서예지,전건호",35915690,2022.12.11,발라드,19114,81
2,우리들의 블루스,임영웅,34908740,2022.05.02,발라드,91616,3814
3,위하여,"그루비룸,릴보이,Blase,노윤하,Polodared,ChillinHomie,FleekyBang",35888868,2022.12.03,랩/힙합,45918,517
4,Stay,"TheKidLAROI,JustinBieber",33658563,2021.07.09,POP,259936,892
5,우린 그렇게 사랑해서,"강민경,잔나비",35669445,2022.09.26,발라드,64740,231
6,주저하는 연인들을 위해,잔나비,31666417,2019.03.13,"인디음악, 록/메탈",374459,3466
7,밤하늘의 별을,경서,33061995,2020.11.14,발라드,219524,3193
8,떠나보낼 준비해 둘걸 그랬어,임한별,35730698,2022.10.18,발라드,40500,76
9,"빡 , 저스디스 )",던말릭,35957697,2022.12.24,랩/힙합,20041,207
10,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,34100776,2021.10.19,랩/힙합,100698,338
11,새벽에 걸려온 너의 전화는,한동근,35484543,2022.07.31,발라드,56155,76
12,도깨비불,aespa,35238221,2022.06.01,댄스,88650,848
13,나침반 ),KHAN,35937393,2022.12.17,랩/힙합,22365,190
14,다시 만날 수 있을까,임영웅,35008524,2022.05.02,발라드,74070,2271
15,FOREVER 1,소녀시대,35504734,2022.08.05,댄스,107696,1450
16,이 소설의 끝을 다시 써보려 해,테이,35966218,2022.12.28,발라드,10150,46
17,I Don`t Think That I Like Her,CharliePuth,35640751,2022.10.07,POP,160961,377
18,That That,싸이,34997078,2022.04.29,댄스,134074,1251
19,WITCH,이영지,35957700,2022.12.24,랩/힙합,14650,219
20,봄여름가을겨울,BIGBANG,34845949,2022.04.05,록/메탈,296235,5217
21,Love story,볼빨간사춘기,34930368,2022.04.20,"인디음악, 포크/블루스",114476,301
22,이제 나만 믿어요,임영웅,32508053,2020.04.03,성인가요/트로트,166776,6011
23,Dynamite,방탄소년단,32872978,2020.08.24,댄스,451200,19203
24,드라마,아이유,34481680,2021.12.29,발라드,178361,661
25,흩어지지 않게,엠씨더맥스,35897670,2022.12.05,발라드,22506,259
26,Graduation,NCTDREAM,35931533,2022.12.16,R&B/Soul,59890,845
27,SNEAKERS,ITZY,35413033,2022.07.15,댄스,78409,1114
28,Made You Look,MeghanTrainor,35743320,2022.10.21,POP,33226,35
29,Unholy,"SamSmith,KimPetras",35663578,2022.09.22,POP,50996,216
30,Feel My Rhythm,레드벨벳,34772475,2022.03.21,댄스,150207,1933
31,봄날,방탄소년단,30244931,2017.02.13,랩/힙합,542929,12939
32,Butter,방탄소년단,33507137,2021.05.21,댄스,286795,7894
33,무지개,임영웅,35008525,2022.05.02,록/메탈,62154,834
34,strawberry moon,아이유,34101563,2021.10.19,록/메탈,222191,661
35,첫 눈,EXO,4352438,2013.12.09,발라드,207001,1966
36,Polaroid,임영웅,35834583,2022.11.15,록/메탈,49554,2026
37,All I Want For Christmas Is You,MariahCarey,33480898,2021.05.14,록/메탈,295621,3115
38,Madness,문빈&산하,35992575,2023.01.04,댄스,5156,48
39,스티커 사진,21학번,35391594,2022.07.12,"발라드, 인디음악",54602,107
40,INVU,태연,34626109,2022.02.14,댄스,137856,1316
41,DEJAVU,이영지,35980450,2022.12.31,랩/힙합,10502,151
42,Santa Tell Me,ArianaGrande,5475060,2014.11.24,POP,231749,819
43,Off My Face,JustinBieber,33359309,2021.10.08,POP,166017,282
44,아버지,임영웅,35008527,2022.05.02,발라드,51208,571
45,POP!,나연,35333345,2022.06.24,댄스,91963,1269
46,Next Level,aespa,33487342,2021.05.17,댄스,257608,5923
47,내 손을 잡아,아이유,3414749,2011.05.25,"발라드, 국내드라마",207640,1116
