,music,singer,music_id,release_date,category,music_like,comment_count
0,"December, 2014",EXO,5515390,2014.12.22,발라드,68645,281
1,사랑에 빠지고 싶다,정승환,5495296,2014.12.07,발라드,99626,85
2,위아래,EXID,4840271,2014.08.27,댄스,76271,94
3,Angel,"윤미래,타이거JK,비지",5495681,2014.12.08,랩/힙합,45059,45
4,Problem,ArianaGrande,5473905,2014.11.24,댄스,97768,398
5,울면 안 돼,비투비,5515283,2014.12.22,댄스,54666,223
6,광화문에서,규현,5458267,2014.11.13,발라드,232651,555
7,GOOD BOY,GDXTAEYANG,5470838,2014.11.21,랩/힙합,87502,225
8,크리스마스니까,"성시경,박효신,이석훈,서인국,빅스",3973781,2012.12.06,발라드,162003,661
9,싱숭생숭,"다이나믹듀오,박정현",5493729,2014.12.05,랩/힙합,49796,99
10,미리 메리 크리스마스,아이유,3053259,2010.12.09,댄스,170811,1082
11,지친 하루,윤종신,5514585,2014.12.20,록/메탈,84954,218
12,하나뿐인 사람,케이윌,5511318,2014.12.18,"발라드, 국내드라마",19829,18
13,사뿐사뿐,AOA,5456521,2014.11.11,댄스,50640,111
14,Winter Wonderland,성시경,5482636,2014.12.09,발라드,53100,49
15,세 사람,토이,5465008,2014.11.18,발라드,105229,223
16,HAPPY TOGETHER,박효신,5474213,2014.11.24,발라드,74608,68
17,나는 달라,HISUHYUN,5456526,2014.11.11,R&B/Soul,51278,41
18,니가 모르게,로꼬,5476552,2014.11.28,랩/힙합,107181,99
19,12시 30분,비스트,5413256,2014.10.20,발라드,100690,292
20,"별, 그대",정용화,5517202,2014.12.23,포크/블루스,7500,18
21,지워,"효린,주영",5462666,2014.11.20,발라드,36320,42
22,나처럼 사랑했을까,"포스트맨,바닐라어쿠스틱",5513878,2014.12.19,발라드,13924,7
23,All I Want For Christmas Is You,MariahCarey,5504874,2014.12.14,발라드,18605,38
24,Love Is You,"케이윌,씨스타,정기고,매드클라운,보이프렌드,주영",5489152,2014.12.04,댄스,14898,11
25,내가 그리웠니,MC몽,5442688,2014.11.03,랩/힙합,50482,129
26,헤픈엔딩,에픽하이,5421427,2014.10.21,랩/힙합,93527,105
27,쓰담쓰담,10cm,5459290,2014.11.19,"인디음악, 포크/블루스",57631,52
28,Kiss Me,자이언티,5519243,2014.12.24,"R&B/Soul, 국내드라마",13480,11
29,너일까,신용재,5511223,2014.12.18,발라드,5778,5
30,시간아 천천히,이진아,5473834,2014.11.23,발라드,39179,68
31,It`s Christmas Day,로이킴,5513708,2014.12.19,포크/블루스,10715,27
32,산다는 건,홍진영,5450271,2014.11.06,성인가요/트로트,50655,84
33,내 생애 가장 행복한 시간,MC몽,5442687,2014.11.03,랩/힙합,89684,353
34,피노키오,로이킴,5480966,2014.11.27,"포크/블루스, 국내드라마",42427,61
35,신촌을 못가,포스트맨,4016085,2013.01.21,발라드,109401,76
36,야생화,박효신,4543502,2014.03.28,발라드,316039,610
37,BORN HATER,에픽하이,5419682,2014.10.21,랩/힙합,112892,223
38,청춘연가,넬,5503347,2014.12.15,록/메탈,22681,44
39,Lost Stars,AdamLevine,4743560,2014.07.01,"POP, 록/메탈, 국외영화",263459,291
40,Tell Me What Is Love,EXO,5515369,2014.12.22,댄스,30997,43
41,Must Have Love,"SG워너비,브라운아이드걸스",1489805,2006.11.16,R&B/Soul,71755,348
42,Piano Man,마마무,5472103,2014.11.21,댄스,56180,65
43,끝,2LSON,5511065,2014.12.19,R&B/Soul,11648,10
44,바라보기,엠씨더맥스,5482064,2014.11.28,"발라드, 국내드라마",71203,69
45,울어도 돼,비투비,5488945,2014.12.22,댄스,58268,217
46,손대지마,에일리,5394265,2014.09.25,댄스,66070,57
47,언제쯤이면,윤현상,5439395,2014.10.31,발라드,96556,107
48,이리와봐,MASTAWU,5486885,2014.12.02,랩/힙합,18204,15
49,I`m Not The Only One,SamSmith,4806686,2014.08.12,발라드,148086,326
50,아무일 없었다는 듯,"휘성,알리",5497052,2014.12.09,발라드,6176,8
51,걔 성격 몰라?,투빅,5516974,2014.12.23,R&B/Soul,3956,2
52,죽을만큼 아파서 Part 2,MC몽,2733249,2010.06.24,랩/힙합,95248,336
53,"눈, 코, 입",태양,4671151,2014.06.03,R&B/Soul,178024,227
54,펑펑,알리,5457853,2014.11.12,발라드,54729,60
55,끼부리지마,위너,4806688,2014.08.12,댄스,100237,146
56,너의 의미,아이유,4646573,2014.05.16,발라드,224367,265
57,연결고리#힙합,바비,5415175,2014.10.16,랩/힙합,63024,95
58,도망가자,MC몽,5442691,2014.11.03,랩/힙합,48064,218
59,"Love, Love, Love",EXO,5721440,2015.06.03,댄스,176957,711
60,겨울 고백,"성시경,박효신,서인국,빅스,여동생",4354180,2013.12.10,발라드,69684,119
61,눈이 오는 날엔,NSYoonG,5478283,2014.11.26,발라드,13907,15
62,Gravity,SaraBareilles,1915952,2008.08.14,POP,26736,45
63,어떡하죠,강남,5521094,2014.12.26,발라드,6545,7
64,그게나야,김동률,5400360,2014.10.01,발라드,81889,83
65,어떻게 사랑이 그래요,이승환,1490825,2006.11.11,발라드,72970,163
66,Beautiful,EXO,5672392,2015.04.22,"발라드, 국내드라마",98869,418
67,금요일에 만나요,아이유,4369827,2013.12.20,발라드,254543,424
68,"묘해, 너와",어쿠스틱콜라보,4864206,2014.09.02,"발라드, 국내드라마",151155,160
69,너무 보고 싶어,어쿠스틱콜라보,5442689,2014.11.03,랩/힙합,29258,61
70,틈,"소유,권순일,박용인",5390701,2014.09.26,R&B/Soul,45598,19
71,너를 사랑해,윤미래,4843704,2014.08.27,"발라드, R&B/Soul, 국내드라마",76930,35
72,예뻐졌다,박보람,4789747,2014.08.07,댄스,73551,101
73,그녀가 말했다,토이,5465096,2014.11.18,발라드,65094,122
74,술이 너보다 낫더라,"포스트맨,6to8",5431090,2014.10.27,발라드,26916,14
75,거짓말 거짓말 거짓말,이적,4312955,2013.11.15,발라드,102166,163
76,눈의 꽃,박효신,623902,2004.11.15,국내드라마,171400,407
77,Baby It`s Cold Outside,"성시경,에일리",5497220,2014.12.09,발라드,6594,16
78,집 밥,김범수,5470601,2014.11.21,발라드,13842,15
79,HER,블락비,4764928,2014.07.24,댄스,120200,246
80,썸,"소유,정기고",4433490,2014.02.07,R&B/Soul,167811,247
81,아파도 괜찮아,이현,5512395,2014.12.19,"발라드, 국내드라마",1538,0
82,아름다워,이정,5518850,2014.12.24,발라드,2444,5
83,당신만이,"곽진언,김필,임도혁",5388806,2014.09.20,발라드,50376,22
84,겁나,멜로디데이,5503377,2014.12.12,발라드,8228,15
85,No One Else Like You,AdamLevine,4743562,2014.07.01,"록/메탈, 국외영화",75151,71
86,Tough Cookie,지코,5449581,2014.11.07,랩/힙합,51315,88
87,Maps,Maroon5,5408681,2014.10.10,발라드,94948,144
88,내일,한희정,5440651,2014.10.31,"록/메탈, 국내드라마",31091,68
89,New York,MC몽,5442690,2014.11.03,랩/힙합,16534,24
90,악몽,배치기,5526865,2014.12.31,랩/힙합,19145,19
91,숨,"바스코,샤넌,기리보이",1606428,1996.08.01,댄스,15317,37
92,그녀와의 이별,김현정,38547,1997.01.01,댄스,31997,64
93,나 어릴적 꿈,터보,1606445,1995.07.01,댄스,13930,38
94,멍,김현정,38426,2000.05.22,댄스,25575,46
95,오빠야,"술제이,현영",5526863,2014.12.31,"발라드, 국내드라마",7949,10
96,I`m Your Girl,SES,827926,2001.05,댄스,16399,20
97,Coach Me,"산이,효린",5528069,2015.01.02,랩/힙합,8485,21
98,White Love,터보,1032761,2005.12.05,발라드,21741,42
99,바람아 불어라,백지영,5526853,2014.12.31,국내영화,4695,7
100,잘못된 만남,김건모,62462,1995.01.24,댄스,53462,114
101,말해줘,지누션,74372,1997.03.01,"댄스, 랩/힙합",19104,51
102,이별병,숙희,5411492,2014.10.14,발라드,13568,15
103,햇살이 아파,스탠딩에그,3765856,2012.04.10,"인디음악, 포크/블루스",25612,13
104,사랑의 노래,더씨야,5523115,2014.12.29,발라드,2507,2
105,어느 째즈바,터보,1606539,2001.06.20,발라드,4804,4
106,회상,터보,1606541,2001.06.20,발라드,17488,25
107,곁,"이영현,소향",5524957,2014.12.30,발라드,2287,2
108,Empty Space,에디킴,5516828,2014.12.30,"포크/블루스, 국내드라마",4267,4
109,전화번호,지누션,622649,2004.11.12,랩/힙합,16841,31
110,Twist King,터보,1606430,1996.08.01,댄스,12984,32
