,music,singer,music_id,release_date,category,music_like,comment_count
0,Thank U,케이윌,5697154,2015.05.14,"발라드, 국내드라마",4833,10
1,너도 나처럼,화요비,5688724,2015.05.08,댄스,4983,21
2,All Day,천재노창,5695067,2015.05.13,"발라드, 국내드라마",7275,5
3,"낯선, 새벽",에피톤프로젝트,5686661,2015.05.11,"록/메탈, 국내드라마",5711,4
4,Double Jack,보아,5692642,2015.05.12,발라드,5959,14
5,알아 알아,데이비드오,5690886,2015.05.11,발라드,4303,5
6,My Valentine,정엽,5698860,2015.05.15,R&B/Soul,2457,3
7,맴돌아,포스트맨,5687750,2015.05.08,발라드,4842,12
8,Love Affair,45RPM,5697137,2015.05.14,랩/힙합,2061,4
9,마음,아이유,5700639,2015.05.18,포크/블루스,201308,563
10,View,샤이니,5700879,2015.05.18,댄스,133073,1068
11,꺼내 먹어요,자이언티,5702706,2015.05.19,R&B/Soul,158066,140
12,Love Sick,샤이니,5700878,2015.05.18,R&B/Soul,46065,231
13,이럴거면 그러지말지,백아연,5704397,2015.05.20,발라드,215040,473
14,동네술집,"허각,정인",5704765,2015.05.22,발라드,34270,21
15,Odd Eye,샤이니,5700877,2015.05.18,R&B/Soul,25070,135
16,재연,샤이니,5700887,2015.05.18,발라드,61015,580
17,너의 노래가 되어,샤이니,5700883,2015.05.18,발라드,25570,165
18,몸매,박재범,5708013,2015.05.22,랩/힙합,92046,152
19,Romance,샤이니,5700880,2015.05.18,댄스,20185,72
20,너랑,홍대광,5697094,2015.06.18,댄스,46128,100
21,이별의 길,샤이니,5700882,2015.05.18,R&B/Soul,16821,43
22,Black Hole,샤이니,5700886,2015.05.18,댄스,19695,84
23,Trigger,샤이니,5700881,2015.05.18,R&B/Soul,15673,44
24,Woof Woof,샤이니,5700885,2015.05.18,댄스,15248,55
25,To Be With You,김연우,5709752,2015.05.23,"발라드, 국내드라마",15055,23
26,더 가까이,효린,5706292,2015.05.21,"발라드, 국내드라마",8329,8
27,Get,어반자카파,5708377,2015.05.22,R&B/Soul,43772,46
28,Remember,별,5701018,2015.05.18,"발라드, 국내드라마",5113,8
29,예쁜사람,"이현,박보람",5706309,2015.05.21,발라드,4520,4
30,겁이 나,릴리M,5709753,2015.05.23,"록/메탈, 국내드라마",4069,5
31,놀이,"양다일,강민희",5704784,2015.05.20,R&B/Soul,11115,9
32,사랑의 시작은 고백에서부터,김범수,5709750,2015.05.23,"발라드, 국내드라마",71343,37
33,CUPID,카라,5710257,2015.05.26,댄스,16510,90
34,자꾸 보고 싶어,박지민,5710000,2015.05.25,"발라드, 국내드라마",31168,61
35,And... 그리고,백지영,5709751,2015.05.23,"발라드, 국내드라마",8855,8
36,시간 참 빠르다,이승철,5710289,2015.05.26,록/메탈,1365,5
37,만약에 말야,노을,3953196,2012.11.06,발라드,81912,55
38,Coffee & Tea,"에디킴,솔라",5713758,2015.05.28,R&B/Soul,15189,8
39,Beautiful Day,"이정,하동균",5715381,2015.05.29,발라드,10785,16
40,두근두근,벤,5709755,2015.05.23,"댄스, 국내드라마",26590,20
41,또르르,어쿠스틱콜라보,5710204,2015.05.26,"인디음악, 포크/블루스",7327,5
42,DREAM,에릭남,5711661,2015.05.29,발라드,9581,10
43,Crazy,스탠딩에그,5708368,2015.05.22,"인디음악, 포크/블루스",6211,8
44,우리 둘,알리,5709754,2015.05.23,"발라드, 국내드라마",10525,16
45,와리가리,혁오,5713422,2015.05.28,"인디음악, 록/메탈",136068,84
46,뱅뱅뱅,BIGBANG,5719286,2015.06.01,랩/힙합,179534,418
47,LOVE ME RIGHT,EXO,5721440,2015.06.03,댄스,176963,711
48,WE LIKE 2 PARTY,BIGBANG,5719287,2015.06.01,랩/힙합,103353,133
49,TENDER LOVE,EXO,5721441,2015.06.03,댄스,84575,128
50,넌 나의 집,포맨,5717521,2015.06.01,발라드,18102,10
51,약속,EXO,5721453,2015.06.03,발라드,71702,520
52,FIRST LOVE,EXO,5721449,2015.06.03,R&B/Soul,54148,76
53,사진,"김남주,육성재",5715541,2015.06.02,발라드,28398,68
54,마네퀸,프라이머리,5725591,2015.06.05,R&B/Soul,25581,28
55,그 이름,종현&태민,5717385,2015.06.01,"발라드, 국내드라마",12739,62
56,소개받기로 했어,벤,5721554,2015.06.03,발라드,18240,16
57,왜 모르니,양요섭,5719268,2015.06.02,"발라드, 국내드라마",14205,29
58,단 하루,린,5721652,2015.06.03,"발라드, 국내드라마",7418,4
59,음악에 미쳐서,나비,5723745,2015.06.04,발라드,2923,3
60,그녀는,프라이머리,5725592,2015.06.05,R&B/Soul,3664,3
61,응급실,산들,5717155,2015.05.31,록/메탈,13610,30
62,364일의 꿈,나윤권,31067417,2018.05.10,발라드,696,5
63,나의 위성,장재인,5721630,2015.06.11,포크/블루스,7441,16
64,그리고 안녕,이승기,5731852,2015.06.10,발라드,23074,18
65,Return,웬디,5727712,2015.06.08,"발라드, 랩/힙합, 국내드라마",13184,33
66,거짓말,서인영,5731653,2015.06.10,댄스,3860,3
67,기다리다,윤하,1509829,2006.12.04,발라드,153051,249
68,바람,이승기,5731851,2015.06.10,발라드,3741,7
69,화장을 고치고,백청강,5727467,2015.06.07,발라드,3787,14
70,그러지마요,어쿠스틱콜라보,5729885,2015.06.09,"발라드, 국내드라마",12300,12
71,거울,엠블랙,5729587,2015.06.09,댄스,3924,6
72,~하니?,이승기,5731854,2015.06.10,발라드,1967,4
73,그대와 나,이승기,5731855,2015.06.10,발라드,2454,3
74,우리 함께한 그 모든 시간,이승기,5731858,2015.06.10,발라드,2689,5
75,그랬다면,김나영,5727365,2015.06.06,"발라드, 국내드라마",4191,5
76,그대 내 품에,임세준,5727465,2015.06.07,발라드,7487,15
77,우리집,2PM,5738546,2015.06.15,댄스,78561,878
78,Love Song,육성재,5740262,2015.06.16,"발라드, 국내드라마",29761,67
79,느껴,범키,5742255,2015.06.19,R&B/Soul,26218,12
80,#화이트 스타일,키썸,5740235,2015.06.16,랩/힙합,22669,56
81,음오아예,마마무,5743804,2015.06.19,댄스,107610,133
82,여름이잖아요,투빅,5740286,2015.06.17,R&B/Soul,4617,10
83,Reason,디셈버,5736418,2015.06.12,발라드,1438,4
84,반가워요,타이거JK,5740130,2015.06.16,"발라드, 국내드라마",4790,6
85,Missing You,"고유진,파송송계란탁",5738543,2015.06.14,발라드,5541,3
86,Lonely Funk,김태우,5744592,2015.06.18,댄스,2531,3
87,중독된 사랑,이홍기,5738545,2015.06.14,발라드,12859,23
88,한 사람,문명진,5744033,2015.06.18,"발라드, 국내드라마",4728,5
89,SHAKE IT,씨스타,5748499,2015.06.22,댄스,83746,162
90,심쿵해,AOA,5748406,2015.06.22,댄스,82076,382
91,애처럼 굴지마,씨스타,5748500,2015.06.22,댄스,9068,19
92,사랑.. 그 놈,화생방실클레오파트라,5748398,2015.06.21,발라드,15859,7
93,아침부터 아침까지,틴탑,5748401,2015.06.22,댄스,17469,193
94,싫대,"버벌진트,산체스",5752316,2015.06.25,랩/힙합,13087,12
95,나쁜놈,씨스타,5748502,2015.06.22,발라드,5692,7
96,빈틈,"켄,하니",5752337,2015.06.24,발라드,14919,13
97,111%,도끼,5750487,2015.06.23,랩/힙합,27970,61
98,이불킥,포맨,5752261,2015.06.24,발라드,10044,14
99,내가,도끼,5750485,2015.06.23,랩/힙합,37226,123
100,GOOD TIME,씨스타,5748501,2015.06.22,댄스,2209,7
101,오래전 그 날,육성재,5748399,2015.06.21,발라드,22041,52
102,GO UP,씨스타,5748503,2015.06.22,댄스,1946,3
103,너와 나,타루,5746313,2015.06.19,"발라드, 국내드라마",6444,15
104,Still On My Way,도끼,5750494,2015.06.23,랩/힙합,21842,52
105,I Get Lifted X Beenzino,Peejay,5748012,2015.06.20,랩/힙합,25413,78
106,Luv Me,AOA,5748407,2015.06.22,댄스,5803,46
107,사랑은,타이미,5750377,2015.06.25,랩/힙합,4849,9
108,IF YOU,BIGBANG,5760115,2015.07.01,포크/블루스,171098,406
109,맨정신,BIGBANG,5760116,2015.07.01,록/메탈,115875,258
110,괜찮아요,비투비,5756880,2015.06.29,발라드,120347,498
111,Johnny,에일리,5758243,2015.06.30,댄스,5582,4
112,꿀썸머,NSYoonG,5756651,2015.06.27,"발라드, 국내드라마",32792,28
113,다쳐,나인뮤지스,5761969,2015.07.02,댄스,16662,61
114,Love Me Again,GSoul,5756876,2015.06.29,R&B/Soul,24492,43
115,#불편해 ),렉스디,5763962,2015.07.03,발라드,7569,6
116,너나 잘 살아,비투비,5756881,2015.06.29,발라드,25699,66
117,굿나잇,윤종신,5758090,2015.06.30,포크/블루스,6256,5
118,위잉위잉,혁오,5385974,2014.09.18,"인디음악, 록/메탈",218854,184
119,Summer Romance,비투비,5756883,2015.06.29,발라드,24716,57
120,보고파,비투비,5756886,2015.06.29,발라드,33284,99
121,꽃보다 그녀,비투비,5756885,2015.06.29,댄스,25750,58
122,비밀,비투비,3742259,2012.03.21,댄스,27368,146
123,PARTY,소녀시대,5768980,2015.07.07,댄스,88563,321
124,링마벨,걸스데이,5767424,2015.07.07,댄스,42728,89
125,Oasis,크러쉬,5771304,2015.07.09,R&B/Soul,150040,218
126,Hooka,혁오,5713425,2015.05.28,"인디음악, 록/메탈",46128,46
127,사랑할수록,화생방실클레오파트라,5765885,2015.07.05,발라드,28402,16
128,만약에 말야,화생방실클레오파트라,5765887,2015.07.05,발라드,19439,20
129,가질 수 없는 너,화생방실클레오파트라,5765888,2015.07.05,발라드,29503,26
130,이 밤이 지나면,화생방실클레오파트라,5765886,2015.07.05,발라드,19121,16
131,Check,소녀시대,5768981,2015.07.07,댄스,9343,16
132,Ohio,혁오,5385973,2014.09.18,"인디음악, 록/메탈",54187,65
133,공드리,혁오,5713426,2015.05.28,"인디음악, 록/메탈",64540,144
134,You and I,크러쉬,5767580,2015.07.09,R&B/Soul,18977,27
135,큰새,혁오,5713423,2015.05.28,"인디음악, 록/메탈",31909,57
136,심심할때만,이루펀트,5758384,2015.07.08,랩/힙합,8679,6
137,잊지말아요,린,5765883,2015.07.05,발라드,4986,4
138,바다 ),백청강,5767576,2015.07.07,댄스,849,1
139,With Me,걸스데이,5767423,2015.07.07,댄스,3112,6
140,Settled Down,혁오,5713421,2015.05.28,"인디음악, 록/메탈",9431,13
141,털어,"주헌,매드클라운",5773989,2015.07.10,랩/힙합,7850,21
142,Mer,혁오,5713424,2015.05.28,"인디음악, 록/메탈",17417,64
143,Lonely,혁오,5385971,2014.09.18,"인디음악, 록/메탈",10894,10
144,내 사랑의 노래,옥상달빛,5765876,2015.07.04,"록/메탈, 국내드라마",5259,3
145,아침이 밝아올 때까지,윤하,7884157,2015.10.14,J-POP,1145,3
146,Panda Bear,혁오,5555237,2015.01.21,"인디음악, 록/메탈",16749,43
147,닮은 꼴,정기고,5769116,2015.07.08,"랩/힙합, 국내드라마",4040,6
148,주마등,리쌍,5779688,2015.07.15,랩/힙합,36718,61
149,Bad,인피니트,5767582,2015.07.13,댄스,46669,211
150,딱 좋아,GOT7,5775986,2015.07.13,랩/힙합,49276,150
151,Devil,슈퍼주니어,5781346,2015.07.16,댄스,59811,313
152,너를 사랑한 시간,정승환,5775671,2015.07.11,"발라드, 국내드라마",35808,76
153,Moonlight,인피니트,5775888,2015.07.13,댄스,22248,51
154,My Last,박재범,5779813,2015.07.17,랩/힙합,57576,72
155,마주보며 서 있어,인피니트,5775890,2015.07.13,댄스,25308,58
156,러브레터,인피니트,5775891,2015.07.13,발라드,24940,50
157,발걸음,인피니트,5775889,2015.07.13,댄스,19714,43
158,RESPECT,"SikK,릴보이,지구인",5794982,2015.07.25,랩/힙합,36862,75
159,엔딩을 부탁해,인피니트,5775893,2015.07.13,댄스,19456,37
