,music,singer,music_id,release_date,category,music_like,comment_count
0,바람사람,볼빨간사춘기,31093709,2018.05.24,"인디음악, 록/메탈",36086,174
1,Lonely,볼빨간사춘기,31093714,2018.05.24,"인디음악, 록/메탈",70767,283
2,야경,볼빨간사춘기,31093711,2018.05.24,"인디음악, 록/메탈",28246,123
3,"안녕, 곰인형",볼빨간사춘기,31093712,2018.05.24,"인디음악, 록/메탈",33240,213
4,Clip,볼빨간사춘기,31093713,2018.05.24,"인디음악, 록/메탈",27035,173
5,SELFISH,문별,31090412,2018.05.23,랩/힙합,35824,264
6,Lullaby,"신승훈,비와이",31085344,2018.05.19,발라드,22026,195
7,빙글뱅글,AOA,31098083,2018.05.28,댄스,76606,1331
8,데리러 가,샤이니,31097925,2018.05.28,일렉트로니카,69785,891
9,LOVE YA!,혁오,31106982,2018.05.31,"인디음악, 록/메탈",66052,214
10,"다시, 우리",길구봉구,31093282,2018.05.24,발라드,34248,77
11,이 밤의 끝,펀치,31107239,2018.05.31,발라드,48535,91
12,영원히,성시경,31095715,2018.05.25,발라드,29313,275
13,All Day All Night,샤이니,31097924,2018.05.28,댄스,26217,177
14,안녕,샤이니,31097928,2018.05.28,R&B/Soul,26358,291
15,11,WannaOne남바완,31113240,2018.06.04,댄스,134119,1578
16,Someone Like You,Adele,31085237,2018.05.18,랩/힙합,336821,6177
17,뚜두뚜두,BLACKPINK,31131273,2018.06.15,랩/힙합,257345,2239
18,Forever Young,BLACKPINK,31131274,2018.06.15,댄스,207313,1638
19,The Feeling,비투비,31123630,2018.06.18,일렉트로니카,71847,1445
20,I Want You,샤이니,31123655,2018.06.11,일렉트로니카,47339,516
21,Youth,TroyeSivan,7928705,2016.01.23,POP,281391,367
22,Really,BLACKPINK,31131275,2018.06.15,R&B/Soul,77667,390
23,질투나,"거미,에일리",31120209,2018.06.09,R&B/Soul,17064,67
24,See U Later,BLACKPINK,31131276,2018.06.15,댄스,68409,469
25,LOVE,"린,한해",31124689,2018.06.12,"발라드, 국내드라마",16330,40
26,너 없인 안 된다,비투비,31133898,2018.06.18,발라드,203672,2950
27,저녁의 이유,태연,31133727,2018.06.18,댄스,39539,430
28,Blue Moon,비투비,31133900,2018.06.18,댄스,48426,839
29,Call me,비투비,31133897,2018.06.18,댄스,44050,406
30,불행 ),오반,31126139,2018.06.12,랩/힙합,82086,203
31,귀가본능,사이먼도미닉,31131501,2018.06.15,랩/힙합,35750,381
32,Circus,태연,31133730,2018.06.18,R&B/Soul,51928,655
33,길에서,양요섭,31131512,2018.06.17,"발라드, 국내드라마",18885,74
34,Yeah,비투비,31133899,2018.06.18,댄스,31404,212
35,정진철,사이먼도미닉,31131498,2018.06.15,랩/힙합,32642,444
36,"1, 2, 3","서은광,이창섭,임현식,육성재",31133906,2018.06.18,R&B/Soul,29980,247
