,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,14,2023.04.02,2023.04.08,1,Kitsch,IVE (아이브),Kitsch,,
1,2023,14,2023.04.02,2023.04.08,2,꽃,지수 (JISOO),ME,,
2,2023,14,2023.04.02,2023.04.08,3,Ditto,NewJeans,NewJeans `OMG`,,
3,2023,14,2023.04.02,2023.04.08,4,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
4,2023,14,2023.04.02,2023.04.08,5,OMG,NewJeans,NewJeans `OMG`,,
5,2023,14,2023.04.02,2023.04.08,6,Teddy Bear,STAYC(스테이씨),Teddy Bear,,
6,2023,14,2023.04.02,2023.04.08,7,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
7,2023,14,2023.04.02,2023.04.08,8,Like Crazy,지민,FACE,,
8,2023,14,2023.04.02,2023.04.08,9,London Boy,임영웅,Polaroid,,
9,2023,14,2023.04.02,2023.04.08,10,Polaroid,임영웅,Polaroid,,
10,2023,14,2023.04.02,2023.04.08,11,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,,
11,2023,14,2023.04.02,2023.04.08,12,Zero,NewJeans,Zero,,
12,2023,14,2023.04.02,2023.04.08,13,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album `SECOND WIND`,,
13,2023,14,2023.04.02,2023.04.08,14,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
14,2023,14,2023.04.02,2023.04.08,15,심(心),DK,심(心),,
15,2023,14,2023.04.02,2023.04.08,16,Nostalgia,우디 (Woody),Nostalgia,,
16,2023,14,2023.04.02,2023.04.08,17,밤이 무서워요 (Lonely Night),주주 시크릿,밤이 무서워요 (Lonely Night),,
17,2023,14,2023.04.02,2023.04.08,18,Love Me Like This,NMIXX,expergo,,
18,2023,14,2023.04.02,2023.04.08,19,After LIKE,IVE (아이브),After LIKE,,
19,2023,14,2023.04.02,2023.04.08,20,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
20,2023,14,2023.04.02,2023.04.08,21,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
21,2023,14,2023.04.02,2023.04.08,22,NIGHT DANCER,imase,NIGHT DANCER,,
22,2023,14,2023.04.02,2023.04.08,23,LOVE DIVE,IVE (아이브),LOVE DIVE,,
23,2023,14,2023.04.02,2023.04.08,24,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,H1-KEY 1st Mini Album [Rose Blossom],,
24,2023,14,2023.04.02,2023.04.08,25,사랑하기 싫어,지아 (Zia),사랑하기 싫어,,
25,2023,14,2023.04.02,2023.04.08,26,Dangerously,Charlie Puth,Nine Track Mind (Deluxe),,
26,2023,14,2023.04.02,2023.04.08,27,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
27,2023,14,2023.04.02,2023.04.08,28,Set Me Free Pt.2,지민,Set Me Free Pt.2,,
28,2023,14,2023.04.02,2023.04.08,29,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
29,2023,14,2023.04.02,2023.04.08,30,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
30,2023,14,2023.04.02,2023.04.08,31,너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,,
31,2023,14,2023.04.02,2023.04.08,32,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
32,2023,14,2023.04.02,2023.04.08,33,That`s Hilarious,Charlie Puth,That`s Hilarious,,
33,2023,14,2023.04.02,2023.04.08,34,Monologue,테이 (Tei),Monologue,,
34,2023,14,2023.04.02,2023.04.08,35,결국엔 너에게 닿아서,WSG워너비 (가야G),결국엔 너에게 닿아서,,
35,2023,14,2023.04.02,2023.04.08,36,Nxde,(여자)아이들,I love,,
36,2023,14,2023.04.02,2023.04.08,37,VIBE (feat. Jimin of BTS),태양,VIBE,,
37,2023,14,2023.04.02,2023.04.08,38,Stay,"The Kid LAROI, Justin Bieber",Stay,,
38,2023,14,2023.04.02,2023.04.08,39,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
39,2023,14,2023.04.02,2023.04.08,40,벚꽃 엔딩,버스커 버스커 (Busker Busker),버스커 버스커 1집,,
40,2023,14,2023.04.02,2023.04.08,41,Say I Love You,우디(Woody),Say I Love You (Re : WIND 4MEN Vol.04),,
41,2023,14,2023.04.02,2023.04.08,42,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
42,2023,14,2023.04.02,2023.04.08,43,나비무덤,포맨 (4MEN),나비무덤,,
43,2023,14,2023.04.02,2023.04.08,44,그라데이션,10cm,5.3,,
44,2023,14,2023.04.02,2023.04.08,45,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
45,2023,14,2023.04.02,2023.04.08,46,취중고백,김민석,취중고백,,
46,2023,14,2023.04.02,2023.04.08,47,사람 Pt.2 (feat. 아이유),Agust D,사람 Pt.2,,
47,2023,14,2023.04.02,2023.04.08,48,해요 (2022),#안녕,해요 (2022),,
48,2023,14,2023.04.02,2023.04.08,49,오르트구름,윤하,YOUNHA 6th Album `END THEORY`,,
49,2023,14,2023.04.02,2023.04.08,50,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
50,2023,14,2023.04.02,2023.04.08,51,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,,
51,2023,14,2023.04.02,2023.04.08,52,Shut Down,BLACKPINK,BORN PINK,,
52,2023,14,2023.04.02,2023.04.08,53,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",봄 사랑 벚꽃 말고,,
53,2023,14,2023.04.02,2023.04.08,54,Unholy,"Sam Smith, Kim Petras",Unholy,,
54,2023,14,2023.04.02,2023.04.08,55,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
55,2023,14,2023.04.02,2023.04.08,56,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
56,2023,14,2023.04.02,2023.04.08,57,TOMBOY,(여자)아이들,I NEVER DIE,,
57,2023,14,2023.04.02,2023.04.08,58,내가 아니라도,주호,내가 아니라도,,
58,2023,14,2023.04.02,2023.04.08,59,"Young, Dumb, Stupid",NMIXX,expergo,,
59,2023,14,2023.04.02,2023.04.08,60,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole),,
60,2023,14,2023.04.02,2023.04.08,61,Pink Venom,BLACKPINK,Pink Venom,,
61,2023,14,2023.04.02,2023.04.08,62,나의 X에게,경서,나의 X에게,,
62,2023,14,2023.04.02,2023.04.08,63,ELEVEN,IVE (아이브),ELEVEN,,
63,2023,14,2023.04.02,2023.04.08,64,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
64,2023,14,2023.04.02,2023.04.08,65,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Expectations,,
65,2023,14,2023.04.02,2023.04.08,66,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
66,2023,14,2023.04.02,2023.04.08,67,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,That’s Not How This Works,,
67,2023,14,2023.04.02,2023.04.08,68,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
68,2023,14,2023.04.02,2023.04.08,69,되돌리다,먼데이 키즈 (Monday Kiz),되돌리다,,
69,2023,14,2023.04.02,2023.04.08,70,봄날,방탄소년단,YOU NEVER WALK ALONE,,
70,2023,14,2023.04.02,2023.04.08,71,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),호프리스 로맨틱,,
71,2023,14,2023.04.02,2023.04.08,72,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만,,
72,2023,14,2023.04.02,2023.04.08,73,우리들의 블루스,임영웅,IM HERO,,
73,2023,14,2023.04.02,2023.04.08,74,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,,
74,2023,14,2023.04.02,2023.04.08,75,그대를 알고,송하예,그대를 알고,,
75,2023,14,2023.04.02,2023.04.08,76,Dynamite,방탄소년단,Dynamite,,
76,2023,14,2023.04.02,2023.04.08,77,I Don`t Think That I Like Her,Charlie Puth,I Don`t Think That I Like Her,,
77,2023,14,2023.04.02,2023.04.08,78,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],,
78,2023,14,2023.04.02,2023.04.08,79,잘가요,주호,잘가요,,
79,2023,14,2023.04.02,2023.04.08,80,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,,
80,2023,14,2023.04.02,2023.04.08,81,Off My Face,Justin Bieber,Justice,,
81,2023,14,2023.04.02,2023.04.08,82,그댄 행복에 살텐데 (2022),최유리,그댄 행복에 살텐데 (2022),,
82,2023,14,2023.04.02,2023.04.08,83,LOVE me,BE`O (비오),LOVE me,,
83,2023,14,2023.04.02,2023.04.08,84,주저하는 연인들을 위해,잔나비,전설,,
84,2023,14,2023.04.02,2023.04.08,85,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9,,
85,2023,14,2023.04.02,2023.04.08,86,그대라는 사치,임창정,그대라는 사치,,
86,2023,14,2023.04.02,2023.04.08,87,아모르 파티,이홍기,아모르 파티,,
87,2023,14,2023.04.02,2023.04.08,88,마지막 사랑,신예영,마지막 사랑,,
88,2023,14,2023.04.02,2023.04.08,89,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,,
89,2023,14,2023.04.02,2023.04.08,90,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",냄새를 보는 소녀 OST Part 2,,
90,2023,14,2023.04.02,2023.04.08,91,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),,
91,2023,14,2023.04.02,2023.04.08,92,다시 만날 수 있을까,임영웅,IM HERO,,
92,2023,14,2023.04.02,2023.04.08,93,자격지심 (Feat. ZICO),BE`O (비오),FIVE SENSES,,
93,2023,14,2023.04.02,2023.04.08,94,발걸음,DK,발걸음,,
94,2023,14,2023.04.02,2023.04.08,95,Butter,방탄소년단,Butter,,
95,2023,14,2023.04.02,2023.04.08,96,혼자가 아닌 나,정효빈,혼자가 아닌 나,,
96,2023,14,2023.04.02,2023.04.08,97,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),,
97,2023,14,2023.04.02,2023.04.08,98,희재,성시경,국화꽃향기 OST,,
98,2023,14,2023.04.02,2023.04.08,99,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,,
99,2023,14,2023.04.02,2023.04.08,100,보고싶었어,WSG워너비 (4FIRE),WSG워너비 1집,,
100,2023,14,2023.04.02,2023.04.08,101,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`,,
101,2023,14,2023.04.02,2023.04.08,102,All Eyes On Me,지수 (JISOO),ME,,
