,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,03,2023.01.15,2023.01.21,1,Ditto,NewJeans,NewJeans `OMG`,,
1,2023,03,2023.01.15,2023.01.21,2,OMG,NewJeans,NewJeans `OMG`,,
2,2023,03,2023.01.15,2023.01.21,3,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
3,2023,03,2023.01.15,2023.01.21,4,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
4,2023,03,2023.01.15,2023.01.21,5,VIBE (feat. Jimin of BTS),태양,VIBE,,
5,2023,03,2023.01.15,2023.01.21,6,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
6,2023,03,2023.01.15,2023.01.21,7,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
7,2023,03,2023.01.15,2023.01.21,8,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
8,2023,03,2023.01.15,2023.01.21,9,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
9,2023,03,2023.01.15,2023.01.21,10,After LIKE,IVE (아이브),After LIKE,,
10,2023,03,2023.01.15,2023.01.21,11,Nxde,(여자)아이들,I love,,
11,2023,03,2023.01.15,2023.01.21,12,LOVE DIVE,IVE (아이브),LOVE DIVE,,
12,2023,03,2023.01.15,2023.01.21,13,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
13,2023,03,2023.01.15,2023.01.21,14,Monologue,테이 (Tei),Monologue,,
14,2023,03,2023.01.15,2023.01.21,15,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",쇼미더머니 11 Episode 1,,
15,2023,03,2023.01.15,2023.01.21,16,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
16,2023,03,2023.01.15,2023.01.21,17,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
