,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,08,2023.02.19,2023.02.25,1,Ditto,NewJeans,NewJeans `OMG`,,
1,2023,08,2023.02.19,2023.02.25,2,OMG,NewJeans,NewJeans `OMG`,,
2,2023,08,2023.02.19,2023.02.25,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
3,2023,08,2023.02.19,2023.02.25,4,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
4,2023,08,2023.02.19,2023.02.25,5,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album `SECOND WIND`,,
5,2023,08,2023.02.19,2023.02.25,6,ROAR,더보이즈(THE BOYZ),THE BOYZ 8th MINI ALBUM [BE AWAKE],,
6,2023,08,2023.02.19,2023.02.25,7,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
7,2023,08,2023.02.19,2023.02.25,8,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
8,2023,08,2023.02.19,2023.02.25,9,풍등,이찬원,ONE,,
9,2023,08,2023.02.19,2023.02.25,10,After LIKE,IVE (아이브),After LIKE,,
10,2023,08,2023.02.19,2023.02.25,11,VIBE (feat. Jimin of BTS),태양,VIBE,,
11,2023,08,2023.02.19,2023.02.25,12,Teddy Bear,STAYC(스테이씨),Teddy Bear,,
12,2023,08,2023.02.19,2023.02.25,13,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
13,2023,08,2023.02.19,2023.02.25,14,LOVE DIVE,IVE (아이브),LOVE DIVE,,
14,2023,08,2023.02.19,2023.02.25,15,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
15,2023,08,2023.02.19,2023.02.25,16,Nxde,(여자)아이들,I love,,
16,2023,08,2023.02.19,2023.02.25,17,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
17,2023,08,2023.02.19,2023.02.25,18,Monologue,테이 (Tei),Monologue,,
18,2023,08,2023.02.19,2023.02.25,19,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
19,2023,08,2023.02.19,2023.02.25,20,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
20,2023,08,2023.02.19,2023.02.25,21,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
21,2023,08,2023.02.19,2023.02.25,22,Sugar Rush Ride,투모로우바이투게더,이름의 장: TEMPTATION,,
22,2023,08,2023.02.19,2023.02.25,23,Unholy,"Sam Smith, Kim Petras",Unholy,,
