,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2023,12,2023.03.19,2023.03.25,1,Ditto,NewJeans,NewJeans `OMG`,,
1,2023,12,2023.03.19,2023.03.25,2,OMG,NewJeans,NewJeans `OMG`,,
2,2023,12,2023.03.19,2023.03.25,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
3,2023,12,2023.03.19,2023.03.25,4,Teddy Bear,STAYC(스테이씨),Teddy Bear,,
4,2023,12,2023.03.19,2023.03.25,5,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
5,2023,12,2023.03.19,2023.03.25,6,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album `SECOND WIND`,,
6,2023,12,2023.03.19,2023.03.25,7,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,,
7,2023,12,2023.03.19,2023.03.25,8,사랑하기 싫어,지아 (Zia),사랑하기 싫어,,
8,2023,12,2023.03.19,2023.03.25,9,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
9,2023,12,2023.03.19,2023.03.25,10,심(心),DK,심(心),,
10,2023,12,2023.03.19,2023.03.25,11,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
11,2023,12,2023.03.19,2023.03.25,12,After LIKE,IVE (아이브),After LIKE,,
12,2023,12,2023.03.19,2023.03.25,13,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
13,2023,12,2023.03.19,2023.03.25,14,NIGHT DANCER,imase,NIGHT DANCER,,
14,2023,12,2023.03.19,2023.03.25,15,나비무덤,포맨 (4MEN),나비무덤,,
15,2023,12,2023.03.19,2023.03.25,16,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,H1-KEY 1st Mini Album [Rose Blossom],,
16,2023,12,2023.03.19,2023.03.25,17,London Boy,임영웅,Polaroid,,
17,2023,12,2023.03.19,2023.03.25,18,Polaroid,임영웅,Polaroid,,
18,2023,12,2023.03.19,2023.03.25,19,LOVE DIVE,IVE (아이브),LOVE DIVE,,
19,2023,12,2023.03.19,2023.03.25,20,Nostalgia,우디 (Woody),Nostalgia,,
20,2023,12,2023.03.19,2023.03.25,21,Candy,NCT DREAM,Candy - Winter Special Mini Album,,
21,2023,12,2023.03.19,2023.03.25,22,Dangerously,Charlie Puth,Nine Track Mind (Deluxe),,
22,2023,12,2023.03.19,2023.03.25,23,VIBE (feat. Jimin of BTS),태양,VIBE,,
23,2023,12,2023.03.19,2023.03.25,24,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
24,2023,12,2023.03.19,2023.03.25,25,Like Crazy,지민,FACE,,
25,2023,12,2023.03.19,2023.03.25,26,Set Me Free Pt.2,지민,Set Me Free Pt.2,,
26,2023,12,2023.03.19,2023.03.25,27,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
27,2023,12,2023.03.19,2023.03.25,28,Monologue,테이 (Tei),Monologue,,
28,2023,12,2023.03.19,2023.03.25,29,That`s Hilarious,Charlie Puth,That`s Hilarious,,
29,2023,12,2023.03.19,2023.03.25,30,Nxde,(여자)아이들,I love,,
30,2023,12,2023.03.19,2023.03.25,31,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
31,2023,12,2023.03.19,2023.03.25,32,결국엔 너에게 닿아서,WSG워너비 (가야G),결국엔 너에게 닿아서,,
32,2023,12,2023.03.19,2023.03.25,33,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
33,2023,12,2023.03.19,2023.03.25,34,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
34,2023,12,2023.03.19,2023.03.25,35,Unholy,"Sam Smith, Kim Petras",Unholy,,
35,2023,12,2023.03.19,2023.03.25,36,on the street (with J. Cole),"j-hope, J. Cole",on the street (with J. Cole),,
36,2023,12,2023.03.19,2023.03.25,37,Stay,"The Kid LAROI, Justin Bieber",Stay,,
37,2023,12,2023.03.19,2023.03.25,38,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
38,2023,12,2023.03.19,2023.03.25,39,Say I Love You,우디(Woody),Say I Love You (Re : WIND 4MEN Vol.04),,
39,2023,12,2023.03.19,2023.03.25,40,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,,
40,2023,12,2023.03.19,2023.03.25,41,취중고백,김민석,취중고백,,
41,2023,12,2023.03.19,2023.03.25,42,해요 (2022),#안녕,해요 (2022),,
42,2023,12,2023.03.19,2023.03.25,43,그라데이션,10cm,5.3,,
43,2023,12,2023.03.19,2023.03.25,44,Shut Down,BLACKPINK,BORN PINK,,
44,2023,12,2023.03.19,2023.03.25,45,오르트구름,윤하,YOUNHA 6th Album `END THEORY`,,
45,2023,12,2023.03.19,2023.03.25,46,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
46,2023,12,2023.03.19,2023.03.25,47,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3,,
47,2023,12,2023.03.19,2023.03.25,48,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
48,2023,12,2023.03.19,2023.03.25,49,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
49,2023,12,2023.03.19,2023.03.25,50,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),호프리스 로맨틱,,
50,2023,12,2023.03.19,2023.03.25,51,TOMBOY,(여자)아이들,I NEVER DIE,,
51,2023,12,2023.03.19,2023.03.25,52,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
52,2023,12,2023.03.19,2023.03.25,53,내가 아니라도,주호,내가 아니라도,,
53,2023,12,2023.03.19,2023.03.25,54,Pink Venom,BLACKPINK,Pink Venom,,
54,2023,12,2023.03.19,2023.03.25,55,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",Expectations,,
55,2023,12,2023.03.19,2023.03.25,56,너와 함께,김민석,너와 함께,,
56,2023,12,2023.03.19,2023.03.25,57,너를 보는게 지친 하루에,송하예,너를 보는게 지친 하루에,,
57,2023,12,2023.03.19,2023.03.25,58,혼자가 아닌 나,정효빈,혼자가 아닌 나,,
58,2023,12,2023.03.19,2023.03.25,59,나의 X에게,경서,나의 X에게,,
59,2023,12,2023.03.19,2023.03.25,60,ELEVEN,IVE (아이브),ELEVEN,,
