music,singer,release_date,category,music_like,movie_like,movie_views
늦은 밤 너의 집 앞 골목길에서,노을,2019.11.07,발라드,207596,423,151316
시든 꽃에 물을 주듯,HYNN(박혜원) (박혜원),2019.03.31,발라드,218388,1102,120711
Square,백예린,2019.12.10,R&B/Soul,274806,,
오늘도 빛나는 너에게,마크툽 (Maktub),2019.06.09,"R&B/Soul, 인디음악",277535,1110,207166
반만,진민호,2019.11.30,발라드,73743,135,30361
마음을 드려요,아이유 (IU),2020.02.15,"발라드, 국내드라마",244994,,
bad guy,Billie Eilish,2019.03.29,POP,263617,2916,595255
2U,강다니엘,2020.03.24,R&B/Soul,27751,5327,67461
그때 그 아인,김필,2020.02.15,"발라드, 국내드라마",141717,665,109964
사랑이란 멜로는 없어,전상근,2019.09.08,발라드,137971,310,69259
문득,노을,2020.03.12,발라드,35074,159,23624
HIP,마마무 (Mamamoo),2019.11.14,댄스,140453,4303,736587
Psycho,레드벨벳(Red Velvet) (Red Velvet),2019.12.23,댄스,239109,3098,150843
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),2019.09.25,발라드,403741,2042,250853
Left & Right,세븐틴,2020.06.22,댄스,108920,7290,104385
Into the I-LAND,아이유 (IU),2020.06.19,댄스,137757,7208,271874
Summer Hate,지코 (ZICO),2020.07.01,랩/힙합,116139,2304,477898
마리아,화사(Hwa Sa) (Hwa Sa),2020.06.29,댄스,162234,2931,558710
보라빛 밤,선미,2020.06.29,댄스,95681,1130,312138
How You Like That,BLACKPINK,2020.06.26,댄스,201353,3521,120923
작은 것들을 위한 시,방탄소년단,2019.04.12,댄스,441617,13728,398392
Don`t Start Now,Dua Lipa,2019.11.01,POP,162171,276,22758
이제 나만 믿어요,임영웅,2020.04.03,성인가요/트로트,166558,,
환상동화,IZ*ONE (아이즈원),2020.06.15,댄스,79052,5951,222407
Downtown Baby,블루 (BLOO),2017.12.06,"랩/힙합, 인디음악",202281,,
METEOR,창모 (CHANGMO),2019.11.29,랩/힙합,297094,3785,328827
ON,방탄소년단,2020.02.21,랩/힙합,263063,17038,496259
어떻게 지내,오반 (OVAN),2020.03.05,"랩/힙합, 인디음악",197301,544,103822
Memories,Maroon 5,2019.09.20,POP,202867,717,118666
Dance Monkey,Tones And I,2019.08.09,POP,178353,425,168172
"너에게 난, 나에게 넌",미도와 파라솔,2020.05.29,"발라드, 국내드라마",78335,2718,194314
내 눈물 모아,휘인 (Whee In),2020.05.01,"발라드, 국내드라마",62034,1275,70522
처음처럼,엠씨더맥스 (M.C The Max),2020.03.25,발라드,115268,1323,95376
Candy,백현 (BAEKHYUN),2020.05.25,R&B/Soul,140041,7829,106216
흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,2019.08.23,"록/메탈, 국내드라마",312278,1259,353841
돌덩이,하현우,2020.02.07,"록/메탈, 국내드라마",122008,1644,299757
