music,singer,release_date,category,music_like,movie_like,movie_views
Life`s Too Short,aespa,2022.06.24,댄스,61144,677,15574
낭만교향곡,BIG Naughty (서동현),2022.06.09,R&B/Soul,80586,594,18899
너의 번호를 누르고,김나영,2022.04.12,발라드,22904,43,3155
벚꽃 엔딩,버스커 버스커 (Busker Busker),2012.03.29,록/메탈,334670,2275,690906
꽃,박봄,2022.03.11,발라드,20361,121,7670
"아주, 천천히",비비(BIBI) (BIBI),2022.02.20,"발라드, 국내드라마",41341,,
사랑인걸,한동근,2022.03.13,발라드,39702,,
그런 밤,태연 (TAEYEON),2022.02.14,발라드,31094,553,7494
너 아니면 안돼,먼데이 키즈 (Monday Kiz),2022.02.03,발라드,21700,,
고백하는 취한밤에,임재현,2022.06.11,"발라드, 인디음악",38810,,
Left and Right,"Charlie Puth, 정국, 방탄소년단",2022.06.24,POP,114979,799,26420
Stay This Way,프로미스나인 (fromis_9),2022.06.27,댄스,37221,936,30550
아무래도 난,주시크 (Joosiq),2022.03.30,"R&B/Soul, 인디음악",83730,211,28280
팡파레,다비치,2022.05.16,발라드,45227,171,20112
통화연결음,"보라미유, MJ (써니사이드)",2022.08.14,발라드,40529,,
내 기쁨은 너가 벤틀리를 끄는 거야,김승민,2021.10.19,랩/힙합,100132,,
Talk that Talk,TWICE,2022.08.26,댄스,45994,819,94040
사랑한다고 말해줘,탑현,2022.08.07,발라드,61593,,
WHISPER,더보이즈(THE BOYZ) (THE BOYZ),2022.08.16,댄스,30517,667,14316
FOREVER 1,소녀시대,2022.08.05,댄스,107588,1367,133796
SNEAKERS,ITZY (있지),2022.07.15,댄스,78300,841,119291
열이올라요,선미,2022.06.29,댄스,41510,353,78642
도깨비불,aespa,2022.06.01,댄스,87797,855,64341
POP!,나연 (TWICE),2022.06.24,댄스,91785,1270,173118
_WORLD,세븐틴,2022.07.18,R&B/Soul,83541,3740,41895
Love story,볼빨간사춘기,2022.04.20,"인디음악, 포크/블루스",113955,396,26638
Clink Clink,WSG워너비 (오아시소),2022.07.09,댄스,26916,,
Girls,aespa,2022.07.08,댄스,71470,1382,138145
보고싶었어,WSG워너비 (4FIRE),2022.07.09,R&B/Soul,128176,,
우린 그렇게 사랑해서,"강민경, 잔나비",2022.09.26,발라드,64532,383,18227
자격지심,BE`O (비오),2022.09.29,랩/힙합,84255,766,71168
사건의 지평선,윤하,2022.03.30,록/메탈,298408,1203,103229
ANTIFRAGILE,LE SSERAFIM (르세라핌),2022.10.17,댄스,158981,2257,187425
그라데이션,10cm,2022.07.03,"인디음악, 포크/블루스",143830,198,10860
Cookie,NewJeans,2022.08.01,댄스,133712,3171,152845
Nxde,(여자)아이들 (여자),2022.10.17,댄스,157656,2383,268991
그때 그 순간 그대로,WSG워너비 (가야G),2022.07.09,발라드,128488,737,119863
Monologue,테이 (Tei),2022.09.18,발라드,82845,,
Rush Hour,크러쉬 (CRUSH),2022.09.22,R&B/Soul,111495,1089,85517
딱 10CM만,"10cm, BIG Naughty (서동현)",2022.09.25,R&B/Soul,108274,857,38408
Shut Down,BLACKPINK,2022.09.16,랩/힙합,117675,1689,173239
새삥,지코 (ZICO),2022.09.06,랩/힙합,145620,,
Hype boy,NewJeans,2022.08.01,댄스,259271,2660,151099
Pink Venom,BLACKPINK,2022.09.16,랩/힙합,155215,3121,262614
Attention,NewJeans,2022.08.01,댄스,221381,2854,85089
After LIKE,IVE (아이브),2022.08.22,댄스,226182,4814,528913
HERO,임영웅,2022.05.02,발라드,91253,17647,144775
너와 나의 Memories,"염따, TOIL, 쿤타, 베이식, 365LIT, 황지상, 송민영 (YumDDa)",2021.11.06,랩/힙합,41628,,
Life Goes On,방탄소년단,2020.11.20,랩/힙합,243616,6446,60602
그대 손 놓아요,이선희,2022.01.01,"발라드, 국내드라마",16523,,
별빛 같은 나의 사랑아,임영웅,2021.03.09,성인가요/트로트,76699,27717,424000
Santa Tell Me,Ariana Grande,2014.11.24,POP,231779,1225,300498
아직도 좋아해,양요섭,2022.01.11,"발라드, 국내드라마",16013,213,5466
밤새 서로 미루다,"존 박, 전미도",2021.12.09,발라드,22040,48,3816
Savage Love,"Jawsh 685, Jason Derulo, BTS",2020.10.02,POP,202959,,
잊었니,임영웅,2021.06.22,성인가요/트로트,42460,,
깐부,쿤타 (Koonta),2021.11.20,랩/힙합,35658,,
탕!♡,MINO (송민호),2021.12.07,랩/힙합,45825,514,30456
작은 것들을 위한 시,방탄소년단,2019.04.12,댄스,441611,13728,398385
봄날,방탄소년단,2017.02.13,랩/힙합,542349,30811,1669226
멜로디,ASH ISLAND,2021.02.25,랩/힙합,145804,,
죽을 만큼 아파서,MC몽,2010.06.24,랩/힙합,94995,953,215178
비와 당신,이무진,2021.06.18,"록/메탈, 국내드라마",112136,1960,106293
그대라는 사치,임영웅,2021.07.06,발라드,44303,,
호우주의,조광일,2021.11.27,랩/힙합,41349,,
다시 사랑한다면,임영웅,2021.05.25,성인가요/트로트,51576,,
Peaches,Justin Bieber,2021.10.08,POP,220860,777,80014
ASAP,STAYC(스테이씨) (스테이씨),2021.04.08,댄스,150421,1853,164395
좋아좋아,조정석,2021.07.16,"발라드, 국내드라마",89397,471,37339
오늘도 빛나는 너에게,마크툽 (Maktub),2019.06.09,"R&B/Soul, 인디음악",277523,1111,207161
나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),2021.10.28,발라드,46460,160,10009
그날에 나는 맘이 편했을까,이예준,2020.12.03,발라드,91320,156,18903
DUMB DUMB,전소미,2021.08.02,댄스,98102,1291,192559
취기를 빌려,산들,2020.07.20,발라드,231339,,
Off My Face,Justin Bieber,2021.10.08,POP,165072,269,22251
비가 오는 날엔,헤이즈 (Heize),2021.08.04,"발라드, 국내드라마",81039,473,25850
Queendom,레드벨벳(Red Velvet) (Red Velvet),2021.08.16,댄스,120766,1247,102536
밝게 빛나는 별이 되어 비춰줄게,송이한,2020.12.29,R&B/Soul,128834,156,18385
사이렌 Remix,호미들,2021.03.20,랩/힙합,161907,,
여름비,샘김,2022.01.10,"포크/블루스, 국내드라마",42815,121,6625
Blueming,아이유 (IU),2019.11.18,록/메탈,353457,11149,958043
시간을 거슬러,케이윌 (K.Will),2021.08.31,발라드,73040,,
Dun Dun Dance,오마이걸 (OH MY GIRL),2021.05.10,댄스,164612,3077,264198
추억은 만남보다 이별에 남아,정동하,2021.01.31,발라드,101775,288,15563
Still I Love You,토요태,2021.12.18,R&B/Soul,33162,,
너의 모든 순간,성시경,2014.02.12,"발라드, 국내드라마",260619,,
MBTI,BE`O (비오),2021.11.27,랩/힙합,53090,,
밤하늘의 별을(2020,경서,2020.11.14,발라드,219201,787,111444
롤린,브레이브걸스 (Brave Girls),2017.03.07,댄스,298311,2605,124302
사랑이 아니었다고 말하지 마요,이예준,2022.01.09,발라드,31564,,
Child,마크 (MARK),2022.02.04,랩/힙합,73342,1310,10160
내 손을 잡아,아이유 (IU),2011.05.25,"발라드, 국내드라마",207437,4957,293106
헤픈 우연,헤이즈 (Heize),2021.05.20,R&B/Soul,191144,1773,136698
찰나가 영원이 될 때,마크툽 (Maktub),2021.09.19,"R&B/Soul, 인디음악",85658,,
My Universe,"Coldplay, 방탄소년단",2021.09.24,POP,174738,2961,183631
DM,프로미스나인 (fromis_9),2022.01.17,댄스,61159,1073,45188
이별후회,김나영,2021.12.21,"발라드, 국내드라마",41623,108,7509
이제 나만 믿어요,임영웅,2020.04.03,성인가요/트로트,166548,,
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),2019.09.25,발라드,403716,2042,250847
언덕나무,이승윤,2022.01.04,"발라드, 국내드라마",65801,13116,136651
문득,BE`O (비오),2021.05.02,랩/힙합,131132,,
"모든 날, 모든 순간",폴킴,2018.03.20,"발라드, 국내드라마",420155,,
Wake Up,"개코 , Ourealgoat , SINCE , 안병웅 , Tabber , 조광일 (아우릴고트)",2021.11.06,랩/힙합,96664,,
러브레터,아이유 (IU),2021.12.29,발라드,46358,,
쉬어,"아넌딜라이트(Anandelight) , unofficialboyy , BE′O , 지구인 , Mudd the student (Anandelight)",2021.11.06,랩/힙합,105848,,
불협화음,Mudd the student,2021.11.27,랩/힙합,82783,,
안녕 우린 헤어져야만 해,"전상근, 신예영",2021.12.26,발라드,30235,,
Snowman,Sia,2022.12.30,POP,245663,437,36403
너,아이유 (IU),2021.12.29,포크/블루스,40794,,
매일 크리스마스,다비치,2021.12.06,댄스,29511,176,29292
네가 없는 밤,BE`O (비오),2021.12.04,랩/힙합,82281,,
흰눈,먼데이 키즈 (Monday Kiz),2021.12.12,발라드,41601,,
정거장,아이유 (IU),2021.12.29,포크/블루스,55452,,
Bad Habits,Ed Sheeran,2021.10.29,POP,129936,404,54739
"스물다섯, 스물하나",자우림,2013.10.14,록/메탈,216324,557,137118
Real Love,오마이걸 (OH MY GIRL),2022.03.28,댄스,45460,701,56976
봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",2014.04.08,발라드,221122,6720,1611175
버퍼링,NCT DREAM,2022.03.28,댄스,96432,2270,58369
DAYDREAM,하이라이트(Highlight) (Highlight),2022.03.21,댄스,38301,1691,20745
라일락,아이유 (IU),2021.03.25,댄스,253137,8290,379503
Starlight,태일 (TAEIL),2022.02.13,"록/메탈, 국내드라마",82305,427,18957
MANIAC,Stray Kids (스트레이 키즈),2022.03.18,일렉트로니카,40779,836,22298
With,"김태리, 남주혁, 보나(우주소녀), 최현욱, 이주명 (우주소녀)",2022.03.13,"록/메탈, 국내드라마",43029,677,29766
존재만으로,원슈타인 (Wonstein),2022.02.26,"랩/힙합, 국내드라마",83975,407,24245
Thank You,브레이브걸스 (Brave Girls),2022.03.14,댄스,12840,803,39549
Permission to Dance,방탄소년단,2021.07.09,댄스,222193,8723,392206
OHAYO MY NIGHT,"디핵, PATEKO(파테코) (D-Hack)",2020.06.20,랩/힙합,207402,,
내 생에 아름다운,이예준,2022.03.06,발라드,31682,,
잊을 수 있을까,노을,2022.02.10,발라드,22697,,
"너, 너",휘인 (Whee In),2022.02.13,발라드,44304,,
어제처럼,폴킴,2022.02.27,발라드,45147,,
RUN2U,STAYC(스테이씨) (스테이씨),2022.02.21,댄스,85346,885,93985
그래서 그래,에픽하이 (EPIK HIGH),2022.02.14,랩/힙합,24432,83,9045
Savage,aespa,2021.10.05,댄스,156142,2698,327306
Dynamite,방탄소년단,2020.08.24,댄스,450684,13477,1089712
너를 생각해,주시크 (Joosiq),2021.09.22,"R&B/Soul, 인디음악",148300,251,36599
abcdefu,GAYLE,2021.08.13,POP,104806,112,24076
노래,비투비 (BTOB),2022.02.21,발라드,41089,702,14532
언제나 사랑해,케이시 (Kassy),2022.02.07,발라드,69220,,
Celebrity,아이유 (IU),2021.03.25,댄스,331465,9882,362407
Christmas Tree,V,2021.12.24,"발라드, 국내드라마",115159,1385,32388
strawberry moon,아이유 (IU),2021.10.19,록/메탈,221929,4960,225018
낙하,AKMU (악뮤),2021.07.26,록/메탈,181146,916,104190
바라만 본다,MSG워너비(M.O.M) (M.O.M),2021.06.26,발라드,184009,880,72924
서랍,10cm,2021.12.07,"발라드, 국내드라마",83469,363,24708
만남은 쉽고 이별은 어려워,베이식(Basick) (Basick),2021.11.20,랩/힙합,131690,,
Counting Stars,BE`O (비오),2021.12.12,랩/힙합,169532,733,34895
Can`t Control Myself,태연 (TAEYEON),2022.01.17,발라드,77446,1175,124660
Step Back,GOT the beat,2022.01.03,댄스,98074,1273,135126
Butter,방탄소년단,2021.05.21,댄스,286406,11376,457192
우리가 헤어져야 했던 이유,비비(BIBI) (BIBI),2021.12.13,"발라드, 국내드라마",72821,59,2988
드라마,아이유 (IU),2021.12.29,발라드,177965,,
겨울잠,아이유 (IU),2021.12.29,발라드,123838,,
눈이 오잖아,이무진,2021.12.03,발라드,114685,1345,70493
Dreams Come True,aespa,2021.12.20,댄스,103071,2191,256925
리무진,BE`O (비오),2021.11.20,랩/힙합,190746,,
호랑수월가,탑현,2022.01.15,발라드,87388,,
늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),2022.05.19,발라드,60237,134,11618
내가 아니라도,주호,2022.03.25,발라드,98153,,
빛이 나는 사람,김호중,2022.06.18,발라드,20281,,
Yet To Come,방탄소년단,2022.06.10,랩/힙합,127440,4034,129308
Weekend,태연 (TAEYEON),2021.07.06,댄스,191087,2155,253384
Beatbox,NCT DREAM,2022.05.30,댄스,93936,1642,28880
Next Level,aespa,2021.05.17,댄스,256846,4862,544504
Seoul,볼빨간사춘기,2022.04.20,"인디음악, 포크/블루스",113955,396,26638
Candy Sugar Pop,아스트로(ASTRO) (ASTRO),2022.05.16,댄스,13842,831,26576
회전목마,sokodomo,2021.11.13,랩/힙합,221291,,
That`s Hilarious,Charlie Puth,2022.10.07,POP,159571,,
FEARLESS,LE SSERAFIM (르세라핌),2022.05.02,댄스,108447,2127,182693
Upside Down,강다니엘,2022.05.24,댄스,9519,1864,10663
HOT,세븐틴,2022.05.27,랩/힙합,119250,5667,65891
SMILEY,YENA(최예나) (최예나),2022.01.17,댄스,143050,1974,111830
신호등,이무진,2021.05.14,록/메탈,295319,3440,300622
Celeb,싸이 (Psy),2022.04.29,댄스,21545,729,137756
MY BAG,(여자)아이들 (여자),2022.03.14,랩/힙합,88053,946,131530
Stay,"The Kid LAROI, Justin Bieber",2021.07.09,POP,258992,605,74683
나의 X에게,경서,2022.04.24,발라드,142109,624,60971
다정히 내 이름을 부르면,"경서예지, 전건호",2021.05.19,발라드,169105,248,36249
손이 참 곱던 그대,임영웅,2022.05.02,재즈,46844,,
무지개,임영웅,2022.05.02,록/메탈,61815,,
ZOOM,제시(Jessi) (Jessi),2022.04.13,랩/힙합,51790,411,95057
정이라고 하자,BIG Naughty (서동현),2022.04.20,R&B/Soul,207899,,
That That,싸이 (Psy),2022.04.29,댄스,133843,2917,361979
ELEVEN,IVE (아이브),2021.12.01,댄스,182088,4219,424027
