year,week_num,start_date,end_date,rank,music,singer,album
2021,40,2021.09.26,2021.10.02,1,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,40,2021.09.26,2021.10.02,2,My Universe,"Coldplay, 방탄소년단",My Universe
2021,40,2021.09.26,2021.10.02,3,신호등,이무진,신호등
2021,40,2021.09.26,2021.10.02,4,Next Level,aespa,Next Level
2021,40,2021.09.26,2021.10.02,5,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,40,2021.09.26,2021.10.02,6,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,40,2021.09.26,2021.10.02,7,Permission to Dance,방탄소년단,Butter / Permission to Dance
2021,41,2021.10.03,2021.10.09,1,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,40,2021.09.26,2021.10.02,8,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,41,2021.10.03,2021.10.09,2,신호등,이무진,신호등
2021,40,2021.09.26,2021.10.02,9,Permission to Dance,방탄소년단,Butter / Permission to Dance
2021,41,2021.10.03,2021.10.09,3,My Universe,"Coldplay, 방탄소년단",My Universe
2021,40,2021.09.26,2021.10.02,10,Weekend,태연 (TAEYEON),Weekend
2021,41,2021.10.03,2021.10.09,4,Savage,aespa,Savage - The 1st Mini Album
2021,40,2021.09.26,2021.10.02,11,Butter,방탄소년단,Butter
2021,41,2021.10.03,2021.10.09,5,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2021,40,2021.09.26,2021.10.02,12,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,41,2021.10.03,2021.10.09,6,Next Level,aespa,Next Level
2021,40,2021.09.26,2021.10.02,13,Bad Habits,Ed Sheeran,Bad Habits
2021,41,2021.10.03,2021.10.09,7,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,40,2021.09.26,2021.10.02,14,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,42,2021.10.10,2021.10.16,1,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2021,41,2021.10.03,2021.10.09,8,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,40,2021.09.26,2021.10.02,15,Bad Habits,Ed Sheeran,Bad Habits
2021,42,2021.10.10,2021.10.16,2,Savage,aespa,Savage - The 1st Mini Album
2021,41,2021.10.03,2021.10.09,9,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,40,2021.09.26,2021.10.02,16,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,42,2021.10.10,2021.10.16,3,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,41,2021.10.03,2021.10.09,10,Weekend,태연 (TAEYEON),Weekend
2021,40,2021.09.26,2021.10.02,17,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST
2021,42,2021.10.10,2021.10.16,4,신호등,이무진,신호등
2021,41,2021.10.03,2021.10.09,11,Permission to Dance,방탄소년단,Butter / Permission to Dance
2021,40,2021.09.26,2021.10.02,18,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5
2021,43,2021.10.17,2021.10.23,1,strawberry moon,아이유 (IU),strawberry moon
2021,42,2021.10.10,2021.10.16,5,신호등,이무진,신호등
2021,41,2021.10.03,2021.10.09,12,Weekend,태연 (TAEYEON),Weekend
2021,40,2021.09.26,2021.10.02,19,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST
2021,43,2021.10.17,2021.10.23,2,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2021,42,2021.10.10,2021.10.16,6,My Universe,"Coldplay, 방탄소년단",My Universe
2021,41,2021.10.03,2021.10.09,13,Permission to Dance,방탄소년단,Butter / Permission to Dance
2021,40,2021.09.26,2021.10.02,20,고백,멜로망스(Melomance),세 번째 `고백`
2021,43,2021.10.17,2021.10.23,3,Savage,aespa,Savage - The 1st Mini Album
2021,42,2021.10.10,2021.10.16,7,Next Level,aespa,Next Level
2021,41,2021.10.03,2021.10.09,14,나의 첫사랑,다비치,나의 첫사랑
2021,40,2021.09.26,2021.10.02,21,너를 생각해,주시크 (Joosiq),너를 생각해
2021,43,2021.10.17,2021.10.23,4,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,42,2021.10.10,2021.10.16,8,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2021,41,2021.10.03,2021.10.09,15,Butter,방탄소년단,Butter
2021,40,2021.09.26,2021.10.02,22,Dynamite,방탄소년단,Dynamite
2021,43,2021.10.17,2021.10.23,5,신호등,이무진,신호등
2021,42,2021.10.10,2021.10.16,9,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,41,2021.10.03,2021.10.09,16,Bad Habits,Ed Sheeran,Bad Habits
2021,40,2021.09.26,2021.10.02,23,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5
2021,43,2021.10.17,2021.10.23,6,My Universe,"Coldplay, 방탄소년단",My Universe
2021,42,2021.10.10,2021.10.16,10,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,41,2021.10.03,2021.10.09,17,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,40,2021.09.26,2021.10.02,24,Queendom,레드벨벳(Red Velvet),Queendom - The 6th Mini Album
2021,43,2021.10.17,2021.10.23,7,Next Level,aespa,Next Level
2021,42,2021.10.10,2021.10.16,11,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집
2021,41,2021.10.03,2021.10.09,18,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,40,2021.09.26,2021.10.02,25,DUMB DUMB,전소미,DUMB DUMB
2021,45,2021.10.31,2021.11.06,1,strawberry moon,아이유 (IU),strawberry moon
2021,43,2021.10.17,2021.10.23,8,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,42,2021.10.10,2021.10.16,12,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,41,2021.10.03,2021.10.09,19,Favorite (Vampire),NCT 127,Favorite - The 3rd Album Repackage
2021,40,2021.09.26,2021.10.02,26,라일락,아이유 (IU),5th Album `LILAC`
2021,45,2021.10.31,2021.11.06,2,Savage,aespa,Savage - The 1st Mini Album
2021,43,2021.10.17,2021.10.23,9,Rock with you,세븐틴,SEVENTEEN 9th Mini Album `Attacca`
2021,42,2021.10.10,2021.10.16,13,너를 생각해,주시크 (Joosiq),너를 생각해
2021,41,2021.10.03,2021.10.09,20,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,40,2021.09.26,2021.10.02,27,Celebrity,아이유 (IU),Celebrity
2021,44,2021.10.24,2021.10.30,1,strawberry moon,아이유 (IU),strawberry moon
2021,45,2021.10.31,2021.11.06,3,Savage,aespa,Savage - The 1st Mini Album
2021,43,2021.10.17,2021.10.23,10,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE
2021,42,2021.10.10,2021.10.16,14,Weekend,태연 (TAEYEON),Weekend
2021,41,2021.10.03,2021.10.09,21,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,40,2021.09.26,2021.10.02,28,DUMB DUMB,전소미,DUMB DUMB
2021,44,2021.10.24,2021.10.30,2,Favorite (Vampire),NCT 127,Favorite - The 3rd Album Repackage
2021,45,2021.10.31,2021.11.06,4,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2021,43,2021.10.17,2021.10.23,11,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,42,2021.10.10,2021.10.16,15,너를 생각해,주시크 (Joosiq),너를 생각해
2021,41,2021.10.03,2021.10.09,22,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST
2021,40,2021.09.26,2021.10.02,29,Queendom,레드벨벳(Red Velvet),Queendom - The 6th Mini Album
2021,44,2021.10.24,2021.10.30,3,Savage,aespa,Savage - The 1st Mini Album
2021,45,2021.10.31,2021.11.06,5,Stay,"The Kid LAROI, Justin Bieber",Stay
2021,43,2021.10.17,2021.10.23,12,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT
2021,42,2021.10.10,2021.10.16,16,Permission to Dance,방탄소년단,Butter / Permission to Dance
