year,week_num,start_date,end_date,rank,music,singer,album
2018,45,2018.11.04,2018.11.10,1,YES or YES,TWICE,YES or YES
2018,45,2018.11.04,2018.11.10,2,너를 만나,폴킴,너를 만나
2018,45,2018.11.04,2018.11.10,3,삐삐,아이유 (IU),삐삐
2018,45,2018.11.04,2018.11.10,4,Tempo,EXO,DON`T MESS UP MY TEMPO - The 5th Album
2018,45,2018.11.04,2018.11.10,5,가을 타나 봐,바이브 (Vibe),가을 타나 봐
2018,45,2018.11.04,2018.11.10,6,고백,양다일,고백
2018,45,2018.11.04,2018.11.10,7,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다
2018,45,2018.11.04,2018.11.10,8,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4
2018,45,2018.11.04,2018.11.10,9,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, Kid Milli, 루피 (Loopy)",쇼미더머니 777 Episode 1
2018,45,2018.11.04,2018.11.10,10,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2018,45,2018.11.04,2018.11.10,11,멋지게 인사하는 법 (Feat. 슬기 of Red Velvet),자이언티(Zion.T),ZZZ
2018,45,2018.11.04,2018.11.10,12,수퍼비와 (Feat. BewhY) (Prod. BewhY),SUPERBEE,쇼미더머니 777 Semi Final
2018,45,2018.11.04,2018.11.10,13,Way Back Home,숀 (SHAUN),Take
2018,45,2018.11.04,2018.11.10,14,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),COLOR*IZ
2018,45,2018.11.04,2018.11.10,15,시간이 들겠지 (Feat. Colde),로꼬 (LOCO),시간이 들겠지
2018,45,2018.11.04,2018.11.10,16,열애중,벤 (Ben),RECIPE
2018,45,2018.11.04,2018.11.10,17,우리 그만하자,로이킴,우리 그만하자
2018,45,2018.11.04,2018.11.10,18,NoNo (Feat. 사이먼 도미닉) (Prod. 코드 쿤스트),루피(Loopy),쇼미더머니 777 Semi Final
2018,45,2018.11.04,2018.11.10,19,Save (Feat. 팔로알토) (Prod. 코드 쿤스트),루피(Loopy),쇼미더머니 777 Episode 3
2018,45,2018.11.04,2018.11.10,20,헤어지는 중,펀치 (Punch),헤어지는 중
2018,45,2018.11.04,2018.11.10,21,사이렌 (Siren),선미,WARNING
2018,45,2018.11.04,2018.11.10,22,꿈처럼 내린,다비치,뷰티 인사이드 OST Part.3
2018,45,2018.11.04,2018.11.10,23,너는 어땠을까,노을,별
2018,45,2018.11.04,2018.11.10,24,이별길 (GOODBYE ROAD),iKON,NEW KIDS : THE FINAL
2018,45,2018.11.04,2018.11.10,25,IDOL,방탄소년단,LOVE YOURSELF 結 `Answer`
2018,45,2018.11.04,2018.11.10,26,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP
2018,45,2018.11.04,2018.11.10,27,IndiGO,"저스디스 (JUSTHIS), Kid Milli, NO:EL, 영비 (Young B)",IM
2018,45,2018.11.04,2018.11.10,28,지나오다,닐로 (Nilo),About You
2018,45,2018.11.04,2018.11.10,29,flex (Prod. By 기리보이),"기리보이, Kid Milli, NO:EL, 스윙스 (Swings)",Dingo X Indigo Music
2018,45,2018.11.04,2018.11.10,30,이별하러 가는 길,임한별,이별하러 가는 길
2018,45,2018.11.04,2018.11.10,31,Goodbye,웬디 (WENDY),뷰티 인사이드 OST Part.6
2018,45,2018.11.04,2018.11.10,32,미안해,양다일,inside
2018,45,2018.11.04,2018.11.10,33,밤편지,아이유 (IU),밤편지
2018,45,2018.11.04,2018.11.10,34,Dance The Night Away,TWICE,Summer Nights
2018,45,2018.11.04,2018.11.10,35,비,폴킴,비
2018,45,2018.11.04,2018.11.10,36,사임사임 (Feat. CHANGMO),"Coogie, SUPERBEE, D.Ark",쇼미더머니 777 Episode 1
2018,45,2018.11.04,2018.11.10,37,"하루살이 (Feat. 설리, Rad Museum)",DEAN,하루살이
2018,45,2018.11.04,2018.11.10,38,여행,볼빨간사춘기,Red Diary Page.2
2018,45,2018.11.04,2018.11.10,39,Gravity,EXO,DON`T MESS UP MY TEMPO - The 5th Album
2018,45,2018.11.04,2018.11.10,40,그때 헤어지면 돼,로이킴,그때 헤어지면 돼
2018,45,2018.11.04,2018.11.10,41,가을 안부,먼데이 키즈 (Monday Kiz),가을 안부
2018,45,2018.11.04,2018.11.10,42,POP/STARS,"(여자)아이들, Madison Beer, Jaira Burns",POP/STARS
2018,45,2018.11.04,2018.11.10,43,닿은 순간 (Ooh La La La),EXO,DON`T MESS UP MY TEMPO - The 5th Album
2018,45,2018.11.04,2018.11.10,44,FAKE LOVE,방탄소년단,LOVE YOURSELF 轉 `Tear`
2018,45,2018.11.04,2018.11.10,45,Power Up,레드벨벳(Red Velvet),Summer Magic - Summer Mini Album
2018,45,2018.11.04,2018.11.10,46,사랑을 했다 (LOVE SCENARIO),iKON,Return
2018,45,2018.11.04,2018.11.10,47,선물,멜로망스(Melomance),Moonlight
2018,45,2018.11.04,2018.11.10,48,동화,멜로망스(Melomance),The Fairy Tale
2018,45,2018.11.04,2018.11.10,49,그날처럼,장덕철,그날처럼
2018,45,2018.11.04,2018.11.10,50,너나 해 (Egotistic),마마무 (Mamamoo),RED MOON
2018,45,2018.11.04,2018.11.10,51,잘 지내요,정승환,라이프 OST Part 6
2018,45,2018.11.04,2018.11.10,52,Forever Young,BLACKPINK,SQUARE UP
2018,45,2018.11.04,2018.11.10,53,24/7,EXO,DON`T MESS UP MY TEMPO - The 5th Album
