year,week_num,start_date,end_date,rank,music,singer,album
2020,21,2020.05.17,2020.05.23,1,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2020,21,2020.05.17,2020.05.23,2,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,21,2020.05.17,2020.05.23,3,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,나비와 고양이
2020,21,2020.05.17,2020.05.23,4,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2020,21,2020.05.17,2020.05.23,5,Punch,NCT 127,NCT #127 Neo Zone The Final Round The 2nd Album Repackage
2020,21,2020.05.17,2020.05.23,6,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2020,21,2020.05.17,2020.05.23,7,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2020,22,2020.05.24,2020.05.30,1,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2020,21,2020.05.17,2020.05.23,8,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4
2020,22,2020.05.24,2020.05.30,2,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2020,21,2020.05.17,2020.05.23,9,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2020,22,2020.05.24,2020.05.30,3,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,21,2020.05.17,2020.05.23,10,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2020,22,2020.05.24,2020.05.30,4,Candy,백현 (BAEKHYUN),Delight - The 2nd Mini Album
2020,21,2020.05.17,2020.05.23,11,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA
2020,22,2020.05.24,2020.05.30,5,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2020,21,2020.05.17,2020.05.23,12,그대 고운 내사랑,어반 자카파 (Urban Zakapa),슬기로운 의사생활 OST Part 5
2020,22,2020.05.24,2020.05.30,6,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,나비와 고양이
2020,21,2020.05.17,2020.05.23,13,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK
2020,22,2020.05.24,2020.05.30,7,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2020,21,2020.05.17,2020.05.23,14,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2020,23,2020.05.31,2020.06.06,1,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2020,22,2020.05.24,2020.05.30,8,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2020,21,2020.05.17,2020.05.23,15,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA
2020,23,2020.05.31,2020.06.06,2,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2020,22,2020.05.24,2020.05.30,9,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4
2020,21,2020.05.17,2020.05.23,16,Candy,백현 (BAEKHYUN),Delight - The 2nd Mini Album
2020,23,2020.05.31,2020.06.06,3,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,22,2020.05.24,2020.05.30,10,깡 Official Remix,"식케이, pH-1, 박재범, 김하온",깡 Official Remix
2020,21,2020.05.17,2020.05.23,17,아무노래,지코 (ZICO),아무노래
2020,23,2020.05.31,2020.06.06,4,MORE & MORE,TWICE,MORE & MORE
2020,22,2020.05.24,2020.05.30,11,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2020,21,2020.05.17,2020.05.23,18,Blueming,아이유 (IU),Love poem
2020,23,2020.05.31,2020.06.06,5,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2020,22,2020.05.24,2020.05.30,12,그대 고운 내사랑,어반 자카파 (Urban Zakapa),슬기로운 의사생활 OST Part 5
2020,21,2020.05.17,2020.05.23,19,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8
2020,23,2020.05.31,2020.06.06,6,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12
2020,22,2020.05.24,2020.05.30,13,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2020,21,2020.05.17,2020.05.23,20,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK
2020,24,2020.06.07,2020.06.13,1,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2020,23,2020.05.31,2020.06.06,7,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,나비와 고양이
2020,22,2020.05.24,2020.05.30,14,아무노래,지코 (ZICO),아무노래
2020,21,2020.05.17,2020.05.23,21,Dance Monkey,Tones And I,Dance Monkey
2020,24,2020.06.07,2020.06.13,2,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,23,2020.05.31,2020.06.06,8,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2
2020,22,2020.05.24,2020.05.30,15,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA
2020,21,2020.05.17,2020.05.23,22,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK
2020,24,2020.06.07,2020.06.13,3,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2020,23,2020.05.31,2020.06.06,9,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12
2020,22,2020.05.24,2020.05.30,16,Memories,Maroon 5,Memories
2020,21,2020.05.17,2020.05.23,23,어떻게 지내,오반 (OVAN),어떻게 지내
2020,24,2020.06.07,2020.06.13,4,깡 Official Remix,"식케이, pH-1, 박재범, 김하온",깡 Official Remix
2020,23,2020.05.31,2020.06.06,10,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2020,22,2020.05.24,2020.05.30,17,Blueming,아이유 (IU),Love poem
2020,21,2020.05.17,2020.05.23,24,ON,방탄소년단,MAP OF THE SOUL : 7
2020,24,2020.06.07,2020.06.13,5,MORE & MORE,TWICE,MORE & MORE
2020,23,2020.05.31,2020.06.06,11,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4
2020,22,2020.05.24,2020.05.30,18,METEOR,창모 (CHANGMO),Boyhood
2020,21,2020.05.17,2020.05.23,25,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8
2020,25,2020.06.14,2020.06.20,1,Downtown Baby,블루 (BLOO),Downtown Baby
2020,24,2020.06.07,2020.06.13,6,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),Oneiric Diary (幻想日記)
2020,23,2020.05.31,2020.06.06,12,Memories,Maroon 5,Memories
2020,22,2020.05.24,2020.05.30,19,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA
2020,21,2020.05.17,2020.05.23,26,덤더럼(Dumhdurum),에이핑크 (Apink),LOOK
2020,25,2020.06.14,2020.06.20,2,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2020,24,2020.06.07,2020.06.13,7,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2020,23,2020.05.31,2020.06.06,13,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12
2020,22,2020.05.24,2020.05.30,20,Dance Monkey,Tones And I,Dance Monkey
2020,21,2020.05.17,2020.05.23,27,2002,Anne-Marie,Speak Your Mind (Deluxe)
2020,25,2020.06.14,2020.06.20,3,아로하,조정석,슬기로운 의사생활 OST Part 3
2020,24,2020.06.07,2020.06.13,8,깡 Official Remix,"식케이, pH-1, 박재범, 김하온",깡 Official Remix
2020,23,2020.05.31,2020.06.06,14,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2020,22,2020.05.24,2020.05.30,21,METEOR,창모 (CHANGMO),Boyhood
2020,21,2020.05.17,2020.05.23,28,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2020,25,2020.06.14,2020.06.20,4,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2020,24,2020.06.07,2020.06.13,9,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,나비와 고양이
2020,23,2020.05.31,2020.06.06,15,아무노래,지코 (ZICO),아무노래
2020,22,2020.05.24,2020.05.30,22,Don`t Start Now,Dua Lipa,Don`t Start Now
