,year,week_num,start_date,end_date,rank,music,singer,album
0,2015,40,2015.09.27,2015.10.03,1,바람이나 좀 쐐 (Feat. MIWOO),Gary (개리),2002
1,2015,40,2015.09.27,2015.10.03,2,어깨,"소유 (SOYOU), 권정열",어깨
2,2015,40,2015.09.27,2015.10.03,3,보통연애 (Feat. 박보람),박경,보통연애
3,2015,40,2015.09.27,2015.10.03,4,취향저격,iKON,WELCOME BACK
4,2015,40,2015.09.27,2015.10.03,5,커피 (Prod. by G-Park 박명수),"유재환, 김예림",커피 (Prod. by G-Park 박명수)
5,2015,40,2015.09.27,2015.10.03,6,또 다시 사랑,임창정,또 다시 사랑
6,2015,40,2015.09.27,2015.10.03,7,Dumb Dumb,레드벨벳(Red Velvet),The Red - The 1st Album
7,2015,40,2015.09.27,2015.10.03,8,엉덩이 (Feat. 박재범),Gary (개리),2002
8,2015,40,2015.09.27,2015.10.03,9,레옹,"이유 갓지(GOD G)않은이유(박명수, 아이유)",무한도전 영동고속도로 가요제
9,2015,40,2015.09.27,2015.10.03,10,그렇게 됐어,플라이 투 더 스카이 (Fly To The Sky),Love & Hate
10,2015,40,2015.09.27,2015.10.03,11,겁 (Feat. 태양),MINO (송민호),쇼미더머니 4 Episode 5
11,2015,40,2015.09.27,2015.10.03,12,Lion Heart,소녀시대,Lion Heart - The 5th Album
12,2015,40,2015.09.27,2015.10.03,13,Girl Crush,마마무 (Mamamoo),이니시아 네스트 OST
13,2015,40,2015.09.27,2015.10.03,14,오늘부터 우리는 (Me gustas tu),여자친구 (GFRIEND),2nd Mini Album `Flower Bud`
14,2015,40,2015.09.27,2015.10.03,15,맙소사,"황태지(황광희, 태양, 지드래곤)",무한도전 영동고속도로 가요제
15,2015,40,2015.09.27,2015.10.03,16,Okey Dokey,"MINO (송민호), 지코 (ZICO)",쇼미더머니 4 Episode 6
16,2015,40,2015.09.27,2015.10.03,17,오빠차,"인크레더블, 타블로, 지누션",쇼미더머니 4 Episode 4
17,2015,40,2015.09.27,2015.10.03,18,음악이 아니었다면 (Prod. by 버벌진트),"트루디, 치타 (CHEETAH)",언프리티 랩스타2 Track 3
18,2015,40,2015.09.27,2015.10.03,19,스폰서 ($ponsor),"으뜨거따시(하하, 자이언티)",무한도전 영동고속도로 가요제
19,2015,40,2015.09.27,2015.10.03,20,뚝방의 꿈 (Feat. 존 박),Gary (개리),2002
20,2015,40,2015.09.27,2015.10.03,21,위잉위잉,혁오 (hyukoh),20
21,2015,40,2015.09.27,2015.10.03,22,거북선 (Feat. 팔로알토),"자메즈 (Ja Mezz), 앤덥(Andup), MINO (송민호)",쇼미더머니 4 Episode 2
22,2015,40,2015.09.27,2015.10.03,23,우리 사랑하지 말아요,BIGBANG (빅뱅),E
23,2015,40,2015.09.27,2015.10.03,24,이렇게 우리,백아연,용팔이 OST - Part 4
24,2015,40,2015.09.27,2015.10.03,25,멋진헛간,"오대천왕(정형돈, 밴드 혁오)",무한도전 영동고속도로 가요제
25,2015,40,2015.09.27,2015.10.03,26,내게 와줘서,케이윌 (K.Will),용팔이 OST Part 5
26,2015,40,2015.09.27,2015.10.03,27,뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅),A
27,2015,40,2015.09.27,2015.10.03,28,양화대교,자이언티(Zion.T),양화대교
28,2015,40,2015.09.27,2015.10.03,29,I`m So Sexy,"댄싱게놈(유재석, JYP)",무한도전 영동고속도로 가요제
29,2015,40,2015.09.27,2015.10.03,30,사이먼 도미닉,사이먼 도미닉 (Simon Dominic),사이먼 도미닉
30,2015,40,2015.09.27,2015.10.03,31,가슴 뛰도록,SG 워너비,THE VOICE
31,2015,40,2015.09.27,2015.10.03,32,음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo),Pink Funky
32,2015,40,2015.09.27,2015.10.03,33,미워해야 한다면,플라이 투 더 스카이 (Fly To The Sky),Love & Hate
33,2015,40,2015.09.27,2015.10.03,34,언프리티 랩스타 (Don`t stop) (Prod. by D.O),언프리티 랩스타 2,언프리티 랩스타 2 Track 1
34,2015,40,2015.09.27,2015.10.03,35,쎈언니,제시(Jessi),쎈언니
35,2015,40,2015.09.27,2015.10.03,36,꺼내 먹어요,자이언티(Zion.T),Eat
36,2015,40,2015.09.27,2015.10.03,37,와리가리,혁오 (hyukoh),22
37,2015,40,2015.09.27,2015.10.03,38,이럴거면 그러지말지 (Feat. 영현),백아연,이럴거면 그러지말지
38,2015,40,2015.09.27,2015.10.03,39,신데렐라 (Cinderella),씨엔블루 (CNBLUE),2gether
39,2015,40,2015.09.27,2015.10.03,40,심쿵해 (Heart Attack),AOA,Heart Attack
40,2015,40,2015.09.27,2015.10.03,41,허해 (Feat. 영준 of Brown Eyed Soul),Gary (개리),2002
41,2015,40,2015.09.27,2015.10.03,42,잘나가서 그래 (Feat. 정일훈 of BTOB),현아 (HyunA),A+
42,2015,40,2015.09.27,2015.10.03,43,하루의 끝 (End of a day),종현 (JONGHYUN),종현 소품집 `이야기 Op.1`
43,2015,40,2015.09.27,2015.10.03,44,"SHIPAPA (Feat. 정인, MIWOO)",Gary (개리),2002
44,2015,40,2015.09.27,2015.10.03,45,쩔어 (GD&T.O.P),BIGBANG (빅뱅),E
45,2015,40,2015.09.27,2015.10.03,46,가끔,지아 (Zia),그녀는 예뻤다 OST Part 2
46,2015,40,2015.09.27,2015.10.03,47,IF YOU,BIGBANG (빅뱅),D
47,2015,40,2015.09.27,2015.10.03,48,I Feel You,원더걸스 (Wonder Girls),REBOOT
48,2015,40,2015.09.27,2015.10.03,49,SHAKE IT,씨스타 (Sistar),SHAKE IT
49,2015,40,2015.09.27,2015.10.03,50,어차피 잘 될 놈 (루져 날다) (Feat. Koonta),Gary (개리),2002
50,2015,40,2015.09.27,2015.10.03,51,Remember,에이핑크 (Apink),Pink MEMORY
51,2015,40,2015.09.27,2015.10.03,52,그 남잔 말야,엠씨더맥스 (M.C The Max),냄새를 보는 소녀 OST Part 5
52,2015,40,2015.09.27,2015.10.03,53,Sugar,Maroon 5,V (Deluxe Edition)
53,2015,40,2015.09.27,2015.10.03,54,Oasis (Feat. ZICO),크러쉬 (CRUSH),Oasis
54,2015,40,2015.09.27,2015.10.03,55,Solo (Feat. Hoody),박재범,Solo
55,2015,40,2015.09.27,2015.10.03,56,BAE BAE,BIGBANG (빅뱅),M
56,2015,40,2015.09.27,2015.10.03,57,마음,아이유 (IU),마음
57,2015,40,2015.09.27,2015.10.03,58,맨정신,BIGBANG (빅뱅),D
58,2015,40,2015.09.27,2015.10.03,59,랩해 (Feat. DJ Pumkin),Gary (개리),2002
59,2015,40,2015.09.27,2015.10.03,60,예뻐서 (You`re beautiful),유승우,예뻐서
60,2015,40,2015.09.27,2015.10.03,61,"둥둥 (Feat. Skull, Deepflow)",Gary (개리),2002
61,2015,40,2015.09.27,2015.10.03,62,좋은 기억,SG 워너비,THE VOICE
62,2015,40,2015.09.27,2015.10.03,63,아끼지마 (Don`t Be Shy) (Feat. 초아 (AOA) & 아이언),프라이머리 (Primary),2-3
63,2015,40,2015.09.27,2015.10.03,64,moneyflow (다 비켜봐),"MINO (송민호), 지코 (ZICO), 팔로알토(Paloalto)",쇼미더머니 4 Episode 3
64,2015,40,2015.09.27,2015.10.03,65,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",냄새를 보는 소녀 OST Part 2
65,2015,40,2015.09.27,2015.10.03,66,밥 한 끼 해요 (feat. 윤보미 Of Apink),윤현상,밥 한 끼 해요
66,2015,40,2015.09.27,2015.10.03,67,ON IT + BO$$,"릴보이(Lil Boi), 로꼬 (LOCO), 박재범",쇼미더머니 4 Episode 4
67,2015,40,2015.09.27,2015.10.03,68,LOSER,BIGBANG (빅뱅),M
68,2015,40,2015.09.27,2015.10.03,69,ALCOHOL FEELING (Feat. 정인),Gary (개리),2002
69,2015,40,2015.09.27,2015.10.03,70,My Life (Feat. 효린 of 씨스타),"상주나(정준하, 윤상)",무한도전 영동고속도로 가요제
70,2015,40,2015.09.27,2015.10.03,71,Stand Up (Feat. 마마무),베이식(Basick),쇼미더머니 4 Episode 5
71,2015,40,2015.09.27,2015.10.03,72,사랑할수록 (화생방실 클레오파트라),화생방실 클레오파트라,복면가왕 14회
72,2015,40,2015.09.27,2015.10.03,73,내가 할 수 있는 건 (Feat. 제시),블랙넛(Black Nut),쇼미더머니 4 Episode 5
