,year,week_num,start_date,end_date,rank,music,singer,album
0,2018,1,2017.12.31,2018.01.06,1,겨울소리,박효신,겨울소리
1,2018,1,2017.12.31,2018.01.06,2,instagram,DEAN,instagram
2,2018,1,2017.12.31,2018.01.06,3,비행운,문문 (MoonMoon),LIFE IS BEAUTY FULL
3,2018,1,2017.12.31,2018.01.06,4,Heart Shaker,TWICE,Merry & Happy
4,2018,1,2017.12.31,2018.01.06,5,그날처럼,장덕철,그날처럼
5,2018,1,2017.12.31,2018.01.06,6,선물,멜로망스(Melomance),Moonlight
6,2018,1,2017.12.31,2018.01.06,7,기억의 빈자리,나얼,기억의 빈자리
7,2018,1,2017.12.31,2018.01.06,8,밤이 되니까,펀치 (Punch),밤이 되니까
8,2018,1,2017.12.31,2018.01.06,9,좋아,"윤종신, 민서",2017 월간 윤종신 11월호
9,2018,1,2017.12.31,2018.01.06,10,좋니,윤종신,LISTEN 010 좋니
10,2018,1,2017.12.31,2018.01.06,11,피카부 (Peek-A-Boo),레드벨벳(Red Velvet),Perfect Velvet - The 2nd Album
11,2018,1,2017.12.31,2018.01.06,12,Lonely (Feat. 태연),종현 (JONGHYUN),종현 소품집 `이야기 Op.2`
12,2018,1,2017.12.31,2018.01.06,13,Universe,EXO,"Universe - 겨울 스페셜 앨범, 2017"
13,2018,1,2017.12.31,2018.01.06,14,LIKEY,TWICE,twicetagram
14,2018,1,2017.12.31,2018.01.06,15,눈 (Feat. 이문세),자이언티(Zion.T),눈
15,2018,1,2017.12.31,2018.01.06,16,Havana (Feat. Young Thug),Camila Cabello,Camila
16,2018,1,2017.12.31,2018.01.06,17,all of my life,박원,0M
17,2018,1,2017.12.31,2018.01.06,18,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa),"그때의 나, 그때의 우리"
18,2018,1,2017.12.31,2018.01.06,19,Beautiful,Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU)
19,2018,1,2017.12.31,2018.01.06,20,DNA,방탄소년단,LOVE YOURSELF 承 `Her`
20,2018,1,2017.12.31,2018.01.06,21,썸 탈꺼야,볼빨간사춘기,Red Diary Page.1
21,2018,1,2017.12.31,2018.01.06,22,그리워하다,비투비 (BTOB),Brother Act.
22,2018,1,2017.12.31,2018.01.06,23,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH),WE`VE DONE SOMETHING WONDERFUL
23,2018,1,2017.12.31,2018.01.06,24,시차 (We Are) (Feat. 로꼬 & GRAY),우원재,시차 (We Are)
24,2018,1,2017.12.31,2018.01.06,25,이 별,길구봉구,Star
25,2018,1,2017.12.31,2018.01.06,26,가시나,선미,SUNMI SPECIAL EDITION [가시나]
26,2018,1,2017.12.31,2018.01.06,27,Santa Tell Me,Ariana Grande,Santa Tell Me
27,2018,1,2017.12.31,2018.01.06,28,밤편지,아이유 (IU),밤편지
28,2018,1,2017.12.31,2018.01.06,29,Shape of You,Ed Sheeran,÷ (Deluxe)
29,2018,1,2017.12.31,2018.01.06,30,There`s Nothing Holdin` Me Back,Shawn Mendes,Illuminate (New Deluxe Ver.)
30,2018,1,2017.12.31,2018.01.06,31,그 사람을 아나요,임창정,그 사람을 아나요
31,2018,1,2017.12.31,2018.01.06,32,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
32,2018,1,2017.12.31,2018.01.06,33,미안해,양다일,inside
33,2018,1,2017.12.31,2018.01.06,34,한숨,이하이,SEOULITE
34,2018,1,2017.12.31,2018.01.06,35,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9
35,2018,1,2017.12.31,2018.01.06,36,칠해줘,마마무 (Mamamoo),칠해줘
36,2018,1,2017.12.31,2018.01.06,37,나의 사춘기에게,볼빨간사춘기,Red Diary Page.1
37,2018,1,2017.12.31,2018.01.06,38,바보야,허각,바보야
38,2018,1,2017.12.31,2018.01.06,39,노력,박원,1/24
39,2018,1,2017.12.31,2018.01.06,40,봄날,방탄소년단,YOU NEVER WALK ALONE
40,2018,1,2017.12.31,2018.01.06,41,덜덜덜,EXID,Full Moon
41,2018,1,2017.12.31,2018.01.06,42,에너제틱 (Energetic),Wanna One (워너원),1X1=1(TO BE ONE)
42,2018,1,2017.12.31,2018.01.06,43,뻔한 이별,"소유 (SOYOU), 성시경",소유X성시경 `뻔한 이별`
43,2018,1,2017.12.31,2018.01.06,44,바보에게 바보가,지아 (Zia),바보에게 바보가
44,2018,1,2017.12.31,2018.01.06,45,빨간 맛 (Red Flavor),레드벨벳(Red Velvet),The Red Summer - Summer Mini Album
45,2018,1,2017.12.31,2018.01.06,46,Blue,볼빨간사춘기,Red Diary Page.1
46,2018,1,2017.12.31,2018.01.06,47,마지막처럼,BLACKPINK,마지막처럼
47,2018,1,2017.12.31,2018.01.06,48,눈 떠보니 이별이더라,포맨 (4Men),REMEMBER ME
48,2018,1,2017.12.31,2018.01.06,49,This Christmas,태연 (TAEYEON),This Christmas Winter is Coming
49,2018,1,2017.12.31,2018.01.06,50,Ko Ko Bop,EXO,THE WAR - The 4th Album
50,2018,1,2017.12.31,2018.01.06,51,매일 듣는 노래 (A Daily Song),황치열,Be ordinary
51,2018,1,2017.12.31,2018.01.06,52,REALLY REALLY,위너(WINNER),FATE NUMBER FOR
52,2018,1,2017.12.31,2018.01.06,53,빈차 (Feat. 오혁),에픽하이 (EPIK HIGH),WE`VE DONE SOMETHING WONDERFUL
53,2018,1,2017.12.31,2018.01.06,54,좋았을걸,헤이즈 (Heize),슬기로운 감빵생활 OST Part 5
