Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,new,"

맛 (Hot Sauce)
NCT DREAM | 맛 (Hot Sauce) - The 1st Album","34,284,320","SM Entertainment
Dreamus",,
2,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","27,346,178","브레이브 엔터테인먼트
케미컬레코드",,
3,1,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","26,073,907","RBMG/Def Jam
Universal Music",,
4,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","24,611,721","EDAM엔터테인먼트
Kakao Entertainment",,
5,1,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","21,905,260","브레이브 엔터테인먼트
Kakao Entertainment",,
6,-,"

Celebrity
아이유 (IU) | Celebrity","20,365,253","EDAM엔터테인먼트
Kakao Entertainment",,
7,2,"

Timeless
SG 워너비 | SG Wanna Be+","20,250,967","Stone Music Entertainment
지니뮤직",,
8,new,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","20,183,659","WM엔터테인먼트
Sony Music",,
9,2,"

라라라
SG 워너비 | My Friend","17,187,708","Stone Music Entertainment
지니뮤직",,
10,1,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","16,388,859","JYP Entertainment
Dreamus",,
11,2,"

Dynamite
방탄소년단 | Dynamite","15,099,408","BIGHIT MUSIC / HYBE
YG PLUS",,
12,4,"

Coin
아이유 (IU) | 5th Album `LILAC`","14,308,757","EDAM엔터테인먼트
Kakao Entertainment",,
13,3,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","14,093,413","더그루브엔터테인먼트
Kakao Entertainment",,
14,HOT,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","13,693,317","글로벌에이치미디어
인터파크",,
15,3,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","13,247,180","TOON STUDIO, 느을
Kakao Entertainment",,
16,3,"

내사람
SG 워너비 | The Precious History","12,837,627","Stone Music Entertainment
지니뮤직",,
17,3,"

On The Ground
로제 (ROSE) | R","12,578,188","YG Entertainment
YG PLUS",,
18,3,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","12,421,603","꿈의엔진
Kakao Entertainment",,
19,-,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","11,752,170","뮤직디자인
Kakao Entertainment",,
20,11,"

ASAP
STAYC(스테이씨) | STAYDOM","11,549,043","하이업엔터테인먼트
Kakao Entertainment",,
21,4,"

그냥 안아달란 말야
다비치 | 그냥 안아달란 말야","11,468,019","Stone Music Entertainment
지니뮤직",,
22,2,"

멜로디
ASH ISLAND | 멜로디","11,424,283","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
23,7,"

살다가
SG 워너비 | 살다가","11,339,681","Stone Music Entertainment
지니뮤직",,
24,6,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","11,319,141","영앤리치 레코즈
Kakao Entertainment",,
25,5,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","11,185,025","EDAM엔터테인먼트
Kakao Entertainment",,
26,5,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","11,151,550","버스커버스커
Kakao Entertainment",,
27,4,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","10,544,784","TOON STUDIO
Kakao Entertainment",,
28,6,"

Blueming
아이유 (IU) | Love poem","10,512,954","Kakao Entertainment
Kakao Entertainment",,
29,4,"

Lovesick Girls
BLACKPINK | THE ALBUM","10,443,374","YG Entertainment
YG PLUS",,
30,4,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","10,270,657","EDAM엔터테인먼트
Kakao Entertainment",,
31,4,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","9,754,122","TOON STUDIO, 느을
Kakao Entertainment",,
32,4,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","9,512,030","Stone Music Entertainment
지니뮤직",,
33,4,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","9,426,891","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
34,-,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","9,383,469","YG Entertainment
YG PLUS",,
35,4,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","9,206,679","WM엔터테인먼트
Sony Music",,
36,3,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","9,130,614","TOON STUDIO, 느을
Kakao Entertainment",,
37,1,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","8,813,505","Columbia
Sony Music",,
38,-,"

12:45 (Stripped)
Etham | 12:45 (Stripped)","8,550,845","Virgin EMI
Universal Music",,
39,2,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","8,515,149","SM Entertainment
Dreamus",,
40,8,"

너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
케이시 (Kassy) | 너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)","8,439,477","넥스타엔터테인먼트
Kakao Entertainment",,
41,1,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","8,428,286","뮤니콘
Kakao Entertainment",,
42,1,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","8,390,734","Atlantic Records UK
Warner Music",,
43,1,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","8,371,464","BORN
Kakao Entertainment",,
44,-,"

추억은 만남보다 이별에 남아
정동하 | 추억은 만남보다 이별에 남아","8,200,449","뮤직원 컴퍼니
Kakao Entertainment",,
45,8,"

아이와 나의 바다
아이유 (IU) | 5th Album `LILAC`","8,196,525","EDAM엔터테인먼트
Kakao Entertainment",,
46,11,"

봄 안녕 봄
아이유 (IU) | 5th Album `LILAC`","8,165,442","EDAM엔터테인먼트
Kakao Entertainment",,
47,29,"

불어온다
하이라이트(Highlight) | The Blowing","8,082,869","어라운드 어스
Kakao Entertainment",,
48,2,"

METEOR
창모 (CHANGMO) | Boyhood","8,077,652","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
49,2,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","7,823,171","예스아이엠엔터테인먼트
인터파크",,
50,10,"

살짝 설렜어 (Nonstop)
오마이걸 (OH MY GIRL) | NONSTOP","7,563,609","WM엔터테인먼트
Sony Music",,
51,2,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,499,346","BIGHIT MUSIC / HYBE
YG PLUS",,
52,2,"

Life Goes On
방탄소년단 | BE","7,467,973","BIGHIT MUSIC / HYBE
YG PLUS",,
53,8,"

Flu
아이유 (IU) | 5th Album `LILAC`","7,328,096","EDAM엔터테인먼트
Kakao Entertainment",,
54,3,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,296,261","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
55,1,"

너의 번호를 누르고 (Prod. 영화처럼)
#안녕 | 너의 번호를 누르고","7,251,261","시애틀뮤직
Warner Music",,
56,35,"

Off My Face
Justin Bieber | Justice","7,232,471","RBMG/Def Jam
Universal Music",,
57,2,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","7,188,981","씨제스엔터테인먼트
Kakao Entertainment",,
58,2,"

봄날
방탄소년단 | YOU NEVER WALK ALONE","7,139,069","BIGHIT MUSIC / HYBE
YG PLUS",,
59,7,"

Love poem
아이유 (IU) | Love poem","7,092,169","Kakao Entertainment
Kakao Entertainment",,
60,2,"

Memories
Maroon 5 | Memories","7,084,144","222 Records/Interscope Records
Universal Music",,
61,2,"

How You Like That
BLACKPINK | How You Like That","7,070,978","YG Entertainment
YG PLUS",,
62,-,"

이렇게 좋아해 본 적이 없어요
CHEEZE (치즈) | 이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST","7,070,599","모스트콘텐츠, 니즈뮤직
NHN벅스",,
63,15,"

죄와 벌
SG 워너비 | 살다가","7,041,645","Stone Music Entertainment
지니뮤직",,
64,new,"

닫힌엔딩 (Closed Ending)
숀 (SHAUN) | #0055b7","6,986,371","285
Warner Music",,
65,8,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","6,947,709","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
66,17,"

기다릴게
하동균, 봉구 | 기다릴게","6,875,785","방구석 캐스팅
Kakao Entertainment",,
67,2,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","6,701,503","로맨틱팩토리
Kakao Entertainment",,
68,5,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","6,642,660","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
69,2,"

오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)
마크툽 (Maktub) | Red Moon : To You My Light","6,520,823","MAKTUB Company
Warner Music",,
70,4,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","6,506,831","TOON STUDIO, 느을
Kakao Entertainment",,
71,1,"

When We Disco (Duet with 선미)
박진영 | When We Disco","6,338,907","JYP Entertainment
Dreamus",,
72,11,"

돌림노래 (Feat. DEAN)
아이유 (IU) | 5th Album `LILAC`","6,331,354","EDAM엔터테인먼트
Kakao Entertainment",,
73,2,"

너를 만나
폴킴 | 너를 만나","6,269,376","뉴런뮤직
Kakao Entertainment",,
74,6,"

고백 (바른연애 길잡이 X 허각)
허각 | 고백 (바른연애 길잡이 X 허각) OST","6,245,625","TOON STUDIO, 느을
Kakao Entertainment",,
75,11,"

아리랑
SG 워너비 | The Sentimental Chord","6,210,653","다날엔터테인먼트
다날엔터테인먼트",,
76,new,"

고래 (Dive Into You)
NCT DREAM | 맛 (Hot Sauce) - The 1st Album","6,157,895","SM Entertainment
Dreamus",,
77,3,"

Dance Monkey
Tones And I | Dance Monkey","6,126,038","Elektra
Warner Music",,
78,9,"

함께 했는데 이별은 나 혼자인 거야
소정 | 함께 했는데 이별은 나 혼자인 거야","6,089,151","플렉스엠, 니즈뮤직
NHN벅스",,
79,7,"

마음을 드려요
아이유 (IU) | 사랑의 불시착 OST Part 11","6,073,610","EDAM엔터테인먼트
Kakao Entertainment",,
80,new,"

Outerspace (Feat. 로꼬)
강다니엘 | Outerspace","5,871,342","클렙
Warner Music",,
81,6,"

Paris In The Rain
Lauv | I met you when I was 18. (the playlist)","5,810,224","뮤직테이블
NHN벅스",,
82,HOT,"

응급실 (2021)
황인욱 | 응급실 (2021)","5,730,405","How엔터테인먼트
NHN벅스",,
83,10,"

에필로그
아이유 (IU) | 5th Album `LILAC`","5,624,366","EDAM엔터테인먼트
Kakao Entertainment",,
84,6,"

시작
가호 (Gaho) | 이태원 클라쓰 OST Part.2","5,589,771","블렌딩
블렌딩",,
85,8,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","5,570,736","메이저나인
지니뮤직",,
86,7,"

우리 왜 헤어져야 해
신예영 | 우리 왜 헤어져야 해","5,517,813","스튜디오 오드리
Kakao Entertainment",,
87,6,"

Don`t Start Now
Dua Lipa | Don`t Start Now","5,473,490","Warner Records
Warner Music",,
88,new,"

우리의 계절 (My Youth)
NCT DREAM | 맛 (Hot Sauce) - The 1st Album","5,448,728","SM Entertainment
Dreamus",,
89,7,"

우린 어쩌다 헤어진 걸까
허각 | Hello","5,363,821","플레이엠엔터테인먼트
Kakao Entertainment",,
90,14,"

Gone
로제 (ROSE) | R","5,294,616","YG Entertainment
YG PLUS",,
91,5,"

딩가딩가 (Dingga)
마마무 (Mamamoo) | 딩가딩가 (Dingga)","5,257,174","RBW
Kakao Entertainment",,
92,12,"

되풀이
임창정 | 펜트하우스2 OST Part.1","5,156,692","SBS 콘텐츠허브
Dreamus",,
93,new,"

서울의 잠 못 이루는 밤 (Feat. 이수현)
10cm | 5.2","5,155,651","매직스트로베리사운드
Kakao Entertainment",,
94,7,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","5,147,688","Stone Music Entertainment
지니뮤직",,
95,6,"

거짓말이라도 해서 널 보고싶어
백지영 | 거짓말이라도 해서 널 보고싶어","5,141,577","트라이어스
Kakao Entertainment",,
