Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

strawberry moon
아이유 (IU) | strawberry moon","35,088,812","EDAM엔터테인먼트
Kakao Entertainment",,
2,new,"

Favorite (Vampire)
NCT 127 | Favorite - The 3rd Album Repackage","27,025,488","SM Entertainment
Dreamus",,
3,-,"

Savage
aespa | Savage - The 1st Mini Album","24,700,761","SM Entertainment
Dreamus",,
4,2,"

사랑은 늘 도망가
임영웅 | 신사와 아가씨 OST Part.2","22,072,233","모스트콘텐츠
NHN벅스",,
5,1,"

Stay
The Kid LAROI, Justin Bieber | Stay","21,008,635","Columbia
Sony Music",,
6,21,"

Rock with you
세븐틴 | SEVENTEEN 9th Mini Album `Attacca`","20,587,913","플레디스
YG PLUS",,
7,2,"

신호등
이무진 | 신호등","19,690,424","쇼플레이
Kakao Entertainment",,
8,2,"

My Universe
Coldplay, 방탄소년단 | My Universe","17,220,894","Parlophone UK
Warner Music",,
9,2,"

Next Level
aespa | Next Level","17,083,224","SM Entertainment
Dreamus",,
10,2,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","15,991,461","YG Entertainment
YG PLUS",,
11,1,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","15,806,449","에버그로우
Kakao Entertainment",,
12,3,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","15,346,400","NEOKIDZ
YG PLUS",,
13,2,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","13,876,992","유야호
지니뮤직, Stone Music Entertainment",,
14,2,"

Weekend
태연 (TAEYEON) | Weekend","13,251,779","SM Entertainment
Dreamus",,
15,6,"

너를 생각해
주시크 (Joosiq) | 너를 생각해","13,227,694","뮤직레시피
Warner Music",,
16,3,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","13,115,954","BIGHIT MUSIC / HYBE
YG PLUS",,
17,2,"

Butter
방탄소년단 | Butter","12,338,819","BIGHIT MUSIC / HYBE
YG PLUS",,
18,2,"

Bad Habits
Ed Sheeran | Bad Habits","12,259,620","Atlantic Records UK
Warner Music",,
19,2,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","11,727,040","RBMG/Def Jam
Universal Music",,
20,-,"

고백
멜로망스(Melomance) | 세 번째 `고백`","11,307,361","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
21,3,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","11,094,753","피네이션
지니뮤직, Stone Music Entertainment",,
22,3,"

시간을 거슬러 (낮에 뜨는 달 X 케이윌)
케이윌 (K.Will) | 시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","10,466,659","TOON STUDIO
Kakao Entertainment",,
23,new,"

나비효과
볼빨간사춘기 | Butterfly Effect","10,400,141","쇼파르엔터테인먼트
NHN벅스",,
24,2,"

Dynamite
방탄소년단 | Dynamite","10,354,168","BIGHIT MUSIC / HYBE
YG PLUS",,
25,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","10,070,189","EDAM엔터테인먼트
Kakao Entertainment",,
26,3,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","9,890,875","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
27,1,"

Celebrity
아이유 (IU) | Celebrity","9,779,100","EDAM엔터테인먼트
Kakao Entertainment",,
28,3,"

DUMB DUMB
전소미 | DUMB DUMB","9,655,298","The Black Label
YG PLUS",,
29,5,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","9,430,793","SM Entertainment
Dreamus",,
30,16,"

나의 첫사랑
다비치 | 나의 첫사랑","9,346,863","WAKEONE
지니뮤직",,
31,2,"

가을 타나 봐
이무진 | 가을 타나 봐 (REVIBE Vol.4)","8,656,073","메이저나인
지니뮤직",,
32,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","8,557,774","브레이브 엔터테인먼트
음악형제들",,
33,6,"

찰나가 영원이 될 때 (The Eternal Moment)
마크툽 (Maktub) | Red Moon : Beyond The Light","8,529,117","MAKTUB Company
Warner Music",,
34,4,"

Cold Blooded
제시(Jessi) | Cold Blooded","8,415,010","피네이션, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
35,1,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","8,395,955","WM엔터테인먼트
Sony Music",,
36,3,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","8,350,683","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
37,6,"

비가 오는 날엔 (2021)
헤이즈 (Heize) | 비가 오는 날엔 (2021)","8,276,916","PLAYLIST
지니뮤직, Stone Music Entertainment",,
38,1,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","8,134,245","YG Entertainment
YG PLUS",,
39,3,"

색안경 (STEREOTYPE)
STAYC(스테이씨) | STEREOTYPE","8,007,494","하이업엔터테인먼트
Kakao Entertainment",,
40,1,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","7,825,832","더그루브엔터테인먼트
Kakao Entertainment",,
41,6,"

LOCO
ITZY (있지) | CRAZY IN LOVE","7,779,759","JYP Entertainment
Dreamus",,
42,new,"

너는 내 세상이었어
볼빨간사춘기 | Butterfly Effect","7,768,369","쇼파르엔터테인먼트
NHN벅스",,
43,5,"

ASAP
STAYC(스테이씨) | STAYDOM","7,654,823","하이업엔터테인먼트
Kakao Entertainment",,
44,2,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","7,621,081","영앤리치 레코즈
Kakao Entertainment",,
45,5,"

Hey Mama (Feat. Nicki Minaj & Afrojack)
David Guetta | Listen (Deluxe)","7,569,945","Parlophone France
Warner Music",,
46,new,"

고백
신용재 | 마지막 `고백`","7,429,435","카카오엔터테인먼트, 밀리언마켓
Kakao Entertainment",,
