Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","20,020,937","꿈의엔진
Kakao Entertainment",,
2,1,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","19,878,745","Stone Music Entertainment
지니뮤직",,
3,-,"

Dynamite
방탄소년단 | Dynamite","18,133,285","BIGHIT MUSIC / HYBE
Dreamus",,
4,new,"

화(火花)
(여자)아이들 | I burn","15,965,622","큐브엔터테인먼트
Kakao Entertainment",,
5,1,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","15,899,281","버스커버스커
Kakao Entertainment",,
6,-,"

Lovesick Girls
BLACKPINK | THE ALBUM","14,239,523","YG Entertainment
YG PLUS",,
7,1,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","13,670,795","TOON STUDIO
Kakao Entertainment",,
8,1,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","13,488,174","예스아이엠엔터테인먼트
인터파크",,
9,4,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","12,900,779","Stone Music Entertainment
지니뮤직",,
10,1,"

Life Goes On
방탄소년단 | BE","12,759,674","BIGHIT MUSIC / HYBE
Dreamus",,
11,1,"

CREDIT (Feat. 염따, 기리보이, Zion.T)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","11,215,491","Stone Music Entertainment
지니뮤직",,
12,1,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","10,944,558","BORN
Kakao Entertainment",,
13,1,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","10,809,874","Columbia
Sony Music",,
14,1,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","10,596,296","TOON STUDIO, 느을
Kakao Entertainment",,
15,1,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","10,408,365","TOON STUDIO, 느을
Kakao Entertainment",,
16,3,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","10,112,976","EDAM엔터테인먼트
Kakao Entertainment",,
17,-,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","10,089,580","YG Entertainment
YG PLUS",,
18,3,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","9,950,425","메이저나인
지니뮤직",,
19,1,"

When We Disco (Duet with 선미)
박진영 | When We Disco","9,378,982","JYP Entertainment
Dreamus",,
20,2,"

Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)
미란이 (Mirani) | 쇼미더머니 9 Episode 3","9,181,106","Stone Music Entertainment
지니뮤직",,
21,7,"

Blueming
아이유 (IU) | Love poem","9,157,408","Kakao Entertainment
Kakao Entertainment",,
22,4,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","9,119,001","SM Entertainment
Dreamus",,
23,-,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","9,023,486","씨제스엔터테인먼트
Kakao Entertainment",,
24,1,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","9,009,571","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
25,9,"

ON AIR (Feat. 로꼬, 박재범 & GRAY)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","8,746,065","Stone Music Entertainment
지니뮤직",,
26,3,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,438,708","WM엔터테인먼트
Sony Music",,
27,3,"

딩가딩가 (Dingga)
마마무 (Mamamoo) | 딩가딩가 (Dingga)","8,417,552","RBW
Kakao Entertainment",,
28,3,"

How You Like That
BLACKPINK | How You Like That","8,285,127","YG Entertainment
YG PLUS",,
29,7,"

Freak (Prod. Slom)
릴보이 (lIlBOI) , 원슈타인 (Wonstein) , Chillin Homie , 스카이민혁 (Skyminhyuk) | 쇼미더머니 9 Episode 1","8,142,109","Stone Music Entertainment
지니뮤직",,
30,3,"

뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom)
Khundi Panda | 쇼미더머니 9 Episode 3","8,088,459","Stone Music Entertainment
지니뮤직",,
31,4,"

METEOR
창모 (CHANGMO) | Boyhood","8,087,444","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
32,17,"

나로 바꾸자 (duet with JYP)
비 (Rain) | 나로 바꾸자 (duet with JYP)","7,938,429","써브라임 아티스트 에이전시, JYP엔터테인먼트
Kakao Entertainment",,
33,-,"

I CAN`T STOP ME
TWICE | Eyes wide open","7,807,119","JYP Entertainment
Dreamus",,
34,2,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,795,668","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
35,3,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","7,776,766","로맨틱팩토리
Kakao Entertainment",,
36,9,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","7,572,788","뮤니콘
Kakao Entertainment",,
37,2,"

서면역에서
순순희 | 서면역에서","7,493,007","비에스엔터테인먼트
지니뮤직",,
38,1,"

DON`T TOUCH ME
환불원정대 | DON`T TOUCH ME","7,491,928","신박기획
NHN벅스",,
39,5,"

우린 어쩌다 헤어진 걸까
허각 | Hello","7,451,825","플레이엠엔터테인먼트
Kakao Entertainment",,
40,10,"

What Do I Call You
태연 (TAEYEON) | What Do I Call You - The 4th Mini Album","7,442,917","SM Entertainment
Dreamus",,
41,-,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","7,417,947","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
42,-,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,345,023","BIGHIT MUSIC / HYBE
Dreamus",,
43,1,"

Memories
Maroon 5 | Memories","7,195,321","222 Records/Interscope Records
Universal Music",,
44,1,"

Panorama
IZ*ONE (아이즈원) | One-reeler / Act IV","7,109,618","OFF THE RECORD Entertainment, SWING Entertainment
지니뮤직, Stone Music Entertainment",,
45,5,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","7,105,936","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
46,14,"

악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트)
스윙스(Swings) | 쇼미더머니 9 Semi Final","7,096,342","Stone Music Entertainment
지니뮤직",,
47,5,"

마음을 드려요
아이유 (IU) | 사랑의 불시착 OST Part 11","7,093,143","EDAM엔터테인먼트
Kakao Entertainment",,
48,8,"

Love poem
아이유 (IU) | Love poem","6,966,658","Kakao Entertainment
Kakao Entertainment",,
49,2,"

거짓말이라도 해서 널 보고싶어
백지영 | 거짓말이라도 해서 널 보고싶어","6,965,329","트라이어스
Kakao Entertainment",,
