Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Butter
방탄소년단 | Butter","39,081,687","BIGHIT MUSIC / HYBE
YG PLUS",,
2,1,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","30,515,173","WM엔터테인먼트
Sony Music",,
3,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","30,506,093","피네이션
지니뮤직, Stone Music Entertainment",,
4,-,"

Next Level
aespa | Next Level","27,906,358","SM Entertainment
Dreamus",,
5,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","24,567,738","RBMG/Def Jam
Universal Music",,
6,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","23,808,858","브레이브 엔터테인먼트
케미컬레코드",,
7,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","21,448,574","EDAM엔터테인먼트
Kakao Entertainment",,
8,1,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","20,690,769","유야호
지니뮤직, Stone Music Entertainment",,
9,-,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","19,323,102","브레이브 엔터테인먼트
Kakao Entertainment",,
10,2,"

ASAP
STAYC(스테이씨) | STAYDOM","18,557,702","하이업엔터테인먼트
Kakao Entertainment",,
11,1,"

Celebrity
아이유 (IU) | Celebrity","18,346,975","EDAM엔터테인먼트
Kakao Entertainment",,
12,2,"

Dynamite
방탄소년단 | Dynamite","16,918,121","BIGHIT MUSIC / HYBE
YG PLUS",,
13,2,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","16,817,576","글로벌에이치미디어
인터파크",,
14,1,"

Timeless
SG 워너비 | SG Wanna Be+","16,179,140","Stone Music Entertainment
지니뮤직",,
15,-,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","14,825,109","JYP Entertainment
Dreamus",,
16,new,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","14,460,048","SM Entertainment
Dreamus",,
