Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,new,"

별빛 같은 나의 사랑아
임영웅 | 별빛 같은 나의 사랑아","36,661,140","티조컬처앤컨텐츠, 뉴에라프로젝트, 물고기뮤직
Kakao Entertainment",,
2,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","35,023,253","브레이브 엔터테인먼트
케미컬레코드",,
3,2,"

Celebrity
아이유 (IU) | Celebrity","29,762,115","EDAM엔터테인먼트
Kakao Entertainment",,
4,31,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","24,004,893","TOON STUDIO, 느을
Kakao Entertainment",,
5,2,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","17,654,381","꿈의엔진
Kakao Entertainment",,
6,2,"

Dynamite
방탄소년단 | Dynamite","16,948,339","BIGHIT MUSIC / HYBE
Dreamus",,
7,6,"

Don`t Call Me
샤이니 (SHINee) | Don`t Call Me - The 7th Album","14,891,069","SM Entertainment
Dreamus",,
8,3,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","14,436,077","버스커버스커
Kakao Entertainment",,
9,2,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","14,312,573","뮤직디자인
Kakao Entertainment",,
10,1,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","14,226,369","더그루브엔터테인먼트
Kakao Entertainment",,
11,5,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","13,798,086","Stone Music Entertainment
지니뮤직",,
12,4,"

Lovesick Girls
BLACKPINK | THE ALBUM","13,590,651","YG Entertainment
YG PLUS",,
13,1,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","13,273,349","TOON STUDIO
Kakao Entertainment",,
14,4,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","13,230,549","TOON STUDIO, 느을
Kakao Entertainment",,
15,new,"

On The Ground
로제 (ROSE) | R","12,092,503","YG Entertainment
YG PLUS",,
16,2,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","12,022,080","TOON STUDIO, 느을
Kakao Entertainment",,
17,28,"

PARANOIA
강다니엘 | PARANOIA","11,993,008","KONNECT ENTERTAINMENT
Sony Music",,
18,3,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","11,569,923","EDAM엔터테인먼트
Kakao Entertainment",,
19,3,"

Blueming
아이유 (IU) | Love poem","11,531,084","Kakao Entertainment
Kakao Entertainment",,
20,1,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","10,738,337","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
21,4,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","10,504,443","예스아이엠엔터테인먼트
인터파크",,
22,2,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","10,167,088","BORN
Kakao Entertainment",,
23,-,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","10,163,878","YG Entertainment
YG PLUS",,
24,1,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","10,037,218","뮤니콘
Kakao Entertainment",,
25,1,"

고백 (바른연애 길잡이 X 허각)
허각 | 고백 (바른연애 길잡이 X 허각) OST","9,947,390","TOON STUDIO, 느을
Kakao Entertainment",,
26,5,"

I`m Not Cool
현아 (HyunA) | I`m Not Cool","9,534,895","피네이션
Kakao Entertainment",,
27,-,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","9,474,743","SM Entertainment
Dreamus",,
28,6,"

꼬리 (TAIL)
선미 | 꼬리 (TAIL)","9,368,203","어비스컴퍼니
Kakao Entertainment",,
29,1,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,338,521","Columbia
Sony Music",,
30,4,"

Life Goes On
방탄소년단 | BE","9,213,232","BIGHIT MUSIC / HYBE
Dreamus",,
31,1,"

좋은 이별이 있을 리가 없잖아 (Feat. 조현아 Of 어반자카파)
MC몽 | FLOWER 9","9,130,100","밀리언마켓
Kakao Entertainment",,
32,3,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","9,043,933","TOON STUDIO, 느을
Kakao Entertainment",,
33,1,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,976,616","WM엔터테인먼트
Sony Music",,
34,3,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","8,909,224","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
35,2,"

METEOR
창모 (CHANGMO) | Boyhood","8,776,280","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
36,1,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","8,409,448","Atlantic Records UK
Warner Music",,
