Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,34,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","50,501,242","유야호
지니뮤직, Stone Music Entertainment",,
2,41,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","39,288,947","유야호
지니뮤직, Stone Music Entertainment",,
3,1,"

Next Level
aespa | Next Level","32,907,785","SM Entertainment
Dreamus",,
4,3,"

Butter
방탄소년단 | Butter","28,129,398","BIGHIT MUSIC / HYBE
YG PLUS",,
5,2,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","27,652,140","브레이브 엔터테인먼트
Kakao Entertainment",,
6,new,"

Hello Future
NCT DREAM | Hello Future - The 1st Album Repackage","27,320,717","SM Entertainment
Dreamus",,
7,3,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","25,482,143","피네이션
지니뮤직, Stone Music Entertainment",,
8,3,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","23,224,035","WM엔터테인먼트
Sony Music",,
9,3,"

Alcohol-Free
TWICE | Taste of Love","21,505,353","JYP Entertainment
Dreamus",,
10,3,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","20,621,468","RBMG/Def Jam
Universal Music",,
11,3,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","19,858,380","브레이브 엔터테인먼트
음악형제들",,
12,8,"

신호등
이무진 | 신호등","18,133,988","쇼플레이
Kakao Entertainment",,
13,4,"

라일락
아이유 (IU) | 5th Album `LILAC`","17,592,689","EDAM엔터테인먼트
Kakao Entertainment",,
14,4,"

ASAP
STAYC(스테이씨) | STAYDOM","17,460,392","하이업엔터테인먼트
Kakao Entertainment",,
15,4,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","17,340,646","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
16,4,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","16,310,885","SM Entertainment
Dreamus",,
17,1,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","16,182,813","유야호
지니뮤직, Stone Music Entertainment",,
18,5,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","15,781,531","브레이브 엔터테인먼트
Kakao Entertainment",,
19,5,"

Dynamite
방탄소년단 | Dynamite","15,256,843","BIGHIT MUSIC / HYBE
YG PLUS",,
20,5,"

Celebrity
아이유 (IU) | Celebrity","15,182,023","EDAM엔터테인먼트
Kakao Entertainment",,
21,62,"

하루만 더
빅마마 (BigMama) | 하루만 더","13,789,607","Kakao Entertainment
Kakao Entertainment",,
22,5,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","13,177,627","글로벌에이치미디어
인터파크",,
23,5,"

Timeless
SG 워너비 | SG Wanna Be+","12,832,109","Stone Music Entertainment
지니뮤직",,
24,5,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","12,441,204","영앤리치 레코즈
Kakao Entertainment",,
25,3,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","11,378,589","더그루브엔터테인먼트
Kakao Entertainment",,
26,1,"

멜로디
ASH ISLAND | 멜로디","10,537,358","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
27,82,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","10,529,022","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
28,4,"

라라라
SG 워너비 | My Friend","10,414,562","Stone Music Entertainment
지니뮤직",,
29,6,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","10,329,271","JYP Entertainment
Dreamus",,
30,new,"

비 오는 날 듣기 좋은 노래 (Feat. Colde)
에픽하이 (EPIK HIGH) | 비 오는 날 듣기 좋은 노래","10,271,905","아워즈
지니뮤직",,
31,5,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","10,249,663","뮤직디자인
Kakao Entertainment",,
32,5,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","10,124,829","꿈의엔진
Kakao Entertainment",,
33,5,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,460,180","Columbia
Sony Music",,
34,5,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","9,417,689","TOON STUDIO, 느을
Kakao Entertainment",,
35,4,"

Lovesick Girls
BLACKPINK | THE ALBUM","9,398,747","YG Entertainment
YG PLUS",,
36,6,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","9,319,852","WM엔터테인먼트
Sony Music",,
37,3,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","9,140,555","버스커버스커
Kakao Entertainment",,
38,5,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","9,038,256","YG Entertainment
YG PLUS",,
39,new,"

해야 해
2PM | MUST","8,927,439","JYP Entertainment
Dreamus",,
40,8,"

Coin
아이유 (IU) | 5th Album `LILAC`","8,837,981","EDAM엔터테인먼트
Kakao Entertainment",,
41,13,"

체념
정상동기 (김정수, 정기석, 이동휘, 이상이) | MSG워너비 TOP 8 경연곡","8,811,406","유야호
지니뮤직, Stone Music Entertainment",,
42,5,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","8,687,635","EDAM엔터테인먼트
Kakao Entertainment",,
43,5,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","8,611,271","TOON STUDIO
Kakao Entertainment",,
44,4,"

Blueming
아이유 (IU) | Love poem","8,588,873","Kakao Entertainment
Kakao Entertainment",,
45,9,"

추적이는 여름 비가 되어
장범준 | 장범준 싱글","8,460,198","버스커버스커
Kakao Entertainment",,
46,7,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","8,405,946","BIGHIT MUSIC / HYBE
YG PLUS",,
47,3,"

Off My Face
Justin Bieber | Justice","8,398,096","RBMG/Def Jam
Universal Music",,
48,7,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","8,364,670","EDAM엔터테인먼트
Kakao Entertainment",,
49,7,"

On The Ground
로제 (ROSE) | R","8,177,731","YG Entertainment
YG PLUS",,
50,4,"

추억은 만남보다 이별에 남아
정동하 | 추억은 만남보다 이별에 남아","7,840,676","뮤직원 컴퍼니
Kakao Entertainment",,
51,24,"

허리춤
오반 (OVAN) | 허리춤","7,775,172","로맨틱팩토리
Kakao Entertainment",,
52,5,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","7,701,887","TOON STUDIO, 느을
Kakao Entertainment",,
53,4,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","7,661,301","SM Entertainment
Dreamus",,
54,3,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","7,644,392","Atlantic Records UK
Warner Music",,
55,7,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","7,635,977","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
56,-,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,522,083","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
