Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","22,975,438","Stone Music Entertainment
지니뮤직",,
2,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","19,866,882","꿈의엔진
Kakao Entertainment",,
3,1,"

Dynamite
방탄소년단 | Dynamite","19,253,509","BIGHIT MUSIC / HYBE
Dreamus",,
4,3,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","16,658,800","버스커버스커
Kakao Entertainment",,
5,1,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","15,542,082","Stone Music Entertainment
지니뮤직",,
6,6,"

Lovesick Girls
BLACKPINK | THE ALBUM","14,506,771","YG Entertainment
YG PLUS",,
7,2,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","14,402,974","예스아이엠엔터테인먼트
인터파크",,
8,5,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","14,253,159","TOON STUDIO
Kakao Entertainment",,
9,5,"

Life Goes On
방탄소년단 | BE","14,136,863","BIGHIT MUSIC / HYBE
Dreamus",,
10,2,"

CREDIT (Feat. 염따, 기리보이, Zion.T)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","13,211,584","Stone Music Entertainment
지니뮤직",,
11,9,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","12,558,380","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
12,1,"

ON AIR (Feat. 로꼬, 박재범 & GRAY)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","11,286,505","Stone Music Entertainment
지니뮤직",,
13,6,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","11,102,048","BORN
Kakao Entertainment",,
14,3,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","11,071,491","Columbia
Sony Music",,
15,1,"

Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)
미란이 (Mirani) | 쇼미더머니 9 Episode 3","10,834,512","Stone Music Entertainment
지니뮤직",,
