Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

strawberry moon
아이유 (IU) | strawberry moon","30,393,297","EDAM엔터테인먼트
Kakao Entertainment",,
2,1,"

Savage
aespa | Savage - The 1st Mini Album","23,175,803","SM Entertainment
Dreamus",,
3,2,"

Stay
The Kid LAROI, Justin Bieber | Stay","19,915,028","Columbia
Sony Music",,
4,3,"

신호등
이무진 | 신호등","19,140,674","쇼플레이
Kakao Entertainment",,
5,1,"

사랑은 늘 도망가
임영웅 | 신사와 아가씨 OST Part.2","18,891,785","모스트콘텐츠
NHN벅스",,
6,new,"

MAVERICK
더보이즈(THE BOYZ) | THE BOYZ 3rd Single Album [MAVERICK]","16,651,467","크래커엔터테인먼트
Kakao Entertainment",,
7,2,"

Next Level
aespa | Next Level","16,471,493","SM Entertainment
Dreamus",,
8,3,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","16,411,394","에버그로우
Kakao Entertainment",,
9,3,"

Rock with you
세븐틴 | SEVENTEEN 9th Mini Album `Attacca`","16,353,663","플레디스
YG PLUS",,
10,2,"

My Universe
Coldplay, 방탄소년단 | My Universe","15,938,614","Parlophone UK
Warner Music",,
11,1,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","15,105,301","YG Entertainment
YG PLUS",,
12,-,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","14,767,447","NEOKIDZ
YG PLUS",,
13,2,"

너를 생각해
주시크 (Joosiq) | 너를 생각해","14,376,658","뮤직레시피
Warner Music",,
14,1,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","13,460,094","유야호
지니뮤직, Stone Music Entertainment",,
15,1,"

Weekend
태연 (TAEYEON) | Weekend","12,657,859","SM Entertainment
Dreamus",,
16,-,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","12,525,246","BIGHIT MUSIC / HYBE
YG PLUS",,
17,1,"

Bad Habits
Ed Sheeran | Bad Habits","12,223,881","Atlantic Records UK
Warner Music",,
18,1,"

Butter
방탄소년단 | Butter","11,915,343","BIGHIT MUSIC / HYBE
YG PLUS",,
19,17,"

Favorite (Vampire)
NCT 127 | Favorite - The 3rd Album Repackage","11,903,810","SM Entertainment
Dreamus",,
20,1,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","11,233,586","RBMG/Def Jam
Universal Music",,
21,1,"

고백
멜로망스(Melomance) | 세 번째 `고백`","11,064,607","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
22,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","10,851,339","피네이션
지니뮤직, Stone Music Entertainment",,
23,1,"

시간을 거슬러 (낮에 뜨는 달 X 케이윌)
케이윌 (K.Will) | 시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","10,188,868","TOON STUDIO
Kakao Entertainment",,
24,-,"

Dynamite
방탄소년단 | Dynamite","10,119,101","BIGHIT MUSIC / HYBE
YG PLUS",,
25,2,"

나비효과
볼빨간사춘기 | Butterfly Effect","10,010,820","쇼파르엔터테인먼트
NHN벅스",,
26,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","9,977,037","EDAM엔터테인먼트
Kakao Entertainment",,
27,-,"

Celebrity
아이유 (IU) | Celebrity","9,701,948","EDAM엔터테인먼트
Kakao Entertainment",,
