Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,1,"

회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)
sokodomo | 쇼미더머니 10 Episode 2","33,693,981","Stone Music Entertainment
지니뮤직",,
2,1,"

리무진 (Feat. MINO) (Prod. GRAY)
BE`O (비오) | 쇼미더머니 10 Episode 3","32,774,029","Stone Music Entertainment
지니뮤직",,
3,-,"

만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL)
베이식(Basick) | 쇼미더머니 10 Episode 3","22,179,327","Stone Music Entertainment
지니뮤직",,
4,-,"

불협화음 (Feat. AKMU) (Prod. GRAY)
Mudd the student | 쇼미더머니 10 Semi Final","21,141,465","Stone Music Entertainment
지니뮤직",,
5,2,"

strawberry moon
아이유 (IU) | strawberry moon","17,370,291","EDAM엔터테인먼트
Kakao Entertainment",,
6,90,"

ELEVEN
IVE (아이브) | ELEVEN","16,990,491","스타쉽엔터테인먼트
Kakao Entertainment",,
7,2,"

쉬어 (Feat. MINO) (Prod. GRAY)
아넌딜라이트(Anandelight) , unofficialboyy , BE′O (비오) , 지구인 , Mudd the student | 쇼미더머니 10 Episode 1","16,817,007","Stone Music Entertainment
지니뮤직",,
8,-,"

Wake Up (Prod. 코드 쿤스트)
개코 , Ourealgoat (아우릴고트) , SINCE , 안병웅 , Tabber , 조광일 | 쇼미더머니 10 Episode 1","14,950,177","Stone Music Entertainment
지니뮤직",,
9,HOT,"

네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY)
BE`O (비오) | 쇼미더머니 10 Final","14,828,795","Stone Music Entertainment
지니뮤직",,
10,3,"

사랑은 늘 도망가
임영웅 | 신사와 아가씨 OST Part.2","14,735,510","모스트콘텐츠
NHN벅스",,
11,1,"

신호등
이무진 | 신호등","14,010,285","쇼플레이
Kakao Entertainment",,
12,3,"

Savage
aespa | Savage - The 1st Mini Album","13,951,833","SM Entertainment
Dreamus",,
13,2,"

Stay
The Kid LAROI, Justin Bieber | Stay","13,647,303","Columbia
Sony Music",,
14,2,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","13,589,497","에버그로우
Kakao Entertainment",,
15,9,"

MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY)
BE`O (비오) | 쇼미더머니 10 Semi Final","13,477,736","Stone Music Entertainment
지니뮤직",,
16,new,"

매일 크리스마스 (Everyday Christmas)
다비치 | 매일 크리스마스 (Everyday Christmas)","12,671,662","WAKEONE
지니뮤직",,
17,91,"

눈이 오잖아 (Feat.헤이즈)
이무진 | 눈이 오잖아","12,215,255","쇼플레이
Kakao Entertainment",,
18,3,"

Next Level
aespa | Next Level","11,952,254","SM Entertainment
Dreamus",,
19,14,"

Santa Tell Me
Ariana Grande | Santa Tell Me","11,299,562","Republic Records, a division of UMG Recordings,Inc
Universal Music",,
20,4,"

너를 생각해
주시크 (Joosiq) | 너를 생각해","11,181,936","뮤직레시피
Warner Music",,
21,15,"

All I Want For Christmas Is You
Mariah Carey | Merry Christmas (Deluxe Anniversary Edition)","11,022,305","Columbia/Legacy
Sony Music",,
22,1,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","10,670,854","YG Entertainment
YG PLUS",,
23,9,"

호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)
조광일 | 쇼미더머니 10 Semi Final","10,508,428","Stone Music Entertainment
지니뮤직",,
24,6,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","10,485,085","NEOKIDZ
YG PLUS",,
25,5,"

문득
BE`O (비오) | Bipolar","10,184,933","페임어스 엔터테인먼트
지니뮤직, Stone Music Entertainment",,
26,7,"

My Universe
Coldplay, 방탄소년단 | My Universe","10,122,775","Parlophone UK
Warner Music",,
27,4,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","9,608,637","유야호
지니뮤직, Stone Music Entertainment",,
28,4,"

Butter
방탄소년단 | Butter","9,399,392","BIGHIT MUSIC / HYBE
YG PLUS",,
29,4,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","9,287,338","BIGHIT MUSIC / HYBE
YG PLUS",,
