Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

라일락
아이유 (IU) | 5th Album `LILAC`","43,418,834","EDAM엔터테인먼트
Kakao Entertainment",,
2,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","38,614,769","브레이브 엔터테인먼트
케미컬레코드",,
3,-,"

Celebrity
아이유 (IU) | Celebrity","31,041,123","EDAM엔터테인먼트
Kakao Entertainment",,
4,-,"

Coin
아이유 (IU) | 5th Album `LILAC`","25,085,456","EDAM엔터테인먼트
Kakao Entertainment",,
5,17,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","22,783,548","RBMG/Def Jam
Universal Music",,
6,1,"

별빛 같은 나의 사랑아
임영웅 | 별빛 같은 나의 사랑아","22,691,105","티조컬처앤컨텐츠, 뉴에라프로젝트, 물고기뮤직
Kakao Entertainment",,
7,1,"

On The Ground
로제 (ROSE) | R","21,204,626","YG Entertainment
YG PLUS",,
8,8,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","18,967,385","더그루브엔터테인먼트
Kakao Entertainment",,
9,-,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","18,694,753","TOON STUDIO, 느을
Kakao Entertainment",,
10,11,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","18,674,317","브레이브 엔터테인먼트
Kakao Entertainment",,
11,1,"

Dynamite
방탄소년단 | Dynamite","17,946,362","BIGHIT MUSIC / HYBE
YG PLUS",,
12,4,"

봄 안녕 봄
아이유 (IU) | 5th Album `LILAC`","17,771,373","EDAM엔터테인먼트
Kakao Entertainment",,
13,6,"

Flu
아이유 (IU) | 5th Album `LILAC`","16,808,029","EDAM엔터테인먼트
Kakao Entertainment",,
14,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","15,553,517","꿈의엔진
Kakao Entertainment",,
15,4,"

아이와 나의 바다
아이유 (IU) | 5th Album `LILAC`","15,355,123","EDAM엔터테인먼트
Kakao Entertainment",,
16,3,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","15,277,852","EDAM엔터테인먼트
Kakao Entertainment",,
17,new,"

ONE
아스트로(ASTRO) | All Yours","14,923,532","판타지오뮤직
Kakao Entertainment",,
