Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Butter
방탄소년단 | Butter","33,704,730","BIGHIT MUSIC / HYBE
YG PLUS",,
2,-,"

Next Level
aespa | Next Level","33,139,574","SM Entertainment
Dreamus",,
3,11,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","31,392,729","브레이브 엔터테인먼트
Kakao Entertainment",,
4,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","26,980,418","피네이션
지니뮤직, Stone Music Entertainment",,
5,1,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","25,019,455","WM엔터테인먼트
Sony Music",,
6,1,"

Alcohol-Free
TWICE | Taste of Love","22,094,616","JYP Entertainment
Dreamus",,
7,2,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","21,879,842","RBMG/Def Jam
Universal Music",,
8,2,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","21,075,109","브레이브 엔터테인먼트
음악형제들",,
9,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","18,650,390","EDAM엔터테인먼트
Kakao Entertainment",,
10,1,"

ASAP
STAYC(스테이씨) | STAYDOM","18,557,134","하이업엔터테인먼트
Kakao Entertainment",,
11,61,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","18,509,011","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
12,2,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","17,017,112","SM Entertainment
Dreamus",,
13,2,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","16,927,180","브레이브 엔터테인먼트
Kakao Entertainment",,
14,1,"

Dynamite
방탄소년단 | Dynamite","16,250,845","BIGHIT MUSIC / HYBE
YG PLUS",,
15,3,"

Celebrity
아이유 (IU) | Celebrity","16,249,858","EDAM엔터테인먼트
Kakao Entertainment",,
16,3,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","15,861,344","유야호
지니뮤직, Stone Music Entertainment",,
17,1,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","14,517,303","글로벌에이치미디어
인터파크",,
18,1,"

Timeless
SG 워너비 | SG Wanna Be+","13,940,969","Stone Music Entertainment
지니뮤직",,
19,1,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","12,957,576","영앤리치 레코즈
Kakao Entertainment",,
20,68,"

신호등
이무진 | 신호등","12,941,608","쇼플레이
Kakao Entertainment",,
21,21,"

Ready to love
세븐틴 | 8th Mini Album `Your Choice`","12,848,390","플레디스
YG PLUS",,
22,3,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","12,344,135","더그루브엔터테인먼트
Kakao Entertainment",,
23,3,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","11,461,911","JYP Entertainment
Dreamus",,
24,3,"

라라라
SG 워너비 | My Friend","11,277,764","Stone Music Entertainment
지니뮤직",,
25,2,"

멜로디
ASH ISLAND | 멜로디","11,272,059","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
26,1,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","10,801,688","뮤직디자인
Kakao Entertainment",,
27,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","10,635,150","꿈의엔진
Kakao Entertainment",,
28,1,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","10,169,053","Columbia
Sony Music",,
29,2,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","10,080,883","TOON STUDIO, 느을
Kakao Entertainment",,
30,-,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","9,873,744","WM엔터테인먼트
Sony Music",,
31,-,"

Lovesick Girls
BLACKPINK | THE ALBUM","9,838,568","YG Entertainment
YG PLUS",,
32,4,"

Coin
아이유 (IU) | 5th Album `LILAC`","9,724,097","EDAM엔터테인먼트
Kakao Entertainment",,
33,-,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","9,554,444","YG Entertainment
YG PLUS",,
34,2,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","9,532,533","버스커버스커
Kakao Entertainment",,
35,new,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","9,499,290","유야호
지니뮤직, Stone Music Entertainment",,
