Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,1,"

Stay
The Kid LAROI, Justin Bieber | Stay","30,264,026","Columbia
Sony Music",,
2,1,"

신호등
이무진 | 신호등","28,479,077","쇼플레이
Kakao Entertainment",,
3,2,"

Next Level
aespa | Next Level","22,438,431","SM Entertainment
Dreamus",,
4,1,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","22,102,056","유야호
지니뮤직, Stone Music Entertainment",,
5,1,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","21,233,022","SM Entertainment
Dreamus",,
6,2,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","21,093,034","YG Entertainment
YG PLUS",,
7,-,"

Weekend
태연 (TAEYEON) | Weekend","20,417,075","SM Entertainment
Dreamus",,
8,1,"

DUMB DUMB
전소미 | DUMB DUMB","19,044,365","The Black Label
YG PLUS",,
9,1,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","18,866,783","BIGHIT MUSIC / HYBE
YG PLUS",,
10,1,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","18,318,193","NEOKIDZ
YG PLUS",,
11,1,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","17,139,486","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
12,-,"

Butter
방탄소년단 | Butter","17,065,803","BIGHIT MUSIC / HYBE
YG PLUS",,
13,-,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","16,221,646","피네이션
지니뮤직, Stone Music Entertainment",,
14,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","15,529,111","RBMG/Def Jam
Universal Music",,
15,-,"

Bad Habits
Ed Sheeran | Bad Habits","15,286,615","Atlantic Records UK
Warner Music",,
16,-,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","14,363,311","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
