Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","32,007,222","브레이브 엔터테인먼트
케미컬레코드",,
2,-,"

라일락
아이유 (IU) | 5th Album `LILAC`","29,309,185","EDAM엔터테인먼트
Kakao Entertainment",,
3,-,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","27,617,942","RBMG/Def Jam
Universal Music",,
4,-,"

Timeless
SG 워너비 | SG Wanna Be+","24,917,239","Stone Music Entertainment
지니뮤직",,
5,-,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","24,622,879","브레이브 엔터테인먼트
Kakao Entertainment",,
6,-,"

Celebrity
아이유 (IU) | Celebrity","23,191,893","EDAM엔터테인먼트
Kakao Entertainment",,
7,-,"

라라라
SG 워너비 | My Friend","20,895,754","Stone Music Entertainment
지니뮤직",,
8,1,"

Coin
아이유 (IU) | 5th Album `LILAC`","16,978,084","EDAM엔터테인먼트
Kakao Entertainment",,
9,4,"

Dynamite
방탄소년단 | Dynamite","15,629,095","BIGHIT MUSIC / HYBE
YG PLUS",,
10,2,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","15,478,135","더그루브엔터테인먼트
Kakao Entertainment",,
11,4,"

내사람
SG 워너비 | The Precious History","15,405,491","Stone Music Entertainment
지니뮤직",,
12,2,"

On The Ground
로제 (ROSE) | R","14,776,308","YG Entertainment
YG PLUS",,
13,1,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","14,668,181","TOON STUDIO, 느을
Kakao Entertainment",,
14,2,"

살다가
SG 워너비 | 살다가","14,519,930","Stone Music Entertainment
지니뮤직",,
15,4,"

그냥 안아달란 말야
다비치 | 그냥 안아달란 말야","13,890,348","Stone Music Entertainment
지니뮤직",,
16,1,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","13,487,380","꿈의엔진
Kakao Entertainment",,
17,1,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","12,445,490","뮤직디자인
Kakao Entertainment",,
18,4,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","12,127,220","EDAM엔터테인먼트
Kakao Entertainment",,
19,1,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","11,991,096","버스커버스커
Kakao Entertainment",,
20,3,"

Blueming
아이유 (IU) | Love poem","11,339,915","Kakao Entertainment
Kakao Entertainment",,
21,3,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","11,286,781","TOON STUDIO
Kakao Entertainment",,
22,3,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","11,033,590","EDAM엔터테인먼트
Kakao Entertainment",,
23,3,"

Lovesick Girls
BLACKPINK | THE ALBUM","10,941,405","YG Entertainment
YG PLUS",,
24,3,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","10,579,477","TOON STUDIO, 느을
Kakao Entertainment",,
25,4,"

봄 안녕 봄
아이유 (IU) | 5th Album `LILAC`","10,453,753","EDAM엔터테인먼트
Kakao Entertainment",,
26,4,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","10,237,376","Stone Music Entertainment
지니뮤직",,
27,4,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","10,104,417","TOON STUDIO, 느을
Kakao Entertainment",,
28,4,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","10,096,053","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
29,4,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","9,762,656","YG Entertainment
YG PLUS",,
30,13,"

멜로디
ASH ISLAND | 멜로디","9,688,837","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
31,2,"

아이와 나의 바다
아이유 (IU) | 5th Album `LILAC`","9,524,537","EDAM엔터테인먼트
Kakao Entertainment",,
32,4,"

Flu
아이유 (IU) | 5th Album `LILAC`","9,291,561","EDAM엔터테인먼트
Kakao Entertainment",,
33,4,"

죄와 벌
SG 워너비 | 살다가","9,219,151","Stone Music Entertainment
지니뮤직",,
34,73,"

기다릴게
하동균, 봉구 | 기다릴게","9,087,653","방구석 캐스팅
Kakao Entertainment",,
35,-,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","9,025,286","Columbia
Sony Music",,
36,new,"

너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
케이시 (Kassy) | 너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)","8,920,743","넥스타엔터테인먼트
Kakao Entertainment",,
37,1,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","8,895,852","뮤니콘
Kakao Entertainment",,
38,1,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","8,771,203","SM Entertainment
Dreamus",,
39,3,"

12:45 (Stripped)
Etham | 12:45 (Stripped)","8,765,931","Virgin EMI
Universal Music",,
40,1,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,759,060","WM엔터테인먼트
Sony Music",,
41,1,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","8,752,234","BORN
Kakao Entertainment",,
42,new,"

춤춰 (Ugly Dance)
온앤오프 (ONF) | CITY OF ONF","8,512,714","WM엔터테인먼트
지니뮤직, Stone Music Entertainment",,
43,2,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","8,458,061","Atlantic Records UK
Warner Music",,
44,2,"

추억은 만남보다 이별에 남아
정동하 | 추억은 만남보다 이별에 남아","8,396,669","뮤직원 컴퍼니
Kakao Entertainment",,
45,1,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","8,350,451","예스아이엠엔터테인먼트
인터파크",,
46,20,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","8,280,388","영앤리치 레코즈
Kakao Entertainment",,
47,-,"

METEOR
창모 (CHANGMO) | Boyhood","8,236,409","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
48,40,"

ASAP
STAYC(스테이씨) | STAYDOM","8,170,257","하이업엔터테인먼트
Kakao Entertainment",,
49,11,"

돌림노래 (Feat. DEAN)
아이유 (IU) | 5th Album `LILAC`","7,863,357","EDAM엔터테인먼트
Kakao Entertainment",,
50,2,"

아리랑
SG 워너비 | The Sentimental Chord","7,831,826","다날엔터테인먼트
다날엔터테인먼트",,
51,3,"

Life Goes On
방탄소년단 | BE","7,778,922","BIGHIT MUSIC / HYBE
YG PLUS",,
52,3,"

Love poem
아이유 (IU) | Love poem","7,658,200","Kakao Entertainment
Kakao Entertainment",,
53,3,"

봄날
방탄소년단 | YOU NEVER WALK ALONE","7,581,571","BIGHIT MUSIC / HYBE
YG PLUS",,
54,-,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,492,726","BIGHIT MUSIC / HYBE
YG PLUS",,
55,-,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","7,479,652","씨제스엔터테인먼트
Kakao Entertainment",,
56,3,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","7,420,036","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
57,new,"

감아 (CLOSE)
AB6IX (에이비식스) | MO` COMPLETE : HAVE A DREAM","7,353,157","브랜뉴뮤직
Warner Music",,
58,1,"

너의 번호를 누르고 (Prod. 영화처럼)
#안녕 | 너의 번호를 누르고","7,350,789","시애틀뮤직
Warner Music",,
59,3,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,339,817","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
60,1,"

How You Like That
BLACKPINK | How You Like That","7,206,526","YG Entertainment
YG PLUS",,
61,1,"

Memories
Maroon 5 | Memories","7,199,018","222 Records/Interscope Records
Universal Music",,
62,3,"

살짝 설렜어 (Nonstop)
오마이걸 (OH MY GIRL) | NONSTOP","7,098,885","WM엔터테인먼트
Sony Music",,
63,5,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","7,050,813","TOON STUDIO, 느을
Kakao Entertainment",,
64,1,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","7,015,558","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
65,1,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","6,964,508","로맨틱팩토리
Kakao Entertainment",,
66,1,"

이렇게 좋아해 본 적이 없어요
CHEEZE (치즈) | 이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST","6,893,905","모스트콘텐츠, 니즈뮤직
NHN벅스",,
67,16,"

에필로그
아이유 (IU) | 5th Album `LILAC`","6,878,264","EDAM엔터테인먼트
Kakao Entertainment",,
68,7,"

고백 (바른연애 길잡이 X 허각)
허각 | 고백 (바른연애 길잡이 X 허각) OST","6,827,348","TOON STUDIO, 느을
Kakao Entertainment",,
69,-,"

오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)
마크툽 (Maktub) | Red Moon : To You My Light","6,690,102","MAKTUB Company
Warner Music",,
70,2,"

함께 했는데 이별은 나 혼자인 거야
소정 | 함께 했는데 이별은 나 혼자인 거야","6,628,740","플렉스엠, 니즈뮤직
NHN벅스",,
71,1,"

When We Disco (Duet with 선미)
박진영 | When We Disco","6,546,836","JYP Entertainment
Dreamus",,
72,12,"

Gone
로제 (ROSE) | R","6,443,670","YG Entertainment
YG PLUS",,
73,1,"

너를 만나
폴킴 | 너를 만나","6,433,807","뉴런뮤직
Kakao Entertainment",,
74,3,"

마음을 드려요
아이유 (IU) | 사랑의 불시착 OST Part 11","6,388,342","EDAM엔터테인먼트
Kakao Entertainment",,
75,2,"

Dance Monkey
Tones And I | Dance Monkey","6,216,682","Elektra
Warner Music",,
76,-,"

안녕이란 (Two Letters)
황치열 | Be My Reason","6,022,191","TEN2 Entertainment
Kakao Entertainment",,
77,1,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","5,936,810","메이저나인
지니뮤직",,
78,3,"

되풀이
임창정 | 펜트하우스2 OST Part.1","5,890,154","SBS 콘텐츠허브
Dreamus",,
79,-,"

Don`t Call Me
샤이니 (SHINee) | Don`t Call Me - The 7th Album","5,887,784","SM Entertainment
Dreamus",,
80,-,"

시작
가호 (Gaho) | 이태원 클라쓰 OST Part.2","5,744,402","블렌딩
블렌딩",,
81,1,"

Paris In The Rain
Lauv | I met you when I was 18. (the playlist)","5,722,322","뮤직테이블
NHN벅스",,
82,8,"

빈 컵 (Empty Cup)
아이유 (IU) | 5th Album `LILAC`","5,609,391","EDAM엔터테인먼트
Kakao Entertainment",,
83,-,"

우린 어쩌다 헤어진 걸까
허각 | Hello","5,582,017","플레이엠엔터테인먼트
Kakao Entertainment",,
84,7,"

우리 왜 헤어져야 해
신예영 | 우리 왜 헤어져야 해","5,532,253","스튜디오 오드리
Kakao Entertainment",,
85,1,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","5,473,306","Stone Music Entertainment
지니뮤직",,
86,1,"

딩가딩가 (Dingga)
마마무 (Mamamoo) | 딩가딩가 (Dingga)","5,457,237","RBW
Kakao Entertainment",,
87,7,"

Don`t Start Now
Dua Lipa | Don`t Start Now","5,405,379","Warner Records
Warner Music",,
88,2,"

서면역에서
순순희 | 서면역에서","5,327,094","비에스엔터테인먼트
지니뮤직",,
89,6,"

거짓말이라도 해서 널 보고싶어
백지영 | 거짓말이라도 해서 널 보고싶어","5,314,679","트라이어스
Kakao Entertainment",,
90,1,"

I`m Not Cool
현아 (HyunA) | I`m Not Cool","5,238,848","피네이션
Kakao Entertainment",,
91,4,"

그 한마디 (바른연애 길잡이 X 이하이)
이하이 | 그 한마디 (바른연애 길잡이 X 이하이) OST","5,219,460","TOON STUDIO, 느을
Kakao Entertainment",,
