Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,new,"

Celebrity
아이유 (IU) | Celebrity","37,342,155","EDAM엔터테인먼트
Kakao Entertainment",,
2,new,"

이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)
10cm | 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST","20,290,866","TOON STUDIO, 느을
Kakao Entertainment",,
3,2,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","20,214,514","꿈의엔진
Kakao Entertainment",,
4,1,"

Dynamite
방탄소년단 | Dynamite","17,576,633","BIGHIT MUSIC / HYBE
Dreamus",,
5,3,"

VVS (Feat. JUSTHIS) (Prod. GroovyRoom)
미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Episode 1","17,332,287","Stone Music Entertainment
지니뮤직",,
6,2,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","15,473,749","버스커버스커
Kakao Entertainment",,
7,1,"

Lovesick Girls
BLACKPINK | THE ALBUM","14,107,974","YG Entertainment
YG PLUS",,
8,1,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","13,784,128","TOON STUDIO
Kakao Entertainment",,
9,4,"

화(火花)
(여자)아이들 | I burn","13,028,204","큐브엔터테인먼트
Kakao Entertainment",,
10,2,"

힘든 건 사랑이 아니다
임창정 | 힘든 건 사랑이 아니다","12,715,107","예스아이엠엔터테인먼트
인터파크",,
11,2,"

Life Goes On
방탄소년단 | BE","11,499,864","BIGHIT MUSIC / HYBE
Dreamus",,
12,5,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","11,110,962","EDAM엔터테인먼트
Kakao Entertainment",,
13,3,"

내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))
릴보이 (lIlBOI) | 쇼미더머니 9 Episode 3","10,898,278","Stone Music Entertainment
지니뮤직",,
14,2,"

나랑 같이 걸을래 (바른연애 길잡이 X 적재)
적재 | 나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST","10,837,506","TOON STUDIO, 느을
Kakao Entertainment",,
15,2,"

오래된 노래
스탠딩 에그(Standing Egg) | 오래된 노래","10,736,426","BORN
Kakao Entertainment",,
16,1,"

내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)
규현 (KYUHYUN) | 내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST","10,531,788","TOON STUDIO, 느을
Kakao Entertainment",,
17,3,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","10,266,281","Columbia
Sony Music",,
18,3,"

Blueming
아이유 (IU) | Love poem","10,202,328","Kakao Entertainment
Kakao Entertainment",,
19,1,"

어떻게 이별까지 사랑하겠어, 널 사랑하는 거지
AKMU (악뮤) | 항해","10,097,158","YG Entertainment
YG PLUS",,
20,-,"

혼술하고 싶은 밤
벤 (Ben) | 혼술하고 싶은 밤","9,852,616","메이저나인
지니뮤직",,
21,1,"

흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
장범준 | 멜로가 체질 OST Part 3","9,367,805","Stone Music Entertainment, 삼화네트웍스
지니뮤직, Stone Music Entertainment",,
22,1,"

모든 날, 모든 순간 (Every day, Every Moment)
폴킴 | `키스 먼저 할까요?` OST Part 3","9,155,004","SM Entertainment
Dreamus",,
23,4,"

CREDIT (Feat. 염따, 기리보이, Zion.T)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","8,973,107","Stone Music Entertainment
지니뮤직",,
24,1,"

늦은 밤 너의 집 앞 골목길에서
노을 | 늦은 밤 너의 집 앞 골목길에서","8,935,822","씨제스엔터테인먼트
Kakao Entertainment",,
25,1,"

When We Disco (Duet with 선미)
박진영 | When We Disco","8,905,643","JYP Entertainment
Dreamus",,
26,-,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","8,438,781","WM엔터테인먼트
Sony Music",,
27,-,"

How You Like That
BLACKPINK | How You Like That","8,318,462","YG Entertainment
YG PLUS",,
28,1,"

METEOR
창모 (CHANGMO) | Boyhood","8,167,703","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
29,2,"

그날에 나는 맘이 편했을까
이예준 | 그날에 나는 맘이 편했을까","8,134,113","뮤니콘
Kakao Entertainment",,
30,new,"

마지막 날에 (Moving On)
규현 (KYUHYUN) | 마지막 날에 (Moving On)","7,976,156","SM Entertainment, Label SJ
Dreamus",,
31,3,"

사실 나는 (Feat.전건호)
경서예지 | 사실 나는","7,975,860","먼데이키즈 컴퍼니, 에버그로우
Kakao Entertainment",,
32,5,"

2002
Anne-Marie | Speak Your Mind (Deluxe)","7,797,188","Atlantic Records UK
Warner Music",,
33,1,"

아로하
조정석 | 슬기로운 의사생활 OST Part 3","7,730,076","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
34,4,"

딩가딩가 (Dingga)
마마무 (Mamamoo) | 딩가딩가 (Dingga)","7,687,365","RBW
Kakao Entertainment",,
35,55,"

그대 없이 그대와
HYNN(박혜원) | 그대 없이 그대와","7,672,635","엔터테인먼트뉴오더
Kakao Entertainment",,
36,3,"

어떻게 지내
오반 (OVAN) | 어떻게 지내","7,667,793","로맨틱팩토리
Kakao Entertainment",,
37,6,"

마음을 드려요
아이유 (IU) | 사랑의 불시착 OST Part 11","7,476,189","EDAM엔터테인먼트
Kakao Entertainment",,
38,9,"

Love poem
아이유 (IU) | Love poem","7,475,914","Kakao Entertainment
Kakao Entertainment",,
39,3,"

서면역에서
순순희 | 서면역에서","7,442,386","비에스엔터테인먼트
지니뮤직",,
40,29,"

Rosario (Feat. CL, ZICO)
에픽하이 (EPIK HIGH) | Epik High Is Here 上","7,424,713","OURS Co.
Kakao Entertainment",,
41,13,"

Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)
미란이 (Mirani) | 쇼미더머니 9 Episode 3","7,394,111","Stone Music Entertainment
지니뮤직",,
42,1,"

작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)
방탄소년단 | MAP OF THE SOUL : PERSONA","7,288,619","BIGHIT MUSIC / HYBE
Dreamus",,
43,1,"

Panorama
IZ*ONE (아이즈원) | One-reeler / Act IV","7,271,964","OFF THE RECORD Entertainment, SWING Entertainment
지니뮤직, Stone Music Entertainment",,
44,2,"

Memories
Maroon 5 | Memories","7,245,169","222 Records/Interscope Records
Universal Music",,
45,7,"

I CAN`T STOP ME
TWICE | Eyes wide open","7,231,663","JYP Entertainment
Dreamus",,
46,2,"

거짓말이라도 해서 널 보고싶어
백지영 | 거짓말이라도 해서 널 보고싶어","6,861,449","트라이어스
Kakao Entertainment",,
47,24,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","6,786,230","뮤직디자인
Kakao Entertainment",,
48,2,"

오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)
마크툽 (Maktub) | Red Moon : To You My Light","6,779,840","MAKTUB Company
Warner Music",,
49,4,"

DON`T TOUCH ME
환불원정대 | DON`T TOUCH ME","6,771,479","신박기획
NHN벅스",,
50,15,"

ON AIR (Feat. 로꼬, 박재범 & GRAY)
릴보이 (lIlBOI) | 쇼미더머니 9 Final","6,769,432","Stone Music Entertainment
지니뮤직",,
51,12,"

뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom)
Khundi Panda | 쇼미더머니 9 Episode 3","6,766,325","Stone Music Entertainment
지니뮤직",,
52,40,"

내 얘기 같아 (Feat. 헤이즈)
에픽하이 (EPIK HIGH) | Epik High Is Here 上","6,761,601","OURS Co.
Kakao Entertainment",,
53,4,"

이제 나만 믿어요
임영웅 | 내일은 미스터트롯 우승자 특전곡","6,757,129","TV CHOSUN, 쇼플레이
Kakao Entertainment",,
54,8,"

우린 어쩌다 헤어진 걸까
허각 | Hello","6,744,678","플레이엠엔터테인먼트
Kakao Entertainment",,
55,15,"

Freak (Prod. Slom)
릴보이 (lIlBOI) , 원슈타인 (Wonstein) , Chillin Homie , 스카이민혁 (Skyminhyuk) | 쇼미더머니 9 Episode 1","6,700,001","Stone Music Entertainment
지니뮤직",,
56,3,"

살짝 설렜어 (Nonstop)
오마이걸 (OH MY GIRL) | NONSTOP","6,632,188","WM엔터테인먼트
Sony Music",,
57,2,"

우리 왜 헤어져야 해
신예영 | 우리 왜 헤어져야 해","6,525,181","스튜디오 오드리
Kakao Entertainment",,
58,6,"

마리아 (Maria)
화사(Hwa Sa) | Mara","6,525,089","RBW
Kakao Entertainment",,
59,2,"

시작
가호 (Gaho) | 이태원 클라쓰 OST Part.2","6,517,586","블렌딩
블렌딩",,
60,3,"

너의 번호를 누르고 (Prod. 영화처럼)
#안녕 | 너의 번호를 누르고","6,430,848","시애틀뮤직
Warner Music",,
61,1,"

너를 만나
폴킴 | 너를 만나","6,426,851","뉴런뮤직
Kakao Entertainment",,
62,11,"

한잔이면 지워질까
황인욱 | 한잔이면 지워질까","6,342,038","How엔터테인먼트
NHN벅스",,
63,2,"

봄날
방탄소년단 | YOU NEVER WALK ALONE","6,291,047","BIGHIT MUSIC / HYBE
Dreamus",,
64,5,"

잘할게
이승기 | The Project","6,070,385","후크엔터테인먼트
Kakao Entertainment",,
65,9,"

What Do I Call You
태연 (TAEYEON) | What Do I Call You - The 4th Mini Album","6,066,901","SM Entertainment
Dreamus",,
66,1,"

사랑은 지날수록 더욱 선명하게 남아
전상근 | 한 걸음 : 흔적","6,051,870","셀러빗(CELEBIT)
Kakao Entertainment",,
67,1,"

가을밤에 든 생각
잔나비 | 잔나비 소곡집 l","5,898,537","페포니 뮤직
Kakao Entertainment",,
68,2,"

Dance Monkey
Tones And I | Dance Monkey","5,876,726","Elektra
Warner Music",,
69,1,"

소확행
임창정 | 힘든 건 사랑이 아니다","5,862,144","예스아이엠엔터테인먼트
인터파크",,
70,6,"

뻔한남자
이승기 | 뻔한남자","5,811,661","후크엔터테인먼트
Kakao Entertainment",,
71,4,"

홀로
이하이 | 홀로","5,806,656","AOMG
지니뮤직, Stone Music Entertainment",,
72,new,"

D-D-DANCE
IZ*ONE (아이즈원) | D-D-DANCE","5,773,881","클렙
Kakao Entertainment",,
73,new,"

I`m Not Cool
현아 (HyunA) | I`m Not Cool","5,759,430","피네이션
Kakao Entertainment",,
74,5,"

Black Mamba
aespa | Black Mamba","5,698,364","SM Entertainment
Dreamus",,
75,3,"

처음처럼
엠씨더맥스 (M.C The Max) | CEREMONIA","5,632,309","325 이엔씨
Kakao Entertainment",,
76,22,"

나로 바꾸자 (duet with JYP)
비 (Rain) | 나로 바꾸자 (duet with JYP)","5,623,596","써브라임 아티스트 에이전시, JYP엔터테인먼트
Kakao Entertainment",,
77,15,"

악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트)
스윙스(Swings) | 쇼미더머니 9 Semi Final","5,615,435","Stone Music Entertainment
지니뮤직",,
78,3,"

안녕
폴킴 | 호텔 델루나 OST Part.10","5,565,463","냠냠엔터테인먼트
Kakao Entertainment",,
79,8,"

Your Lights
이수 | Your Lights (바이크 원정대 OST Part.1)","5,537,891","도너츠컬쳐
NHN벅스",,
80,7,"

눈누난나 (NUNU NANA)
제시(Jessi) | NUNA","5,469,540","피네이션
Kakao Entertainment",,
81,4,"

Downtown Baby
블루 (BLOO) | Downtown Baby","5,408,367","메킷레인
Warner Music",,
82,4,"

사랑 못해, 남들 쉽게 다 하는 거
먼데이 키즈 (Monday Kiz) | 사랑 못해, 남들 쉽게 다 하는 거","5,255,227","먼데이키즈 컴퍼니
Kakao Entertainment",,
83,7,"

Snowman
Sia | Snowman","5,238,834","Monkey Puzzle, Atlantic
Warner Music",,
84,2,"

Don`t Start Now
Dua Lipa | Don`t Start Now","5,152,737","Warner Records
Warner Music",,
85,11,"

고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom)
머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Semi Final","5,148,095","Stone Music Entertainment
지니뮤직",,
86,6,"

Bad Boy
청하, Christopher | Bad Boy","5,131,070","Parlophone Denmark
Warner Music",,
87,40,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","5,130,534","더그루브엔터테인먼트
Kakao Entertainment",,
88,-,"

Paris In The Rain
Lauv | I met you when I was 18. (the playlist)","5,009,481","뮤직테이블
NHN벅스",,
89,new,"

안아줄게(Burn It)
골든차일드 | 5th Mini Album [YES.]","4,968,005","울림 엔터테인먼트
Kakao Entertainment",,
90,1,"

아무노래
지코 (ZICO) | 아무노래","4,901,845","KOZ 엔터테인먼트
Kakao Entertainment",,
91,-,"

12:45 (Stripped)
Etham | 12:45 (Stripped)","4,870,408","Virgin EMI
Universal Music",,
92,8,"

사랑하게 될 줄 알았어
전미도 | 슬기로운 의사생활 OST Part 11","4,831,041","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
93,10,"

너도 아는
폴킴 | 너도 아는","4,810,062","뉴런뮤직
Kakao Entertainment",,
94,15,"

여백의 미 (Feat. Jessi, JUSTHIS ) (Prod. GroovyRoom)
머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Final","4,807,842","Stone Music Entertainment
지니뮤직",,
95,9,"

12월의 어느 겨울…
윤도(YoonDo) | 12월의 어느 겨울…","4,712,903","꿈의엔진
Kakao Entertainment",,
96,2,"

Maniac
Conan Gray | Maniac","4,540,506","Republic Records
Universal Music",,
97,5,"

행복해
송하예 | Happy","4,497,095","더하기미디어
Kakao Entertainment",,
98,5,"

다시 여기 바닷가
싹쓰리 (유두래곤, 린다G, 비룡) | 다시 여기 바닷가","4,449,265","MBC
Kakao Entertainment",,
99,4,"

ON
방탄소년단 | MAP OF THE SOUL : 7","4,378,904","BIGHIT MUSIC / HYBE
Dreamus",,
100,4,"

별을 담은 시 (Ode To The Stars)
마크툽 (Maktub), 이라온 | Red Moon : Ode To The Stars","4,203,079","MAKTUB Company
Warner Music",,
101,3,"

밤편지
아이유 (IU) | 밤편지","4,177,659","페이브엔터테인먼트,카카오 M
Kakao Entertainment",,
102,17,"

For You (Feat. Crush)
이하이 | For You","4,136,738","AOMG
지니뮤직, Stone Music Entertainment",,
103,1,"

놓아줘 (with 태연)
크러쉬 (CRUSH) | with HER","3,934,046","피네이션
Dreamus",,
104,7,"

Blue & Grey
방탄소년단 | BE","3,790,290","BIGHIT MUSIC / HYBE
Dreamus",,
105,4,"

Santa Tell Me
Ariana Grande | Santa Tell Me","3,421,534","Republic Records, a division of UMG Recordings,Inc
Universal Music",,
106,HOT,"

아파
양다일 | our joys and sadnesses","3,398,265","브랜뉴뮤직
Kakao Entertainment",,
107,3,"

34+35
Ariana Grande | Positions","3,248,754","Republic Records
Universal Music",,
108,10,"

적외선 카메라
원슈타인 (Wonstein) | 쇼미더머니 9 Episode 3","3,217,057","Stone Music Entertainment
지니뮤직",,
109,23,"

At My Worst
Pink Sweat$ | The Prelude","3,184,483","Warner Music
Warner Music",,
110,5,"

시든 꽃에 물을 주듯
HYNN(박혜원) | 시든 꽃에 물을 주듯","3,138,823","엔터테인먼트뉴오더
Kakao Entertainment",,
111,8,"

원해 (Feat. 팔로알토) (Prod. 코드 쿤스트)
스윙스 (Swings) , 맥대디 (Mckdaddy) , Khakii (카키) , 래원 (Layone) | 쇼미더머니 9 Episode 1","3,086,137","Stone Music Entertainment
지니뮤직",,
112,2,"

휘파람
싱어게인 63호 가수 | 싱어게인 - 무명가수전 Episode.6","3,040,563","JTBC / JTBC스튜디오, 쇼플레이
Kakao Entertainment",,
113,3,"

Stuck with U
Ariana Grande, Justin Bieber | Stuck with U","3,021,975","2011 Universal Records, a Division of UM
Universal Music",,
114,3,"

bad guy
Billie Eilish | WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","2,963,782","Darkroom, Interscope Records
Universal Music",,
115,4,"

주저하는 연인들을 위해
잔나비 | 전설","2,961,730","페포니 뮤직
Kakao Entertainment",,
116,10,"

All I Want For Christmas Is You
Mariah Carey | Merry Christmas (Deluxe Anniversary Edition)","2,942,511","Columbia/Legacy
Sony Music",,
117,3,"

덤디덤디 (DUMDi DUMDi)
(여자)아이들 | 덤디덤디 (DUMDi DUMDi)","2,835,935","큐브엔터테인먼트
Kakao Entertainment",,
118,8,"

Bad
Christopher | Bad","2,806,690","Parlophone Denmark
Warner Music",,
119,8,"

내 방을 여행하는 법
방탄소년단 | BE","2,794,000","BIGHIT MUSIC / HYBE
Dreamus",,
120,13,"

가다 (Feat. 사이먼 도미닉, The Quiett) (Prod. SLO)
머쉬베놈 (MUSHVENOM) | 쇼미더머니 9 Final","2,793,720","Stone Music Entertainment
지니뮤직",,
