Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Stay
The Kid LAROI, Justin Bieber | Stay","28,309,731","Columbia
Sony Music",,
2,-,"

신호등
이무진 | 신호등","24,639,913","쇼플레이
Kakao Entertainment",,
3,-,"

Next Level
aespa | Next Level","18,957,866","SM Entertainment
Dreamus",,
4,2,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","18,117,077","NEOKIDZ
YG PLUS",,
5,12,"

Sticker
NCT 127 | Sticker - The 3rd Album","17,973,810","SM Entertainment
Dreamus",,
6,2,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","17,843,558","유야호
지니뮤직, Stone Music Entertainment",,
7,2,"

Weekend
태연 (TAEYEON) | Weekend","17,195,120","SM Entertainment
Dreamus",,
8,1,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","17,099,041","YG Entertainment
YG PLUS",,
9,-,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","16,540,602","BIGHIT MUSIC / HYBE
YG PLUS",,
10,2,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","14,951,518","SM Entertainment
Dreamus",,
11,-,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","14,885,724","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
12,-,"

Butter
방탄소년단 | Butter","14,873,974","BIGHIT MUSIC / HYBE
YG PLUS",,
13,3,"

DUMB DUMB
전소미 | DUMB DUMB","14,817,308","The Black Label
YG PLUS",,
14,4,"

가을 타나 봐
이무진 | 가을 타나 봐 (REVIBE Vol.4)","14,798,326","메이저나인
지니뮤직",,
15,1,"

시간을 거슬러 (낮에 뜨는 달 X 케이윌)
케이윌 (K.Will) | 시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","13,786,252","TOON STUDIO
Kakao Entertainment",,
16,3,"

Bad Habits
Ed Sheeran | Bad Habits","13,751,981","Atlantic Records UK
Warner Music",,
17,3,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","13,558,884","RBMG/Def Jam
Universal Music",,
18,new,"

My Universe
Coldplay, 방탄소년단 | My Universe","13,241,514","Parlophone UK
Warner Music",,
19,4,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","13,155,986","피네이션
지니뮤직, Stone Music Entertainment",,
20,1,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","11,758,910","에버그로우
Kakao Entertainment",,
21,2,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","11,614,415","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
22,2,"

Dynamite
방탄소년단 | Dynamite","11,562,728","BIGHIT MUSIC / HYBE
YG PLUS",,
23,1,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","10,597,397","WM엔터테인먼트
Sony Music",,
24,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","10,575,751","EDAM엔터테인먼트
Kakao Entertainment",,
25,3,"

고백
멜로망스(Melomance) | 세 번째 `고백`","10,397,888","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
26,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","10,292,392","브레이브 엔터테인먼트
음악형제들",,
27,3,"

비가 오는 날엔 (2021)
헤이즈 (Heize) | 비가 오는 날엔 (2021)","9,979,662","PLAYLIST
지니뮤직, Stone Music Entertainment",,
28,1,"

Celebrity
아이유 (IU) | Celebrity","9,860,341","EDAM엔터테인먼트
Kakao Entertainment",,
29,2,"

ASAP
STAYC(스테이씨) | STAYDOM","9,677,579","하이업엔터테인먼트
Kakao Entertainment",,
30,1,"

색안경 (STEREOTYPE)
STAYC(스테이씨) | STEREOTYPE","9,579,199","하이업엔터테인먼트
Kakao Entertainment",,
31,1,"

가을 우체국 앞에서
김대명 | 슬기로운 의사생활 시즌2 OST Part 2","9,464,022","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
32,65,"

Butterfly
전미도 | 슬기로운 의사생활 시즌2 OST Part 12","8,824,749","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
33,3,"

빨간 립스틱 (Feat. 윤미래)
이하이 | 4 ONLY","8,647,197","AOMG
지니뮤직, Stone Music Entertainment",,
34,1,"

하루만 더
빅마마 (BigMama) | 하루만 더","8,279,581","Kakao Entertainment
Kakao Entertainment",,
35,2,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","8,142,919","영앤리치 레코즈
Kakao Entertainment",,
