Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

Stay
The Kid LAROI, Justin Bieber | Stay","27,347,060","Columbia
Sony Music",,
2,16,"

My Universe
Coldplay, 방탄소년단 | My Universe","23,684,594","Parlophone UK
Warner Music",,
3,1,"

신호등
이무진 | 신호등","23,618,451","쇼플레이
Kakao Entertainment",,
4,1,"

Next Level
aespa | Next Level","18,547,406","SM Entertainment
Dreamus",,
5,1,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","18,100,104","NEOKIDZ
YG PLUS",,
6,-,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","17,289,907","유야호
지니뮤직, Stone Music Entertainment",,
7,2,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","16,992,461","BIGHIT MUSIC / HYBE
YG PLUS",,
8,-,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","16,650,976","YG Entertainment
YG PLUS",,
9,2,"

Weekend
태연 (TAEYEON) | Weekend","16,544,759","SM Entertainment
Dreamus",,
10,2,"

Butter
방탄소년단 | Butter","15,011,253","BIGHIT MUSIC / HYBE
YG PLUS",,
11,1,"

Queendom
레드벨벳(Red Velvet) | Queendom - The 6th Mini Album","14,140,779","SM Entertainment
Dreamus",,
12,4,"

Bad Habits
Ed Sheeran | Bad Habits","14,137,759","Atlantic Records UK
Warner Music",,
13,2,"

좋아좋아
조정석 | 슬기로운 의사생활 시즌2 OST Part 5","13,934,837","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
14,1,"

시간을 거슬러 (낮에 뜨는 달 X 케이윌)
케이윌 (K.Will) | 시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST","13,883,814","TOON STUDIO
Kakao Entertainment",,
15,2,"

DUMB DUMB
전소미 | DUMB DUMB","13,761,586","The Black Label
YG PLUS",,
16,1,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","13,632,522","RBMG/Def Jam
Universal Music",,
17,2,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","13,197,895","피네이션
지니뮤직, Stone Music Entertainment",,
18,2,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","13,145,859","에버그로우
Kakao Entertainment",,
19,5,"

가을 타나 봐
이무진 | 가을 타나 봐 (REVIBE Vol.4)","12,805,230","메이저나인
지니뮤직",,
20,5,"

고백
멜로망스(Melomance) | 세 번째 `고백`","12,126,725","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
21,1,"

Dynamite
방탄소년단 | Dynamite","12,060,449","BIGHIT MUSIC / HYBE
YG PLUS",,
22,1,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","11,089,380","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
23,1,"

라일락
아이유 (IU) | 5th Album `LILAC`","10,830,345","EDAM엔터테인먼트
Kakao Entertainment",,
24,1,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","10,466,885","WM엔터테인먼트
Sony Music",,
25,2,"

비가 오는 날엔 (2021)
헤이즈 (Heize) | 비가 오는 날엔 (2021)","10,409,317","PLAYLIST
지니뮤직, Stone Music Entertainment",,
26,2,"

Celebrity
아이유 (IU) | Celebrity","10,169,000","EDAM엔터테인먼트
Kakao Entertainment",,
27,1,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","10,163,569","브레이브 엔터테인먼트
음악형제들",,
28,69,"

LOCO
ITZY (있지) | CRAZY IN LOVE","10,022,003","JYP Entertainment
Dreamus",,
29,1,"

색안경 (STEREOTYPE)
STAYC(스테이씨) | STEREOTYPE","9,892,400","하이업엔터테인먼트
Kakao Entertainment",,
30,1,"

ASAP
STAYC(스테이씨) | STAYDOM","9,612,911","하이업엔터테인먼트
Kakao Entertainment",,
